"SITE_ID","VISIT_NO","SAMPLE_ID","H2O_dD","H2O_d18O","d.excess"
"NRS18_IN_10649","1",134380,-25.52,-3.75,4.45
"NRS18_IN_10650","1",123980,-41.45,-6.84,13.24
"NRS18_IN_11097","1",133640,-42.3,-6.68,11.14
"NRS18_IN_11547","1",123940,-40.2,-6.26,9.89
"NRS18_KS_10001","1",104660,-23.06,-3.48,4.8
"NRS18_KS_10001","2",104600,-26,-4.22,7.77
"NRS18_KS_10002","1",885220,-83.54,-11.16,5.73
"NRS18_KS_10005","1",895340,-5.19,-0.49,-1.26
"NRS18_KS_10006","1",893500,-35.42,-5.18,6.05
"NRS18_KS_10009","1",885200,-83.12,-10.86,3.77
"NRS18_KS_10012","1",116780,-14.51,-2.49,5.37
"NRS18_KS_10012","2",131980,-19.01,-3.85,11.76
"NRS18_KS_10015","1",104640,-40.37,-5.57,4.18
"NRS18_KS_10018","1",131760,-26.12,-4.31,8.37
"NRS18_KS_10024","1",104700,-36.24,-5.42,7.13
"NRS18_KS_10027","1",138380,-36.18,-5.2,5.44
"NRS18_KS_10029","1",117160,-31.8,-5.59,12.93
"NRS18_KS_10029","2",132320,-35.46,-5.93,12.01
"NRS18_KS_10033","1",893440,-30.31,-4.67,7.05
"NRS18_KS_10040","1",893560,-36.07,-5.65,9.09
"NRS18_KS_10041","1",885160,-81.53,-10.79,4.79
"NRS18_KS_10043","1",885440,-17.03,-3.13,7.99
"NRS18_KS_10045","1",893480,-34.86,-5.81,11.59
"NRS18_KS_10049","1",132420,-34.61,-5.81,11.87
"NRS18_KS_10050","1",132080,-42.91,-6.11,5.98
"NRS18_KS_10051","1",137300,-29.91,-4.82,8.61
"NRS18_KS_10051","2",885140,-31.44,-4.74,6.47
"NRS18_KS_10086","1",885320,-63.66,-8.2,1.94
"NRS18_KS_10087","1",104620,-39.71,-5.82,6.87
"NRS18_KS_10091","1",885480,-28.88,-4.5,7.12
"NRS18_KS_10097","1",138340,-19.26,-4.29,15.03
"NRS18_KS_10098","1",885520,-41.36,-5.07,-0.77
"NRS18_KS_10099","1",117580,-28.73,-4.61,8.18
"NRS18_KS_10100","1",885400,-35.79,-5.95,11.78
"NRS18_KS_10101","1",137080,-28.32,-4.83,10.34
"NRS18_KS_10103","1",885280,-33.53,-5.08,7.12
"NRS18_KS_10106","1",138360,-35.84,-4.82,2.68
"NRS18_KS_10113","1",132520,-25.13,-4.34,9.58
"NRS18_KS_10115","1",117560,-35.81,-5.91,11.48
"NRS18_KS_10120","1",116700,-36.77,-6.12,12.2
"NRS18_KS_10122","1",117520,-49.8,-7.08,6.88
"NRS18_KS_10123","1",885360,-30.47,-4.36,4.38
"NRS18_KS_10125","1",893520,-17.63,-2.54,2.73
"NRS18_KS_10126","1",884740,-17.49,-2.62,3.47
"NRS18_KS_10137","1",104680,-28.71,-4.65,8.5
"NRS18_KS_10140","1",893460,-40.32,-6.23,9.51
"NRS18_KS_10141","1",132600,-22.23,-4.19,11.25
"NRS18_KS_10142","1",116660,-23.7,-2.85,-0.89
"NRS18_KS_10145","1",116760,-28.96,-4.64,8.14
"NRS18_KS_RF001","1",885060,-19.93,-3.34,6.77
"NRS18_KS_RF003","1",884640,-28.64,-3.81,1.86
"NRS18_KY_10001","1",898420,-31.53,-5.38,11.49
"NRS18_KY_10001","2",898040,-37.27,-5.88,9.8
"NRS18_KY_10002","1",102460,-27.2,-5.02,12.93
"NRS18_KY_10002","2",115040,-30.57,-5.26,11.51
"NRS18_KY_10003","1",102480,-41.46,-7.05,14.91
"NRS18_KY_10004","1",115060,-40.29,-6.55,12.1
"NRS18_KY_10005","1",115700,-42.87,-6.8,11.54
"NRS18_KY_10006","1",889580,-37.53,-6.16,11.76
"NRS18_KY_10007","1",115640,-37.76,-6.25,12.27
"NRS18_KY_10008","1",890980,-45.9,-7.2,11.72
"NRS18_KY_10009","1",130500,-36.24,-6.11,12.67
"NRS18_KY_10010","1",114240,-41.37,-6.77,12.78
"NRS18_KY_10011","1",128940,-33.24,-6.1,15.58
"NRS18_KY_10011","2",130540,-28.93,-4.93,10.5
"NRS18_KY_10012","1",117720,-32.33,-5.59,12.4
"NRS18_KY_10012","2",130480,-26.59,-5.02,13.57
"NRS18_KY_10013","1",115660,-40.64,-6.74,13.25
"NRS18_KY_10015","1",128920,-39.01,-6.53,13.22
"NRS18_KY_10016","1",890820,-32.78,-5.73,13.05
"NRS18_KY_10018","1",117700,-38.2,-6.45,13.43
"NRS18_KY_10019","1",891900,-43.39,-7.25,14.61
"NRS18_KY_10020","1",891920,-40.35,-6.69,13.18
"NRS18_KY_10023","1",115800,-33.13,-5.9,14.03
"NRS18_KY_10024","1",114960,-31.92,-5.42,11.43
"NRS18_KY_10025","1",129020,-33.86,-6.45,17.77
"NRS18_KY_10026","1",898400,-39.19,-6.02,8.97
"NRS18_KY_10027","1",115020,-31.5,-5.59,13.25
"NRS18_KY_10029","1",115600,-43.75,-6.97,11.98
"NRS18_KY_10030","1",117680,-26.11,-4.67,11.22
"NRS18_KY_10031","1",115680,-34.19,-5.43,9.24
"NRS18_KY_10032","1",102680,-28.69,-4.93,10.74
"NRS18_KY_10033","1",102280,-28.95,-5.15,12.28
"NRS18_KY_10039","1",115620,-31.24,-5.6,13.54
"NRS18_KY_10041","1",129000,-32.89,-5.8,13.5
"NRS18_KY_10048","1",114980,-24.13,-4.62,12.87
"NRS18_KY_10197","1",115720,-41.15,-6.97,14.63
"NRS18_KY_10952","1",113280,-37.3,-5.95,10.27
"NRS18_LA_10001","1",899120,1.45,-0.73,7.29
"NRS18_LA_10001","2",896280,-14.87,-2.34,3.81
"NRS18_LA_10002","1",899260,-16.16,-3.14,9
"NRS18_LA_10002","2",899880,-31.34,-4.32,3.24
"NRS18_LA_10003","1",899360,-21.42,-3.96,10.26
"NRS18_LA_10004","1",899080,-22.35,-4.46,13.32
"NRS18_LA_10005","1",899060,-2.2,-0.95,5.4
"NRS18_LA_10006","1",899980,-11.02,-2.01,5.07
"NRS18_LA_10007","1",899960,-13.44,-2.65,7.76
"NRS18_LA_10008","1",101120,-14.8,-2.43,4.63
"NRS18_LA_10010","1",896880,-46.26,-7.17,11.07
"NRS18_LA_10010","2",899860,-42.58,-6.34,8.1
"NRS18_LA_10011","1",899300,-12,-2.45,7.63
"NRS18_LA_10012","1",899140,-19.98,-4.17,13.34
"NRS18_LA_10013","1",899380,-1.97,-1.03,6.23
"NRS18_LA_10013","2",896320,-3.39,-0.81,3.1
"NRS18_LA_10014","1",896200,-21.67,-3.44,5.89
"NRS18_LA_10015","1",899200,-35.06,-5.93,12.39
"NRS18_LA_10016","1",899100,-41.93,-6.84,12.77
"NRS18_LA_10018","1",899160,-16.38,-3.51,11.67
"NRS18_LA_10019","1",899240,-17.86,-3.4,9.33
"NRS18_LA_10020","1",899280,-4.61,-1.83,10
"NRS18_LA_10021","1",899320,-10.71,-2.33,7.94
"NRS18_LA_10022","1",899220,-41.45,-6.54,10.83
"NRS18_LA_10181","1",899340,18.14,2.93,-5.29
"NRS18_LA_10481","1",896820,-41.96,-6.97,13.82
"NRS18_MA_10001","1",126880,-48.43,-7.05,8.01
"NRS18_MA_10001","2",133040,-47.1,-6.99,8.81
"NRS18_MA_10002","1",136300,-39.86,-6.05,8.58
"NRS18_MA_10002","2",137180,-37.72,-5.61,7.12
"NRS18_MA_10003","1",890180,-57.26,-9.05,15.15
"NRS18_MA_10004","1",135060,-66.24,-9.75,11.72
"NRS18_MA_10005","1",109500,-42.5,-6.44,9.01
"NRS18_MA_10005","2",108040,-42.32,-6.14,6.78
"NRS18_MA_10006","1",104400,-59.89,-8.75,10.11
"NRS18_MA_10006","2",109300,-57.36,-8.58,11.3
"NRS18_MA_10007","1",105080,-44.92,-7.24,13.02
"NRS18_MA_10008","1",109380,-43.53,-6.61,9.33
"NRS18_MA_10009","1",894800,-38.45,-5.19,3.08
"NRS18_MA_10010","1",135120,-63.89,-9.05,8.53
"NRS18_MA_10011","1",894660,-36.34,-5.48,7.5
"NRS18_MA_10013","1",895060,-51.73,-6.94,3.81
"NRS18_MA_10014","1",895080,-47.71,-7.06,8.78
"NRS18_MA_10016","1",107940,-31.05,-3.6,-2.23
"NRS18_MA_10017","1",894760,-44.03,-6.55,8.39
"NRS18_MA_10018","1",126900,-55.89,-8.72,13.85
"NRS18_MA_10019","1",895000,-66.99,-10.41,16.33
"NRS18_MA_10182","1",890120,-53.23,-8.78,17.05
"NRS18_MA_10185","1",104380,-45.45,-7.13,11.58
"NRS18_MA_10631","1",136340,-63.78,-9.21,9.91
"NRS18_MD_10001","1",122780,-35.72,-6.27,14.44
"NRS18_MD_10001","2",122920,-35.43,-6.2,14.13
"NRS18_MD_10002","1",896520,-46.32,-7.33,12.3
"NRS18_MD_10002","2",896440,-43.41,-6.99,12.52
"NRS18_MD_10003","1",105860,-44.79,-7.39,14.33
"NRS18_MD_10004","1",122860,-50.59,-8.13,14.48
"NRS18_MD_10005","1",899420,-37.58,-6.33,13.03
"NRS18_MD_10005","2",110940,-34.7,-6.14,14.39
"NRS18_MD_10006","1",128600,-53.49,-8.31,12.97
"NRS18_MD_10006","2",128560,-52.98,-8.29,13.36
"NRS18_MD_10007","1",105900,-33.29,-5.99,14.66
"NRS18_MD_10008","1",899400,-50.05,-7.26,8.06
"NRS18_MD_10009","1",129760,-41.73,-7.27,16.42
"NRS18_MD_10010","1",896540,-42.04,-6.79,12.27
"NRS18_MD_10013","1",105880,-54.2,-8.51,13.92
"NRS18_MD_10014","1",899440,-37.56,-6.26,12.56
"NRS18_MD_10015","1",103420,-37.89,-6.83,16.74
"NRS18_MD_10018","1",128520,-41.86,-6.89,13.26
"NRS18_MD_10019","1",888340,-42.52,-7.02,13.6
"NRS18_MD_10034","1",122800,-30.09,-5.34,12.67
"NRS18_MD_10039","1",113040,-40.14,-6.62,12.79
"NRS18_MD_10481","1",128580,-32.1,-4.61,4.75
"NRS18_MD_10632","1",128540,-39.98,-6.6,12.79
"NRS18_MD_11081","1",122760,-45.36,-7.01,10.76
"NRS18_ME_10001","1",131840,-77.45,-10.94,10.09
"NRS18_ME_10001","2",137200,-74.16,-10.85,12.65
"NRS18_ME_10002","1",131660,-75.61,-10.59,9.12
"NRS18_ME_10002","2",135980,-74.53,-10.64,10.63
"NRS18_ME_10003","1",136040,-47.38,-7.09,9.34
"NRS18_ME_10004","1",133140,-58.5,-8.71,11.2
"NRS18_ME_10005","1",131820,-61.16,-8.79,9.15
"NRS18_ME_10006","1",131860,-71.14,-9.97,8.64
"NRS18_ME_10006","2",136020,-73.33,-10.46,10.31
"NRS18_ME_10007","1",136780,-69.26,-9.34,5.48
"NRS18_ME_10007","2",135960,-70.02,-10.02,10.13
"NRS18_ME_10008","1",133120,-63.67,-10.3,18.75
"NRS18_ME_10009","1",136760,-63.68,-8.61,5.2
"NRS18_ME_10010","1",131720,-52.25,-7.87,10.67
"NRS18_ME_10011","1",136000,-67.46,-9.58,9.16
"NRS18_ME_10012","1",113820,-58.41,-8.84,12.29
"NRS18_ME_10013","1",131880,-73.71,-10.08,6.91
"NRS18_ME_10014","1",136320,-60.34,-8.93,11.1
"NRS18_ME_10015","1",135020,-68.41,-9.52,7.78
"NRS18_ME_10016","1",133080,-52.08,-7.8,10.29
"NRS18_ME_10017","1",109520,-44.45,-6.82,10.14
"NRS18_ME_10018","1",131800,-70.24,-10.29,12.04
"NRS18_ME_10019","1",133020,-51.36,-7.62,9.57
"NRS18_ME_10020","1",135080,-43.59,-7.9,19.61
"NRS18_ME_10021","1",136060,-47.14,-7.11,9.76
"NRS18_ME_10025","1",131780,-73.83,-10.46,9.88
"NRS18_ME_10026","1",136080,-47.88,-6.59,4.87
"NRS18_ME_10044","1",133100,-52.4,-7.94,11.13
"NRS18_ME_10193","1",133060,-56.37,-8.66,12.92
"NRS18_ME_10194","1",136100,-48.76,-7.45,10.81
"NRS18_ME_10493","1",136160,-69.02,-9.63,8.01
"NRS18_MI_10001","1",108820,-57.1,-8.06,7.34
"NRS18_MI_10001","2",108940,-57.36,-8.84,13.33
"NRS18_MI_10002","1",136360,-54.21,-7.99,9.73
"NRS18_MI_10002","2",136520,-56.03,-8.32,10.55
"NRS18_MI_10004","1",136400,-67.13,-10.03,13.1
"NRS18_MI_10005","1",893700,-69.8,-10.02,10.35
"NRS18_MI_10006","1",107680,-81.31,-11.49,10.64
"NRS18_MI_10007","1",100780,-64.91,-7.61,-4
"NRS18_MI_10008","1",111460,-55.49,-7.8,6.92
"NRS18_MI_10009","1",108960,-55.15,-8.43,12.25
"NRS18_MI_10010","1",891960,-38.07,-6.4,13.09
"NRS18_MI_10011","1",136420,-52.15,-7.27,6.02
"NRS18_MI_10012","1",894460,-52.47,-7.74,9.43
"NRS18_MI_10013","1",108920,-51.59,-7.28,6.65
"NRS18_MI_10013","2",108800,-51.47,-7.8,10.92
"NRS18_MI_10014","1",124260,-75.07,-10.91,12.2
"NRS18_MI_10014","2",133880,-76.38,-11.23,13.44
"NRS18_MI_10015","1",894920,-51.83,-6.65,1.39
"NRS18_MI_10017","1",124240,-63.75,-9.82,14.79
"NRS18_MI_10019","1",119300,-73.69,-9.86,5.21
"NRS18_MI_10021","1",131600,-84.62,-11.98,11.23
"NRS18_MI_10022","1",100740,-53.08,-7.38,5.97
"NRS18_MI_10023","1",133900,-55.14,-7.95,8.47
"NRS18_MI_10024","1",113300,-77.36,-11.13,11.69
"NRS18_MI_10025","1",889720,-49.78,-7.42,9.62
"NRS18_MI_10028","1",899820,-72.76,-9.12,0.21
"NRS18_MI_10030","1",111500,-81.41,-12.2,16.17
"NRS18_MI_10032","1",108840,-50.68,-7.8,11.68
"NRS18_MI_10033","1",894960,-54.44,-7.63,6.62
"NRS18_MI_10034","1",100820,-86.6,-12.38,12.43
"NRS18_MI_10035","1",124200,-89.27,-12.73,12.6
"NRS18_MI_10037","1",119280,-72.97,-10.45,10.62
"NRS18_MI_10039","1",899840,-52.48,-8.1,12.29
"NRS18_MI_10040","1",111520,-80.39,-12.1,16.43
"NRS18_MI_10041","1",888060,-76,-10.86,10.88
"NRS18_MI_10042","1",108860,-42.93,-5.57,1.63
"NRS18_MI_10044","1",108900,-59.01,-7.68,2.42
"NRS18_MI_10045","1",136480,-86.06,-11.77,8.1
"NRS18_MI_10046","1",132920,-48.14,-7.08,8.48
"NRS18_MI_10047","1",100840,-58.57,-8.83,12.11
"NRS18_MI_10048","1",100720,-44.14,-6.55,8.22
"NRS18_MI_10049","1",124220,-65.19,-8.22,0.58
"NRS18_MI_10050","1",126440,-66.19,-8.97,5.6
"NRS18_MI_10052","1",100760,-54.42,-7.55,5.96
"NRS18_MI_10053","1",126860,-72.43,-9.73,5.43
"NRS18_MI_10054","1",136500,-50.46,-7.2,7.17
"NRS18_MI_10055","1",131640,-73.95,-10.37,9.02
"NRS18_MI_10056","1",891980,-49.7,-7.47,10.05
"NRS18_MI_10057","1",131620,-72.69,-10.03,7.57
"NRS18_MI_10062","1",108880,-59.48,-9.18,13.94
"NRS18_MI_10072","1",136460,-80.08,-11.42,11.27
"NRS18_MI_10075","1",136580,-62.75,-9.5,13.25
"NRS18_MI_10077","1",133920,-43.85,-6.11,5.02
"NRS18_MI_10081","1",894940,-60.37,-9.23,13.43
"NRS18_MI_10231","1",111480,-58.76,-8.94,12.77
"NRS18_MI_10233","1",126540,-84.71,-12.61,16.17
"NRS18_MI_10236","1",136380,-79.22,-11.97,16.56
"NRS18_MI_10381","1",894540,-55.69,-8.09,9.04
"NRS18_MI_10531","1",899800,-60.23,-9.01,11.81
"NRS18_MI_10532","1",136540,-90.21,-13.5,17.83
"NRS18_MI_10682","1",894480,-52.86,-7.17,4.46
"NRS18_MI_10982","1",131480,-48.81,-6.86,6.1
"NRS18_MN_10001","1",129840,-53.54,-8.47,14.24
"NRS18_MN_10001","2",135620,-52.4,-7.68,9.05
"NRS18_MN_10002","1",125400,-56.2,-7.9,6.96
"NRS18_MN_10002","2",132640,-53.19,-7.51,6.89
"NRS18_MN_10003","1",127680,-55.51,-8.36,11.34
"NRS18_MN_10004","1",133360,-60.87,-7.95,2.7
"NRS18_MN_10005","1",113440,-90.28,-12.36,8.62
"NRS18_MN_10006","1",132660,-76.85,-10.73,9
"NRS18_MN_10007","1",120160,-53.35,-7.8,9.03
"NRS18_MN_10008","1",125460,-44.32,-5.4,-1.12
"NRS18_MN_10009","1",123800,-82.1,-11.17,7.29
"NRS18_MN_10010","1",118380,-81.94,-11.22,7.79
"NRS18_MN_10011","1",131140,-50.1,-6.96,5.61
"NRS18_MN_10012","1",119780,-55.82,-7.7,5.78
"NRS18_MN_10013","1",111800,-52.52,-6.8,1.86
"NRS18_MN_10014","1",123840,-85.22,-11.31,5.25
"NRS18_MN_10015","1",132700,-52,-7.75,9.98
"NRS18_MN_10016","1",132060,-60.33,-8.16,4.98
"NRS18_MN_10017","1",129720,-72.66,-8.57,-4.08
"NRS18_MN_10018","1",125380,-53.68,-7.42,5.64
"NRS18_MN_10019","1",126700,-55.26,-8.42,12.07
"NRS18_MN_10019","2",134320,-54.83,-8.61,14.06
"NRS18_MN_10020","1",126760,-65.97,-8.04,-1.65
"NRS18_MN_10020","2",131220,-54.73,-6.81,-0.28
"NRS18_MN_10021","1",124780,-86.04,-11.85,8.76
"NRS18_MN_10022","1",124320,-80.95,-10.27,1.23
"NRS18_MN_10023","1",126260,-55.31,-6.29,-4.98
"NRS18_MN_10024","1",129680,-45.57,-6.49,6.38
"NRS18_MN_10025","1",124300,-66.15,-8.7,3.41
"NRS18_MN_10026","1",117760,-81.12,-10.32,1.44
"NRS18_MN_10028","1",126280,-81.97,-10.81,4.51
"NRS18_MN_10029","1",124340,-78.51,-9.7,-0.88
"NRS18_MN_10030","1",124740,-86.24,-11.42,5.16
"NRS18_MN_10031","1",129280,-56.12,-8.67,13.27
"NRS18_MN_10032","1",134300,-51.64,-7.39,7.49
"NRS18_MN_10033","1",886880,-50.73,-6.71,2.99
"NRS18_MN_10034","1",134860,-53.77,-7.48,6.03
"NRS18_MN_10035","1",132140,-51.87,-5.75,-5.88
"NRS18_MN_10036","1",129200,-64.83,-7.66,-3.53
"NRS18_MN_10037","1",123780,-80.57,-10.36,2.31
"NRS18_MN_10038","1",124280,-76.34,-8.92,-4.96
"NRS18_MN_10039","1",120180,-65.58,-8.26,0.52
"NRS18_MN_10044","1",124720,-83.39,-11.45,8.25
"NRS18_MN_10045","1",126300,-67.3,-9.2,6.31
"NRS18_MN_10046","1",119800,-91.9,-12.68,9.56
"NRS18_MN_10050","1",120100,-74.6,-9.55,1.81
"NRS18_MN_10052","1",125420,-53.82,-7.62,7.16
"NRS18_MN_10054","1",119620,-62.68,-7.38,-3.61
"NRS18_MN_10055","1",129820,-59.42,-8.6,9.39
"NRS18_MN_10056","1",126400,-58.61,-8.42,8.74
"NRS18_MN_10057","1",112300,-71.79,-10.45,11.77
"NRS18_MN_10058","1",123820,-79.83,-10.49,4.12
"NRS18_MN_10059","1",126720,-61.09,-9.31,13.42
"NRS18_MN_10060","1",120200,-63.3,-8.43,4.18
"NRS18_MN_10061","1",113520,-66.86,-8.88,4.19
"NRS18_MN_10062","1",124760,-78.71,-11.25,11.32
"NRS18_MN_10063","1",886840,-54.6,-7.57,5.93
"NRS18_MN_10064","1",132000,-49.37,-5.49,-5.44
"NRS18_MN_10065","1",132680,-43.64,-4.93,-4.18
"NRS18_MN_10066","1",111240,-48.83,-6.34,1.85
"NRS18_MN_10067","1",120120,-79.41,-10.42,3.97
"NRS18_MN_10068","1",125440,-71.23,-8.93,0.2
"NRS18_MN_10069","1",133340,-66.11,-8.55,2.29
"NRS18_MN_10071","1",111280,-45.43,-5.28,-3.19
"NRS18_MN_10072","1",126740,-55.2,-8.24,10.74
"NRS18_MN_10073","1",129800,-52.5,-7.52,7.63
"NRS18_MN_10090","1",126920,-48.17,-5.08,-7.49
"NRS18_MN_10253","1",124700,-87.58,-11.22,2.21
"NRS18_MN_10257","1",133280,-85.74,-12.06,10.72
"NRS18_MN_10260","1",120140,-69.44,-8.78,0.82
"NRS18_MN_10261","1",132300,-56.63,-8.34,10.13
"NRS18_MN_10402","1",129700,-51.37,-7.62,9.62
"NRS18_MN_10405","1",133320,-68.11,-8.59,0.62
"NRS18_MN_10553","1",123860,-87.28,-11.86,7.63
"NRS18_MN_10554","1",133380,-70.19,-9.71,7.48
"NRS18_MN_10556","1",126320,-67.52,-8.45,0.12
"NRS18_MN_RF001","1",125300,-72.73,-9.01,-0.68
"NRS18_MN_RF001","1",891500,-67.27,-8.36,-0.42
"NRS18_MN_RF002","1",125320,-69.84,-9.34,4.86
"NRS18_MN_RF002","1",891520,-60.9,-8.45,6.72
"NRS18_MN_RF003","1",125260,-74.53,-9.53,1.73
"NRS18_MO_10001","1",107580,-24.8,-3.28,1.4
"NRS18_MO_10001","2",106480,-31.78,-5.52,12.38
"NRS18_MO_10002","1",898700,-47.72,-7.41,11.58
"NRS18_MO_10002","2",894640,-44.63,-6.78,9.6
"NRS18_MO_10003","1",890440,-40.43,-5.43,3.05
"NRS18_MO_10004","1",109060,-37.43,-5.8,8.94
"NRS18_MO_10006","1",111540,-16.3,-1.7,-2.7
"NRS18_MO_10008","1",105260,-48.15,-7.08,8.52
"NRS18_MO_10009","1",104120,-49.86,-7.22,7.92
"NRS18_MO_10010","1",107520,-33.51,-5.15,7.69
"NRS18_MO_10011","1",898800,-50.73,-7.31,7.78
"NRS18_MO_10012","1",109080,-33.07,-5.63,11.97
"NRS18_MO_10013","1",104180,-27.73,-4.42,7.63
"NRS18_MO_10013","2",104080,-17.18,-3.09,7.53
"NRS18_MO_10014","1",104100,-48.69,-6.9,6.5
"NRS18_MO_10014","2",106500,-49.93,-6.91,5.33
"NRS18_MO_10019","1",103060,-40.82,-6.74,13.07
"NRS18_MO_10020","1",109160,-34.63,-4.83,4.03
"NRS18_MO_10021","1",106540,-26.75,-3.2,-1.18
"NRS18_MO_10023","1",890300,-24.37,-2.56,-3.92
"NRS18_MO_10024","1",898740,-61.7,-8.14,3.46
"NRS18_MO_10025","1",894860,-58.44,-7.83,4.17
"NRS18_MO_10026","1",111600,-30.39,-5.21,11.3
"NRS18_MO_10027","1",104200,-29.37,-5.14,11.72
"NRS18_MO_10029","1",108340,-23.09,-4.13,9.94
"NRS18_MO_10030","1",106580,-13.06,-1.5,-1.02
"NRS18_MO_10031","1",107560,-34.84,-5.65,10.38
"NRS18_MO_10033","1",111220,-37.16,-6.1,11.65
"NRS18_MO_10034","1",107540,-29.28,-5.56,15.21
"NRS18_MO_10035","1",106520,-28.51,-5.05,11.92
"NRS18_MO_10037","1",887060,-34.62,-5.39,8.53
"NRS18_MO_10038","1",107480,-25.5,-3.39,1.66
"NRS18_MO_10039","1",890000,-32.15,-5.64,13.01
"NRS18_MO_10040","1",104140,-31.59,-5.02,8.54
"NRS18_MO_10041","1",109100,-26.26,-4.04,6.09
"NRS18_MO_10042","1",102380,-61.22,-8.27,4.93
"NRS18_MO_10051","1",107700,-38.13,-6.21,11.55
"NRS18_MO_10053","1",111700,-31.66,-5.17,9.69
"NRS18_MO_10055","1",110900,-30.9,-5.18,10.57
"NRS18_MO_10213","1",111640,-32.06,-5.28,10.17
"NRS18_MO_10214","1",111120,-16.63,-2.25,1.35
"NRS18_MO_10361","1",107720,-28.72,-4.85,10.06
"NRS18_MO_10362","1",110860,-37.55,-6.06,10.92
"NRS18_MO_10665","1",111620,-36.4,-6.17,13
"NRS18_MO_10812","1",110960,-29.68,-4.21,4
"NRS18_MO_11111","1",111560,-32.25,-5.63,12.77
"NRS18_MO_RF001","1",884900,-19.84,-3.36,7.06
"NRS18_MO_RF002","1",888980,-37.52,-6.45,14.06
"NRS18_MO_RF003","1",131400,-37.54,-6.33,13.06
"NRS18_MO_RF004","1",116680,-32.52,-5.39,10.57
"NRS18_MO_RF005","1",116580,-34.82,-5.74,11.08
"NRS18_MO_RF006","1",117480,-36.73,-6.67,16.62
"NRS18_MO_RF007","1",117540,-36.19,-6.12,12.79
"NRS18_MS_10001","1",897480,-20.27,-4.1,12.53
"NRS18_MS_10001","2",109440,-18.53,-3.43,8.91
"NRS18_MS_10002","1",102940,-15.41,-3.07,9.18
"NRS18_MS_10002","2",105740,-13.88,-2.78,8.33
"NRS18_MS_10003","1",896460,-1.36,-0.06,-0.85
"NRS18_MS_10004","1",134020,-10.88,-2.78,11.32
"NRS18_MS_10005","1",134800,-16.37,-2.89,6.73
"NRS18_MS_10006","1",110720,-17.24,-2.87,5.74
"NRS18_MS_10007","1",109460,-14.71,-2.4,4.53
"NRS18_MS_10008","1",127860,-14.89,-3.01,9.2
"NRS18_MS_10009","1",897440,-16.13,-3.16,9.14
"NRS18_MS_10009","2",109580,-17.16,-3.3,9.25
"NRS18_MS_10010","1",134100,-13.21,-3.08,11.42
"NRS18_MS_10010","2",134360,-22.79,-4.12,10.14
"NRS18_MS_10012","1",897840,-1.31,-0.86,5.54
"NRS18_MS_10013","1",102780,-16.71,-3.53,11.53
"NRS18_MS_10014","1",106940,-15.76,-2.98,8.07
"NRS18_MS_10015","1",125740,-18.97,-3.54,9.38
"NRS18_MS_10016","1",134120,-15.03,-2.48,4.78
"NRS18_MS_10017","1",127820,-14.53,-2.75,7.5
"NRS18_MS_10018","1",134060,-14.83,-2.89,8.31
"NRS18_MS_10019","1",134480,-20.64,-4.27,13.56
"NRS18_MS_10020","1",110700,-22.19,-3.98,9.64
"NRS18_MS_10021","1",110800,-14.75,-2.76,7.34
"NRS18_MS_10022","1",110780,-34.47,-5.42,8.89
"NRS18_MS_10031","1",124380,-30.43,-4.86,8.48
"NRS18_MT_10001","1",130920,-114.32,-15.76,11.73
"NRS18_MT_10001","2",137680,-114.27,-15.35,8.49
"NRS18_MT_10002","1",129920,-130.05,-17.12,6.92
"NRS18_MT_10002","2",137400,-129.54,-16.85,5.24
"NRS18_MT_10003","1",133000,-136.46,-18.18,8.98
"NRS18_MT_10006","1",132900,-137.81,-17.68,3.65
"NRS18_MT_10009","1",132980,-138.8,-18.51,9.31
"NRS18_MT_10010","1",128700,-110.96,-11.75,-16.98
"NRS18_MT_10011","1",130820,-112.04,-10.85,-25.25
"NRS18_MT_10012","1",130840,-142.71,-18.89,8.44
"NRS18_MT_10013","1",137620,-137.77,-18.41,9.47
"NRS18_MT_10015","1",127340,-127.6,-16.9,7.57
"NRS18_MT_10017","1",130040,-135.61,-17.53,4.62
"NRS18_MT_10018","1",122020,-127.84,-16.76,6.28
"NRS18_MT_10019","1",130660,-111.84,-13.04,-7.5
"NRS18_MT_10021","1",132760,-136.84,-17.56,3.68
"NRS18_MT_10022","1",133540,-128.23,-16.74,5.72
"NRS18_MT_10023","1",127620,-127.25,-16.38,3.81
"NRS18_MT_10024","1",127520,-135.46,-17.43,3.96
"NRS18_MT_10025","1",130160,-109.76,-11.96,-14.06
"NRS18_MT_10027","1",137360,-135.54,-17.33,3.1
"NRS18_MT_10027","2",137420,-133.92,-17.08,2.71
"NRS18_MT_10028","1",130180,-127.5,-15.43,-4.03
"NRS18_MT_10028","2",137560,-122.71,-14.71,-5.05
"NRS18_MT_10029","1",132960,-145.6,-18.93,5.82
"NRS18_MT_10030","1",132740,-141.76,-18.67,7.57
"NRS18_MT_10032","1",137720,-132.21,-17.46,7.51
"NRS18_MT_10035","1",132840,-136.43,-18.38,10.6
"NRS18_MT_10037","1",132120,-83.41,-7.86,-20.53
"NRS18_MT_10040","1",130080,-55.57,-3.02,-31.43
"NRS18_MT_10041","1",885740,-105.27,-11.46,-13.62
"NRS18_MT_10043","1",130000,-132.18,-17.33,6.47
"NRS18_MT_10044","1",132020,-99.04,-11.51,-6.92
"NRS18_MT_10047","1",130900,-133.18,-17.22,4.57
