"SITE_ID","VISIT_NO","AMMONIA_N_RESULT","AMMONIA_N_UNITS","ANC_RESULT","ANC_UNITS","CALCIUM_RESULT","CALCIUM_UNITS","CHLORIDE_RESULT","CHLORIDE_UNITS","COLOR_RESULT","COLOR_UNITS","COND_RESULT","COND_UNITS","DOC_RESULT","DOC_UNITS","MAGNESIUM_RESULT","MAGNESIUM_UNITS","NITRATE_N_RESULT","NITRATE_N_UNITS","NITRATE_NITRITE_N_RESULT","NITRATE_NITRITE_N_UNITS","NITRITE_N_RESULT","NITRITE_N_UNITS","NTL_RESULT","NTL_UNITS","PH_RESULT","PH_UNITS","POTASSIUM_RESULT","POTASSIUM_UNITS","PTL_RESULT","PTL_UNITS","SILICA_RESULT","SILICA_UNITS","SODIUM_RESULT","SODIUM_UNITS","SULFATE_RESULT","SULFATE_UNITS","TSS_RESULT","TSS_UNITS","TURB_RESULT","TURB_UNITS"
"NRS18_WY_10060",1,0.004,"mg N/L",969.54,"uEQ/L",18.684,"mg/L",1.547,"mg/L",12,"APHA PT-CO",169.3,"uS/cm at 25 C",1.44,"mg/L",2.307,"mg/L",0.002,"mg N/L",NA,"","2.00E-04","mg N/L",0.09,"mg N/L",8.02,"Std. Units",1.32,"mg/L",9.236,"ug/L",5.948,"mg/L",11.86,"mg/L",29.521,"mg/L","4.2","mg/L",1.98,"NTU"
"NRS18_IA_10024",1,0.037,"mg N/L",4259.55,"uEQ/L",64.434,"mg/L",7.503,"mg/L",15,"APHA PT-CO",467.2,"uS/cm at 25 C",2.1,"mg/L",18.274,"mg/L",3.4936,"mg N/L",NA,"","","",3.913,"mg N/L",8.36,"Std. Units",1.872,"mg/L",173.006,"ug/L",17.281,"mg/L",6.931,"mg/L",13.15,"mg/L","36.2","mg/L",17.43,"NTU"
"NRS18_MO_10812",1,0.069,"mg N/L",3184.39,"uEQ/L",64.76,"mg/L",102.872,"mg/L",20,"APHA PT-CO",752.2,"uS/cm at 25 C",5.64,"mg/L",12.602,"mg/L",0.2257,"mg N/L",NA,"","0.0083","mg N/L",0.928,"mg N/L",8.14,"Std. Units",6.247,"mg/L",82.79,"ug/L",4.938,"mg/L",62.913,"mg/L",48.401,"mg/L","5.4","mg/L",5.15,"NTU"
"NRS18_WI_10017",1,NA,"",6560,"uEQ/L",87.8,"mg/L",16.1,"mg/L",10,"APHA PT-CO",732,"uS/cm",1.92,"mg/L",44.3,"mg/L",7.34,"mg N/L",7.35,"mg N/L","","",7.76,"mg N/L",8.45,"Std. Units",2.08,"mg/L",77.4,"ug/L",14.9,"mg/L",5.63,"mg/L",18.9,"mg/L","2.8","mg/L",3.23,"NTU"
"NRS18_MD_10013",1,0.016,"mg N/L",363.31,"uEQ/L",8.053,"mg/L",25.464,"mg/L",20,"APHA PT-CO",148.2,"uS/cm at 25 C",2.66,"mg/L",2.167,"mg/L",1.0375,"mg N/L",NA,"","3.00E-04","mg N/L",1.266,"mg N/L",7.53,"Std. Units",1.792,"mg/L",14.48,"ug/L",5.723,"mg/L",16.129,"mg/L",4.616,"mg/L","6.2","mg/L",6.98,"NTU"
"NRS18_KS_10001",2,0.009,"mg N/L",4707.77,"uEQ/L",69.993,"mg/L",9.918,"mg/L",10,"APHA PT-CO",479.6,"uS/cm at 25 C",1.51,"mg/L",15.521,"mg/L",0.0096,"mg N/L",NA,"","","",0.188,"mg N/L",8.32,"Std. Units",1.925,"mg/L",20.254,"ug/L",11.993,"mg/L",10.603,"mg/L",11.931,"mg/L","10.3","mg/L",5.91,"NTU"
"NRS18_MN_10033",1,0.015,"mg N/L",2882.04,"uEQ/L",38.769,"mg/L",10.395,"mg/L",30,"APHA PT-CO",321.1,"uS/cm at 25 C",9.96,"mg/L",14.328,"mg/L",0.3482,"mg N/L",NA,"","","",0.999,"mg N/L",8.34,"Std. Units",2.091,"mg/L",53.24,"ug/L",12.659,"mg/L",7.991,"mg/L",6.98,"mg/L","8.3","mg/L",4.23,"NTU"
"NRS18_MO_10214",1,0.017,"mg N/L",2662.36,"uEQ/L",53.055,"mg/L",6.918,"mg/L",5,"APHA PT-CO",325.1,"uS/cm at 25 C",5.74,"mg/L",5.807,"mg/L",0.0011,"mg N/L",NA,"","","",1.119,"mg N/L",8.12,"Std. Units",4.816,"mg/L",136.533,"ug/L",8.664,"mg/L",6.13,"mg/L",19.791,"mg/L","33.6","mg/L",24.06,"NTU"
"NRS18_WI_10542",1,0.0211,"mg N/L",1930,"uEQ/L",23.9,"mg/L",6.35,"mg/L",15,"APHA PT-CO",240,"uS/cm",2.96,"mg/L",12.3,"mg/L",1.95,"mg N/L",1.96,"mg N/L","","",2.32,"mg N/L",8.06,"Std. Units",2.9,"mg/L",84.4,"ug/L",12,"mg/L",3.42,"mg/L",4.43,"mg/L","4.8","mg/L",3.6,"NTU"
"NRS18_GA_RF001",1,0.017,"mg N/L",468.05,"uEQ/L",7.949,"mg/L",11.691,"mg/L",65,"APHA PT-CO",101.8,"uS/cm at 25 C",10.19,"mg/L",3.51,"mg/L",0.0695,"mg N/L",NA,"","3.00E-04","mg N/L",0.51,"mg N/L",7.43,"Std. Units",3.719,"mg/L",64.87,"ug/L",5.238,"mg/L",4.762,"mg/L",3.442,"mg/L","1.9","mg/L",3.66,"NTU"
"NRS18_MN_10013",1,0.017,"mg N/L",2928.43,"uEQ/L",38.989,"mg/L",10.725,"mg/L",35,"APHA PT-CO",323.8,"uS/cm at 25 C",9.99,"mg/L",14.349,"mg/L",0.3959,"mg N/L",NA,"","","",1.094,"mg N/L",8.32,"Std. Units",2.145,"mg/L",53.261,"ug/L",12.77,"mg/L",8.015,"mg/L",7.645,"mg/L","7.5","mg/L",4.79,"NTU"
"NRS18_MO_10362",1,0.028,"mg N/L",5336.2,"uEQ/L",84.699,"mg/L",6.956,"mg/L",20,"APHA PT-CO",547.6,"uS/cm at 25 C",3.49,"mg/L",17.077,"mg/L",0.2839,"mg N/L",NA,"","","",0.741,"mg N/L",8.32,"Std. Units",3.746,"mg/L",157.185,"ug/L",16.454,"mg/L",11.101,"mg/L",17.972,"mg/L","22.7","mg/L",10.45,"NTU"
"NRS18_MI_10062",1,0.282,"mg N/L",3917.03,"uEQ/L",64.731,"mg/L",26.711,"mg/L",46,"APHA PT-CO",533,"uS/cm at 25 C",9.9,"mg/L",16.367,"mg/L",0.2052,"mg N/L",NA,"","","",1.003,"mg N/L",7.95,"Std. Units",9.718,"mg/L",49.151,"ug/L",12.479,"mg/L",17.705,"mg/L",34.918,"mg/L","3.2","mg/L",4.66,"NTU"
"NRS18_IA_10001",2,0.051,"mg N/L",5375.06,"uEQ/L",83.657,"mg/L",12.174,"mg/L",5,"APHA PT-CO",624.8,"uS/cm at 25 C",2.64,"mg/L",25.345,"mg/L",6.6312,"mg N/L",NA,"","","",7.188,"mg N/L",8.33,"Std. Units",2.72,"mg/L",201.113,"ug/L",25.722,"mg/L",12.174,"mg/L",14.917,"mg/L","25","mg/L",9.9,"NTU"
"NRS18_TX_10002",1,0.009,"mg N/L",1814.9,"uEQ/L",39.045,"mg/L",29.876,"mg/L",10,"APHA PT-CO",371,"uS/cm at 25 C",5.1,"mg/L",4.2,"mg/L",0.1666,"mg N/L",NA,"","","",0.705,"mg N/L",8.16,"Std. Units",5.791,"mg/L",145.36,"ug/L",7.433,"mg/L",27.422,"mg/L",35.415,"mg/L","9.4","mg/L",4.83,"NTU"
"NRS18_FL_RF001",1,0.141,"mg N/L",24.18,"uEQ/L",4.224,"mg/L",5.885,"mg/L",600,"APHA PT-CO",55.3,"uS/cm at 25 C",59.29,"mg/L",1.655,"mg/L",0.0285,"mg N/L",NA,"","","",1.35,"mg N/L",4.79,"Std. Units",0.165,"mg/L",152.935,"ug/L",6.02,"mg/L",3.289,"mg/L",0.231,"mg/L","1.9","mg/L",1.44,"NTU"
"NRS18_MN_10071",1,0.015,"mg N/L",4372.59,"uEQ/L",111.751,"mg/L",20.149,"mg/L",10,"APHA PT-CO",1202.7,"uS/cm at 25 C",9.24,"mg/L",77.641,"mg/L",0.0013,"mg N/L",NA,"","0.0014","mg N/L",1.77,"mg N/L",8.33,"Std. Units",9.341,"mg/L",228.485,"ug/L",22.638,"mg/L",41.16,"mg/L",421.185,"mg/L","25.8","mg/L",18.86,"NTU"
"NRS18_WI_10245",1,0.0273,"mg N/L",94.2,"uEQ/L",3.05,"mg/L",0.312,"mg/L",300,"APHA PT-CO",25.9,"uS/cm",31.8,"mg/L",0.779,"mg/L",NA,"",NA,"","","",1.41,"mg N/L",5.43,"Std. Units",0.706,"mg/L",49.8,"ug/L",9.18,"mg/L",0.499,"mg/L",NA,"","3.8","mg/L",1.63,"NTU"
"NRS18_VA_10015",1,0.022,"mg N/L",218.65,"uEQ/L",3.046,"mg/L",6.359,"mg/L",27,"APHA PT-CO",54.3,"uS/cm at 25 C",5.29,"mg/L",2.211,"mg/L",0.1086,"mg N/L",NA,"","3.00E-04","mg N/L",0.379,"mg N/L",7.11,"Std. Units",1.801,"mg/L",59.901,"ug/L",11.366,"mg/L",2.808,"mg/L",2.23,"mg/L","7","mg/L",8.16,"NTU"
"NRS18_NE_10042",1,0.025,"mg N/L",3775.47,"uEQ/L",60.899,"mg/L",13.744,"mg/L",11,"APHA PT-CO",462,"uS/cm at 25 C",3.66,"mg/L",9.308,"mg/L",1.2698,"mg N/L",NA,"","","",1.735,"mg N/L",8.33,"Std. Units",12.569,"mg/L",647.95,"ug/L",28.059,"mg/L",18.119,"mg/L",26.279,"mg/L","22.5","mg/L",10.96,"NTU"
"NRS18_MI_10013",2,0.029,"mg N/L",3546.27,"uEQ/L",61.786,"mg/L",123.97,"mg/L",18,"APHA PT-CO",828,"uS/cm at 25 C",5.73,"mg/L",23.165,"mg/L",0.0921,"mg N/L",NA,"","","",0.593,"mg N/L",8.19,"Std. Units",6.619,"mg/L",93.92,"ug/L",3.792,"mg/L",71.033,"mg/L",43.65,"mg/L","12","mg/L",14.87,"NTU"
"NRS18_SD_10014",2,0.038,"mg N/L",8478.03,"uEQ/L",20.469,"mg/L",9.157,"mg/L",110,"APHA PT-CO",1783.5,"uS/cm at 25 C",11.54,"mg/L",10.397,"mg/L",0.4575,"mg N/L",NA,"","0.006","mg N/L",1.435,"mg N/L",8.55,"Std. Units",6.898,"mg/L",99.985,"ug/L",6.327,"mg/L",360.557,"mg/L",490.319,"mg/L","34.2","mg/L",35.5,"NTU"
"NRS18_WI_10022",1,0.059,"mg N/L",1554,"uEQ/L",21.6,"mg/L",6.55,"mg/L",50,"APHA PT-CO",201,"uS/cm",5.3,"mg/L",8.24,"mg/L",1.69,"mg N/L",1.71,"mg N/L","","",2.41,"mg N/L",7.69,"Std. Units",1.96,"mg/L",169,"ug/L",23.8,"mg/L",3.58,"mg/L",3.24,"mg/L","26","mg/L",17.9,"NTU"
"NRS18_NE_10011",1,0.026,"mg N/L",4354.14,"uEQ/L",78.384,"mg/L",15.02,"mg/L",5,"APHA PT-CO",551,"uS/cm at 25 C",2.69,"mg/L",11.927,"mg/L",2.4681,"mg N/L",NA,"","","",2.869,"mg N/L",8.2,"Std. Units",11.36,"mg/L",529.081,"ug/L",36.014,"mg/L",22.115,"mg/L",38.35,"mg/L","25.5","mg/L",13.63,"NTU"
"NRS18_PA_10217",1,0.004,"mg N/L",123.86,"uEQ/L",3.307,"mg/L",1.163,"mg/L",21,"APHA PT-CO",30.6,"uS/cm at 25 C",3.74,"mg/L",0.961,"mg/L",0.1997,"mg N/L",NA,"","3.00E-04","mg N/L",0.355,"mg N/L",7.05,"Std. Units",0.807,"mg/L",12.364,"ug/L",4.337,"mg/L",0.689,"mg/L",3.948,"mg/L","3.1","mg/L",2.1,"NTU"
"NRS18_OR_10519",1,0.007,"mg N/L",947.07,"uEQ/L",9.067,"mg/L",0.64,"mg/L",4,"APHA PT-CO",96,"uS/cm at 25 C",0.95,"mg/L",3.698,"mg/L",0.2031,"mg N/L",NA,"","4.00E-04","mg N/L",0.34,"mg N/L",8.08,"Std. Units",1.483,"mg/L",27.766,"ug/L",30.695,"mg/L",5.726,"mg/L",0.847,"mg/L","2.2","mg/L",1.26,"NTU"
"NRS18_OR_10231",1,0.011,"mg N/L",798.54,"uEQ/L",7.791,"mg/L",0.581,"mg/L",9,"APHA PT-CO",85.5,"uS/cm at 25 C",0.95,"mg/L",3.232,"mg/L",0.689,"mg N/L",NA,"","7.00E-04","mg N/L",1.069,"mg N/L",7.84,"Std. Units",1.837,"mg/L",88.055,"ug/L",34.207,"mg/L",4.907,"mg/L",0.806,"mg/L","35.6","mg/L",11.66,"NTU"
"NRS18_MO_10037",1,0.096,"mg N/L",4132.99,"uEQ/L",65.604,"mg/L",13.912,"mg/L",14,"APHA PT-CO",480,"uS/cm at 25 C",4.83,"mg/L",16.966,"mg/L",0.1286,"mg N/L",NA,"","","",0.794,"mg N/L",7.97,"Std. Units",4.819,"mg/L",150.438,"ug/L",17.215,"mg/L",8.773,"mg/L",26.023,"mg/L","27.4","mg/L",14.43,"NTU"
"NRS18_WI_10083",1,NA,"",1916,"uEQ/L",26.2,"mg/L",8.87,"mg/L",20,"APHA PT-CO",238,"uS/cm",3.44,"mg/L",9.36,"mg/L",0.697,"mg N/L",0.713,"mg N/L","","",1.04,"mg N/L",8.09,"Std. Units",0.874,"mg/L",45.2,"ug/L",17.2,"mg/L",5.13,"mg/L",3.96,"mg/L","4","mg/L",2.31,"NTU"
"NRS18_WI_10324",1,NA,"",1184,"uEQ/L",17.7,"mg/L",2.34,"mg/L",15,"APHA PT-CO",134,"uS/cm",2.77,"mg/L",4.56,"mg/L",NA,"",NA,"","","",NA,"",8.02,"Std. Units",0.549,"mg/L",10.7,"ug/L",14.3,"mg/L",2.42,"mg/L",2.76,"mg/L","","",1.04,"NTU"
"NRS18_VA_10022",1,0.003,"mg N/L",153.42,"uEQ/L",1.916,"mg/L",5.962,"mg/L",3,"APHA PT-CO",44,"uS/cm at 25 C",1,"mg/L",1.133,"mg/L",0.0746,"mg N/L",NA,"","","",0.204,"mg N/L",7.13,"Std. Units",0.849,"mg/L",31.2,"ug/L",7.616,"mg/L",4.214,"mg/L",1.989,"mg/L","21.7","mg/L",9.36,"NTU"
"NRS18_VA_10006",1,0.014,"mg N/L",2972.27,"uEQ/L",49.27,"mg/L",7.448,"mg/L",3,"APHA PT-CO",345.4,"uS/cm at 25 C",1.32,"mg/L",10.595,"mg/L",1.1245,"mg N/L",NA,"","","",1.365,"mg N/L",8.34,"Std. Units",1.817,"mg/L",33.75,"ug/L",6.622,"mg/L",7.888,"mg/L",14.962,"mg/L","6.7","mg/L",3.61,"NTU"
"NRS18_AZ_10011",1,0.014,"mg N/L",5584.1,"uEQ/L",72.745,"mg/L",5.167,"mg/L",0,"APHA PT-CO",528.7,"uS/cm at 25 C",0.62,"mg/L",27.953,"mg/L",0.1151,"mg N/L",NA,"","3.00E-04","mg N/L",0.194,"mg N/L",8.12,"Std. Units",1.204,"mg/L",22.443,"ug/L",14.139,"mg/L",5.234,"mg/L",4.548,"mg/L","0.6","mg/L",0.53,"NTU"
"NRS18_AZ_10001",1,0.066,"mg N/L",2297.44,"uEQ/L",71.987,"mg/L",170.539,"mg/L",20,"APHA PT-CO",1211.5,"uS/cm at 25 C",6.76,"mg/L",10.893,"mg/L",6.6886,"mg N/L",NA,"","0","mg N/L",8,"mg N/L",8.05,"Std. Units",19.368,"mg/L",2917.375,"ug/L",36.637,"mg/L",124.952,"mg/L",157.487,"mg/L","7","mg/L",3.59,"NTU"
"NRS18_NM_10007",1,0.012,"mg N/L",585.38,"uEQ/L",9.331,"mg/L",1.766,"mg/L",46,"APHA PT-CO",74,"uS/cm at 25 C",8.28,"mg/L",1.908,"mg/L",0.0064,"mg N/L",NA,"","4.00E-04","mg N/L",0.664,"mg N/L",7.65,"Std. Units",1.752,"mg/L",168.124,"ug/L",18.028,"mg/L",2.662,"mg/L",2.207,"mg/L","58.6","mg/L",30.68,"NTU"
"NRS18_NM_10645",1,0.011,"mg N/L",633.4,"uEQ/L",10.028,"mg/L",2.016,"mg/L",65,"APHA PT-CO",78.8,"uS/cm at 25 C",8.55,"mg/L",2.095,"mg/L",0.0038,"mg N/L",NA,"","0","mg N/L",0.521,"mg N/L",7.71,"Std. Units",1.668,"mg/L",113.109,"ug/L",18.979,"mg/L",2.996,"mg/L",2.625,"mg/L","19.9","mg/L",15.07,"NTU"
"NRS18_AZ_10010",1,0.006,"mg N/L",4871.7,"uEQ/L",59.972,"mg/L",10.15,"mg/L",4,"APHA PT-CO",550.4,"uS/cm at 25 C",1.79,"mg/L",10.535,"mg/L",1e-04,"mg N/L",NA,"","4.00E-04","mg N/L",0.265,"mg N/L",8.21,"Std. Units",2.556,"mg/L",76.923,"ug/L",18.139,"mg/L",48.859,"mg/L",33.608,"mg/L","11.6","mg/L",19.95,"NTU"
"NRS18_AZ_10021",1,0.006,"mg N/L",3124.38,"uEQ/L",36.749,"mg/L",4.397,"mg/L",0,"APHA PT-CO",309.6,"uS/cm at 25 C",0.7,"mg/L",17.245,"mg/L",0.0335,"mg N/L",NA,"","4.00E-04","mg N/L",0.106,"mg N/L",8.29,"Std. Units",1.005,"mg/L",28.039,"ug/L",14.938,"mg/L",5.203,"mg/L",1.479,"mg/L","1.1","mg/L",0.56,"NTU"
"NRS18_AZ_10006",1,0.014,"mg N/L",2793.81,"uEQ/L",43.621,"mg/L",4.059,"mg/L",20,"APHA PT-CO",286.2,"uS/cm at 25 C",2.01,"mg/L",7.346,"mg/L",0.0315,"mg N/L",NA,"","0","mg N/L",0.375,"mg N/L",8.29,"Std. Units",1.419,"mg/L",165.808,"ug/L",9.057,"mg/L",7.411,"mg/L",9.429,"mg/L","241.8","mg/L",42.58,"NTU"
"NRS18_NM_10001",1,0.012,"mg N/L",400.05,"uEQ/L",9.005,"mg/L",1.064,"mg/L",47,"APHA PT-CO",57.7,"uS/cm at 25 C",12.09,"mg/L",1.286,"mg/L",0.0824,"mg N/L",NA,"","4.00E-04","mg N/L",0.494,"mg N/L",7.41,"Std. Units",0.659,"mg/L",67.646,"ug/L",10.624,"mg/L",1.665,"mg/L",3.32,"mg/L","14.6","mg/L",14.08,"NTU"
"NRS18_NM_10038",1,0.007,"mg N/L",361.2,"uEQ/L",5.642,"mg/L",1.163,"mg/L",23,"APHA PT-CO",59.1,"uS/cm at 25 C",4.85,"mg/L",1.818,"mg/L",0.0953,"mg N/L",NA,"","5.00E-04","mg N/L",0.8,"mg N/L",7.41,"Std. Units",0.982,"mg/L",197.773,"ug/L",14.72,"mg/L",3.376,"mg/L",6.405,"mg/L","116.7","mg/L",24.96,"NTU"
"NRS18_NM_10511",1,0.042,"mg N/L",4458.98,"uEQ/L",60.979,"mg/L",10.331,"mg/L",25,"APHA PT-CO",650.8,"uS/cm at 25 C",1.71,"mg/L",27.693,"mg/L",0.5965,"mg N/L",NA,"","0.0062","mg N/L",0.929,"mg N/L",8.42,"Std. Units",5.085,"mg/L",76.254,"ug/L",22.09,"mg/L",39.863,"mg/L",109.188,"mg/L","11.6","mg/L",6.09,"NTU"
"NRS18_AZ_10002",1,0.009,"mg N/L",2643.52,"uEQ/L",70.214,"mg/L",97.166,"mg/L",0,"APHA PT-CO",979.8,"uS/cm at 25 C",2.44,"mg/L",23.803,"mg/L",0.3182,"mg N/L",NA,"","0.0043","mg N/L",0.515,"mg N/L",8.19,"Std. Units",4.274,"mg/L",14.654,"ug/L",7.896,"mg/L",82.517,"mg/L",214.021,"mg/L","5.6","mg/L",2.76,"NTU"
"NRS18_AZ_12837",1,0.01,"mg N/L",2678.26,"uEQ/L",70.977,"mg/L",86.031,"mg/L",7,"APHA PT-CO",981.9,"uS/cm at 25 C",2.51,"mg/L",23.615,"mg/L",0.3176,"mg N/L",NA,"","0.0037","mg N/L",0.513,"mg N/L",8.2,"Std. Units",4.084,"mg/L",15.844,"ug/L",7.92,"mg/L",81.228,"mg/L",214.672,"mg/L","6","mg/L",1.87,"NTU"
"NRS18_AZ_10016",1,0.004,"mg N/L",2938.78,"uEQ/L",51.584,"mg/L",1.986,"mg/L",15,"APHA PT-CO",299,"uS/cm at 25 C",1.23,"mg/L",6.867,"mg/L",0.5745,"mg N/L",NA,"","6.00E-04","mg N/L",0.673,"mg N/L",8.48,"Std. Units",1.236,"mg/L",71.168,"ug/L",10.425,"mg/L",4.618,"mg/L",7.524,"mg/L","8.8","mg/L",2.41,"NTU"
"NRS18_TX_10024",1,0.03,"mg N/L",4067.28,"uEQ/L",401.997,"mg/L",4797.897,"mg/L",40,"APHA PT-CO",16326.7,"uS/cm at 25 C",13.36,"mg/L",230.232,"mg/L",0.1727,"mg N/L",NA,"","0.1005","mg N/L",4.888,"mg N/L",8.11,"Std. Units",14.897,"mg/L",873.438,"ug/L",2.534,"mg/L",2970.492,"mg/L",1900.89,"mg/L","115.4","mg/L",41.28,"NTU"
"NRS18_AZ_10007",1,0.013,"mg N/L",2719.34,"uEQ/L",67.639,"mg/L",84.603,"mg/L",25,"APHA PT-CO",954.1,"uS/cm at 25 C",2.72,"mg/L",23.457,"mg/L",0.3272,"mg N/L",NA,"","0.0031","mg N/L",0.546,"mg N/L",8.23,"Std. Units",4.13,"mg/L",14.176,"ug/L",7.352,"mg/L",81.258,"mg/L",211.16,"mg/L","5.2","mg/L",2.59,"NTU"
"NRS18_NV_10004",1,0.012,"mg N/L",2753.03,"uEQ/L",68.15,"mg/L",81.573,"mg/L",5,"APHA PT-CO",935,"uS/cm at 25 C",2.45,"mg/L",23.061,"mg/L",0.3662,"mg N/L",NA,"","0.0036","mg N/L",0.544,"mg N/L",8.32,"Std. Units",4.065,"mg/L",7.651,"ug/L",7.26,"mg/L",78.596,"mg/L",201.873,"mg/L","0.4","mg/L",0.15,"NTU"
"NRS18_AZ_10020",1,0.015,"mg N/L",2759.42,"uEQ/L",68.497,"mg/L",80.605,"mg/L",5,"APHA PT-CO",939,"uS/cm at 25 C",2.43,"mg/L",22.826,"mg/L",0.372,"mg N/L",NA,"","0.0022","mg N/L",0.55,"mg N/L",8.22,"Std. Units",3.992,"mg/L",7.698,"ug/L",7.491,"mg/L",78.123,"mg/L",202.07,"mg/L","0.2","mg/L",0.01,"NTU"
"NRS18_NM_10968",1,0.007,"mg N/L",7825.71,"uEQ/L",114.289,"mg/L",37.842,"mg/L",35,"APHA PT-CO",1950.1,"uS/cm at 25 C",5.64,"mg/L",99.821,"mg/L",0.0081,"mg N/L",NA,"","0.0067","mg N/L",0.506,"mg N/L",8.45,"Std. Units",6.232,"mg/L",51.346,"ug/L",16.55,"mg/L",186.218,"mg/L",730.357,"mg/L","5.1","mg/L",5.11,"NTU"
"NRS18_NM_10507",1,0.014,"mg N/L",7167.83,"uEQ/L",16.776,"mg/L",107.662,"mg/L",15,"APHA PT-CO",1492.2,"uS/cm at 25 C",11.44,"mg/L",70.065,"mg/L",0.0077,"mg N/L",NA,"","0.0043","mg N/L",0.863,"mg N/L",9.32,"Std. Units",8.303,"mg/L",28.871,"ug/L",0.22,"mg/L",229.54,"mg/L",284.387,"mg/L","2.3","mg/L",1.7,"NTU"
"NRS18_TX_10074",1,0.088,"mg N/L",2621.42,"uEQ/L",167.828,"mg/L",460.473,"mg/L",10,"APHA PT-CO",3537.3,"uS/cm at 25 C",7.44,"mg/L",48.744,"mg/L",19.7088,"mg N/L",NA,"","0.1413","mg N/L",21.175,"mg N/L",7.76,"Std. Units",20.517,"mg/L",1648.2,"ug/L",8.541,"mg/L",576.451,"mg/L",937.59,"mg/L","36.1","mg/L",23.55,"NTU"
"NRS18_TX_10079",1,0.04,"mg N/L",3350.13,"uEQ/L",67.056,"mg/L",49.27,"mg/L",8,"APHA PT-CO",552.9,"uS/cm at 25 C",1.66,"mg/L",16.566,"mg/L",0.9202,"mg N/L",NA,"","0.0104","mg N/L",1.205,"mg N/L",8.18,"Std. Units",1.706,"mg/L",38.354,"ug/L",10.075,"mg/L",21.855,"mg/L",34.678,"mg/L","11","mg/L",7.02,"NTU"
"NRS18_NM_11409",1,0.026,"mg N/L",1961.13,"uEQ/L",40.52,"mg/L",5.194,"mg/L",29,"APHA PT-CO",403.3,"uS/cm at 25 C",7.63,"mg/L",14.404,"mg/L",0.0765,"mg N/L",NA,"","0.0044","mg N/L",1.74,"mg N/L",8.08,"Std. Units",2.223,"mg/L",830.013,"ug/L",11.591,"mg/L",20.044,"mg/L",95.354,"mg/L","945.6","mg/L",1205,"NTU"
"NRS18_NM_11401",1,0.023,"mg N/L",2027.79,"uEQ/L",40.832,"mg/L",5.27,"mg/L",30,"APHA PT-CO",408.3,"uS/cm at 25 C",7.83,"mg/L",14.519,"mg/L",0.0798,"mg N/L",NA,"","0","mg N/L",2.029,"mg N/L",8.05,"Std. Units",2.349,"mg/L",1023.67,"ug/L",11.35,"mg/L",19.948,"mg/L",94.436,"mg/L","1091.2","mg/L",1604,"NTU"
"NRS18_AZ_12038",1,0.009,"mg N/L",4798.26,"uEQ/L",57.424,"mg/L",38.379,"mg/L",10,"APHA PT-CO",650.8,"uS/cm at 25 C",1.31,"mg/L",20.534,"mg/L",0.5593,"mg N/L",NA,"","0.0101","mg N/L",0.758,"mg N/L",8.54,"Std. Units",3.073,"mg/L",75.189,"ug/L",29.936,"mg/L",56.838,"mg/L",45.597,"mg/L","6.7","mg/L",2.29,"NTU"
"NRS18_AZ_10012",1,0.005,"mg N/L",3584.06,"uEQ/L",58.745,"mg/L",40.886,"mg/L",8,"APHA PT-CO",492,"uS/cm at 25 C",2.24,"mg/L",12.68,"mg/L",0.0078,"mg N/L",NA,"","0","mg N/L",0.134,"mg N/L",8.33,"Std. Units",1.786,"mg/L",19.394,"ug/L",11.648,"mg/L",28.913,"mg/L",9.494,"mg/L","0.3","mg/L",0.71,"NTU"
"NRS18_NM_10014",1,0.003,"mg N/L",5921.45,"uEQ/L",142.419,"mg/L",65.1091,"mg/L",5,"APHA PT-CO",1150.7,"uS/cm at 25 C",1.98,"mg/L",32.751,"mg/L",0,"mg N/L",NA,"","0","mg N/L",0.103,"mg N/L",8.31,"Std. Units",0.869,"mg/L",50.464,"ug/L",16.805,"mg/L",54.479,"mg/L",239.412,"mg/L","0.4","mg/L",1.16,"NTU"
"NRS18_NM_11246",1,0.026,"mg N/L",4247.59,"uEQ/L",69.378,"mg/L",84.3959,"mg/L",10,"APHA PT-CO",1006,"uS/cm at 25 C",3.87,"mg/L",15.143,"mg/L",0.1177,"mg N/L",NA,"","0.0052","mg N/L",0.651,"mg N/L",8.16,"Std. Units",5.865,"mg/L",289.524,"ug/L",26.016,"mg/L",103.148,"mg/L",161.107,"mg/L","234.8","mg/L",162,"NTU"
"NRS18_AZ_10027",1,0.013,"mg N/L",3883.05,"uEQ/L",61.809,"mg/L",184.529,"mg/L",15,"APHA PT-CO",1153.8,"uS/cm at 25 C",2.12,"mg/L",14.335,"mg/L",0.6372,"mg N/L",NA,"","0.0122","mg N/L",0.984,"mg N/L",8.37,"Std. Units",5.409,"mg/L",269.423,"ug/L",36.18,"mg/L",149.595,"mg/L",87.618,"mg/L","136.2","mg/L",59.88,"NTU"
"NRS18_AZ_10013",1,0.005,"mg N/L",3555.83,"uEQ/L",54.844,"mg/L",53.8778,"mg/L",5,"APHA PT-CO",552.3,"uS/cm at 25 C",2.09,"mg/L",14.646,"mg/L",0.0094,"mg N/L",NA,"","0","mg N/L",0.115,"mg N/L",8.36,"Std. Units",1.51,"mg/L",110.899,"ug/L",33.907,"mg/L",36.12,"mg/L",14.861,"mg/L","1","mg/L",1.12,"NTU"
