"SITE_ID","VISIT_NO","AMMONIA_N_RESULT","AMMONIA_N_UNITS","ANC_RESULT","ANC_UNITS","CALCIUM_RESULT","CALCIUM_UNITS","CHLORIDE_RESULT","CHLORIDE_UNITS","COLOR_RESULT","COLOR_UNITS","COND_RESULT","COND_UNITS","DOC_RESULT","DOC_UNITS","MAGNESIUM_RESULT","MAGNESIUM_UNITS","NITRATE_N_RESULT","NITRATE_N_UNITS","NITRATE_NITRITE_N_RESULT","NITRATE_NITRITE_N_UNITS","NITRITE_N_RESULT","NITRITE_N_UNITS","NTL_RESULT","NTL_UNITS","PH_RESULT","PH_UNITS","POTASSIUM_RESULT","POTASSIUM_UNITS","PTL_RESULT","PTL_UNITS","SILICA_RESULT","SILICA_UNITS","SODIUM_RESULT","SODIUM_UNITS","SULFATE_RESULT","SULFATE_UNITS","TSS_RESULT","TSS_UNITS","TURB_RESULT","TURB_UNITS"
"NRS18_MO_RF003",1,0.01,"mg N/L",3213.62,"uEQ/L",34.119,"mg/L",2.218,"mg/L",22,"APHA PT-CO",299.82,"uS/cm at 25 C",1.9,"mg/L",18.979,"mg/L",0.425,"mg N/L",NA,"","0.0024","mg N/L",0.645,"mg N/L",8.21,"Std. Units",1.127,"mg/L",25.664,"ug/L",8.36,"mg/L",1.646,"mg/L",2.183,"mg/L","16.5","mg/L",11.45,"NTU"
"NRS18_SD_11446",1,0.02,"mg N/L",3502.57,"uEQ/L",43.249,"mg/L",6.361,"mg/L",54,"APHA PT-CO",418.04,"uS/cm at 25 C",8.82,"mg/L",7.851,"mg/L",0.5352,"mg N/L",NA,"","0.0028","mg N/L",1.865,"mg N/L",8.39,"Std. Units",14.487,"mg/L",595.343,"ug/L",41.282,"mg/L",30.147,"mg/L",29.85,"mg/L","289","mg/L",63.69,"NTU"
"NRS18_SD_10959",1,0.012,"mg N/L",4673.77,"uEQ/L",51.757,"mg/L",4.597,"mg/L",34,"APHA PT-CO",493.5,"uS/cm at 25 C",4.71,"mg/L",6.922,"mg/L",0.1667,"mg N/L",NA,"","0.0019","mg N/L",0.956,"mg N/L",8.33,"Std. Units",13.139,"mg/L",391,"ug/L",59.747,"mg/L",43.933,"mg/L",24.654,"mg/L","84.9","mg/L",43.9,"NTU"
"NRS18_ME_10026",1,0.007,"mg N/L",192.13,"uEQ/L",3.81,"mg/L",8.772,"mg/L",32,"APHA PT-CO",57.17,"uS/cm at 25 C",4.66,"mg/L",0.833,"mg/L",0.0017,"mg N/L",NA,"","6.00E-04","mg N/L",0.243,"mg N/L",7.27,"Std. Units",0.558,"mg/L",8.34,"ug/L",2.239,"mg/L",5.934,"mg/L",1.625,"mg/L","0.5","mg/L",0.8,"NTU"
"NRS18_SD_10020",1,0.017,"mg N/L",3054.93,"uEQ/L",162.695,"mg/L",32.227,"mg/L",33,"APHA PT-CO",1985.83,"uS/cm at 25 C",5.48,"mg/L",89.818,"mg/L",2.172,"mg N/L",NA,"","0.0116","mg N/L",2.556,"mg N/L",8.27,"Std. Units",8.668,"mg/L",94.374,"ug/L",5.53,"mg/L",182.296,"mg/L",887.009,"mg/L","81.2","mg/L",15.35,"NTU"
"NRS18_OR_10012",1,0.097,"mg N/L",728.1,"uEQ/L",7.11,"mg/L",1.719,"mg/L",18,"APHA PT-CO",79.58,"uS/cm at 25 C",1.28,"mg/L",2.856,"mg/L",0.1114,"mg N/L",NA,"","0.0221","mg N/L",0.375,"mg N/L",7.79,"Std. Units",1.468,"mg/L",82.251,"ug/L",26.723,"mg/L",5.051,"mg/L",1.265,"mg/L","3.2","mg/L",1.9,"NTU"
"NRS18_MO_RF005",1,0.018,"mg N/L",3052.94,"uEQ/L",33.784,"mg/L",2.241,"mg/L",19,"APHA PT-CO",296.71,"uS/cm at 25 C",1.75,"mg/L",18.298,"mg/L",0.7616,"mg N/L",NA,"","0.002","mg N/L",1.06,"mg N/L",8.1,"Std. Units",2.165,"mg/L",62.614,"ug/L",9.32,"mg/L",1.367,"mg/L",1.851,"mg/L","16.1","mg/L",14.07,"NTU"
"NRS18_ND_10009",1,0.015,"mg N/L",6120.6,"uEQ/L",84.33,"mg/L",12.635,"mg/L",42,"APHA PT-CO",1785.03,"uS/cm at 25 C",11.3,"mg/L",69.711,"mg/L",0.0057,"mg N/L",NA,"","0.0032","mg N/L",1.043,"mg N/L",8.52,"Std. Units",14.407,"mg/L",61.048,"ug/L",7.016,"mg/L",248.273,"mg/L",661.863,"mg/L","18.3","mg/L",12.82,"NTU"
"NRS18_WI_10694",1,0.0234,"mg N/L",5500,"ueq/L",66.8,"mg/L",42.6,"mg/L",20,"APHA PT-CO",667,"uS/cm",8.16,"mg/L",42.6,"mg/L",0.392,"mg N/L",0.437,"mg N/L","0.045","mg N/L",2.14,"mg N/L",8.53,"Std. Units",3.4,"mg/L",266,"ug/L",7.77,"mg/L",22.4,"mg/L",18.8,"mg/L","21.5","mg/L",12,"NTU"
"NRS18_SC_RF003",1,0.047,"mg N/L",381.07,"uEQ/L",3.692,"mg/L",6.933,"mg/L",32,"APHA PT-CO",71.07,"uS/cm at 25 C",2.68,"mg/L",1.503,"mg/L",0.079,"mg N/L",NA,"","0.0017","mg N/L",0.315,"mg N/L",7.46,"Std. Units",2.035,"mg/L",52.064,"ug/L",12.06,"mg/L",7.507,"mg/L",2.758,"mg/L","16.8","mg/L",18.86,"NTU"
"NRS18_NE_11433",1,0.016,"mg N/L",2809.61,"uEQ/L",55.411,"mg/L",11.278,"mg/L",25,"APHA PT-CO",762.53,"uS/cm at 25 C",3.9,"mg/L",20.12,"mg/L",0.0669,"mg N/L",NA,"","0.0023","mg N/L",0.411,"mg N/L",8.39,"Std. Units",5.639,"mg/L",30.261,"ug/L",6.301,"mg/L",68.492,"mg/L",226.018,"mg/L","4.6","mg/L",3.89,"NTU"
"NRS18_VA_RF015",1,0.015,"mg N/L",1779.75,"uEQ/L",33.142,"mg/L",1.311,"mg/L",18,"APHA PT-CO",183.68,"uS/cm at 25 C",0.86,"mg/L",3.647,"mg/L",0.0488,"mg N/L",NA,"","0.0013","mg N/L",0.164,"mg N/L",8.14,"Std. Units",0.994,"mg/L",7.733,"ug/L",5.464,"mg/L",1.129,"mg/L",5.951,"mg/L","1.1","mg/L",1.15,"NTU"
"NRS18_MO_RF004",1,0.005,"mg N/L",3496.65,"uEQ/L",36.386,"mg/L",1.851,"mg/L",19,"APHA PT-CO",324.53,"uS/cm at 25 C",1.28,"mg/L",21.552,"mg/L",0.2542,"mg N/L",NA,"","0.0013","mg N/L",0.358,"mg N/L",8.37,"Std. Units",1.458,"mg/L",6.773,"ug/L",9.995,"mg/L",1.383,"mg/L",2.211,"mg/L","0.2","mg/L",1.08,"NTU"
"NRS18_ND_10043",1,0.018,"mg N/L",6463.32,"uEQ/L",76.007,"mg/L",13.299,"mg/L",37,"APHA PT-CO",1816.63,"uS/cm at 25 C",10.06,"mg/L",67.415,"mg/L",0.0053,"mg N/L",NA,"","0.0035","mg N/L",0.954,"mg N/L",8.66,"Std. Units",13.887,"mg/L",59.82,"ug/L",7.557,"mg/L",257.757,"mg/L",645.341,"mg/L","36.6","mg/L",21.26,"NTU"
"NRS18_IN_10012",1,1.022,"mg N/L",3264.72,"uEQ/L",43.656,"mg/L",13.485,"mg/L",28,"APHA PT-CO",368.15,"uS/cm at 25 C",3.05,"mg/L",17.404,"mg/L",0.1711,"mg N/L",NA,"","0.0334","mg N/L",1.868,"mg N/L",8.04,"Std. Units",2.851,"mg/L",138.475,"ug/L",4.564,"mg/L",5.265,"mg/L",9.965,"mg/L","37.9","mg/L",22.34,"NTU"
"NRS18_FL_10334",1,0.007,"mg N/L",28.54,"uEQ/L",0.892,"mg/L",2.914,"mg/L",58,"APHA PT-CO",20.08,"uS/cm at 25 C",6.16,"mg/L",0.6,"mg/L",0.1205,"mg N/L",NA,"","7.00E-04","mg N/L",0.315,"mg N/L",6.05,"Std. Units",0.346,"mg/L",14.94,"ug/L",7.114,"mg/L",1.697,"mg/L",1.13,"mg/L","8.9","mg/L",7.03,"NTU"
"NRS18_UT_10002",2,0.005,"mg N/L",2067.02,"uEQ/L",47.628,"mg/L",8.185,"mg/L",10,"APHA PT-CO",390.45,"uS/cm at 25 C",2.68,"mg/L",8.56,"mg/L",0.0153,"mg N/L",NA,"","7.00E-04","mg N/L",0.193,"mg N/L",8.42,"Std. Units",2.343,"mg/L",28.471,"ug/L",7.727,"mg/L",24.113,"mg/L",83.794,"mg/L","29","mg/L",10.67,"NTU"
"NRS18_NC_10155",1,0.046,"mg N/L",555.85,"uEQ/L",5.425,"mg/L",7.048,"mg/L",62,"APHA PT-CO",90.34,"uS/cm at 25 C",8.35,"mg/L",3.41,"mg/L",0.175,"mg N/L",NA,"","0.0029","mg N/L",0.718,"mg N/L",7.58,"Std. Units",5.562,"mg/L",61.326,"ug/L",6.342,"mg/L",5.068,"mg/L",2.159,"mg/L","1.6","mg/L",5.03,"NTU"
"NRS18_DE_10007",1,0.008,"mg N/L",863.29,"uEQ/L",30.355,"mg/L",111.461,"mg/L",23,"APHA PT-CO",485.08,"uS/cm at 25 C",1.51,"mg/L",13.581,"mg/L",1.0552,"mg N/L",NA,"","0.0055","mg N/L",1.231,"mg N/L",7.83,"Std. Units",2.727,"mg/L",17.278,"ug/L",13.712,"mg/L",36.569,"mg/L",8.707,"mg/L","0","mg/L",0.3,"NTU"
"NRS18_MI_10011",1,0.024,"mg N/L",4398.52,"uEQ/L",74.226,"mg/L",90.547,"mg/L",38,"APHA PT-CO",823.16,"uS/cm at 25 C",6.54,"mg/L",23.782,"mg/L",2.7285,"mg N/L",NA,"","0.0105","mg N/L",3.213,"mg N/L",8.44,"Std. Units",4.654,"mg/L",79.328,"ug/L",6.186,"mg/L",51.512,"mg/L",54.312,"mg/L","1.2","mg/L",1.24,"NTU"
"NRS18_WI_10071",1,0.0179,"mg N/L",4900,"ueq/L",56.6,"mg/L",55.3,"mg/L",20,"APHA PT-CO",669,"uS/cm",9.83,"mg/L",39,"mg/L",NA,"",0.167,"mg N/L","0.023","mg N/L",1.96,"mg N/L",8.39,"Std. Units",3.66,"mg/L",244,"ug/L",3.46,"mg/L",31.7,"mg/L",22.9,"mg/L","38","mg/L",24.5,"NTU"
"NRS18_NE_10014",1,0.029,"mg N/L",3364.69,"uEQ/L",58.927,"mg/L",16.306,"mg/L",20,"APHA PT-CO",725.9,"uS/cm at 25 C",4.54,"mg/L",21.901,"mg/L",0.7508,"mg N/L",NA,"","0.0063","mg N/L",1.466,"mg N/L",8.34,"Std. Units",6.966,"mg/L",322.624,"ug/L",13.869,"mg/L",53.458,"mg/L",180.811,"mg/L","138","mg/L",63.88,"NTU"
"NRS18_VA_RF003",1,0.008,"mg N/L",1241.41,"uEQ/L",26.447,"mg/L",2.427,"mg/L",20,"APHA PT-CO",166.36,"uS/cm at 25 C",1.12,"mg/L",3.692,"mg/L",0.2825,"mg N/L",NA,"","0.0012","mg N/L",0.421,"mg N/L",8.06,"Std. Units",1.369,"mg/L",9.921,"ug/L",5.391,"mg/L",2.088,"mg/L",15.294,"mg/L","2.3","mg/L",1.94,"NTU"
"NRS18_IN_10650",1,0.06,"mg N/L",4774.09,"uEQ/L",76.246,"mg/L",19.095,"mg/L",32,"APHA PT-CO",570.56,"uS/cm at 25 C",3.88,"mg/L",23.886,"mg/L",2.4253,"mg N/L",NA,"","0.0263","mg N/L",2.956,"mg N/L",8.26,"Std. Units",2.933,"mg/L",123.52,"ug/L",14.646,"mg/L",10.209,"mg/L",37.221,"mg/L","7.6","mg/L",7.09,"NTU"
"NRS18_ME_10007",1,0.005,"mg N/L",235.85,"uEQ/L",4.231,"mg/L",0.221,"mg/L",20,"APHA PT-CO",31,"uS/cm at 25 C",6.01,"mg/L",1.005,"mg/L",0.0047,"mg N/L",NA,"","7.00E-04","mg N/L",0.2,"mg N/L",7.3,"Std. Units",0.274,"mg/L",6.604,"ug/L",2.366,"mg/L",0.949,"mg/L",1.321,"mg/L","0.6","mg/L",1.34,"NTU"
"NRS18_KY_10952",1,0.151,"mg N/L",673.49,"uEQ/L",9.934,"mg/L",4.869,"mg/L",51,"APHA PT-CO",103.63,"uS/cm at 25 C",5.14,"mg/L",1.959,"mg/L",0.8048,"mg N/L",NA,"","0.0101","mg N/L",1.64,"mg N/L",7.43,"Std. Units",6.499,"mg/L",432.608,"ug/L",8.162,"mg/L",4.339,"mg/L",4.43,"mg/L","101.5","mg/L",152,"NTU"
"NRS18_FL_10021",2,0.011,"mg N/L",23.59,"uEQ/L",0.637,"mg/L",3.129,"mg/L",40,"APHA PT-CO",20.61,"uS/cm at 25 C",6.72,"mg/L",0.448,"mg/L",0.0034,"mg N/L",NA,"","6.00E-04","mg N/L",0.216,"mg N/L",5.74,"Std. Units",0.479,"mg/L",9.893,"ug/L",8.572,"mg/L",1.718,"mg/L",1.308,"mg/L","1","mg/L",1.79,"NTU"
"NRS18_MT_10071",1,0.008,"mg N/L",2951.43,"uEQ/L",47.8,"mg/L",8.478,"mg/L",10,"APHA PT-CO",462.18,"uS/cm at 25 C",2.61,"mg/L",18.346,"mg/L",0.006,"mg N/L",NA,"","0.0023","mg N/L",0.266,"mg N/L",8.63,"Std. Units",3.085,"mg/L",30.933,"ug/L",13.732,"mg/L",23.122,"mg/L",79.639,"mg/L","18.2","mg/L",10.79,"NTU"
"NRS18_KY_10030",1,0.086,"mg N/L",747.96,"uEQ/L",10.732,"mg/L",9.66,"mg/L",30,"APHA PT-CO",128.72,"uS/cm at 25 C",4.2,"mg/L",2.455,"mg/L",0.5352,"mg N/L",NA,"","0.0111","mg N/L",0.994,"mg N/L",7.59,"Std. Units",5.145,"mg/L",168.128,"ug/L",9.085,"mg/L",8.566,"mg/L",6.119,"mg/L","36.8","mg/L",35.67,"NTU"
"NRS18_ND_10039",1,0.016,"mg N/L",5986.44,"uEQ/L",68.249,"mg/L",10.611,"mg/L",32,"APHA PT-CO",1753.14,"uS/cm at 25 C",11.47,"mg/L",61.042,"mg/L",0.0052,"mg N/L",NA,"","0","mg N/L",1.213,"mg N/L",8.49,"Std. Units",13.506,"mg/L",23.229,"ug/L",7.615,"mg/L",213.015,"mg/L",644.322,"mg/L","27.3","mg/L",17.44,"NTU"
"NRS18_TN_10489",1,0.021,"mg N/L",3458.31,"uEQ/L",49.054,"mg/L",3.445,"mg/L",10,"APHA PT-CO",336.93,"uS/cm at 25 C",1.06,"mg/L",14.931,"mg/L",0.9567,"mg N/L",NA,"","0.0054","mg N/L",1.141,"mg N/L",8.37,"Std. Units",2.089,"mg/L",28.808,"ug/L",9.647,"mg/L",1.954,"mg/L",4.724,"mg/L","13","mg/L",12.27,"NTU"
"NRS18_IN_10036",1,0.035,"mg N/L",5704.55,"uEQ/L",91.07,"mg/L",29.877,"mg/L",38,"APHA PT-CO",686.49,"uS/cm at 25 C",6.27,"mg/L",23.83,"mg/L",1.1805,"mg N/L",NA,"","0.0101","mg N/L",1.78,"mg N/L",8.4,"Std. Units",3.093,"mg/L",105.086,"ug/L",11.696,"mg/L",18.961,"mg/L",51.123,"mg/L","8.6","mg/L",8.53,"NTU"
"NRS18_ME_10194",1,0.011,"mg N/L",158.71,"uEQ/L",3.468,"mg/L",1.105,"mg/L",100,"APHA PT-CO",25.75,"uS/cm at 25 C",12.96,"mg/L",0.596,"mg/L",0.0052,"mg N/L",NA,"","7.00E-04","mg N/L",0.353,"mg N/L",7.01,"Std. Units",0.393,"mg/L",13.15,"ug/L",6.69,"mg/L",1.864,"mg/L",0.816,"mg/L","0.6","mg/L",0.76,"NTU"
"NRS18_ME_10003",1,0.012,"mg N/L",104.29,"uEQ/L",2.142,"mg/L",1.87,"mg/L",115,"APHA PT-CO",24.51,"uS/cm at 25 C",12.44,"mg/L",0.541,"mg/L",0.0017,"mg N/L",NA,"","6.00E-04","mg N/L",0.311,"mg N/L",6.71,"Std. Units",0.354,"mg/L",14.023,"ug/L",5.533,"mg/L",2.45,"mg/L",0.957,"mg/L","0.6","mg/L",1.3,"NTU"
"NRS18_MT_10089",1,0.01,"mg N/L",1495.12,"uEQ/L",20.422,"mg/L",1.1,"mg/L",23,"APHA PT-CO",163.72,"uS/cm at 25 C",1.49,"mg/L",5.868,"mg/L",0.0482,"mg N/L",NA,"","0.0016","mg N/L",0.209,"mg N/L",8.15,"Std. Units",1.123,"mg/L",13.675,"ug/L",5.392,"mg/L",5.694,"mg/L",9.1,"mg/L","4.8","mg/L",1.61,"NTU"
"NRS18_MT_10013",1,0.008,"mg N/L",866.24,"uEQ/L",12.108,"mg/L",0.764,"mg/L",18,"APHA PT-CO",98.05,"uS/cm at 25 C",1.23,"mg/L",3.488,"mg/L",0.0412,"mg N/L",NA,"","0.0014","mg N/L",0.149,"mg N/L",7.96,"Std. Units",1.089,"mg/L",7.428,"ug/L",6.685,"mg/L",3.054,"mg/L",5.333,"mg/L","1.7","mg/L",0.87,"NTU"
"NRS18_MT_10065",1,0.008,"mg N/L",2111.07,"uEQ/L",35.453,"mg/L",0.996,"mg/L",19,"APHA PT-CO",255.78,"uS/cm at 25 C",1.24,"mg/L",9.25,"mg/L",0.0702,"mg N/L",NA,"","0.0017","mg N/L",0.199,"mg N/L",8.35,"Std. Units",1.808,"mg/L",8.214,"ug/L",6.977,"mg/L",4.81,"mg/L",23.433,"mg/L","1.6","mg/L",0.57,"NTU"
"NRS18_MI_10002",2,0.017,"mg N/L",4623.89,"uEQ/L",71.948,"mg/L",44.892,"mg/L",34,"APHA PT-CO",632.32,"uS/cm at 25 C",4.4,"mg/L",24.746,"mg/L",0.9409,"mg N/L",NA,"","0.0071","mg N/L",1.489,"mg N/L",8.39,"Std. Units",2.877,"mg/L",52.244,"ug/L",8.484,"mg/L",25.937,"mg/L",38.575,"mg/L","7.2","mg/L",4.41,"NTU"
"NRS18_NH_RF001",1,0.007,"mg N/L",167.18,"uEQ/L",2.793,"mg/L",6.643,"mg/L",28,"APHA PT-CO",48.17,"uS/cm at 25 C",2.6,"mg/L",0.769,"mg/L",0.0599,"mg N/L",NA,"","9.00E-04","mg N/L",0.21,"mg N/L",7.21,"Std. Units",0.762,"mg/L",10.039,"ug/L",1.935,"mg/L",4.987,"mg/L",2.431,"mg/L","0.6","mg/L",0.81,"NTU"
"NRS18_MT_10067",1,0.008,"mg N/L",4481.11,"uEQ/L",62.297,"mg/L",9.798,"mg/L",18,"APHA PT-CO",514.22,"uS/cm at 25 C",2.25,"mg/L",13.474,"mg/L",0.262,"mg N/L",NA,"","0.0024","mg N/L",0.484,"mg N/L",8.39,"Std. Units",1.558,"mg/L",12.793,"ug/L",9.598,"mg/L",32.434,"mg/L",39.151,"mg/L","1.6","mg/L",1.15,"NTU"
"NRS18_KS_10029",1,0.031,"mg N/L",4610.16,"uEQ/L",88.262,"mg/L",13.152,"mg/L",30,"APHA PT-CO",589.3,"uS/cm at 25 C",3.52,"mg/L",16.297,"mg/L",2.7012,"mg N/L",NA,"","0.0222","mg N/L",3.138,"mg N/L",8.25,"Std. Units",4.275,"mg/L",413.034,"ug/L",16.331,"mg/L",14.233,"mg/L",58.063,"mg/L","100.2","mg/L",40.46,"NTU"
"NRS18_WI_10693",1,0.0211,"mg N/L",5740,"ueq/L",71.9,"mg/L",32.1,"mg/L",60,"APHA PT-CO",653,"uS/cm",15.7,"mg/L",37.8,"mg/L",0.655,"mg N/L",0.67,"mg N/L","0.0155","mg N/L",2.24,"mg N/L",8.54,"Std. Units",4.04,"mg/L",182,"ug/L",11.3,"mg/L",18.2,"mg/L",18.2,"mg/L","35.7","mg/L",24.6,"NTU"
"NRS18_ND_10378",1,0.091,"mg N/L",8453.23,"uEQ/L",134.018,"mg/L",9.549,"mg/L",59,"APHA PT-CO",2594.38,"uS/cm at 25 C",15.92,"mg/L",114.063,"mg/L",0.1223,"mg N/L",NA,"","0.0164","mg N/L",1.519,"mg N/L",8.23,"Std. Units",9.734,"mg/L",117.536,"ug/L",11.023,"mg/L",359.06,"mg/L",1070.911,"mg/L","13.6","mg/L",9.69,"NTU"
"NRS18_VA_10016",1,0.018,"mg N/L",2145.66,"uEQ/L",38.461,"mg/L",3.27,"mg/L",17,"APHA PT-CO",231.23,"uS/cm at 25 C",1.17,"mg/L",4.611,"mg/L",0.1679,"mg N/L",NA,"","0.002","mg N/L",0.29,"mg N/L",8.28,"Std. Units",1.487,"mg/L",55.464,"ug/L",6.625,"mg/L",3.37,"mg/L",7.915,"mg/L","1.1","mg/L",1.81,"NTU"
"NRS18_DE_10021",2,0.012,"mg N/L",1117.26,"uEQ/L",22.695,"mg/L",57.176,"mg/L",29,"APHA PT-CO",331.47,"uS/cm at 25 C",1.99,"mg/L",10.365,"mg/L",1.1877,"mg N/L",NA,"","0.0052","mg N/L",1.399,"mg N/L",7.96,"Std. Units",2.723,"mg/L",41.924,"ug/L",11.419,"mg/L",22.87,"mg/L",7.146,"mg/L","1","mg/L",0.68,"NTU"
"NRS18_OK_10014",1,NA,"",3600,"uEQ/L",54.8,"mg/L",7.29,"mg/L",20,"APHA PT-CO",402,"uS/cm",3.1,"mg/L",8.28,"mg/L",NA,"",NA,"","","",0.48,"mg N/L",8.4,"Std. Units",2.31,"mg/L",41,"ug/L",10.9,"mg/L",9.97,"mg/L",16.8,"mg/L","<5.0","mg/L",15.6,"NTU"
"NRS18_MI_10075",1,0.04,"mg N/L",4699.88,"uEQ/L",62.166,"mg/L",21.139,"mg/L",25,"APHA PT-CO",523.16,"uS/cm at 25 C",2.85,"mg/L",24.312,"mg/L",0.2413,"mg N/L",NA,"","0.0063","mg N/L",0.496,"mg N/L",8.3,"Std. Units",1.68,"mg/L",47.276,"ug/L",11.628,"mg/L",13.928,"mg/L",19.322,"mg/L","9.7","mg/L",8.21,"NTU"
"NRS18_WI_10016",2,NA,"",656,"ueq/L",9.21,"mg/L",6,"mg/L",50,"APHA PT-CO",97.6,"uS/cm",8.79,"mg/L",3.12,"mg/L",NA,"",NA,"","0.00542","mg N/L",0.517,"mg N/L",7.34,"Std. Units",0.75,"mg/L",31.1,"ug/L",9.91,"mg/L",4.1,"mg/L",2.77,"mg/L","3.8","mg/L",5.64,"NTU"
"NRS18_MO_RF007",1,0.013,"mg N/L",3670.26,"uEQ/L",38.826,"mg/L",2.328,"mg/L",14,"APHA PT-CO",341.3,"uS/cm at 25 C",0.93,"mg/L",22.11,"mg/L",0.324,"mg N/L",NA,"","0.0022","mg N/L",0.448,"mg N/L",8.37,"Std. Units",1.484,"mg/L",12.809,"ug/L",9.7,"mg/L",1.505,"mg/L",2.427,"mg/L","1.7","mg/L",1.49,"NTU"
"NRS18_GA_10029",1,0.02,"mg N/L",1017.38,"uEQ/L",17.232,"mg/L",10.156,"mg/L",18,"APHA PT-CO",176.2,"uS/cm at 25 C",1.73,"mg/L",4.421,"mg/L",0.3674,"mg N/L",NA,"","0.0084","mg N/L",0.611,"mg N/L",7.93,"Std. Units",2.19,"mg/L",42.8,"ug/L",7.528,"mg/L",10.426,"mg/L",16.246,"mg/L","8.4","mg/L",8.97,"NTU"
"NRS18_GA_RF002",1,0.006,"mg N/L",177.34,"uEQ/L",1.679,"mg/L",1.478,"mg/L",26,"APHA PT-CO",26.57,"uS/cm at 25 C",0.78,"mg/L",0.767,"mg/L",0.285,"mg N/L",NA,"","0.0013","mg N/L",0.343,"mg N/L",7.3,"Std. Units",0.951,"mg/L",21.66,"ug/L",9.202,"mg/L",1.906,"mg/L",0.579,"mg/L","6.4","mg/L",7.8,"NTU"
"NRS18_UT_10020",1,0.005,"mg N/L",999.02,"uEQ/L",14.206,"mg/L",0.974,"mg/L",20,"APHA PT-CO",116.7,"uS/cm at 25 C",1.45,"mg/L",4.237,"mg/L",0.0904,"mg N/L",NA,"","8.00E-04","mg N/L",0.185,"mg N/L",7.96,"Std. Units",1.11,"mg/L",66.553,"ug/L",22.208,"mg/L",3.724,"mg/L",7.117,"mg/L","3.4","mg/L",1.28,"NTU"
"NRS18_WY_10996",1,0.007,"mg N/L",76.26,"uEQ/L",1.206,"mg/L",0.045,"mg/L",13,"APHA PT-CO",8.28,"uS/cm at 25 C",0.84,"mg/L",0.274,"mg/L",0.027,"mg N/L",NA,"","0.001","mg N/L",0.133,"mg N/L",7,"Std. Units",0.148,"mg/L",7.853,"ug/L",1.075,"mg/L",0.195,"mg/L",0.48,"mg/L","0.8","mg/L",0.28,"NTU"
"NRS18_MI_10046",1,0.016,"mg N/L",4171.4,"uEQ/L",74.727,"mg/L",19.095,"mg/L",30,"APHA PT-CO",545.77,"uS/cm at 25 C",3.36,"mg/L",22.44,"mg/L",2.4143,"mg N/L",NA,"","0.0082","mg N/L",2.844,"mg N/L",8.26,"Std. Units",1.47,"mg/L",16.333,"ug/L",9.603,"mg/L",7.827,"mg/L",43.427,"mg/L","2","mg/L",1.67,"NTU"
"NRS18_MO_RF006",1,0.011,"mg N/L",4248.3,"uEQ/L",47.916,"mg/L",3.545,"mg/L",12,"APHA PT-CO",401.45,"uS/cm at 25 C",0.63,"mg/L",24.453,"mg/L",0.4588,"mg N/L",NA,"","0.0024","mg N/L",0.596,"mg N/L",8.26,"Std. Units",1.508,"mg/L",15.535,"ug/L",9.141,"mg/L",2.045,"mg/L",3.596,"mg/L","4.8","mg/L",2.53,"NTU"
"NRS18_NC_10555",1,0.02,"mg N/L",747.77,"uEQ/L",11.199,"mg/L",5.147,"mg/L",29,"APHA PT-CO",111.35,"uS/cm at 25 C",3.49,"mg/L",2.837,"mg/L",0.3164,"mg N/L",NA,"","0.0021","mg N/L",0.564,"mg N/L",7.77,"Std. Units",3.01,"mg/L",21.384,"ug/L",7.379,"mg/L",6.209,"mg/L",5.137,"mg/L","3.2","mg/L",1.97,"NTU"
"NRS18_SD_11594",1,0.023,"mg N/L",5104.96,"uEQ/L",109.752,"mg/L",11.078,"mg/L",29,"APHA PT-CO",976.33,"uS/cm at 25 C",5.21,"mg/L",50.695,"mg/L",1.4224,"mg N/L",NA,"","0.0078","mg N/L",2.084,"mg N/L",8.34,"Std. Units",4.05,"mg/L",70.413,"ug/L",23.469,"mg/L",20.57,"mg/L",270.448,"mg/L","13.9","mg/L",9.43,"NTU"
"NRS18_AL_10006",1,0.013,"mg N/L",536.58,"uEQ/L",10.5,"mg/L",3.347,"mg/L",33,"APHA PT-CO",70.08,"uS/cm at 25 C",3.78,"mg/L",1.095,"mg/L",0.1177,"mg N/L",NA,"","0.0014","mg N/L",0.244,"mg N/L",7.61,"Std. Units",0.595,"mg/L",24.868,"ug/L",8.781,"mg/L",2.191,"mg/L",1.682,"mg/L","8.1","mg/L",8.56,"NTU"
"NRS18_MD_10006",2,0.016,"mg N/L",585.81,"uEQ/L",40.27,"mg/L",7.371,"mg/L",25,"APHA PT-CO",342.34,"uS/cm at 25 C",1.8,"mg/L",12.47,"mg/L",0.538,"mg N/L",NA,"","0.0015","mg N/L",0.678,"mg N/L",7.77,"Std. Units",1.804,"mg/L",7.753,"ug/L",3.517,"mg/L",6.254,"mg/L",112.89,"mg/L","1.6","mg/L",1.33,"NTU"
"NRS18_UT_10396",1,0.011,"mg N/L",5318.97,"uEQ/L",283.362,"mg/L",124.989,"mg/L",0,"APHA PT-CO",3465.82,"uS/cm at 25 C",4.18,"mg/L",173.81,"mg/L",0,"mg N/L",NA,"","0.0076","mg N/L",0.349,"mg N/L",8.19,"Std. Units",14.389,"mg/L",26.263,"ug/L",7.771,"mg/L",363.198,"mg/L",1648.979,"mg/L","1.1","mg/L",1.66,"NTU"
