"SITE_ID","VISIT_NO","RT_WQI","CL_pt","SO4_pt","PTL_pt","NTL_pt","TURB_pt","ENTERO_PT","DO_PT","PH_PT","NUMVARN","WQII"
"NRS18_GA_10012",2,"T",8.700094549,1.795783039,8.568,7.612903226,0.109756098,10,10,10,8,70.98
"NRS18_GA_10019",1,"T",8.427915015,10,0,0,0,10,10,10,8,60.53
"NRS18_GA_10020",1,"T",2.602063123,10,0,0,0,10,10,10,8,53.25
"NRS18_GA_10017",1,"S",0.001936752,0,4.4968,10,0,10,10,10,8,55.62
"NRS18_GA_10018",1,"T",7.512278799,10,10,7.245283019,10,10,10,10,8,93.45
"NRS18_GA_10014",1,"S",8.837876096,10,0,0,0,0,10,10,8,48.55
"NRS18_GA_10036",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_GA_10022",1,"S",8.473654474,10,10,10,0,10,10,10,8,85.59
"NRS18_GA_10023",1,"S",10,10,10,10,10,10,5,10,8,93.75
"NRS18_GA_10024",1,"R",10,10,9.679008746,10,6.842105263,10,10,10,8,95.65
"NRS18_GA_10025",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_GA_10026",1,"S",5.312723609,10,10,10,10,10,10,10,8,94.14
"NRS18_GA_10027",1,"R",9.334233934,10,8.964139942,5.735849057,7.459954233,10,10,10,8,89.37
"NRS18_GA_10029",1,"S",3.980176096,9.291980584,4.43148688,0,0,10,10,10,8,59.63
"NRS18_GA_10057",1,"S",10,10,10,10,4.719512195,0,10,10,8,80.9
"NRS18_GA_10950",1,"S",10,8.999879466,10,6.279569892,10,10,10,10,8,94.1
"NRS18_GA_RF001",1,"S",4.783596015,10,10,10,10,10,10,10,8,93.48
"NRS18_GA_RF002",1,"S",10,10,10,10,1.167048055,10,10,10,8,88.96
"NRS18_IA_10007",1,"S",0,10,0,0,0,10,10,10,8,50
"NRS18_IA_10007",2,"S",0,10,0,1.721068249,0,10,10,10,8,52.15
"NRS18_IA_10008",1,"S",3.02011922,0,0,0,0,0,10,10,8,28.78
"NRS18_IA_10001",1,"S",3.104305649,10,0,0,0.5,10,10,10,8,54.51
"NRS18_IA_10001",2,"S",2.871767634,10,1.56713948,0,10,0,10,10,8,55.55
"NRS18_IA_10009",1,"S",0,8.992145725,0,0,0,10,10,10,8,48.74
"NRS18_IA_10003",1,"T",0,10,5.006225374,0,0,10,10,10,8,56.26
"NRS18_IA_10004",1,"S",9.906042595,10,1.588967691,5.232443126,9.656862745,10,10,10,8,82.98
"NRS18_IA_10042",1,"S",4.197071532,0,0,0,3.373493976,10,10,10,8,46.96
"NRS18_IA_10005",1,"T",0,10,7.346650906,0,10,10,10,10,8,71.68
"NRS18_IA_10006",1,"S",10,9.771285262,8.248699764,2.423343225,9.401960784,10,10,10,8,87.31
"NRS18_IA_10011",1,"S",0,10,10,0,10,10,10,10,8,75
"NRS18_IA_10011",2,"S",0.26863374,10,10,0,9.31372549,10,10,10,8,74.48
"NRS18_IA_10015",1,"T",0,10,6.332702916,0,6.166666667,10,10,10,8,65.62
"NRS18_IA_10016",1,"T",0,10,7.705988968,0,10,10,10,10,8,72.13
"NRS18_IA_10012",1,"T",3.941803304,0,0,0,0,10,10,10,8,42.43
"NRS18_IA_10012",2,"T",3.648665181,0,0,0,0,0,10,10,8,29.56
"NRS18_IA_10019",1,"S",3.671449972,0,0,0,0,10,10,10,8,42.09
"NRS18_IA_10017",1,"S",0,10,4.082663515,0,0,10,10,10,8,55.1
"NRS18_IA_10018",1,"T",3.229110752,2.482241322,0,0,0,0,10,10,8,32.14
"NRS18_IA_10046",1,"T",0,3.509476033,4.044951923,0,0,10,10,10,8,46.94
"NRS18_IA_10048",1,"S",0,9.820499712,7.645074862,0.019782394,9.558823529,10,10,10,8,71.31
"NRS18_IA_10020",1,"T",0,10,10,0,9.549019608,10,10,10,8,74.44
"NRS18_IA_10024",1,"T",10,10,3.782033097,0,5.362745098,10,10,10,8,73.93
"NRS18_IA_10025",1,"S",3.299272195,3.016506612,0,0,0,0,10,10,8,32.89
"NRS18_IA_10027",1,"S",0,9.911318463,0,0,0,10,10,10,8,49.89
"NRS18_IA_10028",1,"S",0,10,0,0,0,0,10,10,8,37.5
"NRS18_IA_10031",1,"S",0,10,8.587076438,0,7.421568627,0,10,10,8,57.51
"NRS18_IA_10032",1,"T",2.009731588,0.895791736,0,0,0,10,10,10,8,41.13
"NRS18_IA_10033",1,"T",2.968264178,1.392202479,0,0,0,10,10,10,8,42.95
"NRS18_IA_10034",1,"S",0,7.926140955,0,0,0,10,10,10,8,47.41
"NRS18_IA_10035",1,"S",3.769660279,0,0,0,0,10,10,10,8,42.21
"NRS18_IA_10206",1,"T",4.425705125,5.804838017,10,0,10,10,10,10,8,75.29
"NRS18_IA_10356",1,"T",10,10,0.069345942,0,0,10,10,10,8,62.59
"NRS18_IA_10358",1,"S",0,10,7.611820331,0,9.431372549,10,10,10,8,71.3
"NRS18_IA_10507",1,"S",10,9.776984298,4.764903846,0,0,10,10,10,8,68.18
"NRS18_IA_10656",1,"T",0,10,0,0,0,0,10,10,8,37.5
"NRS18_IA_10658",1,"S",0,10,0,0,0,10,10,10,8,50
"NRS18_IA_10659",1,"S",0,9.954091061,0,0,0,0,10,10,8,37.44
"NRS18_IA_RF001",1,"S",8.426842443,10,7.284869976,10,8.245098039,10,10,10,8,92.45
"NRS18_IA_RF002",1,"S",10,1.056673554,10,0,10,10,10,10,8,76.32
"NRS18_IA_RF003",1,"S",7.375157047,5.522649587,2.846634615,0,4.843373494,10,10,10,8,63.23
"NRS18_ID_10001",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10001",2,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10002",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10002",2,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10009",1,"S",10,10,10,10,4.620253165,10,10,10,8,93.28
"NRS18_ID_10010",1,"S",6.806127928,5.806934463,10,9.375,10,10,10,10,8,89.99
"NRS18_ID_10011",1,"T",9.766487387,10,10,1,10,10,10,10,8,88.46
"NRS18_ID_10012",1,"S",10,10,10,8.9375,10,10,10,10,8,98.67
"NRS18_ID_10013",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10014",1,"S",9.78483964,10,10,10,10,10,10,10,8,99.73
"NRS18_ID_10049",1,"S",10,10,10,8.5625,4.936708861,10,10,10,8,91.87
"NRS18_ID_10003",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10006",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10007",1,"T",10,10,10,0,10,10,10,10,8,87.5
"NRS18_ID_10008",1,"R",10,10,10,10,9.050632911,10,10,10,8,98.81
"NRS18_ID_10015",1,"R",10,0,10,10,9.17721519,10,10,10,8,86.47
"NRS18_ID_10015",2,"R",10,0,10,10,7.341772152,10,10,10,8,84.18
"NRS18_ID_10020",1,"S",10,10,10,10,9.414595028,10,10,10,8,99.27
"NRS18_ID_10021",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10022",1,"R",10,9.43749548,10,10,10,10,10,10,8,99.3
"NRS18_ID_10016",1,"S",10,10,10,0,9.695268645,10,10,10,8,87.12
"NRS18_ID_10016",2,"S",10,10,10,0,9.230152366,10,10,10,8,86.54
"NRS18_ID_10026",1,"S",7.914321622,6.767948023,10,8.1875,8.670886076,10,10,10,8,89.43
"NRS18_ID_10027",1,"S",10,10,10,10,10,0,10,10,8,87.5
"NRS18_ID_10028",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10080",1,"T",0,0,3.67,0,10,10,10,10,8,54.59
"NRS18_ID_10023",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10024",1,"R",10,10,10,10,7.13712911,10,10,10,8,96.42
"NRS18_ID_10025",1,"S",10,10,10,7.92,6.519647153,10,10,10,8,93.05
"NRS18_ID_10018",1,"S",10,10,10,9.48,3.825180433,10,10,10,8,91.63
"NRS18_ID_10019",1,"S",10,10,10,9,10,10,NA,10,7,98.57
"NRS18_ID_10053",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10056",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10057",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10035",1,"S",9.046514414,10,10,10,10,10,10,10,8,98.81
"NRS18_ID_10036",1,"S",6.987173372,10,8.968901846,10,9.390537289,0,10,10,8,81.68
"NRS18_ID_10037",1,"S",8.717585586,10,5.457391304,6.25,0,10,10,10,8,75.53
"NRS18_ID_10041",1,"S",10,10,10,10,0,0,10,10,8,75
"NRS18_ID_10042",1,"S",10,10,10,0,10,10,10,10,8,87.5
"NRS18_ID_10095",1,"R",10,10,10,6.4375,9.113924051,10,10,10,8,94.44
"NRS18_ID_10110",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10117",1,"R",9.895094324,8.461190395,10,10,9.303797468,10,10,10,8,97.08
"NRS18_ID_10120",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10245",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10280",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10542",1,"S",10,10,7.847521866,10,10,10,10,10,8,97.31
"NRS18_ID_10547",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10842",1,"T",8.213966641,10,10,5.1,1.587810746,10,10,10,8,81.13
"NRS18_ID_10843",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_ID_10847",1,"R",10,10,10,8.54,10,10,10,10,8,98.18
"NRS18_ID_10992",1,"S",7.867735135,6.585625989,10,0,5.063291139,10,10,10,8,74.4
"NRS18_ID_11142",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_IL_10002",1,"T",0,10,0,0,0,10,10,10,8,50
"NRS18_IL_10002",2,"T",0,9.706915424,0,0,0,10,7.5,10,8,46.51
"NRS18_IL_10001",1,"T",0,10,10,0,10,0,10,10,8,62.5
"NRS18_IL_10001",2,"T",0,10,10,10,10,10,10,10,8,87.5
"NRS18_IL_10008",1,"S",0,0,0,0,0,10,10,10,8,37.5
"NRS18_IL_10009",1,"S",0,10,0,0,0,10,10,10,8,50
"NRS18_IL_10010",1,"S",0,9.76281512,4.406698188,4.985163205,0,10,10,10,8,61.44
"NRS18_IL_10011",1,"S",0,9.978235835,5.934200158,0,0,10,10,10,8,57.39
"NRS18_IL_10003",1,"T",0,10,6.578881009,0,0,0,10,10,8,45.72
"NRS18_IL_10004",1,"S",0,10,9.871710008,5.400593472,10,10,10,10,8,81.59
"NRS18_IL_10012",1,"S",0,10,0,0,0,0,10,10,8,37.5
"NRS18_IL_10005",1,"T",0,10,0,0,10,10,10,10,8,62.5
"NRS18_IL_10013",1,"S",4.008620153,10,3.427107959,0,10,0,10,10,8,59.29
"NRS18_IL_10013",2,"S",8.917756031,10,10,10,10,10,10,10,8,98.65
"NRS18_IL_10019",1,"S",0,0,7.192986604,10,10,10,10,10,8,71.49
"NRS18_IL_10020",1,"S",0,10,0,0,10,10,10,10,8,62.5
"NRS18_IL_10054",1,"T",0,9.529237144,10,0,3.441176471,10,10,10,8,66.21
"NRS18_IL_10014",1,"S",0,10,3.2356974,0,5.852941176,0,10,10,8,48.86
"NRS18_IL_10014",2,"S",0,10,0,0,7.950980392,0,10,10,8,47.44
"NRS18_IL_10024",1,"S",0,10,0,0,0,0,10,10,8,37.5
"NRS18_IL_10025",1,"T",0,9.597890733,0,0,0,10,10,10,8,49.5
"NRS18_IL_10021",1,"T",1.795240279,2.311035537,0,0,0,0,10,10,8,30.13
"NRS18_IL_10022",1,"S",0,10,0.505437352,4.114737883,1.68627451,10,10,10,8,57.88
"NRS18_IL_10023",1,"S",1.752813426,2.435783471,0,0,1.710843373,10,10,10,8,44.87
"NRS18_IL_10015",1,"R",10,10,0,9.545004946,0,0,10,10,8,61.93
"NRS18_IL_10016",1,"R",10,9.56287606,10,10,0,0,10,10,8,74.45
"NRS18_IL_10017",1,"T",0,9.813976728,10,10,10,10,10,10,8,87.27
"NRS18_IL_10026",1,"T",6.389005188,0,0,0.580645161,2.024390244,10,0,10,8,36.24
"NRS18_IL_10027",1,"S",9.665421502,9.630967861,0,9.509433962,10,10,10,10,8,86.01
"NRS18_IL_10030",1,"S",7.837478722,2.686660353,0,0,0,10,0,10,8,38.16
"NRS18_IL_10031",1,"R",10,10,7.029446064,10,4.324942792,10,0.2,10,8,76.94
"NRS18_IL_10033",1,"T",0,9.837618486,10,7.932739862,10,10,10,10,8,84.71
"NRS18_IL_10035",1,"S",0.661500501,3.470761157,0,0,0,10,10,10,8,42.67
"NRS18_IL_10036",1,"S",7.919127669,1.608465777,1.5808,10,0,10,10,10,8,63.89
"NRS18_IL_10037",1,"S",7.503808529,10,0,0,0,10,10,10,8,59.38
"NRS18_IL_10040",1,"S",0,10,6.019306541,9.851632047,10,10,10,10,8,82.34
"NRS18_IL_10041",1,"T",0,10,7.874704492,0,5.598039216,10,10,10,8,66.84
"NRS18_IL_10042",1,"S",0,10,1.321591805,7.091988131,0,10,7.9,10,8,57.89
"NRS18_IL_10044",1,"S",0,10,0,6.834817013,0,10,10,10,8,58.54
"NRS18_IL_10363",1,"T",0,10,10,0,10,10,10,10,8,75
"NRS18_IL_10364",1,"S",0,9.948557883,4.967218282,8.822947577,10,10,10,10,8,79.67
"NRS18_IL_10366",1,"T",0,9.088302938,10,0,5.774509804,NA,10,10,7,64.09
"NRS18_IL_10514",1,"S",3.767303231,3.992121488,2.905528846,0,10,10,10,10,8,63.33
"NRS18_IL_10968",1,"S",0,10,6.683372734,0,8.784313725,10,10,10,8,69.33
"NRS18_IL_10971",1,"T",0,10,10,0,10,10,10,10,8,75
"NRS18_IL_11563",1,"S",0,9.102257579,0,4.747774481,0,10,10,10,8,54.81
"NRS18_IL_11565",1,"S",0,10,5.413238771,6.478733927,4.303921569,10,10,10,8,70.24
"NRS18_IL_11715",1,"S",1.619247409,1.241644628,0,0,0,10,10,10,8,41.08
"NRS18_IN_10002",1,"S",0,10,10,0,10,10,10,10,8,75
"NRS18_IN_10002",2,"S",0,9.8261627,6.078092987,0,0,10,10,10,8,57.38
"NRS18_IN_10006",1,"T",0,0,10,0,10,10,NA,10,7,57.14
"NRS18_IN_10007",1,"S",0,10,4.692592593,4.213649852,0,10,10,10,8,61.13
"NRS18_IN_10001",1,"S",0,10,8.855397951,0,10,10,10,10,8,73.57
"NRS18_IN_10001",2,"S",0,10,6.339164697,0,9.31372549,NA,10,10,7,65.22
"NRS18_IN_10003",1,"S",0,7.865683035,10,10,10,10,5.3,10,8,78.96
"NRS18_IN_10005",1,"S",0,10,10,10,10,0,10,10,8,75
"NRS18_IN_10036",1,"T",0,0,0,0,0,10,10,10,8,37.5
"NRS18_IN_10008",1,"T",0,0,0,0,5.542168675,10,10,10,8,44.43
"NRS18_IN_10008",2,"T",0,0,0,0,1.180722892,10,10,10,8,38.98
"NRS18_IN_10012",1,"S",0.049014504,10,6.503152088,0,0.549019608,10,10,10,8,58.88
"NRS18_IN_10013",1,"S",0,10,10,4.322453017,10,10,10,10,8,80.4
"NRS18_IN_10009",1,"S",0,10,5.431836091,0,0,10,10,10,8,56.79
"NRS18_IN_10009",2,"S",0,9.791779113,6.253900709,0,0,10,10,10,8,57.56
"NRS18_IN_10017",1,"T",0,0,7.012019231,0,5.421686747,10,10,10,8,53.04
"NRS18_IN_10046",1,"S",0,10,0.59393223,0,0,10,NA,10,7,43.71
"NRS18_IN_10015",1,"T",0,4.199224128,0,0,0,10,10,10,8,42.75
"NRS18_IN_10010",1,"S",0,10,7.1,10,2.862745098,0,10,10,8,62.45
"NRS18_IN_10040",1,"S",0,10,6.699133176,0,10,10,10,10,8,70.87
"NRS18_IN_10014",1,"T",0,0,0,0,4.626506024,10,10,10,8,43.28
"NRS18_IN_10019",1,"S",10,10,0,0.59347181,1.705882353,10,10,10,8,65.37
"NRS18_IN_10021",1,"T",0,0,4.861538462,0,4.987951807,10,10,10,8,49.81
"NRS18_IN_10025",1,"S",9.124086184,0,10,10,10,0,3,10,8,65.16
"NRS18_IN_10026",1,"T",0,0,0,0,9.036144578,0,10,10,8,36.3
"NRS18_IN_10027",1,"S",1.775872961,9.081622055,0,0,0,10,10,10,8,51.07
"NRS18_IN_10028",1,"S",0,10,6.967769898,6.587537092,0,10,7.7,10,8,64.07
"NRS18_IN_10030",1,"T",0,0,2.643990385,0,0,10,10,10,8,40.8
"NRS18_IN_10032",1,"S",0,9.778132772,7.261308117,6.587537092,0,10,10,10,8,67.03
"NRS18_IN_10033",1,"T",0,0,6.702403846,0,6.192771084,10,10,10,8,53.62
"NRS18_IN_10053",1,"T",0,6.977251838,10,0,10,10,10,10,8,71.22
"NRS18_IN_10347",1,"T",0,0,0,0,1.156626506,10,10,10,8,38.95
"NRS18_IN_10498",1,"T",0.897844745,9.835439491,10,0,0,10,10,10,8,63.42
"NRS18_IN_10649",1,"R",6.48041313,10,10,10,10,10,10,10,8,95.6
"NRS18_IN_10650",1,"T",0,10,7.681639086,0,10,10,10,10,8,72.1
"NRS18_IN_11097",1,"T",0,9.291975793,0,0,10,10,10,10,8,61.61
"NRS18_IN_11547",1,"S",0,10,8.202679275,0,7.254901961,10,10,10,8,69.32
"NRS18_KS_10002",1,"S",0,7.560837659,0,4.045499505,0,10,10,10,8,52.01
"NRS18_KS_10009",1,"R",0,7.568399127,0,2.680514342,0,10,10,10,8,50.31
"NRS18_KS_10001",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_KS_10001",2,"R",7.729228397,10,10,10,10,10,10,10,8,97.16
"NRS18_KS_10049",1,"S",3.614597405,10,10,1.59248269,10,10,10,10,8,81.51
"NRS18_KS_10050",1,"S",10,10,0,0,0,10,10,10,8,62.5
"NRS18_KS_10051",1,"S",0,9.387776027,0,4.520276954,0,10,10,10,8,54.89
"NRS18_KS_10051",2,"S",0,7.818203429,0,3.056379822,0,10,10,10,8,51.09
"NRS18_KS_10005",1,"S",10,10,8.66107171,9.604352127,0,10,10,10,8,85.33
"NRS18_KS_10006",1,"S",10,10,2.349755102,0,10,0,10,10,8,65.44
"NRS18_KS_10012",1,"S",0,10,10,10,6.019607843,10,10,10,8,82.52
"NRS18_KS_10012",2,"S",0,10,10,10,10,10,10,10,8,87.5
"NRS18_KS_10015",1,"S",10,10,6.667346939,0,5.952830189,10,10,10,8,78.28
"NRS18_KS_10018",1,"S",10,10,6.061877551,0.425531915,3.424528302,10,10,10,8,74.89
"NRS18_KS_10024",1,"S",10,10,7.149802994,0,10,10,10,10,8,83.94
"NRS18_KS_10027",1,"S",9.946952344,10,0,0,0,10,10,10,8,62.43
"NRS18_KS_10029",1,"S",0.766006718,9.73511678,0,0,0,10,10,10,8,50.63
"NRS18_KS_10029",2,"S",0,8.635166534,0,0,9.137254902,10,10,10,8,59.72
"NRS18_KS_10033",1,"T",0,9.822657813,8.670921986,9.020771513,10,10,0,10,8,71.89
"NRS18_KS_10040",1,"S",10,10,6.400653061,10,4.872641509,10,10,10,8,89.09
"NRS18_KS_10041",1,"R",0,7.586069597,0,2.037586548,0,10,10,10,8,49.53
"NRS18_KS_10043",1,"S",9.954588744,8.968875815,0,0,10,0,4.05,10,8,53.72
"NRS18_KS_10045",1,"S",3.672731908,10,10,3.452027695,10,0,10,10,8,71.41
"NRS18_KS_10086",1,"S",10,10,10,10,10,0,10,10,8,87.5
"NRS18_KS_10087",1,"S",10,10,9.469673469,10,7.547169811,0,10,10,8,83.77
"NRS18_KS_10091",1,"T",10,10,7.016571429,0,7.556603774,10,10,10,8,80.72
"NRS18_KS_10097",1,"S",10,10,0,0.286844708,0,0,10,10,8,50.36
"NRS18_KS_10098",1,"T",9.721914675,9.055451387,0,3.425531915,10,10,10,10,8,77.75
"NRS18_KS_10099",1,"S",9.911869224,9.449999665,5.308163265,0,5.179245283,10,10,10,8,74.81
"NRS18_KS_10100",1,"T",10,10,9.183102041,0,10,0,5.85,10,8,68.79
"NRS18_KS_10101",1,"S",9.723026565,10,0,6.696340257,0,10,10,10,8,70.52
"NRS18_KS_10103",1,"S",10,2.30175513,6.376979592,1.29787234,10,10,10,10,8,74.97
"NRS18_KS_10106",1,"S",9.964335872,10,2.29844898,0,6.490566038,10,10,10,8,73.44
"NRS18_KS_10113",1,"S",10,10,5.741607565,10,0,10,10,10,8,82.18
"NRS18_KS_10115",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_KS_10120",1,"T",10,9.215397975,3.591836735,0,10,10,10,10,8,78.51
"NRS18_KS_10122",1,"T",9.876695282,10,0,0,0,10,10,10,8,62.35
"NRS18_KS_10123",1,"T",10,10,0,1.680851064,10,10,3,10,8,68.35
"NRS18_KS_10125",1,"S",0,10,0,5.450049456,10,10,10,10,8,69.31
"NRS18_KS_10126",1,"S",10,10,7.936693878,10,10,10,10,7.8,8,94.67
"NRS18_KS_10137",1,"S",0,10,7.548384555,10,10,10,0,10,8,71.94
"NRS18_KS_10140",1,"S",10,10,0,0,0.669811321,0,10,10,8,50.84
"NRS18_KS_10141",1,"S",9.363032853,10,9.281924198,2.490566038,5.606407323,10,10,10,8,83.43
"NRS18_KS_10142",1,"S",10,1.060697569,10,10,10,10,10,10,8,88.83
"NRS18_KS_10145",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_KS_RF001",1,"S",5.53949542,10,6.142553191,10,10,10,3,10,8,80.85
"NRS18_KS_RF003",1,"R",9.822070534,10,10,10,10,10,5,10,8,93.53
"NRS18_KY_10002",1,"S",0,10,0,0,0,10,10,10,8,50
"NRS18_KY_10002",2,"S",0,10,0,0,0,10,10,10,8,50
"NRS18_KY_10007",1,"S",6.636452853,0,10,10,0,10,10,10,8,70.8
"NRS18_KY_10008",1,"S",0,5.64504656,0,0,0,0,10,10,8,32.06
"NRS18_KY_10009",1,"S",0,9.814820497,10,6.043521266,8.049019608,10,10,10,8,79.88
"NRS18_KY_10010",1,"S",2.538536096,0.098606409,2.200291545,6.301886792,0,10,10,10,8,51.42
"NRS18_KY_10001",1,"S",0.694558258,8.827308011,0,10,0,10,8,10,8,59.4
"NRS18_KY_10001",2,"S",0.783496096,8.934645806,0,10,0,10,10,10,8,62.15
"NRS18_KY_10003",1,"S",10,10,0,8.943396226,0,10,10,10,8,73.68
"NRS18_KY_10004",1,"S",9.330845826,8.980269274,0,0,0,0,10,10,8,47.89
"NRS18_KY_10005",1,"S",10,0,10,7.547169811,7.368421053,10,10,10,8,81.14
"NRS18_KY_10006",1,"S",1.158729069,7.818489727,0,0,0,0,10,10,8,36.22
"NRS18_MO_10008",1,"S",0,0,0,0,0,10,10,10,8,37.5
"NRS18_MO_10009",1,"S",0,0,0,0,0,10,10,10,8,37.5
"NRS18_KY_10011",1,"S",7.70285988,8.724777851,6.489795918,0,0.274599542,10,10,10,8,66.49
"NRS18_KY_10011",2,"S",6.126542583,8.333004713,4.623906706,0,2.059496568,10,10,10,8,63.93
"NRS18_KY_10015",1,"S",2.475856096,0,9.375218659,1.886792453,0,10,10,10,8,54.67
"NRS18_KY_10016",1,"R",10,0,10,10,5.921568627,10,10,10,8,82.4
"NRS18_KY_10012",1,"R",10,9.759732118,10,3.471810089,10,10,10,10,8,91.54
"NRS18_KY_10012",2,"R",10,10,9.611583924,1.75074184,1.215686275,10,10,10,8,78.22
"NRS18_KY_10019",1,"S",0,6.419958718,0,0,0,10,10,10,8,45.52
"NRS18_KY_10020",1,"S",9.719631231,8.350763525,10,10,10,10,10,10,8,97.59
"NRS18_KY_10018",1,"S",4.545143123,0,4.476676385,2.075471698,0,10,10,10,8,51.37
"NRS18_KY_10041",1,"S",10,10,8.221118991,6.271018793,0,10,10,10,8,80.62
"NRS18_KY_10013",1,"R",10,10,10,10,0,10,10,10,8,87.5
"NRS18_KY_10039",1,"S",9.958230602,10,10,0,10,0,10,10,8,74.95
"NRS18_KY_10023",1,"R",10,9.355193562,10,9.940652819,10,10,10,10,8,99.12
"NRS18_KY_10024",1,"S",10,10,5.439085714,10,10,0,10,10,8,81.8
"NRS18_KY_10025",1,"T",5.225305826,9.423062205,0,0,3.684210526,10,10,10,8,60.42
"NRS18_KY_10026",1,"T",0,7.153073893,0,0,0,10,10,10,8,46.44
"NRS18_KY_10027",1,"R",2.52726687,10,9.999605989,0,4.362745098,10,3.25,10,8,62.67
"NRS18_KY_10029",1,"S",0.983394474,0,2.502915452,4.981132075,0,10,10,10,8,48.08
"NRS18_KY_10030",1,"S",8.284735878,10,4.16643026,7.576656775,0,10,10,10,8,75.03
"NRS18_KY_10031",1,"S",1.749860451,0,8.427657143,10,4.073170732,10,10,10,8,67.81
"NRS18_KY_10032",1,"S",5.686088529,9.499297549,0,5.471698113,5.171624714,10,10,10,8,69.79
"NRS18_KY_10033",1,"R",7.477312214,10,10,1.275964392,9.941176471,10,10,10,8,85.87
"NRS18_KY_10048",1,"S",10,10,4.411885714,10,10,10,0,10,8,80.51
"NRS18_KY_10197",1,"T",8.185665285,9.549826767,10,10,2.974828375,10,10,10,8,88.39
"NRS18_KY_10952",1,"T",10,9.54659492,0,0,0,10,10,10,8,61.93
"NRS18_LA_10002",1,"S",1.903614962,0,5.126971429,10,0,10,10,10,8,58.79
"NRS18_LA_10002",2,"S",10,6.700089539,5.567085714,10,0,10,10,10,8,77.83
"NRS18_LA_10006",1,"S",0,0,9.9528,10,10,10,9,10,8,73.69
"NRS18_LA_10007",1,"S",6.161024361,5.892563926,5.394171429,4.64516129,0,10,3,10,8,56.37
"NRS18_LA_10008",1,"S",0,0,9.822285714,10,10,10,10,10,8,74.78
"NRS18_LA_10001",1,"S",0,9.741082221,0,0,0,10,9.5,10,8,49.05
"NRS18_LA_10001",2,"S",0.665095865,7.405442101,0,0,0,10,3.5,10,8,39.46
"NRS18_LA_10003",1,"S",0,0,0,0,0,10,0,10,8,25
"NRS18_LA_10004",1,"R",10,7.171519587,8.524228571,10,0,10,10,10,8,82.12
"NRS18_LA_10005",1,"S",0,0,0,0,0,10,10,10,8,37.5
"NRS18_LA_10013",1,"S",7.589350752,10,0,0,3.451219512,0,0,10,8,38.8
"NRS18_LA_10013",2,"S",8.509757068,10,0,0,5.62195122,10,0,10,8,55.16
"NRS18_LA_10010",1,"S",0,0,0,0,0,10,10,10,8,37.5
"NRS18_LA_10010",2,"S",0,0,0,0,0,10,10,10,8,37.5
"NRS18_LA_10016",1,"S",0,0,0,0,0,10,10,10,8,37.5
"NRS18_LA_10014",1,"S",0,0,6.779885714,10,10,10,10,10,8,70.97
"NRS18_LA_10015",1,"S",0,0,0.279885714,2.88172043,5.195121951,10,10,10,8,47.95
"NRS18_LA_10011",1,"S",0,8.286460611,5.5528,8.365591398,0.829268293,10,0,10,8,53.79
"NRS18_LA_10012",1,"S",5.95743218,10,10,10,10,10,10,10,8,94.95
"NRS18_LA_10018",1,"R",10,10,0,8.043010753,0,10,0,10,8,60.05
"NRS18_LA_10019",1,"S",0,0,0,10,0,10,7.75,10,8,47.19
"NRS18_LA_10020",1,"R",10,10,0,0,0,10,0,10,8,50
"NRS18_LA_10021",1,"S",0,0,0,0,0,10,10,10,8,37.5
"NRS18_LA_10022",1,"S",0,0,2.851314286,0,9.158536585,10,10,10,8,52.51
"NRS18_LA_10181",1,"T",0,10,0,0,0,10,0,10,8,37.5
"NRS18_LA_10481",1,"S",0,0,0.388228571,0,0,10,10,10,8,37.99
"NRS18_MA_10002",1,"T",0,0,0,0,2.151162791,10,10,10,8,40.19
"NRS18_MA_10002",2,"T",0,0,0,0,0,10,10,10,8,37.5
"NRS18_MA_10001",1,"S",0,6.818263451,2.212676056,0,0,10,10,10,8,48.79
