"SITE_ID","VISIT_NO","MMI_BENT","OE_SCORE_OLD"
"FW08PA023",1,65.28,1.249995668
"FW08PA029",1,29.68,0.968987348
"FW08PA037",1,54.32,0.984185599
"FW08PA039",1,65.22,1.085009592
"FW08ROH9019",1,88.65,1.032281861
"FW08OH003",1,8.92,0.674315107
"FW08OH004",1,56.37,1.22262682
"FW08OH005",1,35.3,0.876840255
"FW08OH012",2,21.18,0.60929948
"FW08OH017",1,42.25,0.72179369
"FW08OH007",1,9.48,0.388773715
"FW08OH028",1,79.73,1.068485613
"FW08OH012",1,27.07,0.91394922
"FW08OH017",2,33.68,0.801992988
"FW08OH018",1,32.9,0.889984855
"FW08OH019",1,68.97,1.278464464
"FW08OH021",1,14.33,0.649064009
"FW08OH023",1,24.23,1.005537796
"FW08OH024",1,77.23,1.342251905
"FW08OH027",1,15.13,0.539104314
"FW08OH031",1,40.45,1.223153794
"FW08OH033",1,43.48,1.050764755
"FW08OH035",1,78.32,0.928867453
"FW08OH032",1,71.38,1.007914218
"FW08TN005",1,57.92,1.02359872
"FW08TN002",1,47.92,0.753257611
"FW08TN002",2,40.08,0.70617901
"FW08TN004",1,10.1,0.544263786
"FW08TN004",2,16.63,0.665211295
"FW08TN006",1,41.75,1.025276364
"FW08TN007",1,59.32,0.829148705
"FW08TN010",1,11.87,0.509741929
"FW08TN010",2,21.02,0.679655905
"FW08TN011",1,11.87,0.627570077
"FW08TN011",2,17.82,0.706016336
"FW08TN013",1,38.25,0.521839368
"FW08TN014",1,23.45,0.576443909
"FW08TN015",1,43.67,0.589909908
"FW08TN018",1,0.92,0.3058622
"FW08TN019",1,6.88,0.244964353
"FW08TN024",1,46.25,0.789174694
"FW08TN025",1,50.17,0.553958857
"FW08TN027",1,48.02,0.832170991
"FW08TN029",1,50.88,0.751530833
"FW08TN030",1,11.38,0.551151081
"FW08TN031",1,45.12,0.80497477
"FW08TN035",1,46.87,0.786547538
"FW08WY006",1,54.47,0.857486848
"FW08WA005",1,56.88,1.262785967
"FW08WA020",1,65.98,1.077496274
"FW08WA028",1,37.35,1.078037519
"FW08WA035",1,74.88,1.209814399
"FW08LA036",1,19.3,0.246691001
"FW08LA051",1,14.68,0.123407949
"FW08LA052",1,6.1,0.122494686
"FW08LA067",1,4.68,0.246570883
"FW08LA068",1,14.68,0.1233455
"FW08LA070",1,6,0.612612723
"FW08LA131",1,14.08,0.245082856
"FW08LA134",1,8.18,0.369938761
"FW08LA151",1,14.08,0.493141767
"FW08LA180",1,11.7,0.370153195
"FW08LA182",1,7.95,0.369938761
"FW08LA195",1,14.68,0.123285442
"FW08LA198",1,0,0.246870964
"FW08LA227",1,0,0.123285442
"FW08LA228",1,6.43,0.246460607
"FW08LA167",1,14.68,0.123285442
"FW08WV006",1,18.25,0.614181119
"FW08WV005",1,34,0.748235687
"FW08WV008",1,39.98,0.791584616
"FW08WV008",2,38.15,0.554109231
"FW08WV009",1,23.05,0.533682306
"FW08WV013",1,14.22,0.539755268
"FW08WV014",1,0,0.231510784
"FW08WV022",1,28.17,0.541591815
"FW08WV027",1,0,0.379203275
"FW08WV023",1,30.48,0.464999483
"FW08WV029",1,1.68,0.377365541
"FW08WV033",1,29.75,0.687524866
"FW08ME019",1,41.52,0.367705468
"FW08FL025",1,40.03,0.80146069
"FW08MO001",1,40.2,1.14647247
"FW08MO004",1,36.73,0.712672548
"FW08MO005",1,38.27,1.126304785
"FW08MO006",1,59,0.859565009
"FW08MO007",1,41.38,1.186751427
"FW08MO011",1,38.68,0.854608536
"FW08MO012",1,22.07,0.947877408
"FW08MO023",1,17.57,0.516411311
"FW08MO026",1,16.03,1.005979022
"FW08MO035",1,15.87,0.427489305
"FW08MO036",1,17.75,1.034840038
"FW08MO044",1,30.7,0.831514889
"FW08AZ008",1,21.6,0.727060545
"FW08AZ044",1,10.63,1.01585523
"FW08AZ090",1,6.35,0.427651207
"FW08AZ107",1,24.9,1.088901473
"FW08AZ134",1,56.03,1.098491623
"FW08AZ139",1,74.18,1.097564508
"FW08RIA9038",1,49.12,1.198139238
"FW08RIA9060",1,62.22,1.022356997
"FW08RIA9037",1,35.12,0.783100523
"FW08RKS9002",1,63.2,1.136507069
"FW08RKS9003",1,29.22,0.89668563
"FW08RKS9888",1,19.77,0.756903693
"FW08RKS9999",1,59.88,0.843594085
"FW08RMO9003",1,45.08,0.892714648
"FW08RMO9006",1,40.43,0.909031319
"FW08RNE9010",1,37.82,0.871143362
"FW08RNE9011",1,52.88,0.47262932
"FW08RNE9999",1,30.37,0.500697194
"FW08RNE9024",1,46.28,0.819846292
"FW08RNE9022",1,52.67,0.884813231
"FW08ND081",1,24.02,1.056689521
"FW08RKS9777",1,27.27,0.501562006
"FW08ID003",1,71.73,1.076180431
"FW08ID003",2,72.57,1.302744732
"FW08ID004",1,44.32,0.746374488
"FW08ID004",2,39.32,0.746374488
"FW08ID005",1,33.47,0.760230452
"FW08ID006",1,77.47,1.081862089
"FW08ID007",1,57.27,1.329635277
"FW08ID024",1,53.77,1.116612138
"FW08ID036",1,63.42,0.993521621
"FW08ID044",1,63.32,1.247263144
"FW08ID053",1,38.78,0.685799225
"FW08ID008",1,53.08,0.963794981
"FW08ID034",1,57.58,0.972064462
"FW08ID057",1,37.33,1.022894731
"FW08ID061",1,54.25,1.085126137
"FW08RMT9013",1,27.02,0.785734726
"FW08MT059",1,33,0.683644606
"FW08ND118",1,23.98,0.958398888
"FW08MT012",1,42.98,1.239598102
"FW08AZ194",1,5.88,0.59943422
"FW08AZ008",2,18.97,0.636177977
"FW08AZ019",1,2.67,0.098767058
"FW08ND142",1,27.03,0.787294651
"FW08ND064",1,44.6,1.253981399
"FW08CO015",1,75.1,0.93557484
"FW08MS013",1,38.1,0.898956607
"FW08MS008",1,50.07,0.585424722
"FW08MS009",1,6.58,0.085095893
"FW08MS020",1,59.98,0.869244074
"FW08AZ019",2,5.85,0.197534116
"FW08AZ022",1,69.4,1.097998939
"FW08AZ075",1,81.05,1.191241568
"FW08AZ171",1,46.33,1.467102175
"FW08AL011",1,27.72,0.606802346
"FW08AL012",1,13.65,0.457334896
"FW08AL028",1,3.7,0.183837424
"FW08DE009",1,6.93,0.511461164
"FW08IN007",1,9.6,0.812249565
"FW08IN012",1,6.87,0.362812743
"FW08IN019",1,53.18,1.080798844
"FW08IN021",1,41.5,1.011439353
"FW08IN027",1,9.98,0.56860254
"FW08IN039",1,52.65,1.2049606
"FW08MI020",1,12.9,0.865191976
"FW08IN031",1,40.4,1.191632468
"FW08LA050",1,43.03,0.914016081
"FW08LA059",1,13.57,0.614616168
"FW08LA062",1,64.32,0.89814281
"FW08LA072",1,28.83,0.662247852
"FW08LA073",1,8.98,0.415521011
"FW08LA079",1,13.47,0.769099135
"FW08LA092",1,20.18,1.221808346
"FW08LA094",1,15.13,0.623281517
"FW08LA097",1,22.82,0.814756197
"FW08LA102",1,16.18,0.591069432
"FW08AR016",1,61.87,0.837010528
"FW08AR032",1,15.8,0.302643166
"FW08AR044",1,15.37,0.623452739
"FW08AR073",1,42.45,0.792009614
"FW08AR099",1,65.7,1.243784088
"FW08AR111",1,11.45,0.614694846
"FW08AR114",1,32.38,0.612385707
"FW08AR142",1,33.25,0.578277998
"FW08AR147",1,10.32,0.567264824
"FW08MT047",1,34.1,0.769645861
"FW08OK007",1,39.63,1.032999897
"FW08OK010",1,13.75,0.615942019
"FW08OK012",1,31.27,0.933347674
"FW08OK011",1,40.33,0.374749948
"FW08OK019",1,26.22,0.891281635
"FW08OK023",1,51.1,1.045710053
"FW08OK044",1,11.3,0.360511499
"FW08OK060",1,35.3,0.539181019
"FW08OK061",1,57.52,0.930779182
"FW08OK080",1,76.22,1.152038743
"FW08OK002",1,36.8,0.600496107
"FW08WY005",1,8.33,0.564710307
"FW08WY022",1,3.88,0.344053214
"FW08WY041",1,28.72,0.560876523
"FW08WY054",1,36.68,0.990861632
"FW08RMT9011",1,62.88,0.881216391
"FW08ND002",1,34.2,1.035692707
"FW08ND138",1,3.4,0.633387594
"FW08ND066",1,27.12,0.710332927
"FW08KS029",1,32.83,0.831139073
"FW08KS045",1,35.38,0.545032628
"FW08OK020",1,19.52,0.968153054
"FW08OK011",2,52.75,1.124249843
"FW08KS057",1,21.8,0.835719579
"FW08KS055",1,20.92,0.904992786
"FW08ND161",1,50.55,1.402177308
"FW08MI001",1,30.55,1.091051898
"FW08MI004",1,70.47,1.051184707
"FW08MI010",1,28.15,0.899212274
"FW08MI015",1,47.7,1.246599971
"FW08MI017",1,23,1.112699691
"FW08MI022",1,38.02,1.310360058
"FW08MI039",1,27.87,1.176110165
"FW08TX012",2,11.68,0.664661786
"FW08TX012",1,14.98,0.664661786
"FW08TX061",1,38.18,0.948231736
"FW08MI043",1,40.25,1.077145801
"FW08MI054",1,11.53,1.393851669
"FW08MS004",1,74.23,1.199675742
"FW08MS026",1,45.3,0.717772885
"FW08RMS9463",1,50.5,0.165486484
"FW08RMS9999",1,66.4,1.30027282
"FW08TX059",1,46.23,0.755783523
"FW08MT036",1,17.35,0.636107868
"FW08MT052",1,66.08,1.181624426
"FW08IL001",1,21.92,0.646756622
"FW08IL002",1,22.3,1.071321981
"FW08IL004",1,38.7,0.304378583
"FW08IL023",1,20.32,0.586944759
"FW08IL025",1,8.75,0.13443214
"FW08IL040",1,9.1,0.754288686
"FW08IL041",1,29.12,0.669291392
"FW08IL042",1,0.95,0
"FW08TX058",1,27.7,0.77513984
"FW08IN001",1,46.7,1.02803861
"FW08KS003",1,66.58,1.097025727
"FW08KS037",1,42.35,1.205552629
"FW08KS058",1,57.35,0.879563862
"FW08KS001",1,27.57,1.174356334
"FW08KS019",1,18.33,0.498740986
"FW08KS017",1,25.37,1.028796124
"FW08MD027",1,28.13,0.972686187
"FW08MD019",1,33.42,0.911690468
"FW08MD015",1,59.22,0.942596246
"FW08TX066",1,47.73,0.855940879
"FW08MD028",1,26.15,0.635849528
"FW08MD011",1,21.43,0.578684999
"FW08MD013",1,49.27,0.887646657
"FW08MD023",1,34.23,0.744154802
"FW08MD025",1,49.38,1.238917935
"FW08MD016",1,58.77,1.087668398
"FW08TX064",1,41,1.043657616
"FW08TX046",1,10.35,0.277633439
"FW08TX038",1,41.12,0.79823385
"FW08TX033",1,2.85,0.310906978
"FW08TX030",1,33.28,0.684665728
"FW08TX015",2,38.93,1.260045852
"FW08TX015",1,67.25,0.945034389
"FW08OK002",2,62.48,1.157446801
"FW08TX065",1,5.65,0.20856997
"FW08TX055",1,27.47,0.752937078
"FW08TX023",1,52.53,0.646052734
"FW08TX062",1,33.28,0.466712482
"FW08TX063",1,45.05,0.934406996
"FW08TX022",1,20.58,0.685026705
"FW08TX068",1,10.17,0.883061783
"FW08TX052",1,25,0.152508833
"FW08AL001",1,29.58,0.733025894
"FW08AL016",1,35.87,0.624511434
"FW08AL018",1,28.28,0.935950192
"FW08AL019",1,22.4,0.427144443
"FW08AL032",1,69.08,1.362868136
"FW08TX050",1,54.4,1.073009626
"FW08MO004",1,58.1,1.167783522
"FW08MO008",1,26.22,0.429408359
"FW08MO010",1,25.8,1.033669985
"FW08MO024",1,30.62,0.572306791
"FW08MO068",1,33.12,1.029564287
"FW08MO069",1,43.17,1.370944497
"FW08MO076",1,1.42,0.251796186
"FW08MO080",1,28.57,0.998388734
"FW08MS010",1,47.4,1.145707639
"FW08MS025",1,30.48,0.391267453
"FW08MS048",1,56.78,0.98744621
"FW08MS058",1,42.53,0.902201612
"FW08RMO9100",1,54.45,1.015192695
"FW08RMO9101",1,46.6,1.317822718
"FW08RMO9102",1,66.62,1.07210558
"FW08RMO9103",1,61.15,1.365758366
"FW08RMO9104",1,45.12,0.898387257
"FW08RMO9105",1,50.93,1.002988297
"FW08RMO9108",1,23.93,0.409857777
"FW08RMO9109",1,29.38,0.598955764
"FW08RMO9112",1,33.35,0.688567671
"FW08RMO9010",1,52.63,0.773332654
"FW08RMO9113",1,45.1,0.993650288
"FW08RMO9011",1,52.92,0.851994401
"FW08RIA9107",1,50.22,1.197986984
"FW08RIA9106",1,51.4,1.103208459
"FW08ID016",1,65.1,1.108171442
"FW08RIDREF",1,54.62,1.07121079
"FW08ID048",1,29.58,0.664306235
"FW08ND072",1,60.77,1.111572032
"FW08VT015",1,54.25,1.051998522
"FW08VT017",1,56.58,1.130202787
"FW08VT025",1,71.62,0.988131762
"FW08DE028",1,25.95,0.920709489
"FW08ND038",1,46.62,0.438034151
"FW08MD010",1,64,0.655940044
"FW08MD015",2,48.33,0.942596246
"FW08CO123",1,67.12,1.158423197
"FW08CO136",1,16.67,0.234342308
"FW08SD001",1,21.85,1.1853424
"FW08SD006",1,31.45,0.756695719
"FW08SD014",1,38.2,0.673486829
"FW08SD018",1,46.48,0.961802615
"FW08SD031",1,27.07,0.920299211
"FW08RSD9036",1,22.15,0.936138708
"FW08RSDP04R052",1,59.4,1.116996853
"FW08SC008",1,16.48,0.35595717
"FW08NC017",1,0,0.15167608
"FW08NC021",1,64.83,1.201121396
"FW08NC024",1,41.37,0.236132626
"FW08NC025",1,40.45,0.558182041
"FW08NC029",1,49.3,1.026361737
"FW08NC032",1,17.38,0.313992724
"FW08NC034",1,40.88,0.540672185
"FW08NC039",1,39.62,0.968640241
"FW08NC041",1,18.48,0.74594586
"FW08NC042",1,39.5,0.861683999
"FW08NC049",1,9.15,0.254916524
"FW08NC050",1,23.33,0.96389041
"FW08NC050",2,19.7,1.060279451
"FW08NC055",1,49.3,0.706477186
"FW08ID010",1,66.27,0.992113052
"FW08ID013",1,11.92,0.474364963
"FW08MS062",1,42.88,0.966822145
"FW08MS017",1,54.63,1.193545299
"FW08MS023",1,21.4,0.54369951
"FW08RMS9447",1,64,1.417903539
"FW08MS033",1,14.65,0.264806552
"FW08MS002",1,72.78,1.261029381
"FW08MS025",2,48.3,0.978168633
"FW08MS016",1,26.05,0.620696626
"FW08MS038",1,57.47,1.203741465
"FW08MS007",1,9.8,0.665999367
"FW08MS034",1,62.5,1.114027808
"FW08MI012",1,18.78,0.839853447
"FW08RME94",1,30.05,1.107101378
"FW08MI003",2,47.5,1.010148029
"FW08VT012",1,38.53,0.782475339
"FW08CO060",1,37.97,1.04860967
"FW08RWI9055",1,51.57,1.178218042
"FW08RWI9044",1,10.75,0.633492337
"FW08MO058",1,2.75,0.934659794
"FW08OR021",1,62.42,0.387567888
"FW08OR033",1,20.97,0.796148851
"FW08OR037",1,52.68,0.56101578
"FW08OR049",1,28.28,0.713250532
"FW08ROR9099",1,53.07,1.177684002
"FW08IA003",1,31.77,0.516738284
"FW08IA015",1,35.55,0.461930532
"FW08IA062",1,47.88,0.868826996
"FW08IA063",1,17.83,0.761276733
"FW08IA083",1,18.53,1.044370148
"FW08MD021",1,16.12,0.693423894
"FW08MD026",1,64.07,0.995006386
"FW08MD030",1,52.12,1.159122263
"FW08ND046",1,51.23,1.109016268
"FW08ND086",1,57.83,1.298185331
"FW08DE012",1,56.4,1.440327609
"FW08KS044",1,38.08,0.748012853
"FW08MO001",1,33.63,1.123664907
"FW08AZ155",1,47.85,0.821846113
"FW08PA025",1,63.87,1.197506079
"FW08ND016",1,42.37,0.939312642
"FW08ND020",1,31.68,0.672948204
"FW08ND071",1,35.07,0.900118199
"FW08AL001",2,29.5,0.830723312
"FW08AL002",1,22.75,0.908794654
"FW08AL002",2,23.55,0.978701935
"FW08AL004",1,49.65,0.80232175
"FW08AL007",1,25.68,0.740894616
"FW08AL008",1,39.48,1.050587525
"FW08AL009",1,35.5,0.775829047
"FW08AL012",2,17.13,0.609779861
"FW08AL013",1,47.65,1.15532654
"FW08AL014",1,80.53,1.322464548
"FW08AL016",2,15.73,0.713727353
"FW08AL020",1,54.8,0.711582774
"FW08AL024",1,30.82,0.936227407
"FW08AL025",1,32.78,0.932271078
"FW08AL031",1,59.12,0.86631952
"FW08AL033",1,3.83,0.188913597
"FW08AL035",1,18.35,0.48277165
"FW08AL036",1,45.82,0.79218333
"FW08AL046",1,24.15,0.898740784
"FW08CO004",1,25.03,0.870813989
"FW08CO007",1,19.97,0.639353829
"FW08ND054",1,64.98,1.004609865
"FW08ID032",1,12.82,0.353840412
"FW08RAL9016",1,76.35,1.361104977
"FW08AR003",1,54.05,1.116796262
"FW08AR006",1,64.78,0.975486452
"FW08AR012",1,15.12,0.642068206
"FW08AR014",1,20.18,0.537120882
"FW08OK035",1,38.63,1.086519453
"FW08AL034",1,20.48,0.663759899
"FW08RAL9025",1,45.48,0.595254219
"FW08AR017",1,31.48,0.60613532
"FW08AR019",1,0,0
"FW08AR024",1,44.87,0.598551513
"FW08AR028",1,20.33,0.204113534
"FW08AR030",1,40.25,0.537727491
"FW08AR036",1,35.72,0.504506943
"FW08AR041",1,0,0.34791506
"FW08AR084",1,41.93,1.141927252
"FW08AL006",1,24.4,0.747767904
"FW08AL022",1,46.08,1.068875414
"FW08AL023",1,63.62,0.707186348
"FW08AL027",1,22.25,0.594007151
"FW08AL029",1,43.68,0.627189027
"FW08AL047",1,55.37,0.949786999
"FW08RAL9066",1,68.57,1.205195684
"FW08CO028",1,17.27,0.347632964
"FW08CO053",1,33.33,0
"FW08DE030",1,37.9,1.187548793
"FW08DE034",1,28.4,0.610827658
"FW08DE040",1,31.33,0.718022239
"FW08DE043",1,21.53,0.654913676
"FW08DE044",1,37.78,1.078563536
"FW08DE049",1,42.87,1.139750456
"FW08ID013",2,11.98,0.474364963
"FW08ID014",1,84.28,1.423889229
"FW08ID016",2,48.95,0.692607151
"FW08ID017",1,50.47,1.28880555
"FW08ID019",1,0,0.473035784
"FW08ID020",1,44.18,1.325329359
"FW08ID023",1,38.58,0.550363745
"FW08ID026",1,49.02,0.560304569
"FW08ID029",1,18.57,0.523256625
"FW08ID033",1,35.05,1.240459078
"FW08ID037",1,68.58,0.959977683
"FW08ID042",1,54.93,1.124583733
"FW08ID071",1,64.85,1.187463692
"FW08ID078",1,48.53,0.877513736
"FW08IL005",1,34.65,1.079430997
"FW08IL045",1,4.87,0.102610348
"FW08IL002",2,46.35,0.857057584
"FW08ID045",1,55.33,1.301041658
"FW08ID085",1,74.13,1.219845527
"FW08ID049",1,55,1.284400896
"FW08CO085",1,22.52,0.682380985
"FW08CO086",1,7.3,0.832880388
"FW08CO087",1,16.72,0.694379232
"FW08CO138",1,16.62,0.667840374
"FW08KS001",2,22.78,1.174356334
"FW08KS007",1,47.38,0.562969011
"FW08KS009",1,42.23,1.119001283
"FW08KS010",2,65.55,1.365867721
"FW08KS011",1,41.8,0.673438911
"FW08KS025",1,28.38,1.151497452
"FW08KS032",1,61.2,0.819950509
"FW08KS048",1,40.75,0.8597993
"FW08KS056",1,33.7,1.10301446
"FW08KS061",1,25.43,0.617419747
"FW08LA004",1,54.53,0.870153597
"FW08LA004",2,60.35,1.218215036
"FW08LA005",1,65.95,1.199072519
"FW08LA009",1,16.95,0.226110781
"FW08LA023",1,31.4,0.729730108
"FW08AL026",1,40.6,0.464450011
"FW08LA035",1,4.22,0.493115519
"FW08LA039",1,23.03,0.558211541
"FW08LA039",2,31.93,0.558211541
"FW08LA040",1,21.15,0.367486251
"FW08LA049",1,26.03,0.458967127
"FW08LA099",1,29.8,1.029540308
"FW08AZ074",1,28.08,0.404077325
"FW08AZ074",2,28.82,0.505096656
"FW08AZ087",1,80.3,1.188593335
"FW08AZ100",1,63.53,0.745996647
"FW08AZ260",1,13.03,0.73198799
"FW08RAZ9016",1,45.17,0.974794021
"FW08RAZ9020",1,29.15,0.562227918
"FW08RAZ9022",1,15.15,0.653498027
"FW08RAZ9031",1,38.05,0.939465373
"FW08RAZTRB01",1,20.33,0.418455921
"FW08CA020",1,33.63,0.777558219
"FW08CA031",1,60.88,0.968509109
"FW08RCA9002",1,58.2,0.848581535
"FW08RCA9003",1,41.72,0.881498402
"FW08ID021",1,54.33,1.146108234
"FW08IL009",1,26.22,0.264384314
"FW08IL009",2,21.18,0.264384314
"FW08IL012",1,38.12,0.367050396
"FW08IL013",1,31.95,0.895665878
"FW08IL035",1,29.85,0.664619174
"FW08IL044",1,NA,NA
"FW08LA160",1,26.57,0.724245774
"FW08LA140",1,19.45,0.769508686
"FW08LA164",1,54.08,1.284413619
"FW08LA173",1,23.55,0.619082593
"FW08MI001",2,34.27,1.091051898
"FW08MI003",1,37.63,1.111162831
"FW08MI006",1,29.35,1.074124034
"FW08MI008",1,37.67,1.191369056
"FW08MI009",1,28.97,1.254730371
"FW08MI013",1,38.12,1.341200982
"FW08MI020",2,36.88,0.769059534
"FW08MI021",1,1.23,0.612119535
"FW08MI025",1,56.68,1.129394848
"FW08MI029",1,42.43,1.362999303
"FW08MI031",1,9.43,1.214190852
"FW08MI032",1,27.52,0.712828392
"FW08MI035",1,12.2,1.017672164
"FW08MI045",1,52.8,1.260573215
"FW08MI052",1,11.22,0.523151147
"FW08MI053",1,19.58,1.470192746
"FW08MI055",1,10.95,0.71132084
"FW08MI063",1,29.6,0.957810985
"FW08MI077",1,14.75,1.139557674
"FW08MI079",1,21.32,1.027539855
"FW08MI080",1,26.2,1.403211358
"FW08MS020",2,59.68,0.869244074
"FW08MS026",2,63.05,1.073299321
"FW08MS045",1,16.3,0.460552141
"FW08MS053",1,24.35,0.393335657
"FW08RMS9252",1,30.82,0.906682462
"FW08RMS9254",1,50.78,1.060208687
"FW08RMS9306",1,20.77,0.949904614
"FW08RMS9418",1,49.4,1.064314056
"FW08MI007",1,29.18,1.268815163
"FW08MD010",2,50.02,0.937057206
"FW08MD022",1,6.4,0.589437876
"FW08MN013",2,33.63,0.881899313
"FW08MN022",1,45.48,0.915977101
"FW08MN042",1,50.32,0.833827003
"FW08MN051",1,23.17,0.864722818
"FW08MN052",1,50,0.078144652
"FW08MT049",1,NA,NA
"FW08NH001",1,63.78,1.209655501
"FW08NH001",2,52.72,0.917081677
"FW08NH002",2,78.22,1.280235955
"FW08NH003",1,64.08,0.943132353
"FW08NH099",1,42.03,0.832951682
"FW08NH104",1,72.08,1.079958203
"FW08TX028",1,40.2,1.331541259
"FW08AZ003",1,38.13,1.223330967
"FW08AZ004",1,45.48,0.465071055
"FW08AZ005",1,26.93,0.448845639
"FW08AZ006",1,34.35,0.8465459
"FW08AZ062",1,29.45,0.606193749
"FW08AZ050",1,26.53,0.810568453
"FW08AZ062",2,46.23,0.606193749
"FW08AZ048",1,19.38,1.19519226
"FW08AZ028",1,51.82,0.9993435
"FW08AZ024",1,46.73,1.097881621
"FW08DE025",2,18.37,0.795660795
"FW08CO029",1,69.57,0.541203949
"FW08CO050",1,45.97,1.285361437
"FW08CO129",1,28.57,1.037692136
"FW08AR003",2,52.62,1.356109746
"FW08AR012",2,NA,NA
"FW08AR022",1,17.92,0.354973771
"FW08RMI9201",1,30.08,0.921783857
"FW08NV020",1,16.32,0.504804552
"FW08NJ001",2,35.2,0.643542737
"FW08NJ001",1,37.85,0.715047485
"FW08NJ035",1,0,0.164400976
"FW08CO033",1,67.63,0.509584717
"FW08CO072",1,50.55,0.985582134
"FW08CO171",1,19.97,0.496939895
"FW08VT020",1,59.03,0.642936868
"FW08VT021",2,62.13,0.915112711
"FW08WA018",1,85.53,1.390355645
"FW08RWA9901",1,37.55,0.238595728
"FW08RWA9902",1,47.53,1.059309927
"FW08RWA9903",1,20.25,0.842687464
"FW08WV026",1,NA,NA
"FW08WV030",1,NA,NA
"FW08WV010",1,NA,NA
"FW08WV007",2,NA,NA
"FW08WV007",1,NA,NA
"FW08DE011",1,8.95,0.679393398
"FW08DE025",1,29.38,0.861965861
"FW08DE046",1,13.27,0.88958064
"FW08ND011",1,48.02,1.260731722
"FW08ND023",1,71.23,1.240661683
"FW08ND041",1,26.68,0.587890123
"FW08ND042",1,71.4,1.171121563
"FW08ND053",1,34.67,0.378812096
"FW08NH057",1,24.97,0.677746676
"FW08ND058",1,47.08,1.406615199
"FW08ND074",1,42.18,1.1948579
"FW08VT024",1,58.18,1.079425219
"FW08AR001",2,26.6,0.701513462
"FW08AR002",2,16,1.014659197
"FW08AR013",1,15.03,0.366731071
"FW08AR020",1,57.12,0.890436128
"FW08AR025",1,29.82,1.031299814
"FW08AR026",1,22.12,0.448028906
"FW08AR027",1,6.25,0.508665047
"FW08AR031",1,64.57,1.214636062
"FW08AR037",1,37.77,0.383434605
"FW08AR042",1,28.57,0.357275914
"FW08AR043",1,35.55,0.650394593
"FW08AR052",1,43.45,0.696377291
"FW08AR053",1,37.68,0
"FW08AR057",1,5.68,0.43579216
"FW08AR060",1,10.1,0.453265013
"FW08AR070",1,13.25,0.493140864
"FW08AR072",1,0,NA
"FW08AR080",1,43.47,0.908990715
"FW08AR088",1,52.75,0.69498587
"FW08AR093",1,14.02,0.708419971
"FW08AR094",1,33.28,0.77714635
"FW08AR116",1,29.52,0.351904718
"FW08AR122",1,19.88,0.669171077
"FW08AR133",1,16.98,0.68342437
"FW08AR141",1,32.87,0.968198948
"FW08AR151",1,19.57,0.876585685
"FW08AR161",1,30.27,0.143664864
"FW08AR177",1,6.75,0.400597724
"FW08AR179",1,0,NA
"FW08AR188",1,11.25,0.531458109
"FW08AR192",1,12.17,0.421525193
"FW08AR218",1,17.85,0.962640072
"FW08AR255",1,11.43,0.490396871
"FW08AR276",1,14.55,0.501321274
"FW08AR303",1,10.2,0.688215929
"FW08AR307",1,5.75,0.244255403
"FW08AR311",1,24.37,0.933317573
"FW08AR320",1,16.67,0.069821162
"FW08IA006",1,51.67,0.365867122
"FW08IA010",1,28.78,0.619533424
"FW08IA019",1,43.53,0.841072623
"FW08IA019",2,35.98,1.441838782
"FW08IA021",1,31.48,0.096966893
"FW08IA022",1,26.15,1.236421828
"FW08IA024",1,57.25,0.812581834
"FW08IA029",1,39.17,0.920465006
"FW08IA034",1,27.07,0.881452777
"FW08IA035",1,74.5,1.2489342
"FW08IA037",1,36.9,1.07650561
"FW08IA038",1,61.58,0.99057152
"FW08IA040",1,38.23,0.577626418
"FW08IA044",1,43.07,0.733772363
"FW08IA046",1,35.4,0
"FW08IA047",1,16.98,0.440844451
"FW08IA047",2,24.78,0.771477789
"FW08IA049",1,67.75,0.669973995
"FW08IA053",1,49.2,1.060938421
"FW08IA057",1,53.48,1.269130936
"FW08IA065",1,39.23,0.547399646
"FW08KY016",1,NA,NA
"FW08KY017",1,NA,NA
"FW08KY013",1,NA,NA
"FW08KY013",2,NA,NA
"FW08KY029",1,NA,NA
"FW08KY032",1,NA,NA
"FW08NE001",1,47.97,0.697047689
"FW08NE003",1,14.25,0.734418529
"FW08NE005",1,22.08,0.1089807
"FW08NE006",1,16.67,0.130323648
"FW08NE006",2,33.33,0
"FW08NE015",1,51.25,0.854069258
"FW08NE016",1,31.72,0.223787882
"FW08NE019",1,66.75,0.682529804
"FW08NE022",1,29.52,0.606582651
"FW08NE028",1,16.67,0.234635954
"FW08NE031",1,15.03,0.274844748
"FW08NE025",1,19.9,0.47689259
"FW08NE032",1,17.47,0.546944402
"FW08NE035",1,41.4,0.229255211
"FW08NE036",1,45.43,0.615760555
"FW08NE036",2,63.47,0.821014074
"FW08NE041",1,27.3,0.770184243
"FW08NE043",1,42.57,0.643347044
"FW08NE044",1,34.15,0.65871956
"FW08NE046",1,12.43,0.133285518
"FW08NE047",1,17.65,0.369964305
"FW08NE048",1,16.67,0
"FW08NE050",1,5.58,0.28099319
"FW08NE052",1,44.87,0.557173804
"FW08NE057",1,20.15,0.453292513
"FW08NE060",1,10.07,0.821547843
"FW08NE066",1,47.45,0.112118854
"FW08NE067",1,41.3,0.104668155
"FW08NE070",1,7.03,0.583535032
"FW08NE081",1,32.4,0.462571127
"FW08NE092",1,18.63,0.453292513
"FW08NE102",1,15.45,0.645259629
"FW08NE114",1,9.1,0.353958498
"FW08NE166",1,37.37,0.338509962
"FW08NE189",1,34.23,0.313415193
