"SITE_ID","VISIT_NO","SAMPLE_ID","dD..vsmow.","d18O..vsmow.","d.excess"
"FW08ID036","1",524271,-121.68,-16.45,9.93
"FW08ID037","1",548491,-46.59,-6.84,8.14
"FW08ID042","1",548471,-131.77,-17.35,7.06
"FW08ID044","1",531951,-125.5,-16.09,3.23
"FW08ID045","1",550401,-125.63,-15.98,2.21
"FW08ID047","1",550111,-110.9,-14.7,6.71
"FW08ID048","1",550301,-128.62,-17.14,8.48
"FW08ID049","1",542991,-135.51,-17.47,4.23
"FW08ID053","1",528661,-140.9,-18.82,9.65
"FW08ID057","1",522781,-134.25,-17.64,6.87
"FW08ID061","1",523051,-125.17,-16.91,10.09
"FW08ID071","1",540811,-64.56,-9.58,12.1
"FW08ID078","1",549091,-112.45,-14.74,5.46
"FW08IL001","1",551021,-31.39,-4.89,7.69
"FW08IL001","1",551061,-31.25,-4.92,8.07
"FW08IL001","2",553931,-19.57,-3.77,10.62
"FW08IL002","2",555651,-39.09,-5.65,6.15
"FW08IL002","1",551071,-40.86,-6.48,10.95
"FW08IL002","1",551081,-40.62,-6.45,10.99
"FW08IL004","1",550921,-42.9,-6.68,10.53
"FW08IL005","1",555621,-31.46,-4.53,4.81
"FW08IL006","1",524731,-26.58,-4.36,8.32
"FW08IL007","1",546131,-36.14,-5.62,8.8
"FW08IL008","1",555821,-45.42,-6.92,9.93
"FW08IL009","2",550011,-39.09,-5.9,8.1
"FW08IL009","2",543451,-39.13,-6.07,9.41
"FW08IL009","1",544191,-38.71,-6.09,10
"FW08IL010","1",555671,-26.47,-3.23,-0.65
"FW08IL011","2",532031,-46.83,-6.99,9.08
"FW08IL011","1",527291,-49.22,-7.51,10.82
"FW08IL011","1",526741,-49.35,-7.54,10.99
"FW08IL012","1",549691,-53.18,-6.98,2.7
"FW08IL013","1",549601,-50.51,-6.97,5.26
"FW08IL017","1",528861,-43.13,-6.55,9.25
"FW08IL018","1",527171,-49.12,-7.92,14.24
"FW08IL020","1",553951,-31.18,-3.75,-1.18
"FW08IL021","1",553921,-55.99,-4.61,-19.09
"FW08IL022","1",526771,-51.31,-7.62,9.64
"FW08IL023","1",551091,-29.34,-4.69,8.16
"FW08IL024","1",532471,-19.03,-2.59,1.72
"FW08IL025","1",551001,-41.73,-6.95,13.91
"FW08IL027","1",526781,-51.49,-7.42,7.84
"FW08IL028","1",526891,-20.36,-2.8,2.06
"FW08IL029","1",528261,-42.67,-6.51,9.45
"FW08IL030","1",544081,-27.39,-4.16,5.89
"FW08IL031","1",529541,-53.71,-7.98,10.1
"FW08IL032","1",556411,-39.25,-6.28,11.02
"FW08IL035","1",543991,-56.9,-7.94,6.65
"FW08IL036","1",527431,-40.87,-6.25,9.1
"FW08IL038","1",532161,-54.62,-8.29,11.7
"FW08IL040","1",551031,-32.2,-5.51,11.91
"FW08IL041","1",551041,-35.37,-5.93,12.09
"FW08IL042","1",551011,-31.94,-5.52,12.2
"FW08IL043","1",556081,-34.41,-4.94,5.14
"FW08IL044","1",549591,-52.76,-7.71,8.89
"FW08IL045","1",555781,-27.67,-4.43,7.74
"FW08IN001","2",555761,-40.48,-6.27,9.69
"FW08IN001","1",550901,-41.1,-6.69,12.42
"FW08IN001","1",551051,-41.36,-6.74,12.53
"FW08IN002","2",533391,-39.25,-6.07,9.35
"FW08IN002","1",523151,-37.55,-5.88,9.46
"FW08IN002","1",523801,-37.72,-6.11,11.18
"FW08IN003","1",522291,-44.36,-6.94,11.16
"FW08IN004","1",527881,-48.09,-7.48,11.78
"FW08IN005","1",530181,-35.76,-5.47,8.03
"FW08IN006","1",542211,-37.1,-5.71,8.55
"FW08IN006","2",536641,-32.21,-5.36,10.69
"FW08IN007","1",546871,-34.96,-5.8,11.46
"FW08IN008","2",529961,-39.01,-6.12,9.94
"FW08IN008","2",527031,-38.91,-6.18,10.51
"FW08IN008","1",541361,-38.16,-6.12,10.83
"FW08IN008","2",534981,-37.9,-6.12,11.09
"FW08IN008","1",527041,-37.08,-6.3,13.3
"FW08IN009","1",521501,-51.25,-7.68,10.19
"FW08IN010","1",541341,-34.9,-5.35,7.88
"FW08IN011","1",528061,-34.84,-5.14,6.27
"FW08IN012","1",546601,-39.67,-6.48,12.14
"FW08IN013","1",528321,-50.77,-7.77,11.42
"FW08IN014","1",532681,-39.89,-6.05,8.5
"FW08IN015","1",528081,-46.96,-6.95,8.62
"FW08IN016","1",527061,-24.18,-4.42,11.16
"FW08IN017","1",526501,-45.94,-6.92,9.38
"FW08IN018","1",531081,-21.61,-3.16,3.69
"FW08IN019","1",546521,-39.56,-6.39,11.57
"FW08IN020","1",532991,-45.65,-6.98,10.2
"FW08IN021","1",546761,-46.35,-7.18,11.06
"FW08IN022","1",541321,-37.03,-5.73,8.85
"FW08IN023","1",522391,-37.96,-5.38,5.06
"FW08IN024","1",541331,-38.28,-6.22,11.47
"FW08IN025","1",521411,-48.31,-7.26,9.74
"FW08IN027","1",546531,-42.67,-6.83,11.96
"FW08IN028","1",527891,-40.75,-6.58,11.87
"FW08IN029","1",523861,-49.4,-7.52,10.75
"FW08IN030","1",541351,-35.71,-5.8,10.72
"FW08IN030","1",526591,-33.95,-5.75,12.07
"FW08IN031","1",546751,-39.86,-6.5,12.17
"FW08IN032","1",542121,-37.82,-6.38,13.18
"FW08IN033","1",527501,-46.84,-6.64,6.25
"FW08IN039","1",546861,-45.51,-7.18,11.97
"FW08KS001","1",531031,-43.62,-6.18,5.83
"FW08KS001","1",550931,-45.83,-7.01,10.23
"FW08KS001","2",543821,-46.52,-7.15,10.71
"FW08KS001","2",541471,-46.41,-7.2,11.21
"FW08KS003","1",535711,-43.83,-6.5,8.17
"FW08KS003","1",522701,-44.62,-6.78,9.64
"FW08KS005","1",531551,-22.01,-2.81,0.5
"FW08KS006","1",531561,-38.92,-6,9.08
"FW08KS007","2",555591,-78.69,-9.72,-0.96
"FW08KS007","2",541511,-78.07,-9.68,-0.64
"FW08KS007","1",550371,-67.98,-8.91,3.26
"FW08KS008","1",523571,-38.66,-5.68,6.79
"FW08KS009","1",552531,-39.62,-5.26,2.48
"FW08KS010","1",548271,-36.87,-4.55,-0.5
"FW08KS010","2",547541,-44.05,-6.02,4.14
"FW08KS010","2",550271,-44.79,-6.19,4.73
"FW08KS011","1",541481,-61.91,-8.18,3.53
"FW08KS012","1",524551,-27.03,-4.75,10.96
"FW08KS015","1",556441,-21.54,-3.61,7.36
"FW08KS016","1",555321,-34.69,-5.32,7.88
"FW08KS017","1",535691,-40.2,-5.18,1.22
"FW08KS018","1",531281,-37.9,-5.56,6.61
"FW08KS019","1",542931,-47.72,-6.63,5.3
"FW08KS021","1",534491,-48.82,-6.88,6.18
"FW08KS022","1",534911,-43.39,-5.72,2.34
"FW08KS023","1",555261,-36.3,-5.64,8.79
"FW08KS024","1",555791,-26.51,-3.57,2.07
"FW08KS025","1",544401,-32.93,-5.01,7.11
"FW08KS028","1",546511,-25.64,-3.78,4.63
"FW08KS029","1",542921,-37.53,-4.9,1.68
"FW08KS031","1",543801,-12.47,-1.82,2.12
"FW08KS032","1",532021,-31.55,-5.02,8.61
"FW08KS033","1",523821,-91.15,-11.44,0.35
"FW08KS036","1",530921,-43.6,-6.11,5.24
"FW08KS037","1",540621,-56.06,-7.65,5.12
"FW08KS038","1",534871,-44.57,-6.75,9.43
"FW08KS039","1",525341,-28.19,-4.26,5.86
"FW08KS040","1",534061,-38.46,-5.66,6.79
"FW08KS042","1",527821,-62.45,-9.01,9.62
"FW08KS043","1",530551,-33.88,-4.78,4.4
"FW08KS044","1",545161,-46.77,-6.42,4.59
"FW08KS045","1",535721,-41.02,-6.18,8.41
"FW08KS047","1",556821,-33.59,-5.55,10.84
"FW08KS048","2",554751,-28.22,-4.42,7.15
"FW08KS048","1",550941,-30.12,-4.72,7.64
"FW08KS048","2",555351,-28.73,-4.56,7.71
"FW08KS055","1",542101,-37.15,-5.3,5.26
"FW08KS056","1",551161,-30.33,-4.46,5.38
"FW08KS057","1",535941,-43.18,-6.32,7.38
"FW08KS058","1",540681,-50.88,-7.11,6.01
"FW08KS059","1",554761,-20.85,-2.94,2.66
"FW08KS060","1",545231,-30.99,-4.5,5.03
"FW08KS061","1",552541,-69.43,-8.46,-1.75
"FW08KS063","1",540891,-27.51,-4.59,9.22
"FW08KY001","2",555961,-31.11,-4.72,6.65
"FW08KY001","2",555551,-32.31,-4.97,7.45
"FW08KY001","1",555151,-33.81,-5.44,9.67
"FW08KY002","1",543581,-30.08,-5.23,11.76
"FW08KY003","1",555141,-34.38,-4.98,5.42
"FW08KY004","1",546941,-35.47,-5.73,10.34
"FW08KY005","1",555001,-31.9,-5.31,10.61
"FW08KY006","2",556811,-31.7,-5.29,10.6
"FW08KY006","2",556201,-31.7,-5.3,10.71
"FW08KY006","1",555981,-32.02,-5.55,12.41
"FW08KY007","1",556281,-36.83,-5.81,9.64
"FW08KY008","1",554101,-36.04,-6.28,14.2
"FW08KY009","1",553961,-32.98,-5.2,8.58
"FW08KY011","1",555171,-33.42,-5.19,8.1
"FW08KY012","1",554431,-26.61,-4.35,8.21
"FW08KY013","1",521851,-36.21,-5.43,7.23
"FW08KY013","2",526851,-38.41,-5.85,8.35
"FW08KY014","1",554871,-34.04,-5.54,10.27
"FW08KY016","1",521671,-40.51,-6.28,9.72
"FW08KY017","1",521831,-36.2,-5.39,6.91
"FW08KY019","1",554401,-29.15,-4.35,5.64
"FW08KY019","2",544611,-27.12,-4.13,5.9
"FW08KY019","2",554931,-28.76,-4.89,10.36
"FW08KY020","1",546241,-24.74,-4.33,9.91
"FW08KY021","1",554831,-36.46,-5.53,7.8
"FW08KY022","1",554121,-31.72,-4.33,2.88
"FW08KY023","1",554301,-31.63,-4.95,7.96
"FW08KY024","1",554411,-28.14,-5.2,13.45
"FW08KY025","1",554131,-33.09,-5.9,14.09
"FW08KY026","1",545511,-35.84,-5.74,10.05
"FW08KY029","1",521681,-25.79,-3.99,6.11
"FW08KY031","1",554971,-26.36,-4.22,7.4
"FW08KY032","1",533711,-38.71,-5.85,8.08
"FW08KY033","1",556701,-31.48,-5.06,9
"FW08KY034","1",541391,-37.08,-5.98,10.79
"FW08KY035","1",554111,-30.98,-5.22,10.82
"FW08KY037","1",535761,-38.51,-6.28,11.72
"FW08KY039","1",542301,-33.22,-5.48,10.65
"FW08KY040","1",554141,-32.68,-5.54,11.64
"FW08KY041","1",555011,-38.63,-6.5,13.35
"FW08KY042","1",556681,-34.83,-5.5,9.15
"FW08KY050","1",543753,-35.63,-5.6,9.18
"FW08KY056","1",556261,-31.22,-5.8,15.2
"FW08KY062","1",556421,-41.34,-6.43,10.07
"FW08KY072","1",556221,-36.51,-6.55,15.92
"FW08LA004","2",543351,-20.83,-3.62,8.13
"FW08LA004","2",544551,-21,-3.75,9.01
"FW08LA004","1",551681,-21.28,-4.37,13.64
"FW08LA005","1",545291,-20.28,-3.87,10.71
"FW08LA006","1",530221,-14.23,-2.64,6.93
"FW08LA009","1",546791,-15.52,-3.17,9.85
"FW08LA011","1",526611,-18.54,-2.78,3.69
"FW08LA011","2",523631,-17.87,-2.97,5.89
"FW08LA011","2",527271,-17.98,-3.11,6.94
"FW08LA013","1",525291,-12.67,-2.09,4.02
"FW08LA014","1",528101,-11.17,-1.45,0.45
"FW08LA017","1",527301,-17.05,-2.54,3.24
"FW08LA018","1",526511,-14.49,-2.2,3.14
"FW08LA022","1",528021,-7.89,-0.5,-3.86
"FW08LA023","1",551651,-5.04,-0.77,1.1
"FW08LA029","1",529071,-13.33,-2.14,3.81
"FW08LA030","1",529061,-6.69,-0.73,-0.85
"FW08LA032","1",532701,-7.69,-1.13,1.39
"FW08LA033","1",526901,-11.73,-0.49,-7.78
"FW08LA035","1",543491,-30.57,-4.77,7.61
"FW08LA037","1",527621,-12.39,-1.92,2.94
"FW08LA039","2",543341,-16.43,-3.1,8.41
"FW08LA039","2",543321,-16.07,-3.11,8.81
"FW08LA039","1",543311,-17.12,-3.32,9.42
"FW08LA040","1",543331,-34.38,-5.43,9.08
"FW08LA045","1",529091,-2.24,-0.04,-1.91
"FW08LA049","1",543301,-15.13,-2.4,4.07
"FW08LA050","1",548641,-15.34,-3.05,9.04
"FW08LA059","1",548661,-14.3,-2.48,5.55
"FW08LA062","1",546771,-20.46,-4.11,12.4
"FW08LA068","1",528841,-40.93,-6.07,7.65
"FW08LA072","1",548671,-6.04,-0.74,-0.15
"FW08LA073","1",544701,-10.52,-1.34,0.19
"FW08LA079","1",551661,6.38,2.49,-13.53
"FW08LA092","1",546741,-8.6,-2.22,9.17
"FW08LA094","1",545281,-15.67,-2.65,5.51
"FW08LA097","1",542071,-4.39,-0.3,-2.02
"FW08LA099","1",545271,-15.4,-2.36,3.46
"FW08LA102","1",551561,-16.6,-3.24,9.32
"FW08LA140","1",543651,-0.25,-0.04,0.07
"FW08LA160","1",549531,-22.14,-3.46,5.51
"FW08LA164","1",548921,-14.94,-2.48,4.87
"FW08LA173","1",543131,-11.12,-1.67,2.2
"FW08LA180","1",530511,-40.51,-6.01,7.55
"FW08MA001","1",530201,-47.76,-7.34,11
"FW08MA001","2",535021,-46.47,-7.39,12.62
"FW08MA001","2",535031,-46.4,-7.39,12.75
"FW08MA002","1",526521,-37.78,-5.5,6.25
"FW08MA002","2",534531,-36.75,-5.43,6.73
"FW08MA002","2",534511,-36.83,-5.48,6.98
"FW08MA003","1",554981,-51.25,-7.45,8.32
"FW08MA004","1",526401,-46.86,-6.65,6.36
"FW08MA004","2",532411,-48.74,-7.21,8.93
"FW08MA004","2",528921,-48.64,-7.21,9.03
"FW08MA005","1",555111,-60.84,-9.12,12.14
"FW08MA006","1",526301,-34.89,-5.04,5.45
"FW08MA007","1",528131,-49.2,-7.19,8.32
"FW08MA009","2",556531,-51.03,-7.21,6.62
"FW08MA009","2",556301,-53.3,-8.23,12.58
"FW08MA009","1",553541,-58.49,-9.01,13.61
"FW08MA012","1",549921,-55.1,-8.17,10.29
"FW08MA013","1",528001,-44.35,-6.69,9.2
"FW08MA015","1",553531,-58.91,-9.24,15.02
"FW08MA016","1",553521,-57.59,-8.75,12.45
"FW08MA017","1",526561,-64.51,-9.59,12.24
"FW08MA018","1",527631,-38.5,-5.65,6.68
"FW08MA019","1",554951,-51.01,-7.37,7.98
"FW08MA020","1",556881,-64.72,-9.33,9.94
"FW08MA021","1",555241,-59.21,-8.74,10.74
"FW08MA023","1",554881,-49.77,-7.09,6.94
"FW08MA026","1",553251,-34.29,-4.81,4.2
"FW08MA026","1",553901,-39.3,-6.2,10.29
"FW08MD001","2",525681,-37.78,-6.26,12.28
"FW08MD001","2",522871,-37.55,-6.38,13.45
"FW08MD001","1",525611,-38.66,-6.59,14.07
"FW08MD002","1",522881,-22.35,-4.1,10.42
"FW08MD003","1",522581,-41.25,-6.14,7.87
"FW08MD004","1",522861,-42.08,-7.13,14.94
"FW08MD005","1",521951,-17.85,-3.72,11.9
"FW08MD006","2",526121,-34.94,-5.82,11.62
"FW08MD006","1",526101,-33.72,-5.69,11.84
"FW08MD006","2",526141,-34.77,-5.91,12.51
"FW08MD007","1",521041,-52.67,-8.55,15.74
"FW08MD008","1",521481,-43.89,-6.6,8.9
"FW08MD009","1",526051,-46.32,-7.75,15.67
"FW08MD010","1",541691,-37.1,-5.36,5.75
"FW08MD010","2",546641,-34.08,-5.92,13.29
"FW08MD010","2",546991,-34.18,-6.12,14.77
"FW08MD011","1",546561,-56.09,-8.65,13.12
"FW08MD012","1",526151,-43.6,-6.86,11.28
"FW08MD013","1",545001,-47.14,-7.52,13.03
"FW08MD014","1",526031,-39.35,-5.98,8.52
"FW08MD015","2",546201,-50.71,-6.97,5.07
"FW08MD015","2",546551,-50.39,-7.06,6.09
"FW08MD015","1",541721,-51.59,-7.92,11.73
"FW08MD016","1",541711,-47.39,-7.47,12.39
"FW08MD018","1",526001,-38.02,-5.79,8.27
"FW08MD019","1",548251,-42.42,-6.88,12.64
"FW08MD020","1",526081,-45.3,-6.68,8.14
"FW08MD021","1",546681,-38.72,-6.21,10.96
"FW08MD022","1",546671,-31.18,-5.3,11.2
"FW08MD023","1",541941,-56.61,-8.63,12.43
"FW08MD024","1",521491,-46.22,-7.28,12.01
"FW08MD025","1",541731,-43.8,-7.19,13.75
"FW08MD026","1",546661,-37,-6.46,14.66
"FW08MD027","1",541951,-49.75,-7.75,12.28
"FW08MD028","1",546701,-46.03,-7.52,14.15
"FW08MD030","1",546651,-35.09,-5.89,12.02
"FW08ME001","2",534291,-78.89,-11.29,11.42
"FW08ME001","2",528511,-78.82,-11.29,11.5
"FW08ME001","1",527941,-76.76,-11.1,12.03
"FW08ME002","2",530641,-85.99,-11.99,9.92
"FW08ME002","2",534271,-86.15,-12.09,10.59
"FW08ME002","1",528631,-87.67,-12.54,12.63
"FW08ME003","1",534281,-51.32,-7.8,11.1
"FW08ME004","1",532591,-72.49,-10.59,12.25
"FW08ME005","2",530531,-65.8,-9.25,8.21
"FW08ME005","2",530631,-65.63,-9.29,8.7
"FW08ME005","1",531481,-59.43,-8.71,10.28
"FW08ME006","1",531631,-70.28,-10.4,12.9
"FW08ME007","1",532541,-71.57,-9.65,5.59
"FW08ME008","1",522341,-73.09,-10.62,11.86
"FW08ME009","1",532281,-74.83,-10.85,11.99
"FW08ME010","1",527961,-84.64,-12.18,12.78
"FW08ME011","1",532911,-62.93,-9.12,10
"FW08ME013","2",526871,-82.75,-11.55,9.64
"FW08ME013","1",526421,-81.37,-11.41,9.89
"FW08ME013","2",527081,-82.61,-11.58,10.03
"FW08ME016","1",528251,-78.45,-11.03,9.79
"FW08ME017","1",529221,-70.44,-9.33,4.17
"FW08ME018","1",532651,-52.81,-7.47,6.93
"FW08ME019","1",531491,-59.84,-8.7,9.74
"FW08ME020","1",530831,-84.04,-11.98,11.81
"FW08ME021","1",529841,-64.93,-9.22,8.8
"FW08ME022","1",526881,-70.47,-9.69,7.08
"FW08ME026","1",526951,-69.01,-9.55,7.36
"FW08ME027","1",530671,-68.59,-9.75,9.41
"FW08MI001","1",551531,-57.15,-8.37,9.78
"FW08MI001","2",544061,-60.02,-8.97,11.73
"FW08MI001","2",550911,-59.95,-9.04,12.4
"FW08MI003","2",553081,-66.19,-9.3,8.24
"FW08MI003","2",544691,-66.18,-9.32,8.42
"FW08MI003","1",552911,-66.08,-9.48,9.73
"FW08MI004","1",548871,-90.84,-13.19,14.68
"FW08MI005","1",552971,-91,-12.55,9.42
"FW08MI006","1",544521,-60.19,-8.51,7.89
"FW08MI007","1",552881,-93.25,-13.56,15.27
"FW08MI008","1",552711,-71.87,-10.24,10.04
"FW08MI009","1",550821,-63.94,-8.65,5.29
"FW08MI010","1",551521,-60.42,-9.25,13.55
"FW08MI012","1",553061,-66.79,-9.79,11.52
"FW08MI013","1",552891,-73.95,-8.83,-3.32
"FW08MI015","1",548851,-76.98,-11,10.99
"FW08MI017","1",528931,-61.04,-9.11,11.87
"FW08MI019","1",528301,-51.84,-7.63,9.16
"FW08MI019","1",532601,-51.92,-7.65,9.29
"FW08MI019","2",532631,-58.35,-8.65,10.83
"FW08MI020","2",554961,-53.58,-7.06,2.91
"FW08MI020","1",546291,-54.6,-7.21,3.09
"FW08MI020","1",546781,-54.51,-7.21,3.2
"FW08MI021","1",553041,-61.24,-8.53,7
"FW08MI022","1",547751,-56.83,-8.55,11.58
"FW08MI023","1",527121,-51.3,-7.59,9.42
"FW08MI024","1",528071,-57.97,-8.67,11.38
"FW08MI025","1",550261,-70.23,-10.24,11.68
"FW08MI026","1",526411,-51.9,-7.59,8.85
"FW08MI028","1",529311,-50.76,-7.36,8.1
"FW08MI029","1",552721,-73,-10.71,12.64
"FW08MI030","1",530541,-58.65,-8.43,8.76
"FW08MI031","1",552851,-75.42,-10.25,6.56
"FW08MI032","1",552861,-61.54,-7.34,-2.81
"FW08MI033","1",530091,-56.97,-8.3,9.43
"FW08MI034","1",525161,-74.18,-10.74,11.74
"FW08MI035","1",552921,-60.68,-8.38,6.35
"FW08MI036","1",526571,-55.19,-8.05,9.24
"FW08MI037","1",527481,-53.14,-7.03,3.14
"FW08MI038","1",532621,-53.88,-7.81,8.58
"FW08MI039","1",548841,-68.76,-9.39,6.39
"FW08MI041","1",528091,-55.55,-7.5,4.47
"FW08MI042","1",532751,-59.17,-8.57,9.39
"FW08MI043","1",548861,-76.27,-10.93,11.21
"FW08MI044","1",532221,-57.09,-7.98,6.74
"FW08MI045","1",544321,-70.53,-9.08,2.13
"FW08MI046","1",532051,-58.89,-8.26,7.2
"FW08MI047","1",530431,-80.85,-11.11,8.01
"FW08MI048","1",528471,-76.17,-10.74,9.73
"FW08MI050","1",525141,-66.05,-9.03,6.21
"FW08MI052","1",544541,-50.68,-6.82,3.85
"FW08MI053","1",553021,-55.19,-7.84,7.55
"FW08MI054","1",548831,-62.64,-9.17,10.7
"FW08MI055","1",552961,-86.72,-11.2,2.88
"FW08MI057","1",532871,-65.82,-9.35,8.94
"FW08MI058","1",532201,-55.19,-7.61,5.65
"FW08MI063","1",552901,-95.21,-13.68,14.25
"FW08MI077","1",548211,-66.33,-8.97,5.41
"FW08MI079","1",555331,-71.94,-9.67,5.44
"FW08MI080","1",553071,-57.63,-7.31,0.89
"FW08MN001","2",554361,-60.16,-8.55,8.24
"FW08MN001","2",555731,-60.15,-8.76,9.92
"FW08MN001","1",542391,-61.95,-9.44,13.6
"FW08MN002","1",554041,-58.5,-7.98,5.34
"FW08MN002","2",554611,-56.47,-7.91,6.81
"FW08MN002","2",555751,-56.46,-7.95,7.16
"FW08MN004","1",554631,-63.77,-7.65,-2.59
"FW08MN005","1",554391,-67.8,-8.34,-1.1
"FW08MN006","1",550561,-59.84,-7.77,2.31
"FW08MN008","1",554061,-62.9,-9.88,16.17
"FW08MN009","1",554511,-66.65,-9.1,6.12
"FW08MN010","1",556491,-83.03,-11.14,6.12
"FW08MN011","1",554641,-61.26,-8.14,3.84
"FW08MN013","2",544121,-56.98,-7.66,4.28
"FW08MN013","1",548681,-61.17,-8.2,4.41
"FW08MN013","2",543951,-56.86,-7.8,5.5
"FW08MN016","1",544531,-61.09,-6.46,-9.42
"FW08MN016","2",550771,-62.82,-6.96,-7.12
"FW08MN016","2",554371,-64.08,-7.75,-2.12
"FW08MN017","1",525981,-46,-6.23,3.84
"FW08MN018","1",528851,-53.72,-7.19,3.83
"FW08MN019","1",529111,-55.24,-6.58,-2.6
"FW08MN021","1",522451,-54.65,-7.96,9.03
"FW08MN022","1",550391,-68.28,-8.35,-1.44
"FW08MN023","1",555711,-45.93,-4.82,-7.36
"FW08MN024","1",529081,-51.5,-6.71,2.16
"FW08MN031","1",529761,-60.6,-8.1,4.21
"FW08MN032","1",549731,-68.8,-8.53,-0.55
"FW08MN033","1",533801,-46.49,-5.82,0.05
"FW08MN034","1",534821,-53.85,-7.08,2.83
"FW08MN035","1",529791,-54.81,-6.76,-0.75
"FW08MN036","1",527091,-52.48,-6.5,-0.48
"FW08MN037","1",525741,-49.89,-7.27,8.25
"FW08MN039","1",550661,-47.4,-5.04,-7.05
"FW08MN040","1",522231,-53.29,-8.51,14.82
"FW08MN041","1",552161,-55.33,-6.4,-4.1
"FW08MN042","1",547331,-66.65,-8.49,1.31
"FW08MN043","1",549761,-65.48,-7.98,-1.66
"FW08MN045","1",549771,-54.6,-6.57,-2.04
"FW08MN047","1",555741,-36.51,-3.83,-5.9
"FW08MN049","1",532781,-53.98,-6.97,1.8
"FW08MN050","1",554381,-76.82,-10.8,9.6
"FW08MN051","1",544161,-60.76,-7.95,2.82
"FW08MN052","1",544171,-55.95,-7.06,0.57
"FW08MN053","1",550761,-56.65,-7.17,0.71
"FW08MN056","1",544661,-55.96,-8.12,8.98
"FW08MN057","1",554441,-57.39,-6.39,-6.28
"FW08MN060","1",556121,-60.25,-7.24,-2.35
"FW08MN061","1",550651,-52.71,-6.09,-3.99
"FW08MN065","1",552151,-60.47,-8.18,4.94
"FW08MN068","1",544231,-45.56,-5.83,1.1
"FW08MN070","1",554531,-66.66,-9,5.38
"FW08MN076","1",554071,-63.45,-8.83,7.16
"FW08MN080","1",556111,-66.26,-8.37,0.73
"FW08MN093","1",555851,-58.01,-8.65,11.16
"FW08MN119","1",555771,-76.29,-10.09,4.44
"FW08MO001","1",532181,-36.42,-5.42,6.95
"FW08MO001","1",530041,-30.9,-5.22,10.82
"FW08MO001","1",534651,-30.93,-5.24,11.02
"FW08MO004","1",523101,-35.14,-5.73,10.72
"FW08MO004","1",524911,-34.89,-5.74,11
"FW08MO004","1",522211,-38.86,-6.44,12.63
"FW08MO005","1",522961,-37.78,-5.92,9.58
"FW08MO006","1",525701,-29.46,-4.7,8.14
"FW08MO007","1",528581,-25.8,-3.38,1.24
"FW08MO008","1",534641,-40.86,-6.47,10.92
"FW08MO009","2",525991,-45.81,-6.49,6.12
"FW08MO009","2",526131,-46.24,-6.77,7.9
"FW08MO009","1",529211,-47.31,-6.9,7.91
"FW08MO010","1",530101,-41.19,-6.16,8.11
"FW08MO011","1",528491,-34.76,-5.6,10.03
"FW08MO011","2",531721,-30.95,-5.48,12.88
"FW08MO011","2",550361,-30.68,-5.6,14.09
"FW08MO012","1",524581,-33.69,-4.81,4.82
"FW08MO013","1",550221,-35.15,-5.84,11.55
"FW08MO014","1",525281,-47.31,-6.93,8.16
"FW08MO015","1",521521,-36.96,-6.09,11.77
"FW08MO017","1",530341,-35.25,-5.93,12.23
"FW08MO018","1",530491,-33.2,-5.27,8.95
"FW08MO019","1",526231,-32.75,-5.18,8.67
"FW08MO021","1",550341,-33.25,-5.55,11.11
"FW08MO023","1",524591,-25.62,-4,6.38
"FW08MO024","1",534661,-35.09,-5.97,12.64
"FW08MO025","1",526281,-63.95,-8.03,0.29
"FW08MO026","1",530271,-40.98,-6.22,8.82
"FW08MO027","1",526441,-32.83,-5.95,14.77
"FW08MO029","1",550201,-27.24,-4.59,9.46
"FW08MO031","1",529241,-33.86,-5.97,13.93
"FW08MO033","1",550231,-35.7,-6,12.26
"FW08MO035","1",523771,-27.55,-4.7,10.09
"FW08MO036","1",528521,-35.64,-5.67,9.68
"FW08MO037","1",528231,-62.89,-8.27,3.3
"FW08MO038","1",530351,-52.53,-6.52,-0.4
"FW08MO039","1",550241,-70.15,-8.66,-0.84
"FW08MO041","1",521621,-34.53,-6.01,13.57
"FW08MO044","1",525301,-34.37,-5.93,13.09
"FW08MO058","1",530971,-14.15,-2.15,3.02
"FW08MO068","1",525321,-41.06,-6.32,9.53
"FW08MO069","1",535931,-29.59,-4.7,7.98
"FW08MO076","1",534741,-44.35,-6.72,9.44
"FW08MO080","1",524481,-35.44,-5.8,10.92
"FW08MS002","1",535641,-21.27,-3.8,9.13
"FW08MS004","1",542771,-18.52,-3.91,12.77
"FW08MS007","1",551751,-7.24,-1.64,5.88
"FW08MS008","1",541911,-21.72,-3.93,9.71
"FW08MS009","1",542831,-24.36,-4.37,10.57
"FW08MS010","1",535661,-19.67,-3.75,10.36
"FW08MS013","1",535651,-11.94,-1.36,-1.05
"FW08MS016","1",549701,-14.48,-1.78,-0.23
"FW08MS017","1",549171,-20.84,-4.11,12.08
"FW08MS020","2",541921,-20.83,-3.91,10.46
"FW08MS020","1",535791,-20.49,-3.89,10.66
"FW08MS020","2",545301,-20.91,-4.05,11.49
"FW08MS023","1",551731,-23.25,-4.03,9
"FW08MS025","2",549721,-15.79,-2.94,7.72
"FW08MS025","1",545611,-19.09,-3.52,9.08
"FW08MS025","2",547561,-16.14,-3.28,10.08
"FW08MS026","1",542851,-22.43,-4.1,10.38
"FW08MS026","2",547551,-22.11,-4.19,11.45
"FW08MS026","2",545411,-21.95,-4.22,11.85
"FW08MS033","1",535781,-22.78,-3.89,8.35
