UID,SITE_ID,VISIT_NO,OE_SCORE
11481,FW08MD020,1,0.698225132
11482,FW08MD018,1,1.120884306
11485,FW08MD024,1,1.16785418
11486,FW08MD006,2,0.920943785
11491,FW08MD003,1,0.339799536
11492,FW08MD005,1,0.844855753
11501,FW08MD014,1,0.713290013
11502,FW08MT001,1,1.126637838
11503,FW08MT001,2,0.885215444
11504,FW08MT002,1,1.045495861
11505,FW08MT002,2,1.069653598
11507,FW08MT005,1,1.120254815
11508,FW08MT007,1,0.759827848
11509,FW08MT008,1,0.97487075
11511,FW08MT014,1,1.168198109
11512,FW08MT020,1,0.796425359
11513,FW08MT023,1,0.914752086
11515,FW08MT029,1,0.886154816
11516,FW08MT030,1,1.063147528
11523,FW08MT045,1,1.078879222
11526,FW08MT051,1,1.062765756
11527,FW08MT054,1,0.973411026
11528,FW08MT055,1,1.027326478
11529,FW08MT060,1,0.907970164
11530,FW08MT062,1,1.062910362
11531,FW08MT071,1,1.224306598
11533,FW08MT013,1,0.814991448
11534,FW08MT024,1,0.301121613
11537,FW08MT035,1,0.518294156
11540,FW08MT038,1,0.909673784
11541,FW08MT039,1,0.574994657
11542,FW08MT042,1,0.359756321
11543,FW08MT043,1,0.872915738
11544,FW08MT048,1,0.901257458
11546,FW08MT050,1,0.526004627
11563,FW08MT004,1,0.827139008
11564,FW08NJ002,1,0.467017257
11567,FW08NJ003,1,0.559721984
11569,FW08NJ008,1,0.410958435
11570,FW08NJ009,1,0.640906669
11573,FW08NJ015,1,0.253154953
11575,FW08NJ019,1,0.394995698
11576,FW08NJ021,1,0.334998289
11577,FW08NJ002,2,0.415126451
11582,FW08MT031,1,1.142218009
11587,FW08NH005,1,0.936398015
11588,FW08NH005,2,0.864367398
11589,FW08NH007,1,0.432929706
11590,FW08NH007,2,1.298789118
11593,FW08NH011,1,0.927913341
11594,FW08NH014,1,0.423431238
11595,FW08NH016,1,0.612776479
11597,FW08NH018,1,0.405394403
11598,FW08NH020,1,1.29284844
11599,FW08NH009,1,0.746005871
11600,FW08NH010,1,0.385988892
11601,FW08NH017,1,0.846205431
11651,FW08AR010,1,0.227661868
11652,FW08AR067,1,0.2159011
11653,FW08AR078,1,0.113982265
11654,FW08AR087,1,0.324004147
11661,FW08AR205,1,0.457074976
11662,FW08KY097,1,0.340403433
11663,FW08AR274,1,0.341852464
11664,FW08MO086,1,0.227343428
11665,FW08MO102,1,0.567397918
11666,FW08MO150,1,0.227184888
11668,FW08MS019,1,0.107750826
11669,FW08MS083,1,0
11670,FW08MS094,1,0
11671,FW08MO214,1,0.794828349
11672,FW08MS127,1,0
11673,FW08MS139,1,0.113982265
11674,FW08MS147,1,0.799881209
11675,FW08MS191,1,0.323650917
11676,FW08MS203,1,0
11677,FW08MS211,1,0.323563086
11702,FW08MS238,1,0.342806232
11703,FW08TN017,1,0.340487837
11704,FW08TN049,1,0
11708,FW08TN081,1,0.907836668
11710,FW08TN097,1,0
11711,FW08TN177,1,0.341492803
11712,FW08TN261,1,0.227901643
11713,FW08TN285,1,0.341805319
11718,FW08MA001,1,0.8237654
11719,FW08MA001,2,0.697032261
11720,FW08MA002,1,0.364680603
11721,FW08MA002,2,0.291744482
11722,FW08MA004,1,0.755082721
11723,FW08MA004,2,0.629235601
11724,FW08MA006,1,0.435556714
11726,FW08MA007,1,0.442812553
11727,FW08MA013,1,0.485935385
11728,FW08MA017,1,0.896823957
11732,FW08MA018,1,0.364719409
11733,FW08RNY9004,1,0.64455229
11734,FW08RNY9005,1,0.637867511
11735,FW08RNY9007,1,0.62826384
11737,FW08NY064,1,0.20009102
11738,FW08NY034,1,0.466698248
11739,FW08NY030,1,0.785213352
11740,FW08NY002,1,0.537493194
11741,FW08NY002,2,0.358328796
11742,FW08NY003,1,0.605296591
11743,FW08NY004,1,1.307340683
11747,FW08NY008,1,1.061522353
11750,FW08NY014,1,0.561637669
11751,FW08NY015,1,1.061036284
11764,FW08NY016,1,0.659425164
11765,FW08NY019,2,1.101283933
11766,FW08NY017,1,0.684018839
11767,FW08NY019,1,0.943957657
11768,FW08KY209,1,0.680783989
11769,FW08NY018,1,0.178916669
11770,FW08NY017,2,0.752420723
11773,FW08NY022,1,0.352639409
11774,FW08NY021,1,0.576734178
11775,FW08NY023,1,1.092518173
11776,FW08NY024,1,1.106392277
11777,FW08NY025,1,0.528086258
11778,FW08NY027,1,0.434937045
11780,FW08NY028,1,0.405735351
11781,FW08NY032,1,0.742225355
11783,FW08NY035,1,1.109100602
11784,FW08NY037,1,0.508357955
11785,FW08NY039,1,0.595083617
11786,FW08NY040,1,0.823604413
11787,FW08NY041,1,1.278362907
11788,FW08NY042,1,0.39195179
11789,FW08NY050,1,0.313319607
11790,FW08NY044,1,0.601334226
11791,FW08NY065,1,0.657954057
11792,FW08NY066,1,0.188198924
11794,FW08NY077,1,0.683678293
11798,FW08CT009,1,0.558035128
11799,FW08CT020,1,0.639954037
11806,FW08ME001,1,0.900371648
11807,FW08ME001,2,0.973548566
11808,FW08ME002,1,0.0953
11813,FW08ME002,2,1.143191391
11814,FW08ME003,1,0.56920462
11815,FW08ME004,1,0.987299508
11816,FW08ME005,1,0.501766607
11818,FW08ME005,2,0.390262917
11819,FW08ME006,1,0.918362628
11820,FW08ME007,1,1.074995504
11821,FW08ME008,1,0.632768628
11823,FW08ME009,1,0.899023202
11824,FW08ME010,1,1.14734007
11825,FW08ME011,1,1.134341676
11828,FW08ME013,1,0.393129331
11831,FW08ME016,1,1.321371212
11832,FW08ME017,1,1.069582973
11833,FW08ME018,1,0.398921869
11835,FW08ME020,1,0.827297034
11836,FW08ME013,2,0.943510394
11837,FW08ME021,1,0.866539409
11838,FW08ME022,1,0.729786387
11840,FW08ME027,1,0.87173559
11845,FW08ME026,1,0.675618787
11878,FW08SD004,1,0.101552778
11879,FW08SD005,2,0.791322471
11880,FW08SD005,1,0.904368538
11881,FW08SD009,1,0.84893101
11882,FW08SD010,1,0.574392678
11883,FW08SD012,1,0
11884,FW08SD016,1,0.663910337
11887,FW08SD020,1,0.888001457
11888,FW08SD021,1,0.819511705
11889,FW08SD022,1,0.838498532
11890,FW08SD025,1,0.963063215
11891,FW08SD027,1,1.22161671
11892,FW08SD029,1,0.833223389
11893,FW08SD039,1,1.330837994
11895,FW08SD023,1,0.852582892
11896,FW08SD019,1,0.237484818
11897,FW08SD043,1,0.938854965
11898,FW08SD041,1,0.660662469
11899,FW08SD046,1,1.18371711
11900,FW08SD049,1,1.012440328
11901,FW08SD052,1,0.576654057
11902,FW08SD054,1,0.633193718
11904,FW08SD058,1,0.499710379
11910,FW08PA035,1,0.479190685
11919,FW08SD071,1,0.544727765
11920,FW08SD061,1,0.948800036
11921,FW08SD057,1,1.131814976
11935,FW08CA001,2,1.002442643
11936,FW08CA004,1,0.471210058
11937,FW08CA004,2,0.235605029
11938,FW08CA006,1,0.935550125
11939,FW08CA007,1,0.996056828
11940,FW08CA010,1,0.911059761
11941,FW08CA011,1,0.850769756
11942,FW08CA012,1,0.901044788
11943,FW08CA013,1,0.982043067
11944,FW08CA016,1,0.991475078
11945,FW08CA017,1,0.298211512
11946,FW08CA075,1,1.074343981
11957,FW08ND026,1,1.035930415
11959,FW08ND049,2,0.883491375
11960,FW08ND043,2,0.655548793
11961,FW08ND007,1,1.024787607
11962,FW08RND9033,1,1.209870763
11963,FW08RND9138,1,1.390367998
11971,FW08RND010458,1,1.18900456
11972,FW08RND010456,1,1.006499289
11974,FW08RND010460,1,0.992043058
11975,FW08ND001,1,0.994130086
11979,FW08ND003,1,1.043281888
11980,FW08ND004,1,1.191192516
11981,FW08ND005,1,1.107838467
11982,FW08ND005,2,0.765695396
11983,FW08ND006,1,0.630604483
11984,FW08ND006,2,1.471410461
11985,FW08ND010,1,1.034882057
11986,FW08ND012,1,1.03900598
11987,FW08ND013,1,0.781557606
11988,FW08ND015,1,1.198043628
11989,FW08ND017,1,0.94076691
12013,FW08ND029,1,0.473068754
12014,FW08ND031,1,0.683549818
12015,FW08ND021,1,0.71869243
12016,FW08ND032,1,0.662754761
12017,FW08ND033,1,1.008652824
12018,FW08ND034,1,0.988472928
12019,FW08ND035,1,0.53747494
12020,FW08ND036,1,0.69787943
12021,FW08ND039,1,0.600966448
12022,FW08ND040,1,1.006321018
12023,FW08ND028,1,1.48198116
12024,FW08ND022,1,0.991052251
12027,FW08ND024,1,0.836846232
12028,FW08ND027,1,0.359292587
12029,FW08ND043,1,0.764806925
12030,FW08ND044,1,0.686373364
12031,FW08ND049,1,0.883491375
12032,FW08ND052,1,1.195479488
12033,FW08ND055,1,0.471424845
12034,FW08ND056,1,1.163410885
12035,FW08ND057,1,0.94607998
12036,FW08ND060,1,1.233425097
12037,FW08ND061,1,0.828896159
12041,FW08ND063,1,0.790953058
12060,FW08NE021,1,0.115545339
12061,FW08NE037,1,1.053674029
12062,FW08NE001,1,0.448792304
12063,FW08NE010,1,0.923069216
12064,FW08NE012,1,0.434874647
12065,FW08NE013,1,0.378071959
12066,FW08NE014,1,0.733054651
12067,FW08NE017,1,0.110748569
12068,FW08NE027,1,0.207196254
12069,FW08NE024,1,0.212608066
12070,FW08NE026,1,0
12071,FW08NE030,1,0.122777193
12072,FW08NE040,1,0.652428909
12073,FW08NE045,1,0.612552453
12074,FW08NE056,1,0.153037228
12075,FW08NE060,1,1.009184701
12076,FW08NM001,1,0.845131372
12077,FW08NM002,1,0.805855491
12078,FW08NM003,1,0.969805639
12082,FW08NM012,1,1.293118567
12083,FW08NM013,1,0.488483868
12090,FW08NM025,1,1.150993379
12103,FW08NM061,1,1.292194438
12104,FW08NM064,1,0.965750158
12105,FW08NM069,1,1.125501487
12106,FW08NM070,1,0.138805602
12111,FW08RNM9001,1,0.968149685
12112,FW08RNM9002,1,1.171779073
12113,FW08RNM9004,1,1.023123241
12114,FW08RNM9030,1,0.846602873
12115,FW08RNM9049,1,0.686461062
12116,FW08RNM9060,1,1.072736268
12117,FW08RNM9081,1,1.262538476
12130,FW08WI021,1,0.422345258
12131,FW08WI021,2,0.506814309
12132,FW08WI029,1,0.713717418
12133,FW08WI030,1,0.461575599
12134,FW08WI033,1,0.762933675
12138,FW08WI053,1,0.624158909
12141,FW08WI034,1,1.036066573
12146,FW08RWI9225,1,0.910742454
12157,FW08WI031,1,1.134688455
12162,FW08WI022,1,1.196186921
12164,FW08WI049,1,0.445553314
12165,FW08WI050,1,1.154823077
12168,FW08RWI9226,1,0.456422646
12169,FW08WI036,1,0.993132453
12171,FW08WI040,1,0.847667331
12172,FW08WI041,1,0.523256252
12176,FW08WI044,1,0.761934375
12177,FW08WI046,1,0.599614348
12179,FW08WI051,1,1.0883444
12180,FW08WI055,1,0.766070522
12181,FW08WI048,1,1.065481484
12183,FW08RIL2CA08,1,0.784069356
12184,FW08RIL2DJE02,1,1.256347866
12185,FW08RIL9002,1,0.816615655
12186,FW08RIL2ICE01,1,1.109199976
12190,FW08KS008,1,0.860671853
12192,FW08KS021,1,0.818090559
12193,FW08KS022,1,0.586217807
12194,FW08RIL2AK07,1,0.431159319
12195,FW08KS018,1,1.364979623
12196,FW08KS038,1,1.400428894
12197,FW08KS040,1,1.218788234
12199,FW08KS042,1,0.603419069
12200,FW08KS043,1,1.195127885
12205,FW08WY008,1,0.984343245
12206,FW08WY011,1,0.75236913
12207,FW08WY013,1,0.450357237
12208,FW08WY014,1,0.487902788
12210,FW08WY020,1,0.139356935
12212,FW08WY026,1,1.075397758
12214,FW08WY030,1,1.092657369
12215,FW08WY031,1,0.85758155
12216,FW08WY032,1,0.800303543
12217,FW08WY034,1,0.699347959
12218,FW08WY038,1,0.594359329
12219,FW08WY042,1,0.709372168
12224,FW08WY050,1,0.929336502
12228,FW08WY043,1,1.432701523
12229,FW08WY046,1,1.020281387
12236,FW08WY051,1,1.095895581
12237,FW08WY055,1,0.792281866
12238,FW08WY058,1,1.191427909
12239,FW08WY061,1,1.25091001
12241,FW08UT022,1,1.001058593
12242,FW08UT054,1,1.085406706
12243,FW08UT001,1,0.223263524
12244,FW08UT001,2,0.334895286
12245,FW08UT003,1,1.135211764
12247,FW08UT005,1,0.757826914
12248,FW08UT007,1,0.72293205
12249,FW08UT008,1,1.153012353
12250,FW08UT009,1,1.264287962
12251,FW08UT010,1,1.000560226
12252,FW08UT011,1,0.807145723
12253,FW08UT012,1,0.558576553
12254,FW08UT013,1,1.340005564
12255,FW08UT021,1,0.641462475
12256,FW08UT026,1,1.108650595
12257,FW08UT028,1,1.291019204
12258,FW08UT032,1,1.29323779
12259,FW08UT051,1,0.511229576
12260,FW08UT053,1,0.839364663
12262,FW08UT041,1,0.336388081
12263,FW08UT059,1,0.851302621
12264,FW08UT067,1,0.739007098
12266,FW08UT080,1,0.995472175
12267,FW08UT099,1,0.711424544
12274,FW08NM002,2,0.604391618
12275,FW08ND079,1,0.236318152
12276,FW08OH038,1,0.710974508
12290,FW08VA007,1,1.14801679
12291,FW08VA022,1,1.176876229
12292,FW08VA026,1,0.392374541
12293,FW08VA026,2,0.392374541
12294,FW08VA001,1,0.755763833
12295,FW08VA001,2,0.755763833
12296,FW08VA005,1,0.974108032
12297,FW08VA006,1,0.797324359
12300,FW08VA008,1,0.528709156
12302,FW08VA018,1,1.132474445
12305,FW08VA030,1,0.796538534
12306,FW08VA034,1,1.221325317
12307,FW08VA037,1,1.126443308
12308,FW08VA042,1,0.731811927
12320,FW08VA014,1,1.255394162
12324,FW08VA010,1,0.868639342
12331,FW08TX001,1,0.813668132
12332,FW08TX002,1,0.86671426
12333,FW08TX013,1,0.503376732
12334,FW08TX014,1,1.034598995
12338,FW08TX047,1,0.271437205
12339,FW08TX088,1,0.417929601
12340,FW08TX019,1,0.663168777
12341,FW08TX025,1,0.531558499
12342,FW08TX032,1,1.216572925
12345,FW08VT001,1,1.149559157
12346,FW08VT002,1,1.024787366
12347,FW08VT006,1,0.715796735
12348,FW08VT006,2,1.022566765
12349,FW08VT009,1,0.917958864
12351,FW08VT011,1,0.583404817
12352,FW08VT011,2,1.000122543
12353,FW08VT013,1,1.027527615
12354,FW08VT014,1,1.174637965
12355,FW08VT016,1,0.867233661
12356,FW08VT018,1,0.261884777
12357,FW08VT022,1,0.827326738
12358,FW08VT010,1,0.971468995
12359,FW08WA007,1,1.143584964
12360,FW08WA009,1,0.839958894
12361,FW08WA046,1,1.287710272
12362,FW08WA032,1,0.710046223
12365,FW08LA006,1,0.983360749
12368,FW08LA011,2,0.980911503
12370,FW08LA013,1,0.572665514
12371,FW08LA014,1,0.986887807
12374,FW08LA017,1,0.594024848
12375,FW08LA018,1,0.861788785
12377,FW08LA022,1,0.0905
12381,FW08LA029,1,0.286301177
12382,FW08LA030,1,0.537198661
12384,FW08LA032,1,0.943554328
12385,FW08LA033,1,0.198008283
12387,FW08LA037,1,0.858087783
12390,FW08LA045,1,0.826120749
12398,FW08RLA900,1,0.839101649
12402,FW08NM001,2,0.751227887
12406,FW08PA001,1,1.105563641
12407,FW08PA001,2,1.052917754
12408,FW08PA005,1,1.159945556
12410,FW08PA018,1,0.737727122
12411,FW08PA023,1,1.253778547
12412,FW08PA029,1,0.944297645
12413,FW08PA037,1,0.867716631
12414,FW08PA039,1,1.08349131
12424,FW08ROH9019,1,1.012257656
12426,FW08OH003,1,0.698338992
12427,FW08OH004,1,1.246495585
12428,FW08OH005,1,0.853238023
12435,FW08OH012,2,0.639925111
12436,FW08OH017,1,0.730488294
12437,FW08OH007,1,0.408633947
12441,FW08OH028,1,1.07755346
12442,FW08OH012,1,0.924336271
12443,FW08OH017,2,0.803537123
12444,FW08OH018,1,1.022136268
12445,FW08OH019,1,1.333334787
12446,FW08OH021,1,0.448271166
12447,FW08OH023,1,0.943325049
12448,FW08OH024,1,1.375294788
12449,FW08OH027,1,0.510984405
12450,FW08OH031,1,1.190098479
12452,FW08OH033,1,0.958795722
12453,FW08OH035,1,0.87439477
12454,FW08OH032,1,1.072530923
12465,FW08TN005,1,0.924496977
12466,FW08TN002,1,0.791224055
12467,FW08TN002,2,0.791224055
12468,FW08TN004,1,0.559469701
12469,FW08TN004,2,0.671363641
12470,FW08TN006,1,1.087389524
12471,FW08TN007,1,0.840138402
12472,FW08TN010,1,0.497127545
12473,FW08TN010,2,0.579982136
12474,FW08TN011,1,0.637311823
12475,FW08TN011,2,0.716975801
12476,FW08TN013,1,0.63983862
12477,FW08TN014,1,0.378506489
12478,FW08TN015,1,0.658538741
12479,FW08TN018,1,0.336476661
12480,FW08TN019,1,0.247665048
12481,FW08TN024,1,0.915399145
12482,FW08TN025,1,0.706891406
12483,FW08TN027,1,0.93981073
12484,FW08TN029,1,0.753045596
12485,FW08TN030,1,0.529897385
12486,FW08TN031,1,1.037626177
12487,FW08TN035,1,0.740415924
12489,FW08WY006,1,0.966069118
12497,FW08WA005,1,1.190772177
12498,FW08WA020,1,1.021407218
12499,FW08WA028,1,1.043897618
12500,FW08WA035,1,1.199187967
12502,FW08LA036,1,0.229039707
12503,FW08LA051,1,0.114519854
12504,FW08LA052,1,0.114519854
