"UID","SITE_ID","VISIT_NO","DATE_COL","YEAR","SITETYPE","STATE","AG_ECO3","AG_ECO9","AG_ECO5","US_L3CODE","US_L4CODE","HUC8","LAT_DD83","LON_DD83","PROTOCOL","REALM","STRAH_ORD","MMI_BENT","OE_SCORE_OLD","OE_SCORE","AMMONIA_N_RESULT","ANC_RESULT","CHLORIDE_RESULT","COLOR_RESULT","COND_RESULT","DOC_RESULT","MAGNESIUM_RESULT","SODIUM_RESULT","POTASSIUM_RESULT","NITRATE_N_RESULT","NITRITE_N_RESULT","NTL_RESULT","PTL_RESULT","SULFATE_RESULT","TSS_RESULT","TURB_RESULT","RT_WQI","CL_pt","SO4_pt","PTL_pt","NTL_pt","TURB_pt","ENTERO_PT","DO_PT","PH_PT","WQII","H2O_dD","H2O_d18O","d.excess","MAST_SY","MSST_SY","MWST_SY","LDCBF_G08","XDEPTH_CM","SDDEPTH_CM","XWXD","RP100","XBKF_W","XBKF_H","XINC_H","SINU","REACHLEN","LSUB_DMM","XEMBED","PCT_FN","PCT_SAFN","PCT_SFGF","LDMB_BW5","LRBS_BW5","LRBS_G08","PCT_FAST","PCT_SLOW","RPRAT","PCT_BDRK","XFC_ALG","XFC_AQM","XFC_LWD","XFC_NAT","V1W_MSQ","XCDENBK","XCDENMID","XCL","XGB","XGW","XMW","XC","XCMGW","QR1","QRVEG1","RDIST1","W1_HALL","W1H_WALL","W1_HNOAG","W1_HAG","W1H_CROP","XSLOPE_use","XWIDTH_use","Lpt01_XCMGW","Lpt01_XFC_NAT","LRBS_use","RDIST_COND","LRBS_Cond_use","LOE_RBS_use","LXCMGW_Cond_use","LOE_XCMGW_use","LXFC_NAT_Cond_use","LOE_XFC_NAT_use","Qbkf_cl","LQbkf_cl","Qbkf_kmcl","LQbkf_kmcl","QLow_cl","LQLow_cl","QLow_kmcl","LQLow_kmcl","LOE_QLow_cl","LOE_Qbkf_cl","CatAreaSqKm","WsAreaSqKm","CatAreaSqKmRp100","WsAreaSqKmRp100","PSUMPY_SY_PT","PSUMPY_SY_WS","TMEAN_PWSY_PT","TMEAN_PWSY_WS","TMEAN_WSY_PT","TMEAN_WSY_WS","TMEAN_SSY_PT","TMEAN_SSY_WS","TMEAN_SY_PT","TMEAN_SY_WS","PMAXWs","PMINWs","Precip8110Ws","Tmax8110Ws","Tmean8110Ws","Tmin8110Ws","BFIWs","ElevWs","PermWs","RunoffWs","HydrlCondWs","WDMAX_PT","WDMIN_PT","WDSUM_PT","PCTOW_WS","PCTICE_WS","PCTURBOP_WS","PCTURBLO_WS","PCTURBMD_WS","PCTURBHI_WS","PCTDECID_WS","PCTCONIF_WS","PCTMXFST_WS","PCTSHRB_WS","PCTGRS_WS","PCTHAY_WS","PCTCROP_WS","PCTWDWET_WS","PCTHBWET_WS","PCTOW_WsRp100","PCTICE_WsRp100","PCTURBOP_WsRp100","PCTURBLO_WsRp100","PCTURBMD_WsRp100","PCTURBHI_WsRp100","PCTDECID_WsRp100","PCTCONIF_WsRp100","PCTMXFST_WsRp100","PCTSHRB_WsRp100","PCTGRS_WsRp100","PCTHAY_WsRp100","PCTCROP_WsRp100","PCTWDWET_WsRp100","PCTHBWET_WsRp100","PCTIMP_WS","PCTIMP_WsRp100","NABD_DensWs","NABD_NIDStorWs","NABD_NrmStorWs","RdDensWs","RdDensWsRp100","PopDen2010Ws","PopDen2010WsRp100","AgKffactWs","FertWs","ManureWs","NPDESDensWs","NPDESDensWsRp100"
1003009,"MTSS-1260",1,"2013-09-04",2013,"PROB","MT","PLNLOW","NPL","Great Plains",43,"43t","H10030103",46.84538,-111.1383,"WADEABLE","WADEABLE",2,46.48,0.923491121,0.923491121,0.008,4787.78,1.216,7,456,1.37,25.88,5.19,3.165,0.175,0,0.425,94,15.153,32.7,7.23,"R",10,10,8.024691358,10,10,10,10,10,97.53,-146.19,-18.86,4.67,6.894720143,12.78073323,2.170348447,2.122896025,13.03,5.433630778,0.17055,3.516169425,1.190909091,0.490909091,0.768181818,1.258827671,148.5,-1.093694307,86.18181818,55.23809524,71.42857143,82.85714286,1.942478674,-3.036172981,-3.216590331,20,80,0.269851836,0,0,0,0,1.293181818,0.008199039,100,79.27807487,0,0.002272727,0.102272727,0.092045455,0,0.194318182,0.478382806,0.187443182,0.415940575,0.712154545,0,0.030304545,0.68185,0,2.244814815,1.235,-0.689692984,0.115005012,-3.216590331,"2 Medi","Poor",-1.989229641,"Good",-0.335810624,"Good",0.508643175,0.981147395,-0.008265745,0.066717489,-1.175760306,0.007313336,-2.135884501,0.000497303,-3.303379062,-0.504577387,0.088646382,0.1062,14.706,0.0585,2.9529,270.7390137,388.3468803,-4.11555481,-5.345595291,-3.897638321,-5.1949004,19.2063942,17.70481911,5.721779823,4.274663355,0,0,524.8949077,10.94542056,4.020099738,-12.39873578,72.66860465,1752.687211,4.062486536,82,0.114228701,9,4,74,0,0,0.042839657,0.006119951,0,0,0.030599755,40.69767442,0,38.45777234,20.61811506,0,0,0.012239902,0.134638923,0,0,0.182871076,0.030478513,0,0,0,42.36513258,0,32.49009448,24.35233161,0,0,0.060957025,0.518134715,0.183414933,0.243523316,0,0,0,0.483241178,0.763309394,0.166802734,0.166802734,0.005285802,0.364259486,0,0,0
1002962,"MTSS-1262",1,"2013-08-29",2013,"PROB","MT","WMTNS","WMT","West",17,"17ac","H10020004",45.99369,-113.0349,"WADEABLE","WADEABLE",2,70.53,1.299359109,1.299359109,0,2516.18,0.33,20,248,1.95,5.768,2.26,0.756,0.003,0,0.106,67,4.046,1.9,0.42,"R",10,10,2.826086957,10,10,10,10,10,91.03,-137.77,-18.16,7.5,7.203499307,12.78504578,1.635211537,1.840484843,14.22,5.467220962,0.23475,3.136534767,2.127272727,0.240909091,0.704545455,1.24545909,148.5,1.468867016,50.90909091,10.57692308,14.42307692,25,1.83034763,-0.361480614,-0.371617827,31.63265306,68.36734694,0.220572065,0,0,0,0.022727273,1.404545455,0.011608104,89.57219251,83.95721925,0.002272727,0.029545455,0.626136364,0.617045455,0.002272727,1.245454545,0.682946052,0.660454545,0.467749232,0.878813636,0,0.030304545,0.848509091,0,3.006666667,1.74,0.098800993,0.150616908,-0.371617827,"2 Medi","Good",0.428535775,"Good",0.142931092,"Good",0.304096543,0.469717006,-0.328163716,0.053760588,-1.269535993,0.016765871,-1.775573881,0.001918907,-2.716946158,-0.638872476,-0.794036185,0.7632,8.7372,0.1647,1.4328,346.6333618,421.244372,-7.004318237,-6.014737803,-6.774568558,-5.691561272,16.3863163,17.18823647,3.258625269,3.586120947,0,0,634.3687384,8.501922522,2.627764528,-11.09966065,79,2208.766118,1.64,150.7441286,16.27508016,12,5,95,0,0,1.071281417,0,0,0,0,51.39060569,0,40.986815,4.892871858,0,0,1.266996292,0.391429749,0,0,0,0,0,0,0,57.4120603,0,34.17085427,2.638190955,0,0,3.58040201,2.198492462,0.010712814,0,0,0,0,0.784337467,0.495784461,0.681982136,0.681982136,0,0,0,0,0
1002861,"MTSS-1265",1,"2013-08-21",2013,"PROB","MT","WMTNS","WMT","West",41,"41b","H09040002",48.94596,-114.0254,"WADEABLE","WADEABLE",1,34.23,0.891948344,0.891948344,0,910.08,0.031,15,92.6,0.19,2.25,0.23,0.121,0.018,0.001,0.031,10,1.107,2.8,0.03,"R",10,10,10,10,10,10,10,10,100,-123.69,-16.75,10.32,6.917166898,10.38186258,2.389158292,1.505814623,20.01,9.86524867,0.58845,8.591810378,3.227272727,0.386363636,0.959090909,1.145860756,150,0.228256778,60,27.61904762,39.04761905,49.52380952,1.528273045,-1.300016267,-1.277557845,44,56,0.429375831,0,0,0,0.022727273,0.888636364,0.003922817,98.39572193,76.60427807,0,0.036363636,0.632954545,0.834090909,0.05,1.469318182,0.908642137,0.761193182,0,0,0,0,0,0,1,2.505,0.170061595,-0.046416011,-1.277557845,"1 Low","Medi",-0.701593232,"Good",0.098273512,"Good",0.057144468,0.723867283,-0.140341052,0.2345573,-0.629751046,0.018790138,-1.726070029,0.006088636,-2.215480024,-0.144547346,-0.343894613,1.9656,3.0861,0.1845,0.3978,2002.275146,2002.349073,-7.221285343,-7.220908322,-6.94590807,-6.945536185,14.03785515,14.0381902,1.164417386,1.164767325,0,0,1613.934662,5.036843085,0.500598338,-7.58416176,68.62817148,2127.17979,6.503875766,933.6902887,0.059702993,25,10,206,1.079031788,7.028288131,0,0,0,0,0,30.56284631,9.215514727,17.90609507,0.962379703,0,0,0,0,0,7.918552036,0,0,0,0,0,39.59276018,0,12.44343891,0.904977376,0,0,0,0,0,0,0,0,0,0,0,0.020120619,0.015860596,0,0,0,0,0
1002841,"MTSS-1292",1,"2013-08-22",2013,"PROB","MT","PLNLOW","NPL","Great Plains",43,"43s","H10070002",46.07532,-110.0509,"WADEABLE","WADEABLE",2,78.77,1.562832508,1.562832508,0.061,3001.75,0.553,16,298,1.84,9.012,7.13,0.837,0.006,0,0.241,28,10.211,1.4,1.4,"S",10,10,10,10,10,10,10,10,100,-124.88,-16,3.14,6.813289106,13.67740237,2.28158779,1.582146861,24.71333333,13.36746359,0.53845,11.37202869,3.336363636,0.363636364,0.918181818,1.283718228,149,0.892014356,67.27272727,16.19047619,18.0952381,31.42857143,1.643209162,-0.751194807,-0.690132505,24,76,0.460157622,0,0.027272727,0.05,0.018181818,0.277272727,0.027733848,91.17647059,77.40641711,0.164772727,0.104545455,0.021428571,0.009090909,0.210227273,0.239772727,0.449584607,0.207897727,0.525190787,1.106109091,0,0.393959091,0.71215,0,1.453809524,2.15,-0.602454985,-0.541705603,-0.690132505,"2 Medi","Good",0.499918451,"Good",-0.252673845,"Good",-0.175722433,0.762862965,-0.117553469,0.031195963,-1.505901601,0.028177455,-1.550098237,0.001152268,-2.938446369,-0.085844764,-0.137450796,7.9191,24.4539,1.3905,5.4873,246.7409515,418.8210779,-2.398237944,-3.96412041,-1.698607087,-3.538041789,18.61359787,17.54369689,6.233025074,4.695905994,0,0,691.8952563,9.928658805,3.837351153,-7.860445413,62,2030.656067,3.300278238,370,5.541115124,11,4,79,0.209782489,0,0.029443156,0,0.007360789,0,0,46.68580472,0.011041184,29.73390747,21.51926687,0.279709985,0,1.012108498,0.485812079,0,0,0.082007545,0,0.016401509,0,0,61.58766607,0,18.32048548,12.44874528,1.148105626,0,4.264392324,2.132196162,0.054322623,0.053796949,0,0,0,0.594298643,0.740899317,0.288008687,0.288008687,0.003285856,0.159545103,0,0,0
1004782,"NCLS-1037",1,"2013-08-15",2013,"PROB","NC","PLNLOW","CPL","Coastal Plains",63,"63n","H03010203",36.54382,-76.89025,"BOATABLE","BOATABLE",4,10.28,0.382928126,0.382928126,0.073,516.26,11.514,135,109.2,16.64,2.526,7.52,3.999,0.018,0.002,0.82,124,4.622,1.4,5.91,"S",4.971282556,9.374513991,3.314285714,7.741935484,10,10,0,10,69.25,-24.81,-4.08,7.81,17.76388325,24.45995459,7.96788475,NA,426.5,123.8227391,156.53,NA,45.36363636,0.212727273,0.389090909,NA,1298.409353,-2.110924375,NA,99,99,NA,NA,NA,NA,0,100,NA,NA,0.018181818,0.104545455,0.159090909,1.215909091,0.0078525,62.1657754,NA,0.414772727,0.131818182,0.344318182,0.669318182,0.617045455,1.630681818,0.795844458,0.833806818,0.083337153,0.090913636,0,0.090913636,0,0,NA,35.18181818,0.215024365,0.088458266,NA,"1 Low","XXXX",NA,"Good",0.032209788,"Good",0.658938266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.945,285.3918,0.1089,45.0729,1344.165527,1328.798687,5.996907234,5.939681403,4.739686012,4.70287531,25.07224655,25.1372447,14.75046158,14.72719474,0,0,1232.66367,21.46842123,15.31733182,-1.401791428,35.3582475,16.54081409,12.84674854,330.2773019,52.96834026,10,7,105,0.176283972,0,3.76692673,1.178800512,0.215072753,0.018606001,2.231143291,26.94369635,8.387837352,5.661269875,1.525061337,0.769783855,31.09504197,17.58361663,0.430460861,0.241608594,0,2.380144166,0.4193207,0.07987061,0.009983826,2.485972724,18.63381322,9.786146443,3.218785567,0.587048981,0.363411274,11.63115752,49.70348036,0.443281883,0.761638211,0.316107905,0.003503955,1408.991008,799.5807868,2.038938735,1.706155947,16.60650407,14.73100827,0.081379178,21.29788838,1.250480918,0,0
1002692,"NCLS-1038",1,"2013-08-08",2013,"PROB","NC","PLNLOW","CPL","Coastal Plains",65,"65p","H03020201",35.43982,-78.02565,"BOATABLE","BOATABLE",4,43.28,1.120621006,1.120621006,0.007,452.22,10.44,68,100.3,7.93,2.585,7.45,2.987,0.649,0.003,1.03,122.3,4.168,1.3,4.97,"S",6.110126316,9.781413689,3.508571429,3.225806452,10,10,10,10,78.28,-25.67,-4.37,9.26,15.84582444,24.73674433,6.251222176,0.517138855,77.11111111,27.4882792,16.3,34.58136966,27.36363636,0.810909091,1.574545455,NA,850.4243372,0.277890096,NA,1.111111111,52.22222222,NA,0.266022007,0.011868089,-0.239248759,0,100,44.84615662,NA,0.036363636,0.031818182,0.245454545,0.677272727,0.082833125,69.38502674,NA,0.298863636,0.418181818,0.05,0.479545455,0.486363636,1.015909091,0.606550465,0.557159091,0.44715416,0.808822511,0,0.465370996,0.343451515,0.121218182,0.025161031,19,0.011108878,-0.16287089,-0.239248759,"2 Medi","Good",0.684801241,"Medi",-0.138146096,"Good",0.40760911,6.414737744,0.807178906,0.008286493,-2.081629214,0.459767527,-0.337461706,0.000593923,-3.226269826,-0.446029856,-0.497497098,1.0611,774.1197,0.2385,140.0868,1207.701172,1120.299057,7.402002811,6.832367169,6.355350494,5.745812327,25.50880814,25.26191871,15.6186018,15.22259923,0,0,1178.420116,21.96435797,15.72293221,-0.717874861,36.00622462,72.79154605,6.916920604,359.6706126,10.822829,10,6,102,0.891955081,0,7.559644846,3.730237068,0.824058605,0.198922725,5.872696432,12.07836463,10.63986616,0.646644182,2.115835574,8.873395161,26.4002195,19.75589822,0.298442218,0.775447794,0,4.078328579,1.568241976,0.329581374,0.048184411,8.508082132,8.418137897,11.98892401,0.600698995,1.558605093,4.706653304,11.73708015,45.02351399,0.465140185,2.403715472,0.996164521,0.020668638,5897.162261,4772.223986,2.186077111,1.852181672,76.95365402,79.00078166,0.082020711,24.91631062,10.01397923,0,0
1004789,"NCLS-1039",1,"2013-09-16",2013,"PROB","NC","EHIGH","SAP","Appalachians",66,"66d","H06010103",36.2739,-81.87096,"WADEABLE","WADEABLE",3,69.23,1.110784054,1.110784054,0.012,404.09,3.56,14,66.4,1.2,1.704,4.94,1.568,0.827,0.001,0.973,55,2.103,4.2,2.72,"S",9.567166366,10,0.874635569,0,10,0,10,10,63.05,-45.92,-7.43,13.53,10.81497223,18.60697867,2.98897347,2.883579749,57.01,18.6977528,4.87842,9.243232323,16.81818182,0.843636364,1.869090909,1.109852289,400,2.622995948,24.25454545,0,7.619047619,10.47619048,2.569477191,0.053518757,-0.2605838,52.04081633,47.95918367,0.162133526,16.19047619,0,0.009090909,0.004545455,1.052272727,0,100,97.05882353,0.407142857,0.326136364,0.120454545,0.332954545,0.554545455,1.007954545,0.607331467,0.553579545,0.595333441,1.471170346,0,1.471170346,0,0,4.1,9.718,0.007728386,0.026236032,-0.2605838,"2 Medi","Good",-0.359628511,"Poor",-0.314944234,"Good",0.220365503,76.9518192,1.886218891,1.449432469,0.161197986,3.844827385,0.584876847,0.07241957,-1.140144059,1.20779574,1.060008323,3.0267,53.091,0.5769,12.2571,1254.758423,1208.292915,2.746191025,2.621200922,1.872768044,1.750993719,20.22641563,20.09387101,10.56143761,10.38132519,0,0,1131.537141,16.47508563,10.74888095,-4.657809503,50.03109002,996.9985172,9.485693338,651,0.325389209,13,8,131,0,0,6.221393457,0.535684014,0.049160875,0.003390405,60.88659095,0.793354806,14.97202916,0.944227835,0.361078149,15.15680624,0.055941685,0,0,0,0,14.03186724,1.424480505,0.132168294,0.014685366,41.82392246,0.668184154,17.85006241,0.53601586,0.249651223,22.98994052,0.24230854,0,0,0.417816579,1.088038769,0,0,0,2.407776397,2.737368193,28.72304443,27.95061088,0.04028276,7.035277166,0.000339041,0,0
1004778,"NCLS-1040",1,"2013-08-05",2013,"PROB","NC","EHIGH","SAP","Appalachians",45,"45c","H03030003",35.63323,-79.53602,"WADEABLE","WADEABLE",3,3,0.37317099,0.37317099,0.126,813.61,11.215,52,134.7,8.18,4.065,7.11,5.963,0.529,0.009,1.301,224.8,2.754,20,9.19,"S",3.083174474,10,0,0,0,0,6.85,10,37.42,-23.53,-4.24,10.39,14.87866233,22.64890117,6.671135298,0.788988725,49.76,15.92223526,3.788405,21.64541889,8.362727273,1.014545455,2.236363636,1.326641268,320,-0.130138608,87.27272727,43.80952381,57.14285714,70.47619048,0.51928733,-0.649425938,-0.919127333,0,100,0.43499636,3.80952381,0,0.009090909,0.120454545,0.611363636,0.004364979,99.73262032,96.12299465,0.144318182,0.081818182,0.135227273,0.156818182,0.229545455,0.521590909,0.601036799,0.334715909,0.349760742,0.537895455,0.068181818,0.537895455,0,0,0.0375,7.148,-0.274422455,-0.206654167,-0.919127333,"2 Medi","Medi",-0.958122898,"Poor",-0.265717901,"Good",0.426391043,3.302017076,0.518779315,0.082547538,-1.083295877,0.084186455,-1.074757777,0.002104588,-2.676832968,-0.32771289,-0.230577887,0.2196,40.023,0.0828,7.2576,941.4485474,969.9656293,6.132161617,5.936638383,5.102200985,4.892275372,24.34669113,24.232074,14.41451263,14.25345667,0,0,1179.983353,21.45870079,15.22554814,-1.503521726,28.1234765,173.7499953,4.623272993,366,0.563250656,11,7,106,0.317067686,0,5.149539015,0.791544862,0.296829323,0.031481898,32.23071734,10.49921295,17.8772206,2.030582415,1.985608275,27.94468181,0.357544412,0.465482348,0.02248707,0.520833333,0,2.777777778,0.396825397,0.074404762,0,38.12003968,8.444940476,18.91121032,1.140873016,1.83531746,25.11160714,0.086805556,2.455357143,0.124007937,0.765032606,0.326140873,0,0,0,1.007278987,0.917502486,26.7906339,24.91447115,0.101353722,7.394827974,41.90402519,0,0
1002711,"NCR9-0901",1,"2013-08-12",2013,"PROB","NC","EHIGH","SAP","Appalachians",45,"45f","H03010107",36.48171,-77.65994,"BOATABLE","BOATABLE",7,1.97,0.156297331,0.156297331,0.015,678.96,7.154,20,109.6,3.93,3.913,5.1,2.481,0.113,0.001,0.4,35,6.46,2.2,2.31,"S",6.522951231,10,6.705539359,7.962264151,10,10,10,10,88.99,-32.24,-5.45,11.38,15.1969977,25.5238557,6.399765832,2.908657832,1130,328.1301384,576.1555556,895.5209903,78.72727273,0.886363636,2.425454545,NA,1339.201017,3,NA,0,0,NA,2.122759804,0.877240196,0.091342168,6,94,79.24964516,NA,0.179545455,0.272727273,0.009090909,0.675454545,0.0072725,60.56149733,NA,0.415909091,0.301136364,0.101136364,0.518181818,0.602272727,1.221590909,0.521079318,0.649715909,0.662407891,1.962154545,0.25,1.962154545,0,0,0.602103284,71,0.090466475,-0.16402134,0.091342168,"3 High","Good",-0.350037832,"Good",0.063486475,"Good",0.592287114,3742.164328,3.573122855,0.17084559,-0.767396226,2658.407889,3.424621617,0.121367536,-0.915897464,1.406933553,1.111964377,0.1224,21903.7806,0.1215,4371.5097,1294.232422,1058.01709,5.861432076,4.691731928,4.722859383,3.735578276,25.11171532,23.66275828,14.75912285,13.3861133,0,0,1138.870946,20.21714449,13.82480344,-3.011261489,47.04712671,246.1207482,4.647418465,368.5940509,0.599541321,10,6,99,2.376004898,0,5.210449834,2.63222642,0.83723355,0.313573265,32.24024669,11.12042412,17.00178416,4.022239887,3.69451564,17.21165341,1.832909612,1.357742325,0.094520669,1.15790204,0,3.484226513,1.776917023,0.626838367,0.201596259,42.45412975,7.836025161,17.56936511,3.344002645,2.919295821,12.14036881,0.92515636,5.247082032,0.279974216,1.987485873,1.358764754,0.011641826,382773.6716,248962.9296,2.680693586,2.467112177,41.21103333,38.5424521,0.058635218,6.807587737,0.7930271,0.001004393,0.002287539
1002485,"NCR9-0903",1,"2013-07-24",2013,"PROB","NC","EHIGH","SAP","Appalachians",45,"45e","H03040101",36.21492,-80.96029,"BOATABLE","BOATABLE",6,61.68,0.816144395,0.816144395,0.031,228.77,2.058,22,42.5,1.45,0.984,2.78,1.477,0.402,0.003,0.643,95,3.09,32,12.23,"S",10,10,0,0,0,0,10,10,50,-31.37,-5.77,14.78,13.01055246,20.47897045,4.380071044,1.273193578,201.9,56.65231547,85.02,67.56591329,49.08090909,1.176,3.17,NA,1777.340851,-0.460409377,NA,0,100,NA,0.900765983,-1.36117536,-1.733602955,0,100,33.46503878,NA,0.013636364,0.077272727,0.106818182,0.675,0.041558571,75.6684492,NA,0.531818182,0.364772727,0.045454545,0.4125,0.7,1.157954545,0.585501681,0.621079545,0.586212604,1.4167,0,1.053045455,0.363654545,0.242436364,0.047682415,45.54545455,0.067425941,-0.164309429,-1.733602955,"2 Medi","Poor",-2.174982955,"Good",0.040445941,"Good",0.612397788,86.28980382,1.935959482,0.042615866,-1.370428678,18.77564073,1.273594767,0.009272709,-2.032793393,0.299965281,0.121236243,0.5049,2024.8281,0.0531,392.5458,1330.806519,1372.319568,4.706245899,4.49330014,3.961229086,3.870230559,23.48664093,22.60754316,13.4066267,12.79101583,0,0,1261.844275,19.67910922,13.39819447,-3.761484772,63.19158115,502.5273709,5.815429265,489.2363881,0.218284374,11,7,113,0.348162888,0,6.228039802,1.548086971,0.466128458,0.17205905,44.50800046,3.818857512,28.24959808,1.258640178,1.136363131,11.43768204,0.634987237,0.136589373,0.00897854,0.214828435,0,7.322967154,1.223627918,0.369358174,0.113948487,37.35080085,4.122550795,31.36357592,0.903792628,0.751097069,14.49323875,1.036541469,0.651822029,0.038976344,1.298022188,1.105132955,0.003950953,188721.5267,27190.94848,1.963286213,2.017935924,33.06436183,31.04834995,0.034586465,2.741977652,31.5538279,0.001481607,0.002547473
1002691,"NCR9-0905",1,"2013-08-09",2013,"PROB","NC","PLNLOW","CPL","Coastal Plains",65,"65p","H03020203",35.458,-77.675,"BOATABLE","BOATABLE",5,16.62,0.966771238,0.966771238,0.051,348.29,13.269,65,117.8,8.18,2.806,8.63,4.403,0.895,0.005,1.305,160,9.294,2.2,4.65,"S",3.110322782,5.187211365,0,0,10,0,10,10,47.87,-23.7,-4.05,8.72,16.48274091,25.33081759,7.6070247,-0.186509277,129.2,46.29025685,30.43,51.41632094,30.81818182,0.894545455,1.611818182,NA,1040.976953,-0.790512377,NA,20,100,NA,-0.255577238,-0.534935138,-0.604003099,0,100,39.79591404,NA,0.184090909,0.004545455,0.331818182,0.815909091,0.077630556,77.27272727,NA,0.596590909,0.425,0.045454545,0.373863636,0.632954545,1.052272727,0.558861803,0.573522727,0.617397958,1.613681818,0.030304545,1.613681818,0,0,0.005342099,23.54545455,0.026236032,-0.083067753,-0.604003099,"3 High","Good",0.320046901,"Medi",-0.10320277,"Good",0.487412247,6.741063478,0.828728417,0.003736123,-2.427578864,0.976744859,-0.010218866,0.000541345,-3.266526147,-0.465926724,-0.736798491,2.0322,1804.2939,0.3924,316.0359,1231.679199,1138.467283,7.798696041,7.167742157,6.72971487,6.099872752,25.91954422,25.62787494,15.90087891,15.57685052,0,0,1193.609338,22.17877589,15.8896564,-0.49536327,39.36923669,47.14783015,10.84625909,383.524646,6.911647352,11,7,107,1.222882813,0,6.252684222,3.617021595,1.216398282,0.389570679,2.809996753,11.61933208,5.682344767,0.899454352,1.185222651,3.066085852,39.32439166,22.20049073,0.431670251,0.60629188,0,3.598736726,1.603583644,0.492950326,0.112487221,3.156761621,7.809460887,6.240335354,0.550760214,0.90559332,1.621239865,16.86567887,55.77799864,0.627650213,2.710842286,1.148628368,0.011638902,4520.200262,2336.667347,2.070634508,1.748697219,66.28083071,60.44999901,0.076954231,32.46518779,18.77847245,0.001108467,0.006328395
1004784,"NCR9-0907",1,"2013-08-22",2013,"PROB","NC","PLNLOW","CPL","Coastal Plains",63,"63e","H03010203",36.15021,-76.73789,"BOATABLE","BOATABLE",7,35.7,0.666958891,0.666958891,0.031,333.65,13.489,150,98.1,12.18,2.531,8.87,3.131,0.022,0.001,0.765,124,4.939,2.9,7.28,"S",2.877040075,9.090401205,3.314285714,8.924731183,10,10,10,10,80.26,-29.58,-4.45,6.01,16.29210183,24.72461587,5.869838409,0.084224825,569.9,45.69320176,17305.59,23.4070526,3103.909091,0.401818182,4.377272727,NA,4121.01302,-0.460409377,NA,0,100,NA,-0.310891774,-0.149517603,-0.544634202,0,100,4.107221022,NA,0.188636364,0.009090909,0.245454545,0.727272727,0.079836875,56.14973262,NA,0.456818182,0.265909091,0.102272727,0.479545455,0.559090909,1.140909091,0.500900989,0.613409091,0.661545231,1.954604545,0.098486364,1.954604545,0,0,0.001250271,3053.909091,0.061041021,-0.132371831,-0.544634202,"3 High","Good",0.379415798,"Good",-0.023745321,"Good",0.438108169,6068.988576,3.78311632,0.48155459,-0.317354474,5391.123664,3.731679294,0.427768204,-0.3687915,2.478574582,1.618402151,30.3597,12602.9088,1.0638,2198.6469,1069.608276,1189.281884,7.451693535,5.590115451,6.395666599,4.406025971,25.55170441,24.79855731,15.70431805,14.46917935,0,0,1180.300604,21.26360569,14.89033978,-2.04966163,39.08566977,49.40485484,10.05381742,358.7425896,9.626902052,11,6,104,1.015244195,0,3.679700515,1.333820649,0.4021643,0.112616859,6.153436578,28.96292799,12.37875656,6.400158192,2.965672496,3.248707156,17.94927057,14.87106691,0.416553836,0.686795138,0,1.988955116,0.559857974,0.155468347,0.028613053,9.541491178,18.77908636,15.21084627,3.981512447,1.763079829,1.53843257,6.809538176,38.29228786,0.60259335,1.006629612,0.407486304,0.010632466,10520.93726,2156.672636,2.328970598,2.048711025,17.18562832,16.02437541,0.056775168,11.2682442,2.303327218,0.000793468,0.002274126
1003200,"NCR9-0907",2,"2013-09-27",2013,"PROB","NC","PLNLOW","CPL","Coastal Plains",63,"63e","H03010203",36.15021,-76.73789,"BOATABLE","BOATABLE",7,13.73,0.762238732,0.762238732,0.029,338.58,18.661,69,120.4,10.9,3.128,13.37,3.352,0.019,0.001,0.49,86,6.259,2.6,3.62,"S",0,7.907344813,7.657142857,10,10,NA,10,10,79.38,-25.5,-4.02,6.7,16.29210183,24.72461587,5.869838409,-0.059764424,536.7,28.8869269,NA,14.66442557,NA,0.426363636,0.738181818,NA,4520.042397,-0.955563876,NA,30,100,NA,-0.32894668,-0.626617197,-0.895799453,0,100,2.732331949,NA,0.293181818,0.018181818,0.315909091,0.806818182,0.086020625,41.31016043,NA,0.446590909,0.380681818,0.063636364,0.261363636,0.544318182,0.869318182,0.461603399,0.491193182,0.575571435,1.356109091,0,1.356109091,0,0,0.001250271,NA,-0.055853947,-0.087874604,-0.895799453,"2 Medi","Good",0.028250547,"Medi",-0.140640289,"Good",0.482605396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3597,12602.9088,1.0638,2198.6469,1069.608276,1189.281884,7.451693535,5.590115451,6.395666599,4.406025971,25.55170441,24.79855731,15.70431805,14.46917935,0,0,1180.300604,21.26360569,14.89033978,-2.04966163,39.08566977,49.40485484,10.05381742,358.7425896,9.626902052,11,6,104,1.015244195,0,3.679700515,1.333820649,0.4021643,0.112616859,6.153436578,28.96292799,12.37875656,6.400158192,2.965672496,3.248707156,17.94927057,14.87106691,0.416553836,0.686795138,0,1.988955116,0.559857974,0.155468347,0.028613053,9.541491178,18.77908636,15.21084627,3.981512447,1.763079829,1.53843257,6.809538176,38.29228786,0.60259335,1.006629612,0.407486304,0.010632466,10520.93726,2156.672636,2.328970598,2.048711025,17.18562832,16.02437541,0.056775168,11.2682442,2.303327218,0.000793468,0.002274126
