UID,UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,YEAR,UNIQUE_ID,DSGN_CYCLE,SAMPLE_ID,H2O_dD,H2O_d18O,d-excess,LAT_DD83,LON_DD83,ELEVATION
2014431,1002019,4/7/2021,NRS18_ND_10377,8/15/2019,1,2019,NRS_ND-10450,2018-19,133200,-71.62,-6.67,-18.29,46.72340952,-102.8171841,777.23
2014569,1002157,4/7/2021,NRS18_ND_10378,9/3/2019,1,2019,NRS_ND-10451,2018-19,136740,-90.28,-11.45,1.32,46.928915,-101.6470576,649.16
2013937,1001522,4/7/2021,NRS18_ND_10525,6/27/2019,1,2019,NRS_ND-10452,2018-19,119920,-109.82,-12.5,-9.78,48.35382354,-101.5475575,497.38
2014080,1001667,4/7/2021,NRS18_ND_10528,7/16/2019,1,2019,NRS_ND-10455,2018-19,119900,-76.25,-8.46,-8.59,47.65552979,-100.0890743,486.38
2014707,1002298,4/7/2021,NRS18_ND_10676,9/24/2019,1,2019,NRS_ND-10457,2018-19,137040,-79.72,-9.84,-0.97,47.11591851,-103.5773164,662.59
2014335,1001923,4/7/2021,NRS18_ND_10975,8/7/2019,1,2019,NRS_ND-10458,2018-19,133420,-91.41,-10.64,-6.26,46.35476791,-102.1690376,704.03
2014227,1001814,4/7/2021,NRS18_NE_10003,7/29/2019,1,2019,NRS_NE-10031,2018-19,130680,-77.27,-10.67,8.11,42.0973707,-101.1664842,942.585
2013235,1000761,4/7/2021,NRS18_NE_10004,8/13/2018,1,2018,NRS_NE-10035,2018-19,105680,-64.79,-9.26,9.26,41.41565715,-98.08896794,512.11
2014145,1001732,4/7/2021,NRS18_NE_10005,7/23/2019,1,2019,NRS_NE-10042,2018-19,129640,-48.34,-7.59,12.39,41.5031944,-96.34987916,353.72
2013279,1000805,4/7/2021,NRS18_NE_10006,8/16/2018,1,2018,NRS_NE-10045,2018-19,105400,-58.38,-8.23,7.46,42.58964437,-97.87221792,429.305
2013286,1000812,4/7/2021,NRS18_NE_10007,8/14/2018,1,2018,NRS_NE-10050,2018-19,105440,-77.45,-10.03,2.75,42.89817295,-100.4853861,727.38
2012916,1000441,4/7/2021,NRS18_NE_10008,7/17/2018,1,2018,NRS_NE-10023,2018-19,883680,-82.12,-11.05,6.27,42.44906505,-102.9989588,1191.615
2013085,1000611,4/7/2021,NRS18_NE_10009,7/31/2018,1,2018,NRS_NE-10025,2018-19,883600,-74,-9.01,-1.96,40.79965516,-98.43775325,577.79
2014326,1001914,4/7/2021,NRS18_NE_10010,8/7/2019,1,2019,NRS_NE-10026,2018-19,130700,-47.94,-7.01,8.12,41.15204569,-96.54845474,343.8
2013596,1001124,4/7/2021,NRS18_NE_10011,9/27/2018,1,2018,NRS_NE-10032,2018-19,105420,-55.33,-8.16,9.96,40.35743077,-98.13043778,507.49
2013481,1001009,4/7/2021,NRS18_NE_10012,9/12/2018,1,2018,NRS_NE-10037,2018-19,890040,-68.46,-9.74,9.49,40.62492369,-100.5745604,789.94
2013405,1000932,4/7/2021,NRS18_NE_10013,8/30/2018,1,2018,NRS_NE-10107,2018-19,105660,-33.52,-4.77,4.64,40.19518101,-96.22861468,364.33
2013554,1001082,4/7/2021,NRS18_NE_10013,9/19/2018,2,2018,NRS_NE-10107,2018-19,105700,-39.54,-5.87,7.41,40.19518101,-96.22861468,364.33
2014548,1002136,4/7/2021,NRS18_NE_10014,8/29/2019,1,2019,NRS_NE-10118,2018-19,133860,-80.99,-10.49,2.92,40.01724473,-95.33154776,256.79
2014666,1002256,4/7/2021,NRS18_NE_10014,9/17/2019,2,2019,NRS_NE-10118,2018-19,137020,-80.98,-10.33,1.66,40.01724473,-95.33154776,256.79
2012672,1000196,4/7/2021,NRS18_NE_10015,6/21/2018,1,2018,NRS_NE-10136,2018-19,883560,-64,-8.59,4.73,40.05923702,-101.7529555,959.84
2014007,1001593,4/7/2021,NRS18_NE_10016,7/10/2019,1,2019,NRS_NE-10142,2018-19,125840,-52.74,-7.64,8.4,41.8223844,-96.85704492,419.16
2012760,1000284,4/7/2021,NRS18_NE_10018,6/27/2018,1,2018,NRS_NE-10108,2018-19,883620,-74.95,-9.73,2.89,40.84165774,-99.74437536,738.965
2012878,1000403,4/7/2021,NRS18_NE_10020,7/12/2018,1,2018,NRS_NE-10116,2018-19,897420,-63.08,-9.2,10.49,41.46241235,-97.68191539,469.9
2012828,1000353,4/7/2021,NRS18_NE_10021,7/10/2018,1,2018,NRS_NE-10126,2018-19,883520,-76.28,-9.94,3.24,41.46290038,-95.95535348,298.84
2013104,1000630,4/7/2021,NRS18_NE_10024,8/1/2018,1,2018,NRS_NE-10120,2018-19,897700,-76.05,-9.17,-2.72,40.6785958,-99.48502099,697.82
2013172,1000698,4/7/2021,NRS18_NE_10025,8/7/2018,1,2018,NRS_NE-10121,2018-19,106980,-96.1,-11.92,-0.76,42.72252947,-96.87167402,347.3
2012857,1000382,4/7/2021,NRS18_NE_10026,7/11/2018,1,2018,NRS_NE-10122,2018-19,897500,-79.85,-10.28,2.4,41.64471014,-96.09547295,304.95
2013264,1000790,4/7/2021,NRS18_NE_10028,8/15/2018,1,2018,NRS_NE-10157,2018-19,106400,-62.36,-8.45,5.21,42.80753441,-98.83494417,490.56
2012815,1000340,4/7/2021,NRS18_NE_10029,7/9/2018,1,2018,NRS_NE-10158,2018-19,883540,-32.87,-4.46,2.8,40.03753529,-96.48889169,398.95
2013883,1001467,4/7/2021,NRS18_NE_10030,6/25/2019,1,2019,NRS_NE-10159,2018-19,125900,-63.12,-8.46,4.57,42.76744304,-99.1385237,584.57
2014452,1002040,4/7/2021,NRS18_NE_10033,8/20/2019,1,2019,NRS_NE-10162,2018-19,133820,-40.79,-6.69,12.74,40.80808101,-97.43349866,459.06
2013021,1000547,4/7/2021,NRS18_NE_10034,7/25/2018,1,2018,NRS_NE-10163,2018-19,883660,-72.35,-9.78,5.89,40.39726454,-99.77148662,675.81
2012584,1000106,4/7/2021,NRS18_NE_10035,6/13/2018,1,2018,NRS_NE-10164,2018-19,883640,-40.5,-6.65,12.68,41.00049084,-96.40578925,328.4
2013040,1000566,4/7/2021,NRS18_NE_10037,7/26/2018,1,2018,NRS_NE-10166,2018-19,896780,-65.29,-8.68,4.18,40.33257411,-101.0525616,823.15
2013008,1000534,4/7/2021,NRS18_NE_10038,7/24/2018,1,2018,NRS_NE-10167,2018-19,897360,-45.49,-6.91,9.79,40.05134597,-99.76749823,645.36
2013743,1001325,4/7/2021,NRS18_NE_10041,6/10/2019,1,2019,NRS_NE-10170,2018-19,123700,-78.8,-10.11,2.04,41.10102342,-102.5202142,1134.37
2013591,1001119,4/7/2021,NRS18_NE_10042,9/26/2018,1,2018,NRS_NE-10171,2018-19,105380,-45.78,-6.91,9.53,40.16508733,-97.42809165,421.95
2014607,1002196,4/7/2021,NRS18_NE_10043,9/10/2019,1,2019,NRS_NE-10172,2018-19,137120,-71.69,-9.59,5.06,40.74129075,-99.51560166,704.85
2012598,1000121,4/7/2021,NRS18_NE_10044,6/14/2018,1,2018,NRS_NE-10173,2018-19,883580,-34.78,-5.3,7.62,40.37064411,-96.88977412,385.53
2014415,1002003,4/7/2021,NRS18_NE_10045,8/15/2019,1,2019,NRS_NE-10174,2018-19,134260,-60.37,-8.49,7.57,42.71638171,-97.91290413,383.38
2012956,1000482,4/7/2021,NRS18_NE_10046,7/19/2018,1,2018,NRS_NE-10175,2018-19,897720,-93.78,-11.66,-0.52,42.94926241,-102.9025938,945.47
2014127,1001714,4/7/2021,NRS18_NE_10048,7/18/2019,1,2019,NRS_NE-10177,2018-19,130720,-72.14,-9.34,2.59,42.8281268,-100.1625959,664.69
2012936,1000461,4/7/2021,NRS18_NE_10049,7/18/2018,1,2018,NRS_NE-10178,2018-19,897680,-93.29,-11.83,1.36,42.9772581,-102.8460361,933.43
2014083,1001670,4/7/2021,NRS18_NE_10050,7/16/2019,1,2019,NRS_NE-10179,2018-19,125880,-81.43,-10.19,0.1,42.79297704,-100.9973071,804.07
2014206,1001793,4/7/2021,NRS18_NE_10052,7/24/2019,1,2019,NRS_NE-10181,2018-19,129660,-36.76,-5.34,6,41.37292958,-97.4436625,447.02
2013754,1001336,4/7/2021,NRS18_NE_10053,6/11/2019,1,2019,NRS_NE-10182,2018-19,123740,-99.56,-12.85,3.24,42.48216518,-102.60076,1119.73
2014098,1001685,4/7/2021,NRS18_NE_10054,7/17/2019,1,2019,NRS_NE-10183,2018-19,119220,-82.16,-10.74,3.77,42.77675348,-100.8528734,774.24
2013991,1001577,4/7/2021,NRS18_NE_10056,7/9/2019,1,2019,NRS_NE-10185,2018-19,125940,-58.57,-7.97,5.22,40.13514082,-101.2484445,850.74
2013265,1000791,4/7/2021,NRS18_NE_10057,8/8/2018,1,2018,NRS_NE-10186,2018-19,897380,-94.82,-11.49,-2.94,42.7700649,-97.11920616,346.46
2013812,1001395,4/7/2021,NRS18_NE_10058,6/18/2019,1,2019,NRS_NE-10066,2018-19,113100,-45.92,-7.19,11.61,40.90225738,-96.60625674,347.18
2014048,1001635,4/7/2021,NRS18_NE_10058,7/12/2019,2,2019,NRS_NE-10066,2018-19,125860,-44.88,-7.23,12.94,40.90225738,-96.60625674,347.18
2014526,1002114,4/7/2021,NRS18_NE_10059,8/27/2019,1,2019,NRS_NE-10046,2018-19,119200,-95.84,-12.03,0.36,41.93932856,-96.14472252,312.38
2014660,1002250,4/7/2021,NRS18_NE_10059,9/16/2019,2,2019,NRS_NE-10046,2018-19,136640,-73.6,-9.65,3.59,41.93932856,-96.14472252,312.38
2014033,1001620,4/7/2021,NRS18_NE_10071,7/11/2019,1,2019,NRS_NE-10151,2018-19,111680,-42.33,-6.41,8.92,40.02279607,-96.23836363,373.6
2014307,1001895,4/7/2021,NRS18_NE_10073,8/5/2019,1,2019,NRS_NE-10132,2018-19,128500,-43.69,-6.31,6.8,40.89353857,-96.60388611,337.93
2014705,1002295,4/7/2021,NRS18_NE_10075,9/24/2019,1,2019,NRS_NE-10135,2018-19,136600,-43.96,-6.37,7.01,41.21067801,-98.11081879,518.115
2013869,1001453,4/7/2021,NRS18_NE_10079,6/24/2019,1,2019,NRS_NE-10188,2018-19,125820,-61.08,-8.46,6.6,42.60695147,-98.89009923,612.61
2014698,1002288,4/7/2021,NRS18_NE_10544,9/23/2019,1,2019,NRS_NE-10208,2018-19,137280,-64.41,-9.35,10.43,42.34764188,-98.09792178,533.61
2014264,1001851,4/7/2021,NRS18_NE_10678,7/30/2019,1,2019,NRS_NE-10209,2018-19,129740,-69.12,-8.92,2.2,42.50316329,-101.4197201,1024.24
2013983,1001569,4/7/2021,NRS18_NE_10683,7/8/2019,1,2019,NRS_NE-10214,2018-19,125920,-50.12,-6.27,0.02,40.11487189,-99.44458026,597.66
2014429,1002017,4/7/2021,NRS18_NE_10983,8/16/2019,1,2019,NRS_NE-10220,2018-19,134280,-63.45,-9.3,10.99,42.60536882,-98.03394099,408.02
2014438,1002026,4/7/2021,NRS18_NE_11133,8/19/2019,1,2019,NRS_NE-10226,2018-19,134240,-62.85,-8.87,8.08,40.50101387,-100.3195904,727.57
2014599,1002188,4/7/2021,NRS18_NE_11149,9/9/2019,1,2019,NRS_NE-10242,2018-19,136620,-52.39,-7.05,3.99,40.01349581,-99.37044728,594.22
2014537,1002125,4/7/2021,NRS18_NE_11433,8/28/2019,1,2019,NRS_NE-10248,2018-19,133800,-108.32,-13.87,2.67,42.976304,-98.48784517,375.48
2013767,1001349,4/7/2021,NRS18_NE_11578,6/12/2019,1,2019,NRS_NE-10249,2018-19,123720,-100.82,-12.16,-3.56,42.42012895,-103.5414199,1296.69
2013766,1001348,4/7/2021,NRS18_NE_11590,6/12/2019,1,2019,NRS_NE-10261,2018-19,123760,-104.15,-13.11,0.76,42.43332225,-103.7026537,1329.62
2014451,1002039,4/7/2021,NRS18_NE_RF001,8/20/2019,1,2019,NRS_NE-10262,2018-19,131420,-114.31,-15.29,8.02,42.698189,-103.567986,1246.02
2014465,1002053,4/7/2021,NRS18_NE_RF002,8/21/2019,1,2019,NRS_NE-10263,2018-19,131540,-110.11,-14.86,8.78,42.767236,-103.927531,1353.64
2014003,1001589,4/7/2021,NRS18_NH_10001,7/9/2019,1,2019,NRS_NH-10091,2018-19,128960,-61.23,-9.36,13.64,43.8187932,-71.19523953,129.975
2014136,1001723,4/7/2021,NRS18_NH_10001,7/22/2019,2,2019,NRS_NH-10091,2018-19,128820,-59.11,-8.74,10.83,43.8187932,-71.19523953,129.975
2012864,1000389,4/7/2021,NRS18_NH_10002,7/11/2018,1,2018,NRS_NH-10068,2018-19,890360,-78.07,-11.39,13.03,44.24308509,-72.04818615,127.26
2013139,1000665,4/7/2021,NRS18_NH_10002,8/2/2018,2,2018,NRS_NH-10068,2018-19,102580,-77.67,-11.09,11.03,44.24308509,-72.04818615,127.26
2013958,1001544,4/7/2021,NRS18_NH_10003,7/1/2019,1,2019,NRS_NH-10100,2018-19,100300,-79.56,-12.07,16.99,44.39319253,-71.21993301,296.215
2012931,1000456,4/7/2021,NRS18_NH_10004,7/17/2018,1,2018,NRS_NH-10072,2018-19,899500,-74.84,-10.99,13.08,43.865808,-72.17821718,120.67
2012747,1000271,4/7/2021,NRS18_NH_10005,6/27/2018,1,2018,NRS_NH-10073,2018-19,899520,-56.88,-8.26,9.19,43.19317272,-71.5235048,67.44
2014093,1001680,4/7/2021,NRS18_NH_10006,7/16/2019,1,2019,NRS_NH-10102,2018-19,130420,-64.63,-9.92,14.71,43.83946786,-71.89916744,166.255
2014252,1001839,4/7/2021,NRS18_NH_10006,7/31/2019,2,2019,NRS_NH-10102,2018-19,130380,-63.04,-9.85,15.74,43.83946786,-71.89916744,166.255
2013079,1000605,4/7/2021,NRS18_NH_10007,7/30/2018,1,2018,NRS_NH-10122,2018-19,100940,-75.45,-11.06,13.04,44.86396856,-71.54817245,303.31
2013338,1000864,4/7/2021,NRS18_NH_10007,8/23/2018,2,2018,NRS_NH-10122,2018-19,102620,-75.14,-10.72,10.64,44.86396856,-71.54817245,303.31
2013842,1001425,4/7/2021,NRS18_NH_10008,6/20/2019,1,2019,NRS_NH-10114,2018-19,100620,-57.92,-9.28,16.28,42.75674159,-72.46334804,137.02
2014094,1001681,4/7/2021,NRS18_NH_10009,7/17/2019,1,2019,NRS_NH-10103,2018-19,130440,-59.9,-9.42,15.45,43.69266632,-72.27664413,141.925
2012666,1000190,4/7/2021,NRS18_NH_10010,6/20/2018,1,2018,NRS_NH-10109,2018-19,899460,-53.1,-7.93,10.34,42.95268632,-71.94205599,206.09
2013391,1000918,4/7/2021,NRS18_NH_10011,8/29/2018,1,2018,NRS_NH-10105,2018-19,102600,-71.74,-9.92,7.63,44.7129621,-71.1726973,357.9
2013820,1001403,4/7/2021,NRS18_NH_10012,6/18/2019,1,2019,NRS_NH-10123,2018-19,123020,-70.84,-10.79,15.48,44.07648454,-71.79800264,386.39
2013759,1001341,4/7/2021,NRS18_NH_10014,6/11/2019,1,2019,NRS_NH-10125,2018-19,123060,-55.97,-8.97,15.8,43.35722784,-71.42338173,181.73
2013784,1001367,4/7/2021,NRS18_NH_10016,6/13/2019,1,2019,NRS_NH-10127,2018-19,123040,-71.94,-10.68,13.51,44.29852021,-71.95877622,525.72
2013897,1001481,4/7/2021,NRS18_NH_10017,6/25/2019,1,2019,NRS_NH-10128,2018-19,899480,-75.96,-11.64,17.15,44.40314923,-71.11012364,225.48
2014459,1002047,4/7/2021,NRS18_NH_10018,8/20/2019,1,2019,NRS_NH-10129,2018-19,131940,-60.7,-9.19,12.81,43.51731922,-72.3696471,132.29
2013242,1000768,4/7/2021,NRS18_NH_10019,8/14/2018,1,2018,NRS_NH-10130,2018-19,102640,-34.54,-4.35,0.23,42.87761058,-70.99176953,29.55
2013032,1000558,4/7/2021,NRS18_NH_10020,7/25/2018,1,2018,NRS_NH-10131,2018-19,100580,-67.67,-9.74,10.25,42.9547515,-72.53091136,65.85
2014038,1001625,4/7/2021,NRS18_NH_10031,7/11/2019,1,2019,NRS_NH-10133,2018-19,130360,-65.59,-10.36,17.26,43.91904738,-71.53722396,399.31
2014516,1002104,4/7/2021,NRS18_NH_10035,8/27/2019,1,2019,NRS_NH-10137,2018-19,130340,-63.33,-9.42,12,43.9031519,-71.98528329,274.09
2014565,1002153,4/7/2021,NRS18_NH_RF001,9/3/2019,1,2019,NRS_NH-10138,2018-19,130400,-43.53,-6.25,6.47,43.07161,-71.14224,54.02
2014615,1002204,4/7/2021,NRS18_NH_RF002,9/10/2019,1,2019,NRS_NH-10139,2018-19,132240,-59.85,-9.35,14.96,43.786054,-71.207313,191.85
2013234,1000760,4/7/2021,NRS18_NJ_10001,8/13/2018,1,2018,NRS_NJ-10010,2018-19,885980,-39.24,-6.53,13.03,41.04211981,-74.04730488,51.81
2013528,1001056,4/7/2021,NRS18_NJ_10001,9/18/2018,2,2018,NRS_NJ-10010,2018-19,108380,-25.73,-4.96,13.98,41.04211981,-74.04730488,51.81
2013434,1000962,4/7/2021,NRS18_NJ_10002,9/5/2018,1,2018,NRS_NJ-10011,2018-19,101760,-57.43,-8.01,6.63,41.27242262,-74.84021528,113.06
2013539,1001067,4/7/2021,NRS18_NJ_10002,9/19/2018,2,2018,NRS_NJ-10011,2018-19,108420,-54.06,-8.45,13.57,41.27242262,-74.84021528,113.06
2014610,1002199,4/7/2021,NRS18_NJ_10003,9/10/2019,1,2019,NRS_NJ-10034,2018-19,123240,-34.3,-5.86,12.57,39.87754486,-75.13151153,0.125
2014704,1002294,4/7/2021,NRS18_NJ_10003,9/24/2019,2,2019,NRS_NJ-10034,2018-19,123380,-41.4,-6.45,10.2,39.87754486,-75.13151153,0.125
2012743,1000267,4/7/2021,NRS18_NJ_10005,6/26/2018,1,2018,NRS_NJ-10045,2018-19,891320,-44.83,-7.3,13.54,40.70015927,-74.78778261,155.45
2014611,1002200,4/7/2021,NRS18_NJ_10006,9/10/2019,1,2019,NRS_NJ-10057,2018-19,123220,-40.03,-6.9,15.16,39.83104753,-75.3484155,-1.29
2013516,1001044,4/7/2021,NRS18_NJ_10007,9/17/2018,1,2018,NRS_NJ-10040,2018-19,890860,-40.89,-6.66,12.39,40.75796391,-74.16350611,1.165
2014272,1001859,4/7/2021,NRS18_NJ_10008,8/1/2019,1,2019,NRS_NJ-10038,2018-19,128980,-56.88,-8.68,12.55,41.31137809,-74.79188278,113.82
2014183,1001770,4/7/2021,NRS18_NJ_10009,7/24/2019,1,2019,NRS_NJ-10058,2018-19,890380,-36.87,-6.58,15.77,39.49128444,-74.65824516,12.74
2013564,1001092,4/7/2021,NRS18_NJ_10013,9/21/2018,1,2018,NRS_NJ-10062,2018-19,890060,-35.48,-6.2,14.1,39.69221825,-75.43711061,0.12
2014237,1001824,4/7/2021,NRS18_NJ_10016,7/30/2019,1,2019,NRS_NJ-10065,2018-19,129060,-34.55,-6.1,14.27,40.0245409,-74.92162645,0.55
2013116,1000642,4/7/2021,NRS18_NJ_10019,8/1/2018,1,2018,NRS_NJ-10068,2018-19,894000,-52.3,-7.93,11.16,41.11231264,-74.97563402,99.68
2014641,1002231,4/7/2021,NRS18_NJ_10020,9/12/2019,1,2019,NRS_NJ-10069,2018-19,137140,-54.92,-8.7,14.64,40.8128161,-75.09568382,66.93
2014598,1002187,4/7/2021,NRS18_NJ_10032,9/9/2019,1,2019,NRS_NJ-10039,2018-19,115280,-52.37,-8.13,12.68,40.67157283,-75.17844197,42.905
2014697,1002287,4/7/2021,NRS18_NJ_10032,9/23/2019,2,2019,NRS_NJ-10039,2018-19,123300,-51.22,-7.85,11.59,40.67157283,-75.17844197,42.905
2014185,1001772,4/7/2021,NRS18_NJ_10034,7/25/2019,1,2019,NRS_NJ-10071,2018-19,129040,-39.62,-6.86,15.29,40.42229939,-74.09782754,1.38
2012653,1000177,4/7/2021,NRS18_NJ_10183,6/20/2018,1,2018,NRS_NJ-10072,2018-19,894020,-40.52,-6.68,12.94,40.8751201,-74.59050843,222.17
2013255,1000781,4/7/2021,NRS18_NJ_10334,8/15/2018,1,2018,NRS_NJ-10074,2018-19,890220,-42.74,-6.99,13.18,40.87942087,-74.17183043,59.45
2014677,1002267,4/7/2021,NRS18_NJ_10633,9/18/2019,1,2019,NRS_NJ-10075,2018-19,128800,-47.3,-7.61,13.54,40.83334815,-74.98271063,125.05
2013929,1001514,4/7/2021,NRS18_NJ_10783,6/27/2019,1,2019,NRS_NJ-10076,2018-19,112800,-45.16,-7.64,15.97,40.655945,-75.1245358,63.13
2013517,1001045,4/7/2021,NRS18_NJ_11083,9/17/2018,1,2018,NRS_NJ-10077,2018-19,107420,-40.34,-6.34,10.35,40.85890253,-74.11904238,-0.52
2014628,1002217,4/7/2021,NRS18_NJ_11233,9/11/2019,1,2019,NRS_NJ-10078,2018-19,123260,-44.99,-7.3,13.39,40.01542334,-75.03391151,-1.16
2013612,1001164,4/7/2021,NRS18_NM_10001,4/27/2019,1,2019,NRS_NM-10061,2018-19,103940,-91.09,-11.88,3.95,36.110604,-105.7319394,2300.74
2013655,1001222,4/7/2021,NRS18_NM_10001,5/14/2019,2,2019,NRS_NM-10061,2018-19,896640,-91.85,-13.34,14.89,36.110604,-105.7319394,2300.74
2013688,1001265,4/7/2021,NRS18_NM_10002,6/3/2019,1,2019,NRS_NM-10057,2018-19,117840,-97.36,-13.34,9.35,34.75014538,-106.7424914,1468.98
2013674,1001247,4/7/2021,NRS18_NM_10003,5/26/2019,1,2019,NRS_NM-10099,2018-19,114100,-106.19,-14.75,11.77,36.78885874,-106.2404726,2952.025
2013607,1001159,4/7/2021,NRS18_NM_10007,4/26/2019,1,2019,NRS_NM-10123,2018-19,896700,-109.43,-15.12,11.55,36.57492225,-106.0471804,2318.76
2013673,1001246,4/7/2021,NRS18_NM_10007,5/27/2019,2,2019,NRS_NM-10123,2018-19,117940,-102.39,-14.18,11.08,36.57492225,-106.0471804,2318.76
2013703,1001280,4/7/2021,NRS18_NM_10008,6/4/2019,1,2019,NRS_NM-10127,2018-19,116480,-95.51,-12.86,7.34,34.35425288,-106.8531592,1434.71
2013666,1001237,4/7/2021,NRS18_NM_10013,5/15/2019,1,2019,NRS_NM-10153,2018-19,113840,-84.78,-12.36,14.1,35.27117417,-105.3679025,1767.28
2013630,1001187,4/7/2021,NRS18_NM_10014,5/6/2019,1,2019,NRS_NM-10154,2018-19,114000,-61.79,-9.17,11.59,33.35193516,-105.67545,2087.87
2013681,1001257,4/7/2021,NRS18_NM_10019,5/30/2019,1,2019,NRS_NM-10159,2018-19,113980,-98.43,-13.51,9.63,36.84590359,-104.9293274,2195.39
2013671,1001243,4/7/2021,NRS18_NM_10031,5/22/2019,1,2019,NRS_NM-10171,2018-19,117820,-97.96,-13.75,12.01,36.88400335,-108.8141525,1453.98
2013637,1001200,4/7/2021,NRS18_NM_10035,5/8/2019,1,2019,NRS_NM-10068,2018-19,103580,-69.85,-9.74,8.08,33.30076776,-108.1255044,1880.51
2013613,1001165,4/7/2021,NRS18_NM_10038,4/28/2019,1,2019,NRS_NM-10149,2018-19,114820,-76.27,-10.34,6.46,35.71712578,-105.4943247,2655.13
2013668,1001240,4/7/2021,NRS18_NM_10042,5/21/2019,1,2019,NRS_NM-10131,2018-19,117920,-100.94,-13.99,11,36.75051791,-108.4181794,1548.48
2013670,1001242,4/7/2021,NRS18_NM_10381,5/23/2019,1,2019,NRS_NM-10211,2018-19,117780,-85.42,-11.4,5.77,36.61120816,-107.9798543,1818.34
2013662,1001233,4/7/2021,NRS18_NM_10397,5/19/2019,1,2019,NRS_NM-10227,2018-19,115960,-85.72,-11.34,5.03,36.72135829,-107.9249131,1696.14
2013623,1001178,4/7/2021,NRS18_NM_10507,5/1/2019,1,2019,NRS_NM-10241,2018-19,113860,-20.72,-0.61,-15.82,36.17476985,-103.3193983,1449.81
2013614,1001166,4/7/2021,NRS18_NM_10511,4/29/2019,1,2019,NRS_NM-10245,2018-19,113880,-83.31,-11.01,4.77,36.87762232,-103.8756484,1864.99
2013608,1001160,4/7/2021,NRS18_NM_10645,4/25/2019,1,2019,NRS_NM-10247,2018-19,114060,-109.17,-14.77,9,36.59729309,-106.0635088,2396.08
2013675,1001248,4/7/2021,NRS18_NM_10805,5/24/2019,1,2019,NRS_NM-10259,2018-19,117860,-74.06,-7.97,-10.29,35.56497861,-107.484687,1965.25
2013635,1001192,4/7/2021,NRS18_NM_10809,5/7/2019,1,2019,NRS_NM-10263,2018-19,114640,-59.24,-8.82,11.31,33.11447628,-105.9352895,1549.58
2013686,1001263,4/7/2021,NRS18_NM_10947,5/31/2019,1,2019,NRS_NM-10267,2018-19,116020,-84.59,-10.94,2.94,36.38596199,-104.648788,1781.49
2013678,1001254,4/7/2021,NRS18_NM_10951,5/29/2019,1,2019,NRS_NM-10271,2018-19,115980,-29.05,-0.19,-27.53,36.50658615,-104.5975793,1796.31
2013622,1001174,4/7/2021,NRS18_NM_10968,4/30/2019,1,2019,NRS_NM-10288,2018-19,114760,-55.66,-6.34,-4.91,36.95393067,-103.5030799,1536.6
2013676,1001249,4/7/2021,NRS18_NM_11002,5/28/2019,1,2019,NRS_NM-10322,2018-19,115560,-39.42,-4.29,-5.13,36.97939476,-103.1849313,1384.49
2013646,1001209,4/7/2021,NRS18_NM_11094,5/10/2019,1,2019,NRS_NM-10323,2018-19,114720,-63.23,-8.54,5.09,33.52384134,-108.8793589,1596.23
2013631,1001188,4/7/2021,NRS18_NM_11246,5/5/2019,1,2019,NRS_NM-10326,2018-19,113920,-83.31,-10.53,0.92,33.77122881,-106.9013376,1371.03
2013730,1001312,4/7/2021,NRS18_NM_11252,6/6/2019,1,2019,NRS_NM-10332,2018-19,115580,-93.29,-12.92,10.1,35.85150064,-106.9701314,1991.12
2013627,1001184,4/7/2021,NRS18_NM_11401,5/2/2019,1,2019,NRS_NM-10340,2018-19,114660,-88.73,-12.14,8.4,35.99107196,-104.3426529,1534.09
2013657,1001227,4/7/2021,NRS18_NM_11401,5/16/2019,2,2019,NRS_NM-10340,2018-19,114680,-83.42,-11.46,8.3,35.99107196,-104.3426529,1534.09
2013626,1001183,4/7/2021,NRS18_NM_11409,5/2/2019,1,2019,NRS_NM-10348,2018-19,106180,-89.62,-12.28,8.63,36.04540968,-104.3744102,1554.94
2013658,1001228,4/7/2021,NRS18_NM_11409,5/17/2019,2,2019,NRS_NM-10348,2018-19,113900,-86.18,-11.81,8.28,36.04540968,-104.3744102,1554.94
2013650,1001213,4/7/2021,NRS18_NM_11434,5/13/2019,1,2019,NRS_NM-10373,2018-19,114700,-85.05,-12.5,14.98,35.04529056,-104.7159392,1442.58
2013648,1001211,4/7/2021,NRS18_NM_11437,5/12/2019,1,2019,NRS_NM-10376,2018-19,114040,-50.51,-5.53,-6.31,33.9084068,-104.2725551,1116.78
2013641,1001204,4/7/2021,NRS18_NM_11545,5/9/2019,1,2019,NRS_NM-10378,2018-19,114800,-70.12,-9.83,8.55,33.07475125,-108.4969982,1451.06
2013663,1001234,4/7/2021,NRS18_NM_11701,5/20/2019,1,2019,NRS_NM-10386,2018-19,114780,-85.37,-11.64,7.77,36.70176355,-107.9728319,1656.54
2012769,1000293,4/7/2021,NRS18_NV_10001,6/28/2018,1,2018,NRS_NV-10280,2018-19,884340,-119.99,-16.16,9.27,40.74129976,-115.554364,1688.185
2012927,1000452,4/7/2021,NRS18_NV_10001,7/17/2018,2,2018,NRS_NV-10280,2018-19,884380,-120.82,-16.18,8.62,40.74129976,-115.554364,1688.185
2012604,1000127,4/7/2021,NRS18_NV_10002,6/14/2018,1,2018,NRS_NV-10306,2018-19,884140,-102.78,-13.98,9.04,39.08215882,-119.7573087,1415.43
