SITE_ID,YEAR,VISIT_NO,UNIQUE_ID,ECOWSA9,RT_WQI,CL_pt,SO4_pt,PTL_pt,NTL_pt,TURB_pt,ENTERO_PT,DO_PT,PH_PT,NUMVARN,WQII
NJRM-1001,2013,1,NRS_NJ-10037,NAP,T,0,0,0,0,0,10,10,10,8,37.50
NJRM-1002,2014,1,NRS_NJ-10038,SAP,R,0,10,10,6.264150943,10,10,10,10,8,82.83
NRS18_NJ_10008,2019,1,NRS_NJ-10038,SAP,S,0,10,10,8.226415094,10,10,10,10,8,85.28
NJRM-1003,2014,1,NRS_NJ-10039,NAP,S,3.080063099,0,3.830985915,0,10,10,10,10,8,58.64
NRS18_NJ_10032,2019,1,NRS_NJ-10039,NAP,S,0,0,0,0,10,10,10,10,8,50.00
NRS18_NJ_10032,2019,2,NRS_NJ-10039,NAP,S,0,0,0,0,10,10,10,10,8,50.00
NJRO-1019,2013,1,NRS_NJ-10040,SAP,T,0,9.42414147,0,0,1.830663616,10,10,10,8,51.57
NRS18_NJ_10007,2018,1,NRS_NJ-10040,SAP,T,0,5.836665127,0,0,7.231121281,10,10,10,8,53.83
NJRO-1020,2013,1,NRS_NJ-10041,SAP,T,0,9.925607163,0,0,10,10,10,10,8,62.41
NJSS-1077,2013,1,NRS_NJ-10045,NAP,T,0,0,0,0,10,0,10,10,8,37.50
NRS18_NJ_10005,2018,1,NRS_NJ-10045,NAP,S,0,0,4.137183099,0,10,10,10,10,8,55.17
NJSS-1078,2013,1,NRS_NJ-10046,NAP,T,0,0,4.676056338,0,10,0,10,10,8,43.35
NJSS-1081,2013,1,NRS_NJ-10049,SAP,T,0,9.18523148,0,0,2.494279176,10,10,10,8,52.10
NJSS-1082,2013,1,NRS_NJ-10050,NAP,T,0,4.64742115,0,2.058823529,0,10,10,10,8,45.88
NJSS-1085,2013,1,NRS_NJ-10053,NAP,T,0,0,1.85915493,0,10,10,10,10,8,52.32
NJSS-1086,2014,1,NRS_NJ-10054,NAP,T,0,2.613705009,0,4.607843137,0,10,0,10,8,34.03
NJSS-1087,2013,1,NRS_NJ-10055,CPL,T,2.042524211,0,0,1.741935484,0,0,7.15,10,8,26.17
NJSS-1088,2014,1,NRS_NJ-10056,SAP,T,0,0,0,0,10,0,10,10,8,37.50
NRS18_NJ_10006,2019,1,NRS_NJ-10057,CPL,T,0,0,5.195885714,0,8.256097561,10,10,10,8,54.31
NRS18_NJ_10009,2019,1,NRS_NJ-10058,CPL,S,0.056228,10,6.616228571,0,10,0,10,10,8,58.34
NRS18_NJ_10013,2018,1,NRS_NJ-10062,CPL,S,0,0,10,0,10,10,0,10,8,50.00
NRS18_NJ_10016,2019,1,NRS_NJ-10065,CPL,T,0,4.919231167,0,1.440860215,9.829268293,10,5.25,10,8,51.80
NRS18_NJ_10019,2018,1,NRS_NJ-10068,NAP,S,3.947430704,10,8.010140845,8.85620915,0,10,10,10,8,76.02
NRS18_NJ_10020,2019,1,NRS_NJ-10069,SAP,S,0,10,9.100874636,10,10,10,10,10,8,86.38
NRS18_NJ_10034,2019,1,NRS_NJ-10071,CPL,T,0,0,10,4.860215054,10,10,10,10,8,68.58
NRS18_NJ_10183,2018,1,NRS_NJ-10072,NAP,T,0,0.245864564,9.552676056,0,10,0,10,10,8,49.75
NRS18_NJ_10334,2018,1,NRS_NJ-10074,SAP,T,0,8.406689067,0,0,10,10,10,10,8,60.51
NRS18_NJ_10633,2019,1,NRS_NJ-10075,NAP,S,0,0,3.822816901,0,10,10,10,10,8,54.78
NRS18_NJ_10783,2019,1,NRS_NJ-10076,SAP,T,0,9.351830726,0,0,8.421052632,10,10,10,8,59.72
NRS18_NJ_11083,2018,1,NRS_NJ-10077,SAP,T,0,9.21515655,0,0,10,10,10,10,8,61.52
NRS18_NJ_11233,2019,1,NRS_NJ-10078,CPL,T,0,0,3.2544,0,10,10,10,10,8,54.07
FW08NM003,2008,1,NRS_NM-10029,WMT,S,10,10,10,1.375,10,0,10,10,8,76.72
FW08NM001,2008,1,NRS_NM-10037,WMT,S,10,9.874480226,10,5.75,0,10,10,10,8,82.03
FW08NM001,2008,2,NRS_NM-10037,WMT,S,9.889306306,9.468666667,10,7.9375,0,10,10,10,8,84.12
FW08NM002,2008,1,NRS_NM-10046,WMT,S,10,0,0,0,0,10,10,10,8,50.00
FW08NM002,2008,2,NRS_NM-10046,WMT,S,10,0,0,0,0,10,10,10,8,50.00
FW08NM005,2009,1,NRS_NM-10054,SPL,S,10,10,10,10,10,10,10,10,8,100.00
NMR9-0901,2014,1,NRS_NM-10054,SPL,S,10,9.468548392,10,10,10,10,10,10,8,99.34
FW08NM008,2009,1,NRS_NM-10057,XER,T,10,10,0,3.52,0,10,10,10,8,66.90
FW08NM008,2009,2,NRS_NM-10057,XER,T,10,10,0,1.12,0,10,10,10,8,63.90
NMR9-0902,2014,1,NRS_NM-10057,XER,T,10,10,0,0,0,10,10,10,8,62.50
NMR9-0902,2014,2,NRS_NM-10057,XER,T,10,10,0,0,0,10,,10,7,57.14
NRS18_NM_10002,2019,1,NRS_NM-10057,XER,T,10,10,0,5.82,0,10,10,10,8,69.78
FW08NM010,2009,1,NRS_NM-10059,WMT,T,0,0,3.500673913,0,0,10,2.604853624,10,8,32.63
NMR9-0903,2014,1,NRS_NM-10059,WMT,S,0,0,10,10,6.582278481,10,10,10,8,70.73
FW08NM012,2008,1,NRS_NM-10061,WMT,S,10,10,7.638043478,3.6875,0,0,10,10,8,64.16
NMS9-0920,2014,1,NRS_NM-10061,WMT,S,10,10,6.086956522,0,0,10,,10,7,65.84
NMS9-0920,2014,2,NRS_NM-10061,WMT,S,10,10,4.347826087,0,0,10,10,10,8,67.93
NRS18_NM_10001,2019,1,NRS_NM-10061,WMT,S,10,10,2.685652174,0,0,10,10,10,8,65.86
NRS18_NM_10001,2019,2,NRS_NM-10061,WMT,S,10,10,7.734130435,2.5,0,10,10,10,8,75.29
FW08NM013,2008,1,NRS_NM-10062,SPL,S,10,10,6.286555102,10,0,10,8.5,10,8,80.98
FW08NM018,2008,1,NRS_NM-10067,XER,?,0,0,10,5.82,1.860465116,10,10,10,8,59.60
FW08NM019,2009,1,NRS_NM-10068,WMT,S,0,6.028073446,10,0,0,10,10,10,8,57.54
NMR9-0904,2014,1,NRS_NM-10068,WMT,S,0,5.746944633,3.47826087,3.1875,10,10,10,10,8,65.52
NRS18_NM_10035,2019,1,NRS_NM-10068,WMT,R,0,6.09570904,7.699782609,0,0,10,10,10,8,54.74
FW08NM022,2009,1,NRS_NM-10071,XER,S,10,10,10,9.88,7.47393745,10,0,10,8,84.19
FW08NM022,2009,2,NRS_NM-10071,XER,S,10,10,2.469261419,10,0,10,10,10,8,78.09
NMR9-0905,2014,1,NRS_NM-10071,XER,S,10,7.951031696,0,1.34,0,10,10,10,8,61.61
NMR9-0905,2014,2,NRS_NM-10071,XER,S,10,9.24239984,10,8,4.394546913,10,10,10,8,89.55
FW08NM023,2009,1,NRS_NM-10072,SPL,S,8.88250644,0.14154467,10,10,9.382075472,10,3.5,10,8,77.38
NMR9-0906,2014,1,NRS_NM-10072,SPL,S,9.549746908,3.013962424,10,10,5.16509434,10,10,10,8,84.66
FW08NM024,2009,1,NRS_NM-10073,XER,T,10,10,6.818697765,8.12,0,10,10,10,8,81.17
FW08NM025,2008,1,NRS_NM-10074,SPL,S,10,10,10,10,0,10,10,10,8,87.50
FW08NM026,2009,1,NRS_NM-10075,XER,T,7.396436901,10,0,0,0,,10,10,7,53.42
FW08NM027,2009,1,NRS_NM-10076,XER,T,0,0,10,0,8.500400962,10,10,10,8,60.63
FW08NM031,2009,1,NRS_NM-10080,WMT,S,4.284810811,10,0,10,0,,10,10,7,63.26
FW08NM034,2009,1,NRS_NM-10083,XER,T,10,10,0,3.2,0,10,10,10,8,66.50
FW08NM035,2009,1,NRS_NM-10084,WMT,R,4.496567568,8.574700565,6.874586957,10,5.379746835,10,10,10,8,81.66
FW08NM038,2009,1,NRS_NM-10087,XER,S,10,10,10,10,8.468323978,0,10,10,8,85.59
FW08NM039,2009,1,NRS_NM-10088,SPL,S,9.783652537,2.233268093,10,10,10,,10,10,7,88.60
FW08NM042,2009,1,NRS_NM-10091,XER,T,0,0,10,5.1,7.610264635,10,10,10,8,65.89
FW08NM043,2009,1,NRS_NM-10092,WMT,S,0,2.346344633,4.608695652,10,10,10,10,10,8,71.19
FW08NM045,2009,1,NRS_NM-10094,WMT,S,10,3.663768362,2.431521739,2.625,0,10,10,10,8,60.90
FW08NM047,2009,1,NRS_NM-10096,XER,T,8.549700546,10,9.946423712,8.92,6.704089816,10,10,10,8,92.65
FW08NM048,2009,1,NRS_NM-10097,WMT,S,5.41418018,8.562937853,7.913304348,0,0,10,10,10,8,64.86
FW08NM061,2008,1,NRS_NM-10099,WMT,R,10,10,0,9.1875,9.113924051,0,10,10,8,72.88
NMS9-0924,2014,1,NRS_NM-10099,WMT,R,10,10,0,2.25,0,10,10,10,8,65.31
NRS18_NM_10003,2019,1,NRS_NM-10099,WMT,S,10,10,0.46826087,5.5,0,10,10,10,8,69.96
FW08NM064,2008,1,NRS_NM-10100,WMT,S,8.54818018,0,10,10,0,10,10,10,8,73.19
NMS9-0925,2014,1,NRS_NM-10100,WMT,S,10,0,0,0,0,10,10,10,8,50.00
FW08NM069,2008,1,NRS_NM-10101,SPL,S,10,10,10,10,10,10,10,10,8,100.00
NMS9-0926,2014,1,NRS_NM-10101,SPL,S,10,8.980410317,10,10,10,10,10,10,8,98.73
NMS9-0926,2014,2,NRS_NM-10101,SPL,S,10,8.966136927,10,10,10,0,6.3755563,10,8,81.68
FW08NM070,2008,1,NRS_NM-10102,XER,?,10,9.99475514,3.293731778,7.56,0,10,10,10,8,76.06
FW08NM105,2009,1,NRS_NM-10108,SPL,S,10,10,10,10,8.981132075,10,10,10,8,98.73
FW08RNM9001,2008,1,NRS_NM-10109,SPL,S,10,10,10,10,10,10,10,10,8,100.00
FW08RNM9002,2008,1,NRS_NM-10110,SPL,S,10,10,10,10,10,10,10,10,8,100.00
FW08RNM9004,2008,1,NRS_NM-10111,SPL,R,10,10,10,10,10,0,10,10,8,87.50
FW08RNM9006,2009,1,NRS_NM-10112,XER,R,10,10,10,10,9.687249399,10,10,10,8,99.61
FW08RNM9030,2008,1,NRS_NM-10113,XER,S,10,10,10,10,7.955092221,10,10,10,8,97.44
FW08RNM9049,2008,1,NRS_NM-10114,WMT,R,0,0,10,10,2.784810127,10,10,10,8,65.98
FW08RNM9060,2008,1,NRS_NM-10115,XER,S,10,10,10,9.84,8.532477947,10,10,10,8,97.97
FW08RNM9061,2009,1,NRS_NM-10116,XER,S,10,10,5.413022352,3.32,1.443464314,10,10,10,8,75.22
FW08RNM9067,2009,1,NRS_NM-10117,XER,S,10,10,10,10,0,10,10,10,8,87.50
FW08RNM9075,2009,1,NRS_NM-10118,XER,S,0,0,10,10,7.818765036,10,10,10,8,72.27
FW08RNM9076,2009,1,NRS_NM-10119,SPL,S,9.719168187,1.688236863,10,10,10,10,10,10,8,89.26
FW08RNM9081,2008,1,NRS_NM-10120,SPL,S,9.737005829,9.394308948,10,10,8.919811321,10,10,10,8,97.56
FW08RNM9082,2009,1,NRS_NM-10121,SPL,S,9.944481958,0,8.605510204,10,0,10,10,10,8,73.19
NMLS-1044,2014,1,NRS_NM-10123,WMT,S,9.763663964,10,0,0,1.392405063,10,10,10,8,63.95
NRS18_NM_10007,2019,1,NRS_NM-10123,WMT,S,9.669079279,10,0,0,0,10,10,10,8,62.09
NRS18_NM_10007,2019,2,NRS_NM-10123,WMT,S,10,10,0,0,0,10,10,10,8,62.50
NMLS-1045,2014,1,NRS_NM-10124,XER,S,8.126927875,0,10,10,6.752205293,10,10,10,8,81.10
NMLS-1047,2014,1,NRS_NM-10126,SPL,S,10,10,10,10,10,10,10,10,8,100.00
NMRM-1001,2014,1,NRS_NM-10127,XER,T,9.896444114,10,0,0,0,10,10,10,8,62.37
NRS18_NM_10008,2019,1,NRS_NM-10127,XER,T,10,10,0,5.62,0,10,10,10,8,69.53
NMRM-1002,2014,1,NRS_NM-10128,SPL,R,9.700291528,0.380518189,10,10,10,10,10,10,8,87.60
NMRM-1005,2014,1,NRS_NM-10131,XER,S,10,10,0,4.38,0,10,10,10,8,67.98
NRS18_NM_10042,2019,1,NRS_NM-10131,XER,S,10,10,0,7.34,0,10,10,10,8,71.68
NMRM-1007,2014,1,NRS_NM-10133,WMT,S,0,0,0,10,8.924050633,0,7,10,8,44.91
NMRO-1025,2014,1,NRS_NM-10134,SPL,S,10,10,10,10,10,0,3,10,8,78.75
NMRO-1028,2014,1,NRS_NM-10137,SPL,S,10,10,10,10,10,10,10,10,8,100.00
NMRO-1030,2014,1,NRS_NM-10139,WMT,R,0,0,0,0,0,0,10,10,8,25.00
NMSS-1076,2014,1,NRS_NM-10140,XER,T,10,10,10,10,1.114675221,10,10,10,8,88.89
NMSS-1081,2014,1,NRS_NM-10145,WMT,S,10,10,6.52173913,0,0,10,10,10,8,70.65
NMSS-1085,2014,1,NRS_NM-10149,WMT,S,10,9.959759887,10,9.0625,10,10,10,10,8,98.78
NRS18_NM_10038,2019,1,NRS_NM-10149,WMT,S,10,10,0,0,0,10,10,10,8,62.50
NMRF-0001,2014,1,NRS_NM-10150,SPL,R,10,10,10,10,10,10,10,10,8,100.00
NMRF-0002,2014,1,NRS_NM-10151,SPL,R,10,10,10,10,10,0,10,10,8,87.50
NMRF-0009,2014,1,NRS_NM-10152,SPL,R,9.793036373,0,9.020408163,10,0.014150943,10,10,10,8,73.53
NRS18_NM_10013,2019,1,NRS_NM-10153,SPL,S,10,10,10,10,6.202830189,10,10,10,8,95.25
NRS18_NM_10014,2019,1,NRS_NM-10154,WMT,T,0,0,6.420869565,10,10,10,10,10,8,70.53
NRS18_NM_10019,2019,1,NRS_NM-10159,WMT,S,10,3.717876836,1.407391304,2.375,0,10,10,10,8,59.38
NRS18_NM_10031,2019,1,NRS_NM-10171,XER,S,10,10,0,4.72,0,10,10,10,8,68.40
NRS18_NM_10381,2019,1,NRS_NM-10211,XER,S,10,10,10,10,9.791499599,10,10,10,8,99.74
NRS18_NM_10397,2019,1,NRS_NM-10227,XER,T,10,10,10,10,0,10,10,10,8,87.50
NRS18_NM_10507,2019,1,NRS_NM-10241,SPL,S,9.835559715,9.8321079,10,10,10,10,10,8.4,8,97.58
NRS18_NM_10511,2019,1,NRS_NM-10245,SPL,S,10,10,10,9.595744681,10,10,10,10,8,99.49
NRS18_NM_10645,2019,1,NRS_NM-10247,WMT,R,9.316151351,10,0,0,0,10,10,10,8,61.65
NRS18_NM_10805,2019,1,NRS_NM-10259,XER,S,10,8.813852523,0.719339164,0,0,10,10,10,8,61.92
NRS18_NM_10809,2019,1,NRS_NM-10263,XER,S,5.988757131,0.58222494,10,2.84,1.443464314,10,10,10,8,63.57
NRS18_NM_10947,2019,1,NRS_NM-10267,SPL,S,10,9.555287258,7.921632653,10,0,10,10,10,8,84.35
NRS18_NM_10951,2019,1,NRS_NM-10271,SPL,S,9.863605867,0,10,10,10,10,10,10,8,87.33
NRS18_NM_10968,2019,1,NRS_NM-10288,SPL,S,10,6.521913462,10,10,10,10,10,10,8,95.65
NRS18_NM_11002,2019,1,NRS_NM-10322,SPL,S,10,8.098985783,10,10,10,10,10,10,8,97.62
NRS18_NM_11094,2019,1,NRS_NM-10323,WMT,S,2.802513514,8.489420904,0,10,0,10,10,10,8,64.11
NRS18_NM_11246,2019,1,NRS_NM-10326,XER,S,4.466503518,8.619161896,0,3.88,0,10,10,10,8,58.71
NRS18_NM_11252,2019,1,NRS_NM-10332,XER,S,10,10,0,7.22,0,,10,10,7,67.46
NRS18_NM_11401,2019,1,NRS_NM-10340,SPL,R,10,10,0,0,0,10,10,10,8,62.50
NRS18_NM_11401,2019,2,NRS_NM-10340,SPL,R,10,10,0,1.382978723,0,10,10,10,8,64.23
NRS18_NM_11409,2019,1,NRS_NM-10348,SPL,R,10,10,0,0,0,10,10,10,8,62.50
NRS18_NM_11409,2019,2,NRS_NM-10348,SPL,R,10,10,0,2.14893617,0,10,10,10,8,65.19
NRS18_NM_11434,2019,1,NRS_NM-10373,SPL,R,10,10,6.968408163,10,0,10,10,10,8,83.71
NRS18_NM_11437,2019,1,NRS_NM-10376,SPL,S,8.992398309,1.330971601,10,10,7.537735849,10,10,10,8,84.83
NRS18_NM_11545,2019,1,NRS_NM-10378,WMT,R,0,4.750054802,0.155434783,10,0,10,10,10,8,56.13
NRS18_NM_11701,2019,1,NRS_NM-10386,XER,S,10,10,10,10,0,10,10,10,8,87.50
FW08NV003,2008,1,NRS_NV-10003,XER,S,10,10,0,10,0,,10,10,7,71.43
FW08NV003,2008,2,NRS_NV-10003,XER,S,10,10,0,7.18,10,,8,10,7,78.83
FW08NV008,2008,1,NRS_NV-10014,XER,S,10,10,10,10,10,,10,10,7,100.00
FW08NV011,2008,1,NRS_NV-10056,XER,S,10,10,5.059280855,7.26,9.390537289,,10,10,7,88.16
FW08NV009,2008,1,NRS_NV-10070,XER,S,10,10,10,3.74,10,,10,10,7,91.06
FW08NV005,2008,1,NRS_NV-10076,XER,S,10,10,10,10,10,,10,10,7,100.00
FW08NV004,2008,1,NRS_NV-10117,XER,R,10,10,10,10,10,,10,10,7,100.00
FW08NV004,2008,2,NRS_NV-10117,XER,R,10,10,10,10,8.740978348,,10,10,7,98.20
FW08NV012,2008,1,NRS_NV-10120,XER,R,10,10,10,0,4.250200481,,10,10,7,77.50
FW08NV006,2008,1,NRS_NV-10163,XER,S,10,8.715534312,10,10,10,,10,10,7,98.17
FW08NV010,2008,1,NRS_NV-10174,XER,S,10,10,10,10,10,,10,10,7,100.00
FW08NV014,2008,1,NRS_NV-10280,XER,T,10,10,10,10,10,,10,10,7,100.00
NVS9-0921,2013,1,NRS_NV-10280,XER,S,10,10,6.02526725,9.44,10,10,10,10,8,94.33
NVS9-0921,2013,2,NRS_NV-10280,XER,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_NV_10001,2018,1,NRS_NV-10280,XER,T,10,10,10,10,10,10,10,10,8,100.00
NRS18_NV_10001,2018,2,NRS_NV-10280,XER,T,10,10,10,9.92,10,10,10,10,8,99.90
FW08NV015,2008,1,NRS_NV-10281,XER,S,10,10,0,9.98,7.586206897,,10,10,7,82.24
FW08NV019,2008,1,NRS_NV-10285,XER,S,10,10,10,10,10,,10,10,7,100.00
FW08NV019,2008,2,NRS_NV-10285,XER,S,9.675764577,10,10,10,9.615076183,,10,10,7,98.99
FW08NV020,2009,1,NRS_NV-10286,XER,S,4.082617229,6.506501736,10,5.22,10,,10,10,7,79.73
NVR9-0902,2014,1,NRS_NV-10286,XER,S,4.723893468,7.007960748,10,6.78,10,10,,10,7,83.59
NRS18_NV_10004,2019,1,NRS_NV-10286,XER,S,4.722442822,7.485986836,10,6.02,10,10,10,10,8,85.29
FW08NV022,2008,1,NRS_NV-10288,XER,R,10,10,1.17212828,3.1,8.853247795,,10,10,7,75.89
FW08NV026,2008,1,NRS_NV-10292,XER,R,10,10,0,0,0,,10,10,7,57.14
FW08NV028,2008,1,NRS_NV-10294,XER,R,10,10,8.153663751,10,7.249398557,,10,10,7,93.43
FW08NV029,2008,1,NRS_NV-10295,XER,R,10,10,10,10,10,,10,10,7,100.00
NVS9-0924,2014,1,NRS_NV-10295,XER,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_NV_10003,2018,1,NRS_NV-10295,XER,S,10,10,10,10,10,0,10,10,8,87.50
FW08NV031,2008,1,NRS_NV-10297,XER,S,0,0,9.578231293,0,8.123496391,,10,10,7,53.86
NVR9-0905,2013,1,NRS_NV-10297,XER,S,6.877921588,8.884179092,0,4.54,10,0,10,10,8,62.88
NRS18_NV_10005,2018,1,NRS_NV-10297,XER,S,10,10,10,7.62,7.321571772,10,10,10,8,93.68
FW08NV032,2008,1,NRS_NV-10298,XER,R,2.754369399,2.103169025,10,10,0,,10,10,7,64.08
FW08NV033,2008,1,NRS_NV-10299,XER,S,10,10,10,10,1.844426624,,10,10,7,88.35
FW08NV034,2008,1,NRS_NV-10300,XER,S,9.413741626,10,5.207113703,8.22,0,,10,10,7,75.49
FW08NV035,2008,1,NRS_NV-10301,XER,S,9.389261974,10,10,0,8.700882117,,10,9.2,7,81.84
FW08NV037,2008,1,NRS_NV-10303,XER,R,10,10,10,10,10,,10,10,7,100.00
NVS9-0926,2013,1,NRS_NV-10303,XER,R,10,10,10,10,10,10,10,10,8,100.00
NVS9-0926,2013,2,NRS_NV-10303,XER,R,10,10,10,10,10,0,10,10,8,87.50
FW08NV038,2008,1,NRS_NV-10304,XER,S,10,10,2.920310982,1.18,10,,10,10,7,77.29
FW08NV039,2008,1,NRS_NV-10305,XER,R,10,10,10,10,9.631114675,,10,10,7,99.47
FW08NV040,2008,1,NRS_NV-10306,XER,T,10,10,0,6.52,9.061748196,,10,10,7,79.40
NVR9-0910,2013,1,NRS_NV-10306,XER,T,10,10,0,6.68,10,10,10,10,8,83.35
NVR9-0910,2013,2,NRS_NV-10306,XER,T,10,10,0,8.8,10,10,10,10,8,86.00
NRS18_NV_10002,2018,1,NRS_NV-10306,XER,T,10,10,1.962973761,7.52,5.044105854,10,10,10,8,80.66
NRS18_NV_10002,2018,2,NRS_NV-10306,XER,T,10,10,0,4.26,9.334402566,10,10,10,8,79.49
FW08NV041,2008,1,NRS_NV-10307,XER,S,10,10,7.024897959,4.3,8.676824379,,10,10,7,85.72
FW08NV049,2008,1,NRS_NV-10315,XER,R,10,10,6.15627794,4.56,7.530072173,,10,10,7,83.21
FW08NV050,2008,1,NRS_NV-10316,XER,S,2.343655223,10,8.406579203,5.22,0,,10,10,7,65.67
FW08NV051,2008,1,NRS_NV-10317,XER,S,10,10,10,10,8.805132318,,10,10,7,98.29
FW08NV053,2008,1,NRS_NV-10319,XER,S,10,10,10,10,9.542902967,,10,10,7,99.35
FW08NV054,2008,1,NRS_NV-10320,XER,S,10,10,3.209669582,4.12,0,,10,10,7,67.61
FW08NV056,2008,1,NRS_NV-10322,XER,T,10,10,3.138114674,7.02,10,,10,10,7,85.94
FW08NV057,2008,1,NRS_NV-10323,XER,R,10,10,5.295306122,8.98,10,,10,10,7,91.82
FW08NV058,2008,1,NRS_NV-10324,XER,S,10,10,10,10,0,,10,10,7,85.71
FW08NV062,2008,1,NRS_NV-10328,XER,S,9.951387335,10,10,10,0,,10,10,7,85.64
NVR9-0917,2014,1,NRS_NV-10328,XER,S,10,10,0,6.64,0,10,10,10,8,70.80
NRS18_NV_10006,2018,1,NRS_NV-10328,XER,S,5.000150884,10,4.990962099,10,0,10,10,10,8,74.99
FW08NV063,2008,1,NRS_NV-10329,XER,S,9.842588878,10,10,10,8.58861267,,10,10,7,97.76
FW08NV065,2008,1,NRS_NV-10331,XER,R,10,10,10,10,10,,10,10,7,100.00
FW08NV066,2008,1,NRS_NV-10332,XER,S,8.211518676,10,10,10,0,,10,10,7,83.16
FW08NV069,2008,1,NRS_NV-10335,XER,S,10,10,10,10,10,,10,10,7,100.00
FW08NV069,2008,2,NRS_NV-10335,XER,S,10,10,10,10,5.0521251,,10,10,7,92.93
NVR9-0920,2013,1,NRS_NV-10335,XER,S,10,10,0,10,10,10,10,10,8,87.50
NVR9-0920,2013,2,NRS_NV-10335,XER,S,10,10,4.956268222,10,10,10,10,10,8,93.70
NVLS-1046,2013,1,NRS_NV-10339,XER,S,10,10,4.373177843,10,10,10,10,10,8,92.97
NRS18_NV_10007,2018,1,NRS_NV-10339,XER,S,10,10,10,10,10,10,10,10,8,100.00
NVLS-1048,2013,1,NRS_NV-10341,XER,R,6.545814298,10,0.874635569,10,10,10,10,10,8,84.28
NRS18_NV_10010,2019,1,NRS_NV-10341,XER,R,7.156445638,10,7.210981535,10,10,10,10,10,8,92.96
NRS18_NV_10010,2019,2,NRS_NV-10341,XER,S,6.956347142,10,8.147327502,10,10,10,10,10,8,93.88
NVLS-1067,2013,1,NRS_NV-10360,XER,R,10,10,10,10,10,10,10,10,8,100.00
NRS18_NV_10011,2019,1,NRS_NV-10360,XER,S,10,10,10,10,10,10,10,10,8,100.00
NVLS-1069,2014,1,NRS_NV-10362,XER,R,10,10,5.150631681,10,10,10,10,10,8,93.94
NVLS-1072,2014,1,NRS_NV-10365,XER,R,10,10,0,10,10,10,3.5,10,8,79.38
NVLS-1074,2014,1,NRS_NV-10367,XER,R,10,10,9.961127308,10,10,10,10,10,8,99.95
NVRM-1001,2013,1,NRS_NV-10390,XER,T,0,0,10,10,6.038492382,10,10,10,8,70.05
NRS18_NV_10008,2018,1,NRS_NV-10390,XER,T,0,0,10,10,5.717722534,10,10,10,8,69.65
NVRM-1006,2013,1,NRS_NV-10395,XER,S,9.302585869,10,9.523809524,10,10,10,10,10,8,98.53
NRS18_NV_10014,2018,1,NRS_NV-10395,XER,S,8.911455416,10,10,10,10,0,10,10,8,86.14
NVRM-1007,2013,1,NRS_NV-10396,XER,R,10,10,0,0,6.840417001,10,10,10,8,71.05
NVRO-1020,2013,1,NRS_NV-10398,XER,S,10,10,7.482993197,10,10,10,10,10,8,96.85
NRS18_NV_10012,2018,1,NRS_NV-10398,XER,S,10,10,10,10,10,10,,10,7,100.00
NRS18_NV_10012,2018,2,NRS_NV-10398,XER,S,10,10,10,10,10,10,10,10,8,100.00
NVRO-1024,2013,1,NRS_NV-10402,XER,S,9.937062205,10,10,9.72,10,10,10,9.8,8,99.32
NRS18_NV_10013,2018,1,NRS_NV-10402,XER,S,8.97537451,10,10,10,10,10,10,10,8,98.72
NVRO-1027,2013,1,NRS_NV-10405,XER,S,10,10,0,0,10,0,10,10,8,62.50
NVRO-1041,2014,1,NRS_NV-10419,XER,S,10,10,3.692905734,9.84,10,10,10,10,8,91.92
NVSS-1104,2013,1,NRS_NV-10427,XER,R,10,10,0,5.1,10,10,10,10,8,81.38
NRS18_NV_10009,2018,1,NRS_NV-10427,XER,S,10,10,1.063654033,8.72,4.474739374,10,10,10,8,80.32
NRS18_NV_10016,2018,1,NRS_NV-10465,WMT,T,10,10,10,10,10,0,10,10,8,87.50
NRS18_NV_10022,2019,1,NRS_NV-10471,XER,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_NV_10024,2018,1,NRS_NV-10473,XER,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_NV_10025,2019,1,NRS_NV-10474,WMT,T,5.737462162,10,10,10,9.556962025,10,10,10,8,94.12
NRS18_NV_10026,2018,1,NRS_NV-10475,XER,R,10,10,3.857628766,0,10,10,10,10,8,79.82
NRS18_NV_10188,2019,1,NRS_NV-10480,XER,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_NV_10192,2019,1,NRS_NV-10484,XER,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_NV_10195,2018,1,NRS_NV-10487,XER,S,10,10,10,1.82,10,10,10,10,8,89.78
NRS18_NV_10405,2019,1,NRS_NV-10558,WMT,T,0,10,5.905869565,10,0,10,10,10,8,69.88
NRS18_NV_10495,2019,1,NRS_NV-10569,XER,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_NV_10638,2018,1,NRS_NV-10573,XER,S,10,10,9.429931973,0,9.174017642,10,10,10,8,85.75
NRS18_NV_10936,2019,1,NRS_NV-10575,XER,S,10,10,0,7.84,0,10,10,10,8,72.30
FW08NY003,2008,1,NRS_NY-10008,NAP,T,0,8.046604824,0,0,5.581395349,0,1,10,8,30.79
FW08NY003,2009,1,NRS_NY-10008,NAP,T,0,8.471502783,0,0,0,0,6,10,8,30.59
FW08NY014,2008,1,NRS_NY-10009,NAP,R,10,10,10,7.777777778,0,10,10,10,8,84.72
FW08NY004,2008,1,NRS_NY-10012,NAP,S,0,3.604489796,0,0,0,10,0,10,8,29.51
