UID,SAMPLE_ID,DATE_COL,SITE_ID,VISIT_NO,dD (vsmow),d18O (vsmow),d-excess,LAT_DD83,LON_DD83
14957,556171,9/13/2009,FW08CT002,2,-42.84,-6.26,7.22,41.95089654,-72.30312457
14958,554031,8/14/2009,FW08CT002,1,-46.28,-6.75,7.69,41.95089654,-72.30312457
16151,556581,9/9/2009,FW08CT003,1,-41.33,-6.77,12.82,41.38091845,-72.78024571
16154,556541,9/2/2009,FW08CT004,1,-40.96,-6.65,12.24,41.39886615,-73.38664778
14959,549621,8/13/2009,FW08CT005,1,-50.52,-7.82,12.07,41.89122924,-72.66210156
14960,551861,9/30/2009,FW08CT005,2,-46.82,-7.49,13.07,41.89122924,-72.66210156
14959,543931,8/13/2009,FW08CT005,1,-50.71,-8.05,13.66,41.89122924,-72.66210156
14961,555211,8/25/2009,FW08CT006,1,-43.07,-6.35,7.72,41.78270426,-71.89588061
14961,555181,8/25/2009,FW08CT006,1,-43.28,-6.7,10.35,41.78270426,-71.89588061
14962,556841,10/7/2009,FW08CT007,1,-59.45,-8.83,11.23,41.5405881,-72.55125787
16153,556061,9/23/2009,FW08CT008,1,-39.63,-6.44,11.88,41.39176207,-73.15460102
11798,531831,8/13/2008,FW08CT009,1,-42.01,-6.68,11.42,41.63414725,-72.74883502
14963,556781,10/6/2009,FW08CT012,1,-61.24,-9.03,10.96,41.7102284,-72.6180268
14964,549641,8/12/2009,FW08CT015,1,-52.61,-8.42,14.72,41.64140453,-73.47779405
14966,544281,9/30/2009,FW08CT016,2,-46.41,-7.21,11.24,41.84447692,-72.6319959
14965,549631,8/13/2009,FW08CT016,1,-50.91,-8.21,14.78,41.84447692,-72.6319959
14966,556791,9/30/2009,FW08CT016,2,-46.18,-7.77,15.97,41.84447692,-72.6319959
14967,555191,8/18/2009,FW08CT017,1,-44.62,-7,11.37,41.62374349,-72.08866261
14968,555061,8/20/2009,FW08CT018,1,-52.13,-7.81,10.38,41.8709189,-72.96373261
11799,527641,8/14/2008,FW08CT020,1,-45.36,-6.68,8.09,41.57492863,-73.41535386
14969,556911,10/8/2009,FW08CT021,1,-62.66,-9.22,11.12,41.95209549,-72.60858197
14970,555301,8/27/2009,FW08CT022,1,-42.72,-6.44,8.83,41.67571643,-71.95359923
14971,556741,10/7/2009,FW08CT023,1,-58.32,-8.6,10.45,41.49498388,-72.51879064
14972,555081,9/14/2009,FW08CT024,1,-36.64,-5.76,9.41,41.41548146,-71.80128161
14973,556771,10/6/2009,FW08CT025,1,-62.48,-9.04,9.88,41.72616439,-72.6487583
16152,556561,9/16/2009,FW08CT027,1,-38.1,-6.18,11.3,41.3213297,-72.40672603
14976,555481,8/16/2009,FW08CT030,1,-51.51,-7.84,11.24,41.88046368,-73.49701751
14975,556181,9/12/2009,FW08CT030,2,-48.47,-7.59,12.29,41.88046368,-73.49701751
14975,556341,9/12/2009,FW08CT030,2,-48.76,-7.74,13.13,41.88046368,-73.49701751
14977,545761,9/23/2009,FW08CT032,1,-46.41,-7.13,10.61,41.86233137,-72.64701524
10829,522101,9/3/2008,FW08DE001,2,-31.85,-4.76,6.21,39.3588435,-75.67549416
10829,532741,9/3/2008,FW08DE001,2,-31.79,-4.87,7.16,39.3588435,-75.67549416
9920,521001,7/14/2008,FW08DE001,1,-37.71,-6.17,11.63,39.3588435,-75.67549416
10109,525171,8/20/2008,FW08DE002,1,-36.74,-6.06,11.75,38.54260151,-75.5231013
11314,529551,8/4/2008,FW08DE005,1,-36.73,-6.01,11.38,39.70012709,-75.63338589
11315,529711,10/7/2008,FW08DE005,2,-41.13,-6.68,12.34,39.70012709,-75.63338589
11315,527141,10/7/2008,FW08DE005,2,-40.94,-6.69,12.59,39.70012709,-75.63338589
9922,521191,7/8/2008,FW08DE008,1,-30.7,-5.75,15.27,38.82969236,-75.64627731
12995,541631,6/3/2009,FW08DE009,1,-40.57,-6.79,13.77,39.83429874,-75.57709346
11317,529481,9/15/2008,FW08DE010,2,-32.12,-5.12,8.86,38.61816614,-75.63092164
11317,529331,9/15/2008,FW08DE010,2,-32.22,-5.17,9.14,38.61816614,-75.63092164
11316,525111,8/5/2008,FW08DE010,1,-32.18,-5.17,9.15,38.61816614,-75.63092164
14246,547381,9/16/2009,FW08DE011,1,-26.84,-4.84,11.86,38.46110337,-75.24277473
13780,551151,7/6/2009,FW08DE012,1,-37.94,-6.15,11.26,39.20764402,-75.74852692
10842,521161,8/13/2008,FW08DE013,1,-44.34,-6.9,10.82,39.7302915,-75.59800358
11318,529591,8/6/2008,FW08DE014,1,-37.47,-6.23,12.35,38.66813956,-75.56030858
9923,522161,7/7/2008,FW08DE015,1,-31.52,-5.3,10.85,38.82241361,-75.43040311
9924,521181,7/29/2008,FW08DE021,1,-33.94,-5.77,12.18,39.70279006,-75.69404006
14247,542911,8/18/2009,FW08DE025,1,-36.22,-6.36,14.69,39.80613511,-75.46540517
14215,522181,9/28/2009,FW08DE025,2,-37.83,-6.67,15.52,39.80613511,-75.46540517
14215,542961,9/28/2009,FW08DE025,2,-37.21,-6.96,18.47,39.80613511,-75.46540517
13509,547351,7/21/2009,FW08DE028,1,-106.56,-13.73,3.31,39.20048459,-75.61541836
13913,543191,9/2/2009,FW08DE030,1,-37.91,-6.36,13,38.75883915,-75.45607356
13914,543181,7/13/2009,FW08DE034,1,-20.95,-2.63,0.07,38.61047406,-75.44938205
13915,543171,7/8/2009,FW08DE040,1,-37.43,-6.36,13.44,38.90192643,-75.647589
13917,543161,7/15/2009,FW08DE043,1,-36.05,-5.58,8.56,38.85995889,-75.53066787
13918,543711,8/11/2009,FW08DE044,1,-35.64,-6.14,13.48,39.08338042,-75.71538914
14248,529441,9/21/2009,FW08DE046,1,-37.41,-6.45,14.16,38.79629463,-75.45794504
13920,542941,8/4/2009,FW08DE049,1,-37.82,-6.53,14.39,39.3025935,-75.65458078
11319,521371,8/2/2008,FW08FL002,1,-17.37,-3.1,7.41,30.51884624,-87.29779287
15758,553601,8/6/2009,FW08FL005,2,-11.76,-2.03,4.49,30.35243432,-84.68591558
15753,542161,5/21/2009,FW08FL005,1,-15.93,-2.9,7.27,30.35243432,-84.68591558
15758,535571,6/2/2009,FW08FL005,2,-15.43,-3.19,10.13,30.35243432,-84.68591558
15758,545111,6/2/2009,FW08FL005,2,-15.33,-3.25,10.71,30.35243432,-84.68591558
15759,553611,8/6/2009,FW08FL006,2,-15.11,-2.87,7.88,29.98458621,-85.03298898
15759,545081,6/3/2009,FW08FL006,2,-18.02,-3.32,8.54,29.98458621,-85.03298898
15759,542131,6/3/2009,FW08FL006,2,-18.29,-3.36,8.6,29.98458621,-85.03298898
15754,545101,5/27/2009,FW08FL006,1,-18.57,-3.62,10.38,29.98458621,-85.03298898
15652,547311,7/18/2009,FW08FL007,1,3.03,0.45,-0.59,27.41501906,-81.1311661
15760,553781,8/6/2009,FW08FL009,2,-5.53,-1.23,4.33,30.49584188,-82.70647631
15760,550101,6/25/2009,FW08FL009,1,-7.76,-1.6,5.01,30.49584188,-82.70647631
15761,553771,8/5/2009,FW08FL010,2,-14.98,-2.71,6.68,29.70433208,-82.93797908
15761,542021,6/13/2009,FW08FL010,1,-15.24,-2.91,8.01,29.70433208,-82.93797908
11320,524281,8/9/2008,FW08FL013,1,-17.01,-3.52,11.16,30.84547115,-86.46667052
15762,547951,6/14/2009,FW08FL015,1,-3.15,-0.18,-1.72,28.88817228,-82.26073273
15762,553731,8/5/2009,FW08FL015,1,-6.86,-1.53,5.35,28.88817228,-82.26073273
11321,527241,8/3/2008,FW08FL016,1,-18.52,-3.31,7.94,30.670151,-87.26649954
11322,528871,8/10/2008,FW08FL017,1,-16.65,-3.23,9.15,30.72718338,-85.82574947
11323,523501,8/11/2008,FW08FL018,1,-13.64,-3.09,11.06,30.29491629,-85.29384067
11324,524261,7/14/2008,FW08FL021,1,-6.88,-1.57,5.71,30.18840677,-83.60818538
15653,545481,7/19/2009,FW08FL023,1,-10.23,-2.06,6.25,27.05895881,-81.38416097
12596,521431,8/7/2008,FW08FL025,1,-16.71,-3.03,7.51,30.93494339,-85.85018747
15763,535701,8/5/2009,FW08FL026,2,-13.98,-2.72,7.74,30.10487641,-83.11883811
15763,550251,6/27/2009,FW08FL026,1,-15.9,-3.24,10.05,30.10487641,-83.11883811
11325,527261,8/8/2008,FW08FL029,1,-16.71,-3.2,8.92,30.58551262,-85.89379808
15764,553741,8/4/2009,FW08FL031,2,-6.98,-1.81,7.47,28.41390279,-82.14010495
15764,546091,6/18/2009,FW08FL031,1,-15.79,-3.21,9.85,28.41390279,-82.14010495
14869,550621,8/8/2009,FW08FL032,1,-16.28,-3.05,8.16,30.92898959,-87.27581813
15654,547441,8/6/2009,FW08FL033,1,-16.68,-3.27,9.46,30.64102009,-85.69424838
15765,553751,8/5/2009,FW08FL048,2,-10.74,-2.21,6.95,29.94962646,-81.78093205
15765,535881,6/22/2009,FW08FL048,2,-16.36,-2.99,7.52,29.94962646,-81.78093205
15765,551321,6/22/2009,FW08FL048,2,-16.35,-3.03,7.86,29.94962646,-81.78093205
15755,545091,6/9/2009,FW08FL048,1,-23.68,-4.12,9.24,29.94962646,-81.78093205
15766,549491,8/5/2009,FW08FL064,2,-9.32,-2.4,9.86,30.1072406,-82.13395911
15766,553871,8/5/2009,FW08FL064,2,-9.54,-2.46,10.16,30.1072406,-82.13395911
15756,551311,6/17/2009,FW08FL064,1,-19.85,-3.83,10.82,30.1072406,-82.13395911
15766,553761,8/5/2009,FW08FL064,2,-9.32,-2.59,11.4,30.1072406,-82.13395911
15767,553711,8/4/2009,FW08FL075,2,-6.37,-1.9,8.81,29.77762355,-81.30897471
15767,535561,6/10/2009,FW08FL075,1,-19.43,-3.76,10.65,29.77762355,-81.30897471
15655,535581,8/7/2009,FW08FL081,1,-11.44,-1.82,3.1,30.75285334,-85.25415423
15656,545311,7/15/2009,FW08FL083,1,-10.57,-2.21,7.13,27.64267789,-81.79178886
15657,551461,7/10/2009,FW08FL091,1,-16.28,-3.41,11,29.57733307,-81.96536495
15658,549321,7/14/2009,FW08FL095,1,-16.28,-2.87,6.69,28.19151421,-82.17870767
15659,553451,8/8/2009,FW08FL096,1,-19.39,-3.62,9.58,30.94868863,-87.22977286
15660,545641,7/21/2009,FW08FL123,1,-13.89,-3,10.13,29.97632694,-82.24335724
15661,553891,8/8/2009,FW08FL124,1,-14.94,-3.02,9.19,30.96981875,-86.99358916
11326,521111,7/1/2008,FW08GA001,1,-29.34,-5.34,13.37,34.24605238,-84.68608632
15663,554571,8/24/2009,FW08GA002,1,-12.21,-2.12,4.76,33.149697,-83.54617121
15683,543521,11/16/2009,FW08GA002,2,-19.36,-3.63,9.66,33.149697,-83.54617121
15683,556291,11/16/2009,FW08GA002,2,-19.87,-3.93,11.59,33.149697,-83.54617121
11327,521381,7/6/2008,FW08GA003,1,-29.14,-5.52,15.06,34.52674768,-84.09111904
15757,542011,6/6/2009,FW08GA006,1,-14.03,-2.57,6.52,30.70226826,-83.0338573
15785,553791,8/6/2009,FW08GA006,2,-13.35,-2.5,6.64,30.70226826,-83.0338573
15785,535191,6/28/2009,FW08GA006,2,-15.28,-3.06,9.17,30.70226826,-83.0338573
15785,547771,6/28/2009,FW08GA006,2,-16.19,-3.26,9.87,30.70226826,-83.0338573
15664,545491,7/25/2009,FW08GA008,1,-21.72,-3.77,8.47,32.30966806,-84.05752055
15665,545631,8/2/2009,FW08GA008,2,-21.64,-3.87,9.31,32.30966806,-84.05752055
15665,553421,8/2/2009,FW08GA008,2,-21.68,-3.95,9.94,32.30966806,-84.05752055
15666,553411,7/31/2009,FW08GA009,1,-20.27,-3.41,6.99,33.05392378,-81.8250871
15667,547301,7/12/2009,FW08GA010,1,-15.45,-2.91,7.8,30.8159146,-83.01664709
15668,550641,7/26/2009,FW08GA012,1,-18.63,-2.92,4.75,32.14304267,-83.38111614
11328,522141,7/3/2008,FW08GA015,1,-15.06,-2.69,6.44,34.06954656,-84.53634847
11329,528361,7/9/2008,FW08GA018,1,-15.6,-2.31,2.85,32.0082543,-83.29546049
15786,553631,8/6/2009,FW08GA020,1,-17.84,-3.34,8.86,31.15898785,-85.07890756
15786,542171,5/16/2009,FW08GA020,1,-18.9,-3.55,9.5,31.15898785,-85.07890756
15787,542111,5/15/2009,FW08GA022,1,-15.13,-2.65,6.06,30.81779991,-84.12540388
15787,553641,8/7/2009,FW08GA022,1,-11.11,-2.42,8.26,30.81779991,-84.12540388
11330,528671,7/4/2008,FW08GA023,1,-11.93,-1.58,0.74,33.92673274,-85.05046408
15669,550551,8/2/2009,FW08GA024,1,-16.63,-2.75,5.4,32.69376238,-83.61136251
15670,545711,7/28/2009,FW08GA025,1,-18.04,-3.42,9.34,32.513841,-81.61018979
15671,545431,7/23/2009,FW08GA028,1,-19.46,-2.89,3.65,33.17345556,-83.82379567
15672,545621,7/30/2009,FW08GA029,1,-17.98,-3.21,7.72,32.15851548,-82.18413581
15673,550581,8/6/2009,FW08GA030,1,-18.08,-3.42,9.3,30.96199996,-84.55846956
15684,543531,10/9/2009,FW08GA041,1,-17.38,-2.88,5.66,32.80115996,-82.92292172
15685,552011,9/14/2009,FW08GA044,1,-22.07,-3.67,7.3,33.31357506,-84.1730665
15686,557101,11/9/2009,FW08GA054,1,-11.14,-2.11,5.76,31.67842619,-82.3662449
15773,554561,8/27/2009,FW08GA059,1,-25.56,-4.77,12.63,34.30314743,-84.47051375
15687,554581,10/29/2009,FW08GA064,1,-30.59,-5.24,11.36,34.48873888,-83.64763675
15688,556891,11/6/2009,FW08GA069,1,-26.73,-4.67,10.64,34.42897768,-82.90527557
15674,556051,10/2/2009,FW08GA071,1,-26.98,-5.23,14.88,34.36679167,-85.08705529
15675,553051,9/16/2009,FW08GA081,1,-18.09,-3.47,9.7,32.16081932,-81.55145517
15689,556951,11/5/2009,FW08GA091,1,-24.97,-4.4,10.19,33.91141432,-84.31220042
15676,552071,8/19/2009,FW08GA095,1,-17.32,-2.89,5.77,32.97839317,-84.87332035
15690,555721,11/19/2009,FW08GA095,2,-20.32,-3.74,9.58,32.97839317,-84.87332035
15690,543611,11/19/2009,FW08GA095,2,-21.04,-4.01,11.03,32.97839317,-84.87332035
15691,556941,10/22/2009,FW08GA113,1,-29.28,-5.41,13.97,34.70389783,-83.66114419
15692,556961,10/8/2009,FW08GA115,1,-28.4,-4.98,11.42,34.90856833,-85.08027536
15693,557121,11/12/2009,FW08GA123,1,-35.16,-5.88,11.9,34.19512984,-85.26966543
15694,542891,11/30/2009,FW08GA133,1,-29.32,-5.46,14.38,34.24632321,-82.93215082
15695,553571,11/20/2009,FW08GA155,1,-30.67,-5.14,10.42,34.49438626,-84.66871313
11228,530171,8/25/2008,FW08IA002,1,-52.65,-8.02,11.51,42.97978705,-91.67293625
11229,531741,10/7/2008,FW08IA002,2,-52.23,-8,11.75,42.97978705,-91.67293625
11229,533811,10/7/2008,FW08IA002,2,-52.26,-8.18,13.2,42.97978705,-91.67293625
13762,535841,5/28/2009,FW08IA003,1,-49.69,-7.42,9.67,42.06933973,-95.9195375
11230,523561,9/10/2008,FW08IA004,1,-41.41,-6.16,7.9,40.82880459,-95.20484547
11231,534111,10/6/2008,FW08IA004,2,-36.52,-5.57,8.04,40.82880459,-95.20484547
11231,533911,10/6/2008,FW08IA004,2,-36.54,-5.58,8.14,40.82880459,-95.20484547
11232,526961,10/14/2008,FW08IA005,1,-43.79,-6.48,8.07,42.9935657,-95.07848105
14315,542091,8/5/2009,FW08IA006,1,-46.59,-7.29,11.75,41.55118061,-91.54618551
11233,524721,8/20/2008,FW08IA008,1,-50.18,-7.49,9.74,42.7025234,-91.92311051
11234,522261,8/21/2008,FW08IA009,1,-45.95,-6.61,6.96,42.76793004,-92.3558993
14316,556371,9/21/2009,FW08IA010,1,-47.98,-7.17,9.39,42.31515607,-92.19434011
11235,523421,9/17/2008,FW08IA011,1,-49.93,-7.28,8.31,40.67346652,-95.31217703
11236,526761,10/16/2008,FW08IA013,1,-49.12,-7.57,11.43,43.13852294,-91.60842526
11237,524051,10/13/2008,FW08IA014,1,-46.09,-7.01,9.99,42.21851513,-92.74238821
13764,546621,6/1/2009,FW08IA015,1,-47.13,-6.65,6.05,42.41056828,-94.98608641
11238,530061,9/18/2008,FW08IA016,1,-47.46,-6.95,8.13,40.87133759,-94.91030404
11239,533381,9/16/2008,FW08IA017,1,-53.82,-8.17,11.5,42.56080476,-90.94028977
14317,542031,8/31/2009,FW08IA019,1,-52.94,-6.99,3.01,42.79185309,-96.60156764
14318,554901,9/29/2009,FW08IA019,2,-57.34,-8.33,9.33,42.79185309,-96.60156764
14318,526751,9/29/2009,FW08IA019,2,-57.32,-8.45,10.3,42.79185309,-96.60156764
14319,541221,10/5/2009,FW08IA021,1,-45.9,-6.68,7.55,41.00445546,-91.66528083
14320,555291,9/9/2009,FW08IA022,1,-53.48,-7.23,4.35,42.20200038,-90.33230625
11240,530331,8/13/2008,FW08IA023,1,-43.53,-6.6,9.23,40.87373291,-95.597704
14321,541411,7/29/2009,FW08IA024,1,-44.85,-5.99,3.08,43.45106299,-94.86715931
11241,534121,10/9/2008,FW08IA027,1,-39.84,-6.07,8.74,41.37959378,-94.89794017
11242,522801,8/19/2008,FW08IA028,1,-41.15,-6.36,9.72,41.85046039,-94.0261349
14322,554621,9/15/2009,FW08IA029,1,-47.13,-7.26,10.93,42.24730754,-92.32474086
11244,524071,10/15/2008,FW08IA031,1,-56.87,-8.21,8.82,42.40438954,-95.87348016
14323,541831,8/25/2009,FW08IA034,1,-51.52,-6.8,2.92,43.10975481,-91.17645262
14325,554471,8/19/2009,FW08IA035,1,-51.08,-7,4.9,43.26844196,-96.21303224
11245,528781,8/18/2008,FW08IA036,1,-45.37,-6.52,6.8,43.35914965,-93.86842916
14326,541521,8/11/2009,FW08IA037,1,-49.6,-7.15,7.63,40.87469553,-91.04809262
14327,541551,10/13/2009,FW08IA038,1,-50.43,-7.87,12.49,42.13067914,-90.35649699
14328,554491,9/1/2009,FW08IA040,1,-47.89,-6.26,2.21,42.90281153,-95.193094
11246,527841,8/26/2008,FW08IA041,1,-49.52,-7.58,11.12,42.19419472,-91.39223307
11247,533921,10/1/2008,FW08IA042,1,-51.67,-7.84,11.07,42.80455827,-91.53054161
11248,530131,9/2/2008,FW08IA043,1,-44.44,-6.73,9.4,41.587557,-94.39743921
14329,541891,8/6/2009,FW08IA044,1,-134.65,-17.69,6.88,41.48554921,-92.90182008
14330,546711,7/21/2009,FW08IA046,1,-51.98,-7.97,11.79,43.04696768,-91.79068538
14331,556591,9/17/2009,FW08IA047,1,-48.03,-6.88,7,41.46759547,-95.90930533
14332,555231,9/30/2009,FW08IA047,2,-49.53,-7.2,8.09,41.46759547,-95.90930533
14332,533361,9/30/2009,FW08IA047,2,-49.76,-7.25,8.25,41.46759547,-95.90930533
11249,523451,9/4/2008,FW08IA048,1,-42.42,-6.28,7.83,41.21823045,-93.86450662
14333,541841,7/30/2009,FW08IA049,1,-45.2,-6.84,9.49,41.31754055,-92.5282867
11342,530011,9/22/2008,FW08IA052,1,-45.12,-6.41,6.19,42.913511,-94.05752706
14334,541531,10/6/2009,FW08IA053,1,-40.42,-5.77,5.75,40.73584503,-91.935953
11250,533331,9/15/2008,FW08IA054,1,-53.77,-8.34,12.92,42.61752156,-91.28994821
11251,533931,9/23/2008,FW08IA055,1,-41.6,-6.35,9.19,40.68790173,-93.96833011
14335,541541,10/14/2009,FW08IA057,1,-49.12,-7.65,12.05,42.00261719,-91.07903925
13768,546721,7/7/2009,FW08IA062,1,-55.24,-8.19,10.28,43.49761688,-92.19012325
13769,535861,5/18/2009,FW08IA063,1,-45.54,-7.15,11.65,41.37852953,-95.22440283
14336,546731,8/4/2009,FW08IA065,1,-45.64,-6.88,9.43,41.60742374,-91.67084764
13774,535831,6/30/2009,FW08IA083,1,-55.87,-8.24,10.06,42.44584416,-96.01966152
12820,528271,7/15/2008,FW08ID003,1,-112.48,-15.29,9.85,46.86031503,-116.0390442
12829,522751,8/12/2008,FW08ID003,2,-112.63,-15.33,10.05,46.86031503,-116.0390442
12829,522741,8/12/2008,FW08ID003,2,-112.9,-15.4,10.3,46.86031503,-116.0390442
12831,524751,8/14/2008,FW08ID004,2,-116.29,-15.28,5.93,45.07920575,-116.0947575
12831,525411,8/14/2008,FW08ID004,2,-116.17,-15.33,6.5,45.07920575,-116.0947575
12830,523401,7/17/2008,FW08ID004,1,-119.83,-16.02,8.36,45.07920575,-116.0947575
12832,522461,7/30/2008,FW08ID005,1,-125.89,-16.52,6.27,42.90979506,-112.327078
12833,528731,7/21/2008,FW08ID006,1,-121.35,-16.09,7.34,42.00729662,-115.2197238
12834,524241,7/9/2008,FW08ID007,1,-142.27,-18.89,8.87,45.02324849,-114.4461665
12841,522981,7/23/2008,FW08ID008,1,-122.01,-15.92,5.38,42.0474638,-114.4203312
13630,549361,7/20/2009,FW08ID010,1,-124.4,-16.09,4.32,45.33148348,-115.9499493
13921,554281,8/26/2009,FW08ID013,2,-125.24,-16.15,3.96,42.5756575,-113.6292099
13921,554291,8/26/2009,FW08ID013,2,-125.65,-16.28,4.57,42.5756575,-113.6292099
13632,550071,7/9/2009,FW08ID013,1,-127.1,-16.5,4.94,42.5756575,-113.6292099
13922,549851,7/21/2009,FW08ID014,1,-121.01,-16.1,7.83,46.13488438,-115.9599482
13923,554091,8/25/2009,FW08ID016,2,-107.39,-12.57,-6.81,42.525315,-115.490775
13923,554051,8/25/2009,FW08ID016,2,-107.59,-12.6,-6.79,42.525315,-115.490775
13500,551271,7/6/2009,FW08ID016,1,-112.54,-14.77,5.64,42.525315,-115.490775
13924,545181,8/4/2009,FW08ID017,1,-135,-17.41,4.28,45.36948406,-114.2899056
13926,546071,8/12/2009,FW08ID019,1,-109.2,-13.93,2.25,47.69644765,-116.9152781
13928,550321,7/23/2009,FW08ID020,1,-117.86,-15.58,6.79,43.96347067,-116.1891543
14058,554921,8/26/2009,FW08ID021,1,-133.4,-17.29,4.94,44.83915164,-114.7851599
13929,545221,7/28/2009,FW08ID023,1,-116.58,-15.87,10.34,46.66522965,-115.5475071
12836,523001,7/23/2008,FW08ID024,1,-123.94,-16.58,8.72,42.17904009,-114.2219629
13930,545171,8/18/2009,FW08ID026,1,-132.5,-17.12,4.49,45.38527555,-115.5332862
13931,550211,7/22/2009,FW08ID029,1,-113.68,-14.3,0.68,44.39606896,-116.0460788
13814,550381,7/8/2009,FW08ID032,1,-127.44,-16.68,6.02,42.66148589,-114.6627054
13932,540631,8/5/2009,FW08ID033,1,-136.08,-17.71,5.6,45.13322891,-113.8008196
12842,525091,7/29/2008,FW08ID034,1,-124.93,-16.93,10.55,42.46121104,-111.9125695
12838,524271,7/1/2008,FW08ID036,1,-121.68,-16.45,9.93,43.60292561,-115.5733393
13933,548491,8/6/2009,FW08ID037,1,-46.59,-6.84,8.14,44.42427139,-114.2349762
13934,548471,7/30/2009,FW08ID042,1,-131.77,-17.35,7.06,45.41189396,-116.2471452
12839,531951,7/2/2008,FW08ID044,1,-125.5,-16.09,3.23,42.7527138,-116.0743669
13941,550401,7/21/2009,FW08ID045,1,-125.63,-15.98,2.21,45.16191161,-115.5763845
15770,550111,8/4/2009,FW08ID047,1,-110.9,-14.7,6.71,47.36405293,-116.6830779
13502,550301,7/7/2009,FW08ID048,1,-128.62,-17.14,8.48,42.7385011,-114.8442758
13943,542991,9/2/2009,FW08ID049,1,-135.51,-17.47,4.23,45.39650167,-114.1604451
12840,528661,7/8/2008,FW08ID053,1,-140.9,-18.82,9.65,44.84403732,-113.8166768
12843,522781,8/4/2008,FW08ID057,1,-134.25,-17.64,6.87,43.31272807,-114.1155635
12844,523051,8/5/2008,FW08ID061,1,-125.17,-16.91,10.09,44.20986481,-115.5467376
13936,540811,8/11/2009,FW08ID071,1,-64.56,-9.58,12.1,48.79570404,-116.7498671
13937,549091,7/29/2009,FW08ID078,1,-112.45,-14.74,5.46,45.84354422,-115.8445425
13202,551021,6/19/2009,FW08IL001,1,-31.39,-4.89,7.69,38.85319677,-89.39780396
13202,551061,6/19/2009,FW08IL001,1,-31.25,-4.92,8.07,38.85319677,-89.39780396
14889,553931,8/21/2009,FW08IL001,2,-19.57,-3.77,10.62,38.85319677,-89.39780396
13940,555651,8/24/2009,FW08IL002,2,-39.09,-5.65,6.15,39.67544736,-90.52533854
13203,551071,6/22/2009,FW08IL002,1,-40.86,-6.48,10.95,39.67544736,-90.52533854
13203,551081,6/22/2009,FW08IL002,1,-40.62,-6.45,10.99,39.67544736,-90.52533854
13204,550921,6/23/2009,FW08IL004,1,-42.9,-6.68,10.53,40.57855053,-89.9376182
13938,555621,8/23/2009,FW08IL005,1,-31.46,-4.53,4.81,40.37464363,-91.31890494
11106,524731,9/11/2008,FW08IL006,1,-26.58,-4.36,8.32,37.52548104,-89.18786253
14890,546131,8/25/2009,FW08IL007,1,-36.14,-5.62,8.8,39.73852257,-88.66761905
15118,555821,9/29/2009,FW08IL008,1,-45.42,-6.92,9.93,41.02389567,-87.66814635
14060,550011,8/10/2009,FW08IL009,2,-39.09,-5.9,8.1,39.20864658,-90.59291944
14060,543451,8/10/2009,FW08IL009,2,-39.13,-6.07,9.41,39.20864658,-90.59291944
14059,544191,6/23/2009,FW08IL009,1,-38.71,-6.09,10,39.20864658,-90.59291944
14891,555671,8/23/2009,FW08IL010,1,-26.47,-3.23,-0.65,39.41045944,-89.13140485
11108,532031,10/7/2008,FW08IL011,2,-46.83,-6.99,9.08,41.48585196,-89.84847663
11107,527291,9/24/2008,FW08IL011,1,-49.22,-7.51,10.82,41.48585196,-89.84847663
11107,526741,9/24/2008,FW08IL011,1,-49.35,-7.54,10.99,41.48585196,-89.84847663
14063,549691,8/12/2009,FW08IL012,1,-53.18,-6.98,2.7,37.0001081,-89.26342224
14064,549601,8/9/2009,FW08IL013,1,-50.51,-6.97,5.26,40.47668883,-91.36703585
11109,528861,10/8/2008,FW08IL017,1,-43.13,-6.55,9.25,40.78505884,-90.13890701
11117,527171,9/28/2008,FW08IL018,1,-49.12,-7.92,14.24,41.15196235,-87.91418346
14893,553951,8/24/2009,FW08IL020,1,-31.18,-3.75,-1.18,39.54832515,-89.43360292
14894,553921,8/22/2009,FW08IL021,1,-55.99,-4.61,-19.09,39.21621889,-89.02055721
11114,526771,9/27/2008,FW08IL022,1,-51.31,-7.62,9.64,41.90001688,-89.4821499
13205,551091,6/17/2009,FW08IL023,1,-29.34,-4.69,8.16,39.34781178,-88.05272107
11118,532471,9/12/2008,FW08IL024,1,-19.03,-2.59,1.72,37.85241965,-89.19182797
13206,551001,6/20/2009,FW08IL025,1,-41.73,-6.95,13.91,39.05375237,-90.65927761
11119,526781,9/25/2008,FW08IL027,1,-51.49,-7.42,7.84,42.21645225,-88.18890937
11120,526891,9/11/2008,FW08IL028,1,-20.36,-2.8,2.06,37.85027158,-89.33574472
11121,528261,10/10/2008,FW08IL029,1,-42.67,-6.51,9.45,40.06321766,-90.30726993
14895,544081,8/19/2009,FW08IL030,1,-27.39,-4.16,5.89,38.51673755,-89.35424253
11123,529541,9/23/2008,FW08IL031,1,-53.71,-7.98,10.1,41.51647365,-90.30615738
15119,556411,9/30/2009,FW08IL032,1,-39.25,-6.28,11.02,40.37259742,-89.40745644
14067,543991,6/25/2009,FW08IL035,1,-56.9,-7.94,6.65,42.31050964,-90.41706242
11124,527431,10/9/2008,FW08IL036,1,-40.87,-6.25,9.1,40.15377162,-89.67550511
11125,532161,10/6/2008,FW08IL038,1,-54.62,-8.29,11.7,42.49488395,-89.26560528
13207,551031,6/18/2009,FW08IL040,1,-32.2,-5.51,11.91,37.79673471,-88.37006294
