PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,YEAR,DATE_COL,AGGR_ECO9_2015,SAMPLE_TYPE,BENT_SAMPLE_TYPE,BENT_MMI_COND,OE_COND,SAMPLED_BENT,MMI_BENT,OE_SCORE,COMP_PT,DIVS_PT,FEED_PT,HABT_PT,RICH_PT,TOLR_PT,BURRPTAX,CHIRPTAX,CLNGNTAX,CLNGPTAX,DOM5PIND,EPHENTAX,EPHEPTAX,EPT_NTAX,EPT_PIND,EPT_PTAX,HPRIME,INTLNTAX,NOINPIND,NTOLNTAX,NTOLPTAX,SCRPNTAX,SHRDNTAX,STOLPTAX,TOLRPTAX
9/2/2015,14922,FW08PA031,1,2009,12-Sep-09,NAP,BENT,BERWW,Good,O/E>0.9,YES,56.05,1.269211043,7.06,6.27,2.22,4.12,8.1,5.86,,,,45.65,51.75,,,20,,43.48,,,,,69.57,5,,,
9/2/2015,14924,FW08PA034,1,2009,19-Sep-09,SAP,BENT,BERWW,Poor,O/E<0.8,YES,21.83,0.677557453,0,4.6,2.22,4.27,1.5,0.51,15.79,,,,,,5.26,8,,,2.69,,,,,5,,,26.32
9/2/2015,14925,FW08PA036,1,2009,13-Sep-09,NAP,BENT,BELGB,Poor,O/E<0.8,YES,25.8,0.687983477,2.4,4.27,4.44,1.99,2.38,0,,,,36.84,59.53,,,8,,21.05,,,,,42.11,7,,,
9/2/2015,14926,FW08PA044,1,2009,17-Sep-09,SAP,BENT,BERWW,Poor,O/E<0.5,YES,10.82,0.474197841,0,4.17,0,1.29,0,1.03,22.22,,,,,,0,3,,,2.63,,,,,2,,,25
9/2/2015,14927,FW08PA046,1,2009,28-Sep-09,NAP,BENT,BERWW,Fair,O/E<0.8,YES,54.32,0.784027476,6.16,7.05,4.44,4.12,7.14,3.68,,,,45.65,48.72,,,18,,39.13,,,,,60.87,7,,,
9/2/2015,14928,FW08PA047,1,2009,24-Sep-09,NAP,BENT,BERWW,Poor,O/E<0.5,YES,9.5,0.401372618,0.33,4.89,0,0,0.48,0,,,,13.89,57.14,,,4,,11.11,,,,,44.44,1,,,
9/2/2015,14929,FW08PA053,1,2009,26-Sep-09,NAP,BENT,BERWW,Poor,O/E<0.8,YES,35.38,0.779280415,4.95,5.43,1.11,0.57,5.24,3.93,,,,30.95,55.02,,,14,,33.33,,,,,61.9,4,,,
9/2/2015,14930,FW08PA061,1,2009,27-Sep-09,NAP,BENT,BERWW,Fair,O/E<0.9,YES,46.8,0.849091192,4.46,5.74,2.22,5.17,4.76,5.73,,,,50,53.81,,,13,,30.95,,,,,69.05,5,,,
9/2/2015,14931,FW08PA066,1,2009,25-Sep-09,SAP,BENT,BERWW,Fair,O/E<0.5,YES,32.27,0.4428566,4.14,4.68,5.56,3.48,1.5,0,17.5,,,,,,15,8,,,2.7,,,,,8,,,32.5
9/2/2015,14934,FW08KS010,1,2009,30-Jun-09,SPL,BENT,BELGB,Good,O/E>0.9,YES,68.58,0.993358343,8.06,6.87,10,5.93,6,4.29,17.65,,,,,,,10,53.33,,2.61,4,,,,8,,,
9/2/2015,14935,FW08KS007,2,2009,9-Sep-09,TPL,BENT,BELGB,Good,O/E>0.9,YES,66.78,1.238531824,5.69,7.9,2.5,4.71,10,9.27,,,11,,,12,,,46,,2.8,,,,,3,,6.45,
9/2/2015,14945,FW08MO009,1,2009,6-Aug-09,TPL,BENT,BELGB,Fair,O/E<0.9,YES,26.28,0.810263645,1.68,2.5,1.25,2.35,4,3.99,,,7,,,5,,,14.06,,1.85,,,,,2,,21.74,
9/2/2015,14946,FW08KS015,1,2009,5-Oct-09,TPL,BENT,BELGB,Good,O/E<0.9,YES,69.03,0.836078482,5.86,9.03,3.75,7.65,7,8.13,,,16,,,8,,,47.33,,3,,,,,4,,9.76,
9/2/2015,14947,FW08KS016,1,2009,19-Aug-09,SPL,BENT,BERWW,Good,O/E>0.9,YES,39.92,0.944842443,2.45,8.44,5.71,1.16,3.33,2.86,32.5,,,,,,,6,16.67,,2.94,3,,,,5,,,
9/2/2015,14948,FW08KS023,1,2009,10-Sep-09,TPL,BENT,BELGB,Poor,O/E<0.8,YES,18.02,0.617647806,1.64,2.5,2.5,1.18,2,0.99,,,5,,,3,,,13.74,,1.85,,,,,3,,30.43,
9/2/2015,14949,FW08KS024,1,2009,31-Aug-09,SPL,BENT,BERWW,Poor,O/E<0.8,YES,15.35,0.798280398,0.66,5.12,0,0,2,1.43,45,,,,,,,4,5,,2.24,2,,,,1,,,
9/2/2015,14950,FW08KS028,1,2009,1-Sep-09,TPL,BENT,BERWW,Good,O/E>0.9,YES,76.73,1.170884561,4.56,9.83,7.5,9.41,10,4.74,,,19,,,12,,,37,,3.14,,,,,7,,19.57,
9/2/2015,14951,FW08KS031,1,2009,24-Aug-09,TPL,BENT,BERWW,Fair,O/E>0.9,YES,28.67,1.074931755,2.39,6.93,3.75,2.35,1,0.78,,,7,,,2,,,19.72,,2.63,,,,,4,,31.03,
9/2/2015,14952,FW08KS047,1,2009,29-Sep-09,TPL,BENT,BELGB,Good,O/E>0.9,YES,42.45,1.351730877,1.22,9.6,6.25,3.53,4,0.87,,,9,,,5,,,10.36,,3.1,,,,,6,,30.77,
9/2/2015,14953,FW08KS048,2,2009,20-Aug-09,TPL,BENT,BERWW,Good,O/E<0.9,YES,54.28,0.899788907,6.78,6.31,6.25,5.29,4,3.94,,,12,,,5,,,54.67,,2.52,,,,,6,,21.88,
9/2/2015,14954,FW08KS059,1,2009,25-Aug-09,TPL,BENT,BELGB,Good,O/E>0.9,YES,72.27,1.4845295,4.48,10,6.25,7.06,9,6.57,,,15,,,10,,,36.31,,3.31,,,,,6,,14.29,
9/2/2015,14955,FW08KS060,1,2009,26-Aug-09,SPL,BENT,BERWW,Good,O/E>0.9,YES,48.63,0.917201635,2.14,8.25,5.71,0.61,5.33,7.14,34.21,,,,,,,9,14.67,,2.9,6,,,,5,,,
9/2/2015,14956,FW08KS063,1,2009,16-Sep-09,TPL,BENT,BERWW,Good,O/E>0.9,YES,62.7,1.0505272,4.25,9.26,7.5,6.47,5,5.14,,,14,,,6,,,34.55,,3.04,,,,,7,,18.42,
9/2/2015,14957,FW08CT002,2,2009,13-Sep-09,NAP,BENT,BERWW,Good,O/E>0.9,YES,82.85,1.140417254,8.17,7.03,10,7.82,8.1,8.59,,,,60.98,48.77,,,20,,48.78,,,,,80.49,12,,,
9/2/2015,14958,FW08CT002,1,2009,14-Aug-09,NAP,BENT,BERWW,Good,O/E>0.9,YES,65.27,0.900329411,6.64,7.55,5.56,7.82,6.67,4.92,,,,60.98,46.75,,,17,,41.46,,,,,65.85,8,,,
9/2/2015,14959,FW08CT005,1,2009,15-Aug-09,NAP,BENT,BELGB,Poor,O/E<0.8,YES,35.62,0.784015932,3.82,1.54,6.67,2.64,4.29,2.41,,,,39.53,70.21,,,12,,27.91,,,,,55.81,9,,,
9/2/2015,14960,FW08CT005,2,2009,30-Sep-09,NAP,BENT,BELGB,Fair,O/E<0.8,YES,45.33,0.54278026,4.47,1.94,10,3.09,2.86,4.84,,,,41.38,68.64,,,9,,31.03,,,,,65.52,12,,,
9/2/2015,14961,FW08CT006,1,2009,25-Aug-09,NAP,BENT,BELGB,Good,O/E>0.9,YES,78.43,1.142423408,6.26,10,10,6.31,8.57,5.92,,,,54.72,35.2,,,21,,39.62,,,,,69.81,16,,,
9/2/2015,14962,FW08CT007,1,2009,7-Oct-09,NAP,BENT,BELGB,Poor,O/E<0.5,YES,13.82,0.290313708,2.82,0,1.11,0.52,0,3.84,,,,30.77,78.38,,,3,,23.08,,,,,61.54,4,,,
9/2/2015,14963,FW08CT012,1,2009,6-Oct-09,NAP,BENT,BELGB,Poor,O/E<0.5,YES,10.53,0.152483361,0,0,0,0,0,6.32,,,,14.29,92,,,0,,0,,,,,71.43,1,,,
9/2/2015,14964,FW08CT015,1,2009,12-Aug-09,NAP,BENT,BELGB,Good,O/E>0.9,YES,65.57,0.949696972,8.14,2.96,5.56,6.8,7.14,8.74,,,,56.76,64.66,,,18,,48.65,,,,,81.08,8,,,
9/2/2015,14965,FW08CT016,1,2009,14-Aug-09,NAP,BENT,BELGB,Poor,O/E<0.5,YES,6.35,0.302417212,0,2.29,1.11,0,0,0.41,,,,21.74,67.26,,,0,,0,,,,,47.83,4,,,
9/2/2015,14966,FW08CT016,2,2009,30-Sep-09,NAP,BENT,BELGB,Poor,O/E<0.5,YES,12.57,0.423384097,0,0.83,4.44,0.1,0,2.17,,,,29.03,72.95,,,1,,3.23,,,,,54.84,7,,,
9/2/2015,14967,FW08CT017,1,2009,18-Aug-09,NAP,BENT,BELGB,Good,O/E>0.9,YES,71.83,0.944511878,6.93,5.57,8.89,8.96,5.71,7.04,,,,65.71,54.47,,,15,,42.86,,,,,74.29,11,,,
9/2/2015,14968,FW08CT018,1,2009,21-Aug-09,NAP,BENT,BELGB,Good,O/E>0.9,YES,77.05,1.139200074,8.18,4.73,10,8.26,8.57,6.49,,,,62.79,57.74,,,21,,48.84,,,,,72.09,13,,,
9/2/2015,14969,FW08CT021,1,2009,8-Oct-09,NAP,BENT,BELGB,Good,O/E>0.9,YES,70.52,0.989064173,6.14,5.42,10,8.41,6.19,6.15,,,,63.41,55.06,,,16,,39.02,,,,,70.73,12,,,
9/2/2015,14970,FW08CT022,1,2009,27-Aug-09,NAP,BENT,BELGB,Good,O/E<0.9,YES,57.55,0.876670814,4.66,6.99,8.89,4.4,5.71,3.88,,,,46.81,48.94,,,15,,31.91,,,,,61.7,11,,,
9/2/2015,14971,FW08CT023,1,2009,7-Oct-09,NAP,BENT,BELGB,Poor,O/E<0.5,YES,6.15,0.436421701,0,0,3.33,0,0,0.36,,,,28.57,85.71,,,0,,0,,,,,47.62,6,,,
9/2/2015,14972,FW08CT024,1,2009,14-Sep-09,NAP,BENT,BELGB,Fair,O/E<0.8,YES,52.3,0.735040035,3.9,3.89,8.89,5.17,4.76,4.77,,,,50,61.01,,,13,,28.26,,,,,65.22,11,,,
9/2/2015,14973,FW08CT025,1,2009,6-Oct-09,NAP,BENT,BELGB,Poor,O/E<0.5,YES,5.55,0.381315955,0,0.17,0,0,0,3.16,,,,23.53,75.53,,,0,,0,,,,,58.82,3,,,
9/2/2015,14975,FW08CT030,2,2009,12-Sep-09,NAP,BENT,BERWW,Good,O/E>0.9,YES,62.83,1.140311705,5.08,7.49,6.67,5.4,7.14,5.92,,,,50.94,46.99,,,18,,33.96,,,,,69.81,9,,,
9/2/2015,14976,FW08CT030,1,2009,16-Aug-09,NAP,BENT,BERWW,Good,O/E>0.9,YES,64.23,1.03171059,7.47,3.19,5.56,9.2,5.71,7.41,,,,66.67,63.75,,,15,,45.45,,,,,75.76,8,,,
9/2/2015,14977,FW08CT032,1,2009,23-Sep-09,NAP,BENT,BELGB,Poor,O/E<0.8,YES,32.03,0.663636463,0.79,6.3,6.67,1.68,1.43,2.35,,,,35.56,51.62,,,6,,13.33,,,,,55.56,9,,,
9/2/2015,15053,FW08WI001,1,2009,22-Jul-09,UMW,BENT,BERWW,Poor,O/E<0.8,YES,0.33,0.549128598,0.2,0,0,0,0,0,50,50,,,,,,0,,,1.24,,,,,,0,60,
9/2/2015,15054,FW08WI001,2,2009,1-Sep-09,UMW,BENT,BERWW,Poor,O/E<0.8,YES,7.35,0.686410748,4.41,0,0,0,0,0,37.04,33.33,,,,,,2,,,1.88,,,,,,2,40.74,
9/2/2015,15055,FW08WI002,1,2009,9-Sep-09,UMW,BENT,BERWW,Good,O/E<0.9,YES,47.5,0.800210238,2.08,6.58,5.71,5.52,5.56,3.05,14.89,42.55,,,,,,14,,,3.03,,,,,,7,21.28,
9/2/2015,15056,FW08WI003,1,2009,29-Jun-09,UMW,BENT,BERWW,Poor,O/E<0.5,YES,20.53,0.32151759,7,0,0,5.32,0,0,15.38,23.08,,,,,,1,,,1.24,,,,,,3,30.77,
9/2/2015,15057,FW08WI003,2,2009,15-Sep-09,UMW,BENT,BERWW,Poor,O/E<0.8,YES,13.28,0.64303518,6.52,0,0,1.45,0,0,25,25,,,,,,1,,,1.94,,,,,,3,35,
9/2/2015,15059,FW08WI004,1,2009,4-Aug-09,UMW,BENT,BERWW,Good,O/E<0.9,YES,39.55,0.804137292,6.52,3.16,4.29,3.46,2.78,3.52,20,25,,,,,,9,,,2.5,,,,,,6,20,
9/2/2015,15060,FW08WI005,1,2009,23-Jun-09,UMW,BENT,BERWW,Fair,O/E<0.5,YES,25.65,0.489052242,6.24,0,1.43,1.01,2.22,4.49,26.09,26.09,,,,,,8,,,1.96,,,,,,4,17.39,
9/2/2015,15061,FW08WI006,1,2009,1-Jul-09,UMW,BENT,BERWW,Fair,O/E>0.9,YES,34.08,1.31504953,0,8.19,0,3.64,3.33,5.29,19.57,52.17,,,,,,10,,,3.28,,,,,,3,15.22,
9/2/2015,15062,FW08WI007,1,2009,10-Jun-09,TPL,BENT,BERWW,Fair,O/E<0.5,YES,30.3,0.268438509,0.71,4.32,5,2.94,2,3.21,,,8,,,3,,,6.33,,2.17,,,,,5,,24,
9/2/2015,15063,FW08WI008,1,2009,22-Jun-09,UMW,BENT,BERWW,Poor,O/E<0.5,YES,22.12,0.158960256,8.24,0,0,4.2,0,0.83,18.18,18.18,,,,,,2,,,0.67,,,,,,1,27.27,
9/2/2015,15064,FW08WI009,1,2009,11-Aug-09,UMW,BENT,BERWW,Good,O/E>0.9,YES,55.08,1.202366293,3.6,7.61,2.86,4.55,7.78,6.65,17.31,36.54,,,,,,18,,,3.19,,,,,,5,11.54,
9/2/2015,15065,FW08WI010,1,2009,3-Aug-09,TPL,BENT,BERWW,Poor,O/E<0.5,YES,10.38,0.413328024,0.38,1.42,2.5,0.59,0,1.34,,,4,,,1,,,3.67,,1.66,,,,,3,,29.41,
9/2/2015,15066,FW08WI011,1,2009,27-Aug-09,TPL,BENT,BERWW,Fair,O/E>0.9,YES,29.77,1.116244419,0.5,6.7,2.5,5.29,0,2.87,,,12,,,1,,,4.67,,2.59,,,,,3,,25,
9/2/2015,15067,FW08WI012,1,2009,16-Jul-09,UMW,BENT,BERWW,Poor,O/E<0.8,YES,17.22,0.759049093,3.01,0,0,2.57,0,4.75,22.22,38.89,,,,,,3,,,1.08,,,,,,3,16.67,
9/2/2015,15068,FW08WI013,1,2009,14-Jul-09,UMW,BENT,BERWW,Good,O/E>0.9,YES,65.1,1.389535708,4.7,9.16,5.71,4.69,8.89,5.91,16.95,32.2,,,,,,20,,,3.43,,,,,,7,13.56,
9/2/2015,15069,FW08WI014,1,2009,17-Sep-09,UMW,BENT,BERWW,Fair,O/E<0.8,YES,26.88,0.72559084,5.46,0.97,1.43,6.48,1.67,0.12,12.5,29.17,,,,,,7,,,2.16,,,,,,4,29.17,
9/2/2015,15070,FW08WI016,1,2009,10-Aug-09,UMW,BENT,BERWW,Good,O/E>0.9,YES,41.22,1.004071854,0.2,3.29,7.14,4.47,3.33,6.3,17.5,50,,,,,,10,,,2.52,,,,,,8,12.5,
9/2/2015,15071,FW08WI017,1,2009,28-Jul-09,UMW,BENT,BERWW,Fair,O/E<0.8,YES,25.47,0.655000837,4.02,4.65,1.43,4.03,0.56,0.59,18.6,34.88,,,,,,5,,,2.73,,,,,,4,27.91,
9/2/2015,15072,FW08WI018,1,2009,21-Jul-09,UMW,BENT,BERWW,Good,O/E>0.9,YES,40.62,0.977500645,0,6.58,4.29,3.9,1.67,7.93,18.92,54.05,,,,,,7,,,3.03,,,,,,6,8.11,
9/2/2015,15073,FW08WI019,1,2009,23-Jul-09,UMW,BENT,BERWW,Fair,O/E>0.9,YES,27.63,1.022177985,4.41,0.32,2.86,3.13,1.11,4.75,20.83,33.33,,,,,,6,,,2.06,,,,,,5,16.67,
9/2/2015,15074,FW08WI020,1,2009,6-Jul-09,UMW,BENT,BERWW,Fair,O/E>0.9,YES,36.33,1.051128063,7.22,0.52,1.43,8.53,2.78,1.32,7.41,22.22,,,,,,9,,,2.09,,,,,,4,25.93,
9/2/2015,15077,FW08WI025,1,2009,25-Aug-09,UMW,BENT,BERWW,Good,O/E<0.5,YES,38.47,0.307360391,4.41,0,0,9.6,1.67,7.4,4.76,33.33,,,,,,7,,,1.72,,,,,,3,9.52,
9/2/2015,15078,FW08WI026,1,2009,3-Aug-09,UMW,BENT,BERWW,Poor,O/E<0.9,YES,12.75,0.830556096,2.54,0,1.43,2.57,1.11,0,22.22,40.74,,,,,,6,,,1.99,,,,,,4,37.04,
9/2/2015,15081,FW08WI038,1,2009,24-Aug-09,UMW,BENT,BERWW,Good,O/E>0.9,YES,37.48,0.951807593,4.41,0,1.43,9.28,0.56,6.81,5.56,33.33,,,,,,5,,,1.17,,,,,,4,11.11,
9/2/2015,15082,FW08WI039,1,2009,8-Sep-09,UMW,BENT,BERWW,Fair,O/E<0.8,YES,22.97,0.64931426,6.28,0.84,0,5.55,1.11,0,14.81,25.93,,,,,,6,,,2.14,,,,,,2,29.63,
9/2/2015,15084,FW08WI042,1,2009,20-Jul-09,UMW,BENT,BERWW,Good,O/E<0.9,YES,51.78,0.824491548,5.06,5.94,10,0,3.89,6.18,41.03,30.77,,,,,,11,,,2.93,,,,,,10,12.82,
9/2/2015,15086,FW08WI045,1,2009,10-Jun-09,UMW,BENT,BELGB,Fair,O/E<0.5,YES,33.88,0.489052537,5.25,4.39,4.29,0.78,3.33,2.29,26.67,30,,,,,,10,,,2.69,,,,,,6,23.33,
9/2/2015,15087,FW08WI047,1,2009,30-Jun-09,UMW,BENT,BERWW,Poor,O/E<0.8,YES,10.48,0.764899049,0,3.16,0,0,0,3.13,28.95,52.63,,,,,,4,,,2.5,,,,,,3,21.05,
9/2/2015,15089,FW08WI056,1,2009,22-Jul-09,UMW,BENT,BELGB,Fair,O/E<0.8,YES,26.92,0.556902431,6.09,0,2.86,6.15,0,1.05,13.33,26.67,,,,,,3,,,1.16,,,,,,5,26.67,
9/2/2015,15090,FW08WI060,1,2009,12-Aug-09,UMW,BENT,BERWW,Good,O/E>0.9,YES,77.35,1.319836051,5.06,10,8.57,4.7,10,8.08,16.92,30.77,,,,,,26,,,3.61,,,,,,9,7.69,
9/2/2015,15091,FW08WI062,1,2009,5-Aug-09,UMW,BENT,BERWW,Good,O/E<0.8,YES,52.48,0.712535407,5.88,6.77,1.43,6.48,5.56,5.37,12.5,27.5,,,,,,14,,,3.06,,,,,,4,15,
9/2/2015,15092,FW08WI069,1,2009,26-Aug-09,UMW,BENT,BERWW,Fair,O/E>0.9,YES,30.28,1.068030608,6.03,2.77,0,5.32,1.67,2.38,15.38,26.92,,,,,,7,,,2.44,,,,,,3,23.08,
9/2/2015,15093,FW08WI072,1,2009,27-Jul-09,TPL,BENT,BERWW,Poor,O/E<0.5,YES,0,0.117701145,0,0,0,0,0,0,,,0,,,0,,,0,,0.74,,,,,0,,33.33,
9/2/2015,15095,FW08WI075,1,2009,18-Aug-09,UMW,BENT,BERWW,Fair,O/E<0.8,YES,27.9,0.667773329,4.15,0,0,5.23,2.22,5.14,15.62,34.38,,,,,,8,,,1.67,,,,,,2,15.62,
9/2/2015,15096,FW08WI077,1,2009,20-Aug-09,UMW,BENT,BERWW,Fair,O/E<0.8,YES,35.5,0.66918707,5.61,0,4.29,5.76,0,5.64,14.29,28.57,,,,,,4,,,1.44,,,,,,6,14.29,
9/2/2015,15097,FW08WI078,1,2009,17-Aug-09,UMW,BENT,BERWW,Poor,O/E<0.9,YES,19.92,0.861990108,1.53,6.65,0,0.92,1.67,1.18,26.32,44.74,,,,,,7,,,3.04,,,,,,2,26.32,
9/2/2015,15099,FW08WI083,1,2009,3-Sep-09,UMW,BENT,BERWW,Good,O/E>0.9,YES,53.75,1.036746233,4.02,4.58,7.14,4.03,5,7.48,18.6,34.88,,,,,,13,,,2.72,,,,,,8,9.3,
9/2/2015,15100,FW08WI088,1,2009,16-Sep-09,UMW,BENT,BERWW,Good,O/E<0.8,YES,56.13,0.651685824,6.52,6.45,4.29,3.97,5,7.45,18.75,25,,,,,,13,,,3.01,,,,,,6,9.38,
9/2/2015,15102,FW08WI098,1,2009,2-Sep-09,UMW,BENT,BERWW,Good,O/E<0.8,YES,54.55,0.777817806,3.65,4.97,2.86,7.86,6.67,6.72,9.09,36.36,,,,,,16,,,2.78,,,,,,5,11.36,
9/2/2015,15103,FW08WI100,1,2009,14-Sep-09,UMW,BENT,BERWW,Good,O/E<0.5,YES,47.58,0.331134692,10,0,2.86,3.85,4.44,7.4,19.05,4.76,,,,,,12,,,1.09,,,,,,5,9.52,
9/2/2015,15105,FW08WI104,1,2009,18-Sep-09,UMW,BENT,BERWW,Poor,O/E<0.8,YES,22.32,0.777371874,2.01,2.77,4.29,2.31,1.67,0.34,22.86,42.86,,,,,,7,,,2.44,,,,,,6,28.57,
9/2/2015,15107,FW08RWI9029,1,2009,8-Jul-09,UMW,BENT,BERWW,Fair,O/E<0.8,YES,28.6,0.648044444,10,2,0,5.16,0,0,15.79,5.26,,,,,,2,,,2.32,,,,,,1,47.37,
9/2/2015,15108,FW08RWI9067,1,2009,9-Jul-09,UMW,BENT,BERWW,Good,O/E>0.9,YES,42.2,1.039561219,4.02,5.94,1.43,4.03,5,4.9,18.6,34.88,,,,,,13,,,2.93,,,,,,4,16.28,
9/2/2015,15109,FW08RWI9071,1,2009,10-Jul-09,UMW,BENT,BERWW,Poor,O/E<0.8,YES,18.48,0.769713003,4.17,2.9,0,3.46,0.56,0,20,34.29,,,,,,5,,,2.46,,,,,,3,34.29,
9/2/2015,15110,FW08RWI9074,1,2009,11-Jul-09,UMW,BENT,BERWW,Good,O/E>0.9,YES,43.77,1.48918731,1.85,5.16,2.86,8.01,3.89,4.49,8.7,43.48,,,,,,11,,,2.81,,,,,,5,17.39,
9/2/2015,15111,FW08RWI9100,1,2009,13-Jul-09,UMW,BENT,BERWW,Good,O/E>0.9,YES,47.4,1.053179008,7,3.81,1.43,6.36,5.56,4.28,12.82,23.08,,,,,,14,,,2.6,,,,,,4,17.95,
9/2/2015,15112,FW08RWI9302,1,2009,26-Aug-09,UMW,BENT,BELGB,Good,O/E>0.9,YES,41.48,1.210414154,5.25,1.48,4.29,8.5,2.78,2.59,7.5,30,,,,,,9,,,2.24,,,,,,6,22.5,
9/2/2015,15114,FW08RWI9303,1,2009,19-Aug-09,UMW,BENT,BELGB,Good,O/E>0.9,YES,63.67,1.447930294,7.49,8.9,2.86,6.1,8.33,4.52,13.46,21.15,,,,,,19,,,3.39,,,,,,5,17.31,
9/2/2015,15115,FW08RWI9304,1,2009,18-Aug-09,UMW,BENT,BELGB,Good,O/E<0.9,YES,43.38,0.883242602,6.79,5.29,2.86,5.39,4.44,1.26,15.22,23.91,,,,,,12,,,2.83,,,,,,5,26.09,
9/2/2015,15116,FW08RWI9306,1,2009,15-Aug-09,TPL,BENT,BELGB,Good,O/E>0.9,YES,43.53,0.903639071,2.47,6.36,8.75,4.71,0,3.83,,,11,,,1,,,20.33,,2.53,,,,,8,,22.22,
9/2/2015,15117,FW08RWI9307,1,2009,17-Aug-09,UMW,BENT,BELGB,Fair,O/E>0.9,YES,32.98,1.126425731,4.89,1.81,4.29,4.62,2.78,1.4,17.14,31.43,,,,,,9,,,2.29,,,,,,6,25.71,
9/2/2015,15118,FW08IL008,1,2009,29-Sep-09,TPL,BENT,BERWW,Poor,O/E<0.5,YES,4.45,0.394911972,0,2.67,0,0,0,0,,,1,,,0,,,0,,1.88,,,,,1,,47.37,
9/2/2015,15119,FW08IL032,1,2009,30-Sep-09,TPL,BENT,BERWW,Poor,O/E<0.8,YES,14.15,0.796520498,0.54,4.03,1.25,0.59,0,2.08,,,4,,,1,,,5,,2.12,,,,,2,,27.27,
9/2/2015,15120,FW08IL043,1,2009,1-Oct-09,TPL,BENT,BERWW,Poor,O/E<0.5,YES,13.63,0.480531795,0.13,3.12,3.75,1.18,0,0,,,5,,,1,,,1.67,,1.96,,,,,4,,34.78,
9/2/2015,15132,FW08WA004,1,2009,15-Sep-09,WMT,BENT,BERWW,Good,O/E>0.9,YES,68.73,1.247024589,8.7,3.94,8.57,7.08,8.24,4.71,,,,57.14,65.86,,,20,,57.14,,,,,,7,,,14.29
9/2/2015,15133,FW08NH002,1,2009,24-Jun-09,NAP,BENT,BERWW,Good,O/E>0.9,YES,68.88,0.986158826,7.92,4.23,6.67,6.89,8.1,7.52,,,,57.14,59.72,,,20,,47.62,,,,,76.19,9,,,
9/2/2015,15141,FW08RME92,1,2009,15-Jul-09,NAP,BENT,BELGB,Poor,O/E<0.8,YES,16.25,0.586309023,1.39,0.51,2.22,2.23,1.43,1.97,,,,37.84,74.23,,,6,,16.22,,,,,54.05,5,,,
9/2/2015,15142,FW08RRI91,1,2009,10-Jul-09,NAP,BENT,BELGB,Fair,O/E<0.5,YES,44.53,0.441274639,3.4,8.28,7.78,0.17,5.71,1.38,,,,29.31,43.89,,,15,,25.86,,,,,51.72,10,,,
9/2/2015,15143,FW08RME95,1,2009,23-Jul-09,NAP,BENT,BELGB,Poor,O/E<0.9,YES,25.38,0.889276362,1.72,4.83,3.33,0.07,2.38,2.9,,,,28.89,57.35,,,8,,17.78,,,,,57.78,6,,,
9/2/2015,15145,FW08RME93,1,2009,21-Jul-09,NAP,BENT,BELGB,Good,O/E>0.9,YES,68.78,1.456347787,5.45,7.45,10,2.41,10,5.96,,,,38.57,47.15,,,25,,35.71,,,,,70,13,,,
9/2/2015,15146,FW08RME91,1,2009,14-Jul-09,NAP,BENT,BELGB,Poor,O/E>0.9,YES,29.8,0.981074602,0.02,9.59,4.44,0,0.95,2.88,,,,25,38.81,,,5,,9.62,,,,,57.69,7,,,
9/2/2015,15147,FW08MI005,1,2009,9-Jul-09,UMW,BENT,BERWW,Poor,O/E>0.9,YES,13.47,1.345706806,0,2.06,0,4.62,0,1.4,17.14,51.43,,,,,,3,,,2.33,,,,,,2,25.71,
9/2/2015,15149,FW08UT004,1,2009,1-Jul-09,XER,BENT,BERWW,Good,O/E>0.9,YES,60.67,1.331637056,10,3.58,4.29,6.84,5.29,6.4,,,,50,75.28,,,10,,,,,1.33,,,3,,,15.38
9/2/2015,15150,FW08UT014,1,2009,10-Aug-09,XER,BENT,BELGB,Good,O/E<0.9,YES,70.12,0.81342893,10,7.79,4.29,5.12,5.88,8.99,,,,41.38,55.2,,,11,,,,,0,,,3,,,6.9
9/2/2015,15151,FW08UT015,1,2009,20-May-09,XER,BENT,BERWW,Poor,O/E>0.9,YES,35.77,1.065670319,7.45,2.88,2.86,4.7,1.18,2.39,,,,39.29,78.57,,,3,,,,,11.67,,,2,,,28.57
9/2/2015,15152,FW08UT016,1,2009,23-Jul-09,XER,BENT,BERWW,Poor,O/E<0.8,YES,17.1,0.625839227,0,2.86,2.86,1.84,1.76,0.94,,,,25,78.69,,,4,,,,,37.67,,,2,,,33.33
9/2/2015,15153,FW08UT020,1,2009,7-Oct-09,WMT,BENT,BERWW,Poor,O/E<0.8,YES,11.85,0.713777375,3.78,0,0,3.33,0,0,,,,41.18,93.13,,,6,,35.29,,,,,,1,,,35.29
9/2/2015,15154,FW08UT023,1,2009,14-May-09,XER,BENT,BELGB,Poor,O/E<0.8,YES,39.57,0.51184767,7.42,6.46,1.43,2.84,0.59,5,,,,30,61.54,,,2,,,,,11.76,,,1,,,20
9/2/2015,15161,FW08UT033,1,2009,29-May-09,XER,BENT,BERWW,Poor,O/E>0.9,YES,34.65,0.980243006,10,0.07,4.29,0.84,0.59,5,,,,20,91.95,,,2,,,,,0.67,,,3,,,20
9/2/2015,15162,FW08UT031,1,2009,27-Jul-09,XER,BENT,BERWW,Fair,O/E<0.9,YES,44,0.850101822,5.2,1.58,4.29,6.84,2.94,5.55,,,,50,84.78,,,6,,,,,19,,,3,,,18.18
