SITE_ID,YEAR,VISIT_NO,EPT_RICH,UNIQUE_ID,MMI_BENT
VTR9-0904,2014,1,17,NRS_VT-10105,61.72
VTR9-0904,2014,2,24,NRS_VT-10105,77.65
FW08VT014,2008,1,26,NRS_VT-10106,67.53
FW08VT015,2009,1,21,NRS_VT-10107,54.26
FW08VT016,2008,1,18,NRS_VT-10108,59.58
FW08VT017,2009,1,15,NRS_VT-10109,56.59
FW08VT018,2008,1,12,NRS_VT-10110,56.18
FW08VT019,2009,1,20,NRS_VT-10111,72.94
FW08VT020,2009,1,17,NRS_VT-10112,59.02
FW08VT021,2009,1,14,NRS_VT-10113,58.55
FW08VT021,2009,2,15,NRS_VT-10113,62.14
VTS9-0917,2013,1,18,NRS_VT-10113,50.65
VTS9-0917,2013,2,23,NRS_VT-10113,64.03
FW08VT022,2008,1,22,NRS_VT-10114,70.09
FW08VT024,2009,1,18,NRS_VT-10116,58.19
FW08VT025,2009,1,23,NRS_VT-10117,71.64
VTRS-1002,2013,1,21,NRS_VT-10119,73.33
NRS18_VT_10006,2018,1,17,NRS_VT-10119,57.53
NRS18_VT_10006,2018,2,16,NRS_VT-10119,61.38
VTRS-1003,2013,1,19,NRS_VT-10120,60.85
NRS18_VT_10023,2018,1,19,NRS_VT-10120,64.92
NRS18_VT_10023,2018,2,26,NRS_VT-10120,73.37
VTRS-1004,2013,1,20,NRS_VT-10121,69.80
VTRS-1005,2014,1,26,NRS_VT-10122,79.58
VTRS-1006,2014,1,6,NRS_VT-10123,20.80
VTRS-1007,2013,1,22,NRS_VT-10124,79.12
VTRS-1008,2013,1,23,NRS_VT-10125,78.33
VTRS-1009,2014,1,21,NRS_VT-10126,61.68
VTRS-1010,2013,1,17,NRS_VT-10127,66.42
VTRS-1011,2014,1,10,NRS_VT-10128,17.63
VTRS-1012,2013,1,19,NRS_VT-10129,57.35
VTRS-1013,2014,1,25,NRS_VT-10130,78.20
VTRS-1061,2014,1,18,NRS_VT-10131,68.28
VTRF-0001,2013,1,14,NRS_VT-10132,53.77
VTRF-0002,2013,1,24,NRS_VT-10133,69.05
VTRF-0003,2013,1,17,NRS_VT-10134,58.53
NRS18_VT_10008,2018,1,18,NRS_VT-10135,65.37
NRS18_VT_10009,2018,1,7,NRS_VT-10136,23.68
NRS18_VT_10011,2018,1,24,NRS_VT-10138,77.47
NRS18_VT_10012,2018,1,16,NRS_VT-10139,48.63
NRS18_VT_10013,2018,1,14,NRS_VT-10140,47.38
NRS18_VT_10014,2019,1,20,NRS_VT-10141,61.57
NRS18_VT_10015,2018,1,6,NRS_VT-10142,31.93
NRS18_VT_10016,2018,1,23,NRS_VT-10143,73.65
NRS18_VT_10017,2018,1,17,NRS_VT-10144,62.80
NRS18_VT_10018,2018,1,16,NRS_VT-10145,59.07
NRS18_VT_10034,2018,1,18,NRS_VT-10148,67.73
NRS18_VT_10184,2018,1,18,NRS_VT-10149,53.48
NRS18_VT_10335,2018,1,29,NRS_VT-10151,90.23
NRS18_VT_RF001,2019,1,17,NRS_VT-10152,64.47
NRS18_VT_RF002,2019,1,19,NRS_VT-10153,63.07
FW08WA001,2008,1,19,NRS_WA-10004,53.65
FW08WA001,2008,2,17,NRS_WA-10004,49.70
FW08WA005,2008,1,20,NRS_WA-10152,56.89
FW08WA006,2008,1,21,NRS_WA-10164,69.95
FW08WA004,2009,1,20,NRS_WA-10195,68.74
FW08WA007,2008,1,17,NRS_WA-10206,57.53
FW08WA007,2009,1,14,NRS_WA-10206,49.84
FW08WA009,2008,1,7,NRS_WA-10319,23.17
WAS9-0915,2013,1,10,NRS_WA-10319,34.93
WAS9-0915,2013,2,16,NRS_WA-10319,50.17
NRS18_WA_10001,2018,1,11,NRS_WA-10319,44.18
NRS18_WA_10001,2018,2,15,NRS_WA-10319,59.98
FW08WA010,2009,1,0,NRS_WA-10320,14.52
WAS9-0916,2014,1,1,NRS_WA-10320,9.47
WAS9-0916,2014,2,0,NRS_WA-10320,5.62
FW08WA015,2008,1,12,NRS_WA-10325,66.41
FW08WA015,2008,2,22,NRS_WA-10325,75.27
WAR9-0901,2013,1,16,NRS_WA-10325,71.42
WAR9-0901,2013,2,16,NRS_WA-10325,78.95
NRS18_WA_10002,2018,1,6,NRS_WA-10325,56.03
NRS18_WA_10002,2018,2,14,NRS_WA-10325,72.60
FW08WA016,2009,1,0,NRS_WA-10326,2.38
WAR9-0902,2014,1,3,NRS_WA-10326,24.83
NRS18_WA_10008,2018,1,1,NRS_WA-10326,2.38
FW08WA017,2009,1,5,NRS_WA-10327,12.46
FW08WA017,2009,2,8,NRS_WA-10327,15.64
WAR9-0903,2014,1,7,NRS_WA-10327,16.10
WAR9-0903,2014,2,7,NRS_WA-10327,24.68
FW08WA018,2009,1,23,NRS_WA-10328,85.54
WAS9-0917,2014,1,20,NRS_WA-10328,87.63
FW08WA020,2008,1,11,NRS_WA-10330,66.00
WAR9-0904,2014,1,12,NRS_WA-10330,69.88
FW08WA021,2009,1,13,NRS_WA-10331,38.64
WAS9-0918,2013,1,13,NRS_WA-10331,53.23
FW08WA022,2009,1,9,NRS_WA-10332,58.45
WAR9-0905,2014,1,24,NRS_WA-10332,66.58
NRS18_WA_10010,2018,1,19,NRS_WA-10332,60.90
FW08WA026,2009,1,2,NRS_WA-10336,17.05
WAS9-0919,2013,1,4,NRS_WA-10336,14.37
NRS18_WA_10005,2018,1,5,NRS_WA-10336,22.20
FW08WA028,2008,1,7,NRS_WA-10338,37.36
FW08WA029,2008,1,13,NRS_WA-10339,32.06
WAR9-0907,2014,1,15,NRS_WA-10339,38.47
NRS18_WA_10011,2018,1,18,NRS_WA-10339,65.65
FW08WA030,2009,1,0,NRS_WA-10340,1.17
WAS9-0920,2013,1,1,NRS_WA-10340,2.38
NRS18_WA_10006,2018,1,6,NRS_WA-10340,12.05
FW08WA031,2009,1,13,NRS_WA-10341,55.84
WAS9-0921,2013,1,16,NRS_WA-10341,49.65
NRS18_WA_10007,2018,1,15,NRS_WA-10341,57.30
FW08WA032,2008,1,8,NRS_WA-10342,41.57
WAR9-0908,2013,1,12,NRS_WA-10342,57.28
NRS18_WA_10012,2018,1,6,NRS_WA-10342,46.57
FW08WA033,2008,1,9,NRS_WA-10343,22.95
WAR9-0909,2014,1,11,NRS_WA-10343,31.05
NRS18_WA_10047,2018,1,11,NRS_WA-10343,16.62
FW08WA035,2008,1,19,NRS_WA-10345,74.91
WAR9-0910,2014,1,15,NRS_WA-10345,67.35
FW08WA036,2009,1,0,NRS_WA-10346,0.00
FW08WA037,2009,1,12,NRS_WA-10347,34.48
FW08WA040,2008,1,7,NRS_WA-10350,19.56
FW08WA041,2009,1,1,NRS_WA-10351,0.00
FW08WA044,2009,1,,NRS_WA-10354,
FW08WA046,2008,1,20,NRS_WA-10356,67.34
WAS9-0923,2013,1,20,NRS_WA-10356,69.57
NRS18_WA_10043,2018,1,22,NRS_WA-10356,75.07
FW08WA051,2009,1,27,NRS_WA-10358,78.27
WAS9-0924,2014,1,19,NRS_WA-10358,60.12
NRS18_WA_10044,2018,1,21,NRS_WA-10358,67.55
FW08WA058,2009,1,15,NRS_WA-10360,33.92
WAS9-0925,2013,1,9,NRS_WA-10360,26.95
FW08WA066,2009,1,16,NRS_WA-10362,50.57
FW08WA078,2009,1,17,NRS_WA-10365,49.44
WAS9-0927,2014,1,22,NRS_WA-10365,66.90
FW08WA084,2009,1,3,NRS_WA-10368,19.60
FW08WA109,2009,1,13,NRS_WA-10371,32.69
FW08WA120,2009,1,22,NRS_WA-10374,64.12
FW08WA122,2009,1,16,NRS_WA-10376,61.75
FW08WA123,,,,NRS_WA-10377,
FW08RWA9901,2009,1,9,NRS_WA-10378,37.55
FW08RWA9902,2009,1,14,NRS_WA-10379,47.51
FW08RWA9903,2009,1,6,NRS_WA-10380,20.23
WALS-1067,2014,1,20,NRS_WA-10381,66.30
NRS18_WA_10013,2018,1,23,NRS_WA-10381,73.37
NRS18_WA_10013,2018,2,17,NRS_WA-10381,67.63
WALS-1068,2014,1,13,NRS_WA-10382,52.37
NRS18_WA_10018,2018,1,18,NRS_WA-10382,57.52
WALS-1069,2013,1,21,NRS_WA-10383,72.80
WALS-1070,2013,1,6,NRS_WA-10384,52.65
WALS-1072,2013,1,14,NRS_WA-10386,44.02
WALS-1073,2014,1,26,NRS_WA-10387,75.52
WARM-1001,2013,1,20,NRS_WA-10388,67.05
NRS18_WA_10014,2018,1,20,NRS_WA-10388,64.82
NRS18_WA_10014,2018,2,19,NRS_WA-10388,58.10
WARM-1002,2014,1,1,NRS_WA-10389,8.73
NRS18_WA_10024,2018,1,2,NRS_WA-10389,12.03
WARM-1003,2014,1,11,NRS_WA-10390,43.58
NRS18_WA_10025,2018,1,12,NRS_WA-10390,54.43
WARM-1004,2014,1,2,NRS_WA-10391,19.88
NRS18_WA_10026,2018,1,0,NRS_WA-10391,10.28
WARM-1005,2014,1,3,NRS_WA-10392,21.72
WARM-1008,2014,1,1,NRS_WA-10395,3.38
WARO-1038,2014,1,6,NRS_WA-10397,47.65
NRS18_WA_10021,2018,1,10,NRS_WA-10397,54.22
WARO-1039,2014,1,4,NRS_WA-10398,1.73
NRS18_WA_10022,2018,1,4,NRS_WA-10398,19.37
WARO-1040,2013,1,12,NRS_WA-10399,41.78
NRS18_WA_10023,2018,1,15,NRS_WA-10399,42.25
WARO-1041,2013,1,10,NRS_WA-10400,39.65
WARO-1043,2014,1,10,NRS_WA-10402,31.52
WARO-1044,2013,1,6,NRS_WA-10403,52.42
WASS-1133,2013,1,15,NRS_WA-10404,56.73
WASS-1134,,,,NRS_WA-10405,
NRS18_WA_10016,2018,1,14,NRS_WA-10405,65.67
WASS-1136,2013,1,20,NRS_WA-10407,69.47
NRS18_WA_10017,2018,1,20,NRS_WA-10407,63.07
WASS-1139,2014,1,3,NRS_WA-10410,30.48
NRS18_WA_10049,2018,1,3,NRS_WA-10410,21.92
WASS-1140,2013,1,0,NRS_WA-10411,9.00
WASS-1145,2013,1,17,NRS_WA-10416,72.72
WASS-1146,2014,1,18,NRS_WA-10417,51.07
WARF-0001,2014,1,19,NRS_WA-10418,66.25
WARF-0002,2014,1,20,NRS_WA-10419,69.95
WARF-0101,2013,1,17,NRS_WA-10420,60.73
WARF-0102,2013,1,19,NRS_WA-10421,77.23
WARF-0103,2013,1,8,NRS_WA-10422,30.02
WARF-0104,2013,1,19,NRS_WA-10423,58.48
WARF-0105,2013,1,11,NRS_WA-10424,51.53
WARF-0106,2013,1,16,NRS_WA-10425,46.90
WARF-0107,2014,1,12,NRS_WA-10426,54.03
WARF-0108,2014,1,23,NRS_WA-10427,82.90
WARF-0109,2014,1,15,NRS_WA-10428,55.08
WARF-0110,2014,1,13,NRS_WA-10429,50.13
NRS18_WA_10029,2018,1,14,NRS_WA-10432,41.05
NRS18_WA_10032,2018,1,23,NRS_WA-10435,59.53
NRS18_WA_10034,2018,1,5,NRS_WA-10437,17.05
NRS18_WA_10035,2018,1,23,NRS_WA-10438,76.33
NRS18_WA_10037,2018,1,7,NRS_WA-10440,26.75
NRS18_WA_10038,2018,1,14,NRS_WA-10441,69.77
NRS18_WA_10039,2018,1,0,NRS_WA-10442,7.65
NRS18_WA_10040,2018,1,1,NRS_WA-10443,7.22
NRS18_WA_10060,2018,1,23,NRS_WA-10444,81.00
NRS18_WA_10065,2018,1,21,NRS_WA-10449,63.32
NRS18_WA_10211,2018,1,5,NRS_WA-10451,30.22
NRS18_WA_10212,2018,1,18,NRS_WA-10452,69.23
NRS18_WA_10360,2018,1,20,NRS_WA-10453,72.70
NRS18_WA_10519,2018,1,10,NRS_WA-10463,51.42
NRS18_WA_10522,2018,1,10,NRS_WA-10466,64.45
NRS18_WA_10811,2018,1,4,NRS_WA-10468,18.97
FW08WI017,2009,1,5,NRS_WI-10008,25.46
FW08WI012,2009,1,3,NRS_WI-10009,17.22
FW08WI005,2009,1,8,NRS_WI-10011,25.65
FW08WI014,2009,1,7,NRS_WI-10012,26.92
FW08WI018,2009,1,7,NRS_WI-10013,40.57
FW08WI016,2009,1,10,NRS_WI-10014,41.28
FW08WI009,2009,1,18,NRS_WI-10015,55.04
FW08WI007,2009,1,4,NRS_WI-10016,30.32
FW08WI006,2009,1,10,NRS_WI-10018,34.09
FW08WI019,2009,1,6,NRS_WI-10024,27.59
FW08WI011,2009,1,5,NRS_WI-10026,29.77
FW08WI003,2009,1,1,NRS_WI-10028,20.54
FW08WI003,2009,2,1,NRS_WI-10028,13.28
FW08WI004,2009,1,9,NRS_WI-10029,39.52
FW08WI008,2009,1,2,NRS_WI-10031,22.10
FW08WI013,2009,1,20,NRS_WI-10032,65.12
FW08WI002,2009,1,14,NRS_WI-10033,47.45
FW08WI020,2009,1,9,NRS_WI-10037,36.35
FW08WI010,2009,1,3,NRS_WI-10042,10.34
FW08WI001,2009,1,0,NRS_WI-10043,0.34
FW08WI001,2009,2,2,NRS_WI-10043,7.35
FW08WI021,2008,1,2,NRS_WI-10051,15.49
FW08WI021,2008,2,2,NRS_WI-10051,15.37
WIR9-0901,2014,1,2,NRS_WI-10051,8.65
WIR9-0901,2014,2,3,NRS_WI-10051,8.85
NRS18_WI_10002,2019,1,4,NRS_WI-10051,20.82
NRS18_WI_10002,2019,2,6,NRS_WI-10051,30.07
FW08WI022,2008,1,11,NRS_WI-10052,44.24
FW08WI022,2008,2,,NRS_WI-10052,
WIR9-0902,2014,1,11,NRS_WI-10052,49.83
WIR9-0902,2014,2,15,NRS_WI-10052,65.62
FW08WI025,2009,1,7,NRS_WI-10055,38.47
WIS9-0923,2013,1,3,NRS_WI-10055,25.02
NRS18_WI_10003,2018,1,9,NRS_WI-10055,36.68
FW08WI026,2009,1,6,NRS_WI-10056,12.75
WIS9-0924,2013,1,0,NRS_WI-10056,2.28
WIS9-0924,2013,2,0,NRS_WI-10056,5.00
NRS18_WI_10001,2018,1,0,NRS_WI-10056,5.88
NRS18_WI_10001,2018,2,1,NRS_WI-10056,0.35
FW08WI029,2008,1,7,NRS_WI-10059,38.26
WIR9-0903,2014,1,2,NRS_WI-10059,2.25
NRS18_WI_10009,2019,1,3,NRS_WI-10059,17.77
FW08WI030,2008,1,3,NRS_WI-10060,23.17
WIR9-0904,2014,1,4,NRS_WI-10060,33.07
NRS18_WI_10010,2019,1,12,NRS_WI-10060,52.70
FW08WI031,2008,1,5,NRS_WI-10061,45.38
FW08WI033,2008,1,6,NRS_WI-10063,39.76
WIR9-0906,2014,1,7,NRS_WI-10063,44.83
NRS18_WI_10011,2019,1,9,NRS_WI-10063,40.20
FW08WI034,2008,1,7,NRS_WI-10064,34.66
WIR9-0907,2014,1,11,NRS_WI-10064,42.40
FW08WI036,2008,1,7,NRS_WI-10066,30.31
FW08WI038,2009,1,5,NRS_WI-10068,37.48
WIS9-0925,2013,1,5,NRS_WI-10068,28.27
NRS18_WI_10004,2018,1,2,NRS_WI-10068,6.68
FW08WI039,2009,1,6,NRS_WI-10069,22.99
WIR9-0909,2014,1,15,NRS_WI-10069,53.50
NRS18_WI_10013,2019,1,5,NRS_WI-10069,18.15
FW08WI040,2008,1,18,NRS_WI-10070,57.99
FW08WI041,2008,1,2,NRS_WI-10071,44.19
WIR9-0911,2014,1,2,NRS_WI-10071,11.60
NRS18_WI_10014,2019,1,5,NRS_WI-10071,17.62
FW08WI042,2009,1,11,NRS_WI-10072,51.82
WIS9-0926,2013,1,12,NRS_WI-10072,44.22
NRS18_WI_10005,2018,1,8,NRS_WI-10072,27.28
FW08WI044,2008,1,2,NRS_WI-10074,24.51
WIR9-0912,2014,1,4,NRS_WI-10074,20.45
NRS18_WI_10071,2019,1,3,NRS_WI-10074,4.35
FW08WI045,2009,1,10,NRS_WI-10075,33.89
FW08WI046,2008,1,3,NRS_WI-10076,8.68
WIR9-0914,2014,1,5,NRS_WI-10076,20.97
FW08WI047,2009,1,4,NRS_WI-10077,10.47
WIS9-0927,2013,1,8,NRS_WI-10077,43.23
WIS9-0927,2013,2,8,NRS_WI-10077,33.90
FW08WI048,2008,1,5,NRS_WI-10078,28.89
WIR9-0915,2014,1,10,NRS_WI-10078,27.27
FW08WI049,2008,1,3,NRS_WI-10079,38.99
WIR9-0916,2014,1,7,NRS_WI-10079,47.03
FW08WI050,2008,1,11,NRS_WI-10080,48.77
WIR9-0917,2014,1,15,NRS_WI-10080,47.38
FW08WI051,2008,1,8,NRS_WI-10081,30.66
WIR9-0918,2014,1,8,NRS_WI-10081,46.38
FW08WI053,2008,1,6,NRS_WI-10083,41.17
WIR9-0919,2014,1,,NRS_WI-10083,
FW08WI054,2008,1,,NRS_WI-10084,
FW08WI055,2008,1,5,NRS_WI-10085,39.97
FW08WI056,2009,1,3,NRS_WI-10086,26.92
FW08WI060,2009,1,26,NRS_WI-10087,77.35
WIS9-0928,2013,1,21,NRS_WI-10087,70.48
NRS18_WI_10006,2018,1,19,NRS_WI-10087,61.55
FW08WI062,2009,1,14,NRS_WI-10088,52.47
WIS9-0929,2013,1,8,NRS_WI-10088,27.87
NRS18_WI_10007,2018,1,9,NRS_WI-10088,31.20
FW08WI069,2009,1,7,NRS_WI-10090,30.32
WIS9-0930,2013,1,3,NRS_WI-10090,27.93
NRS18_WI_10008,2018,1,5,NRS_WI-10090,20.23
FW08WI072,2009,1,0,NRS_WI-10091,0.00
WIS9-0931,2013,1,0,NRS_WI-10091,7.72
FW08WI075,2009,1,8,NRS_WI-10093,27.89
WIS9-0932,2013,1,12,NRS_WI-10093,39.08
NRS18_WI_10066,2018,1,20,NRS_WI-10093,64.90
FW08WI077,2009,1,4,NRS_WI-10094,35.50
WIS9-0933,2013,1,5,NRS_WI-10094,16.37
FW08WI078,2009,1,7,NRS_WI-10095,19.88
WIS9-0934,2013,1,5,NRS_WI-10095,23.90
FW08WI083,2009,1,13,NRS_WI-10098,53.75
WIS9-0935,2013,1,7,NRS_WI-10098,36.62
NRS18_WI_10069,2018,1,10,NRS_WI-10098,49.73
FW08WI088,2009,1,13,NRS_WI-10099,56.10
WIS9-0936,2013,1,11,NRS_WI-10099,41.98
FW08WI098,2009,1,16,NRS_WI-10101,54.52
FW08WI100,2009,1,12,NRS_WI-10102,47.58
FW08WI104,2009,1,7,NRS_WI-10104,22.37
FW08RWI9029,2009,1,2,NRS_WI-10105,28.56
FW08RWI9044,2009,1,1,NRS_WI-10106,10.75
FW08RWI9055,2009,1,7,NRS_WI-10107,51.57
FW08RWI9067,2009,1,13,NRS_WI-10108,42.15
FW08RWI9071,2009,1,5,NRS_WI-10109,18.49
FW08RWI9074,2009,1,11,NRS_WI-10110,43.74
FW08RWI9100,2009,1,14,NRS_WI-10111,47.39
FW08RWI9225,2008,1,8,NRS_WI-10112,44.52
FW08RWI9226,2008,1,3,NRS_WI-10113,17.22
FW08RWI9302,2009,1,9,NRS_WI-10114,41.46
FW08RWI9303,2009,1,19,NRS_WI-10115,63.63
FW08RWI9304,2009,1,12,NRS_WI-10116,43.40
FW08RWI9306,2009,1,6,NRS_WI-10117,43.50
FW08RWI9307,2009,1,9,NRS_WI-10118,32.97
WILS-1086,2014,1,2,NRS_WI-10120,24.67
NRS18_WI_10015,2019,1,8,NRS_WI-10120,32.28
NRS18_WI_10015,2019,2,7,NRS_WI-10120,30.62
WILS-1087,2013,1,3,NRS_WI-10121,22.00
NRS18_WI_10020,2018,1,8,NRS_WI-10121,24.38
WILS-1088,2013,1,12,NRS_WI-10122,71.92
NRS18_WI_10021,2018,1,11,NRS_WI-10122,60.40
WILS-1089,2013,1,6,NRS_WI-10123,37.53
NRS18_WI_10022,2018,1,7,NRS_WI-10123,41.28
WILS-1090,2013,1,16,NRS_WI-10124,52.85
WILS-1092,2013,1,15,NRS_WI-10126,53.97
WILS-1093,2013,1,18,NRS_WI-10127,61.13
NRS18_WI_10083,2018,1,20,NRS_WI-10127,70.37
WIRM-1001,2014,1,8,NRS_WI-10128,26.98
NRS18_WI_10016,2019,1,5,NRS_WI-10128,29.03
NRS18_WI_10016,2019,2,9,NRS_WI-10128,35.07
WIRM-1002,2014,1,13,NRS_WI-10129,38.43
NRS18_WI_10026,2019,1,17,NRS_WI-10129,71.98
WIRM-1003,2014,1,6,NRS_WI-10130,31.72
NRS18_WI_10027,2019,1,3,NRS_WI-10130,26.77
WIRM-1004,2014,1,2,NRS_WI-10131,19.22
NRS18_WI_10028,2019,1,3,NRS_WI-10131,21.13
WIRM-1005,2014,1,9,NRS_WI-10132,37.42
WIRM-1006,2014,1,5,NRS_WI-10133,25.38
WIRO-1040,2014,1,11,NRS_WI-10137,29.22
NRS18_WI_10023,2019,1,5,NRS_WI-10137,22.90
WIRO-1043,2014,1,5,NRS_WI-10140,22.47
NRS18_WI_10024,2019,1,3,NRS_WI-10140,18.30
WIRO-1046,2014,1,13,NRS_WI-10143,46.48
NRS18_WI_10025,2019,1,20,NRS_WI-10143,71.72
WIRO-1048,2014,1,2,NRS_WI-10145,4.50
WIRO-1051,2014,1,9,NRS_WI-10148,26.07
WIRO-1054,2014,1,4,NRS_WI-10151,29.27
WIRO-1055,2014,1,12,NRS_WI-10152,41.97
WIRO-1058,2014,1,20,NRS_WI-10155,65.40
WISS-1162,2013,1,5,NRS_WI-10156,28.92
NRS18_WI_10017,2018,1,7,NRS_WI-10156,34.48
WISS-1163,2014,1,3,NRS_WI-10157,18.13
NRS18_WI_10018,2019,1,13,NRS_WI-10157,42.83
WISS-1164,2013,1,2,NRS_WI-10158,19.25
NRS18_WI_10019,2018,1,6,NRS_WI-10158,18.18
WISS-1165,2013,1,0,NRS_WI-10159,20.70
WISS-1166,2013,1,0,NRS_WI-10160,27.47
WISS-1168,2013,1,12,NRS_WI-10162,55.97
NRS18_WI_10080,2018,1,8,NRS_WI-10162,32.93
WIRF-0001,2014,1,15,NRS_WI-10163,66.42
WIRF-0002,2013,1,19,NRS_WI-10164,67.42
WIRF-0003,2013,1,9,NRS_WI-10165,33.85
WIRF-0004,2014,1,15,NRS_WI-10166,58.77
WIRF-0006,2013,1,7,NRS_WI-10167,31.02
WIRF-0007,2014,1,18,NRS_WI-10168,67.55
WIRF-0008,2013,1,18,NRS_WI-10169,60.75
WIRF-0009,2014,1,5,NRS_WI-10170,25.90
WIRF-0010,2014,1,13,NRS_WI-10171,57.27
WIRF-0011,2013,1,3,NRS_WI-10172,29.40
WIRF-0012,2013,1,7,NRS_WI-10173,45.00
WIRF-0013,2013,1,12,NRS_WI-10174,69.37
WIRF-0014,2014,1,16,NRS_WI-10175,57.92
WIRF-0015,2014,1,14,NRS_WI-10176,60.57
NRS18_WI_10029,2018,1,4,NRS_WI-10177,18.83
NRS18_WI_10030,2018,1,3,NRS_WI-10178,17.87
NRS18_WI_10032,2018,1,8,NRS_WI-10180,46.48
NRS18_WI_10035,2018,1,19,NRS_WI-10183,63.60
NRS18_WI_10036,2018,1,3,NRS_WI-10184,24.45
NRS18_WI_10038,2018,1,4,NRS_WI-10186,40.25
NRS18_WI_10039,2018,1,0,NRS_WI-10187,15.62
NRS18_WI_10040,2018,1,6,NRS_WI-10188,41.87
NRS18_WI_10041,2018,1,14,NRS_WI-10189,71.18
NRS18_WI_10042,2019,1,6,NRS_WI-10190,27.90
NRS18_WI_10043,2018,1,11,NRS_WI-10191,44.05
NRS18_WI_10046,2018,1,25,NRS_WI-10194,80.97
NRS18_WI_10047,2018,1,11,NRS_WI-10195,40.90
NRS18_WI_10048,2019,1,12,NRS_WI-10196,45.67
NRS18_WI_10049,2018,1,15,NRS_WI-10197,57.23
NRS18_WI_10050,2018,1,23,NRS_WI-10198,68.07
NRS18_WI_10051,2018,1,9,NRS_WI-10199,38.07
NRS18_WI_10053,2018,1,5,NRS_WI-10201,15.43
NRS18_WI_10054,2019,1,6,NRS_WI-10202,23.32
NRS18_WI_10055,2019,1,9,NRS_WI-10203,23.98
NRS18_WI_10056,2019,1,5,NRS_WI-10204,26.90
NRS18_WI_10057,2019,1,14,NRS_WI-10205,41.23
NRS18_WI_10060,2019,1,15,NRS_WI-10208,56.05
NRS18_WI_10061,2019,1,3,NRS_WI-10209,13.87
NRS18_WI_10091,2018,1,2,NRS_WI-10211,21.53
NRS18_WI_10113,2018,1,4,NRS_WI-10212,18.30
NRS18_WI_10243,2018,1,9,NRS_WI-10215,38.07
NRS18_WI_10245,2018,1,4,NRS_WI-10217,24.07
NRS18_WI_10248,2019,1,4,NRS_WI-10220,23.85
NRS18_WI_10263,2018,1,9,NRS_WI-10221,38.63
NRS18_WI_10324,2018,1,21,NRS_WI-10222,68.25
NRS18_WI_10401,2018,1,15,NRS_WI-10223,79.65
NRS18_WI_10541,2018,1,30,NRS_WI-10224,83.00
NRS18_WI_10542,2018,1,14,NRS_WI-10225,61.37
NRS18_WI_10543,2018,1,13,NRS_WI-10226,45.92
NRS18_WI_10548,2019,1,12,NRS_WI-10231,42.65
NRS18_WI_10569,2018,1,14,NRS_WI-10232,54.78
NRS18_WI_10691,2019,1,2,NRS_WI-10233,21.73
NRS18_WI_10692,2019,1,8,NRS_WI-10234,29.40
NRS18_WI_10693,2019,1,4,NRS_WI-10235,25.70
NRS18_WI_10694,2019,1,5,NRS_WI-10236,34.72
NRS18_WI_10695,2019,1,10,NRS_WI-10237,42.53
NRS18_WI_10841,2019,1,18,NRS_WI-10238,59.17
NRS18_WI_10843,2019,1,14,NRS_WI-10240,66.58
NRS18_WI_10844,2019,1,6,NRS_WI-10241,34.95
NRS18_WI_10846,2019,1,16,NRS_WI-10243,64.63
NRS18_WI_10850,2019,1,12,NRS_WI-10247,27.43
NRS18_WI_10853,2019,1,21,NRS_WI-10250,69.20
NRS18_WI_10861,2019,1,19,NRS_WI-10258,67.90
NRS18_WI_10991,2019,1,7,NRS_WI-10259,45.88
NRS18_WI_10992,2019,1,2,NRS_WI-10260,4.40
NRS18_WI_11141,2019,1,10,NRS_WI-10261,42.08
NRS18_WI_11142,2019,1,6,NRS_WI-10262,28.77
NRS18_WI_RF001,2018,1,13,NRS_WI-10263,44.70
NRS18_WI_RF001,2019,2,12,NRS_WI-10263,44.95
NRS18_WI_RF002,2019,1,16,NRS_WI-10264,49.47
NRS18_WI_RF003,2019,1,7,NRS_WI-10265,30.88
FW08WV002,2009,1,12,NRS_WV-10008,42.67
FW08WV002,2009,2,12,NRS_WV-10008,47.38
FW08WV003,2009,1,19,NRS_WV-10013,61.44
FW08WV004,2009,1,14,NRS_WV-10015,45.20
FW08WV001,2009,1,9,NRS_WV-10016,15.61
FW08WV001,2009,2,15,NRS_WV-10016,32.14
FW08WV005,2008,1,11,NRS_WV-10017,34.04
WVR9-0901,2014,1,16,NRS_WV-10017,49.58
NRS18_WV_10005,2019,1,16,NRS_WV-10017,43.50
FW08WV006,2008,1,6,NRS_WV-10018,18.21
FW08WV007,2008,1,,NRS_WV-10019,
FW08WV007,2008,2,,NRS_WV-10019,
WVR9-0903,2014,1,5,NRS_WV-10019,11.28
WVR9-0903,2014,2,7,NRS_WV-10019,23.02
NRS18_WV_10002,2018,1,5,NRS_WV-10019,7.55
NRS18_WV_10002,2018,2,3,NRS_WV-10019,11.58
FW08WV008,2008,1,13,NRS_WV-10020,39.98
FW08WV008,2008,2,9,NRS_WV-10020,38.15
WVR9-0904,2014,1,18,NRS_WV-10020,53.68
WVR9-0904,2014,2,14,NRS_WV-10020,36.38
FW08WV009,2008,1,8,NRS_WV-10021,23.10
WVR9-0905,2014,1,9,NRS_WV-10021,28.62
NRS18_WV_10006,2019,1,7,NRS_WV-10021,25.05
FW08WV010,2008,1,,NRS_WV-10022,
FW08WV012,2009,1,17,NRS_WV-10024,57.93
FW08WV013,2008,1,6,NRS_WV-10025,14.26
FW08WV014,2008,1,1,NRS_WV-10026,0.00
FW08WV015,2009,1,27,NRS_WV-10027,83.75
