UID,DATE_COL,SITE_ID,VISIT_NO,OE_SCORE
1003091,9/13/2013,NYLS-1117,1,0.922238887
1003092,9/15/2013,NYR9-0904,1,0
1003093,9/15/2013,WARF-0101,1,0.930389398
1003094,9/12/2013,MORO-1045,1,1.36100444
1003096,9/16/2013,NYR9-0913,1,0.473210226
1003097,9/16/2013,VAR9-0911,2,1.005441383
1003098,9/16/2013,ORRF-0106,1,0.984437276
1003099,9/16/2013,MIS9-0938,1,1.04476684
1003100,9/16/2013,OKR9-0902,2,1.001401954
1003101,9/16/2013,ARR9-0902,1,0.756023633
1003102,9/16/2013,KSRS-1255,1,1.306231886
1003103,9/16/2013,WIS9-0936,1,0.87976526
1003104,9/16/2013,IDRO-1049,1,0.31997361
1003105,9/17/2013,NYR9-0902,2,0.964821561
1003106,9/17/2013,GASS-1079,1,0.840099183
1003107,9/17/2013,TXRF-0009,1,1.151678986
1003108,9/17/2013,VAR9-0906,2,1.217256429
1003109,9/17/2013,OKSS-1405,1,1.031969795
1003110,9/17/2013,MORO-1044,1,0.740605453
1003111,9/17/2013,ALR9-0901,2,0.495229541
1003112,9/16/2013,CAR9-0909,1,0.417766277
1003113,9/17/2013,KSRS-1324,1,1.132071249
1003114,9/17/2013,SDSS-1194,1,1.142462015
1003116,9/18/2013,RISS-1080,1,0.743974695
1003117,9/18/2013,NYRM-1001,1,0.369581647
1003118,9/18/2013,GASS-1081,1,0.811324535
1003119,9/18/2013,ORRF-0104,1,0.956738391
1003120,9/18/2013,VARS11-111,1,0.350361386
1003121,9/17/2013,WAS9-0915,2,0.837641822
1003122,9/18/2013,TXS9-0931,1,0.902476905
1003123,9/17/2013,ARRM-1002,1,0.324056645
1003124,9/18/2013,COR9-0905,1,0.599296072
1003125,9/18/2013,ALRF-0002,1,0.779523915
1003126,9/18/2013,ARR9-0903,1,0.361233681
1003127,9/18/2013,MOR9-0911,1,0.579016803
1003128,9/18/2013,WILS-1093,1,0.816323205
1003129,9/18/2013,MTRM-1007,1,1.118159427
1003130,9/18/2013,IDR9-0908,2,0.890283489
1003131,9/19/2013,NYR9-0901,2,1.012513838
1003132,9/18/2013,TXRF-0004,1,0.949222855
1003133,9/18/2013,WARO-1044,1,1.120288848
1003134,9/19/2013,ARR9-0901,2,0.454137491
1003135,9/19/2013,ORRF-0105,1,0.607041562
1003136,9/19/2013,TXRM-1006,1,0.659787816
1003137,9/20/2013,NYRO-1054,1,0.712656123
1003138,9/19/2013,WIS9-0932,1,1.058159794
1003139,9/18/2013,ORLS-1096,1,1.313289322
1003140,9/17/2013,ORRO-1058,1,0.400377075
1003141,9/19/2013,MOR9-0909,1,0.854360146
1003142,9/20/2013,ALS9-0920,1,0.996521332
1003143,9/18/2013,NCRF-0003,1,1.300233152
1003144,9/19/2013,ALSS-1066,1,0.883216174
1003145,9/19/2013,NCR9-0909,1,0.938972039
1003146,9/20/2013,NCR9-0908,1,0.886470034
1003147,9/20/2013,COLS-1065,1,0.834313672
1003148,9/20/2013,ORRF-0101,1,0.718124418
1003149,9/19/2013,CORM-1003,1,0.963520082
1003150,9/22/2013,ORRF-0102,1,1.247115359
1003151,9/22/2013,ALS9-0921,1,0.89149109
1003152,9/23/2013,RISS-1081,1,0.900097445
1003153,9/23/2013,NYSS-1242,1,1.157657634
1003154,9/22/2013,NYSS-1255,1,0.721373273
1003155,9/23/2013,WISS-1168,1,0.559790264
1003156,9/23/2013,KSRS-1330,1,1.392177811
1003157,9/22/2013,COS9-0931,1,0.962792997
1003158,9/23/2013,COSS-1109,1,0.870433379
1003159,9/23/2013,ARS9-0945,2,0.800457354
1003160,9/23/2013,MOLS-1085,1,1.07204446
1003161,9/24/2013,NYRM-1007,1,0.355179879
1003162,9/24/2013,MOR9-0910,1,0.813769416
1003163,9/24/2013,MTR9-0901,2,0.84767959
1003164,9/24/2013,CORM-1002,1,1.206992359
1003165,9/24/2013,ARSS-1091,1,0.540850553
1003166,9/24/2013,OHLS-1068,1,0.238108192
1003167,9/24/2013,ORR9-0908,1,1.124503385
1003168,9/23/2013,VAR9-0905,1,1.2364434
1003169,9/24/2013,KSS9-0934,1,1.14087941
1003170,9/25/2013,RISS-1082,1,0.900461645
1003171,9/25/2013,COR9-0908,2,1.01049042
1003172,9/24/2013,VARS11-139,1,1.122324502
1003173,9/24/2013,AZRM-1004,1,0.367184026
1003174,9/25/2013,NYS9-0929,1,0.483055391
1003175,9/25/2013,PAR9-0906,1,1.01121817
1003176,9/25/2013,WISS-1165,1,0.205689714
1003177,9/25/2013,MOS9-0932,2,0.933075749
1003178,9/25/2013,NHRF-0003,1,0.964109464
1003179,9/25/2013,CAR9-0903,2,1.063355327
1003180,9/26/2013,COLS-1068,1,0.942348591
1003181,9/25/2013,MTRO-1064,1,1.163905421
1003182,9/26/2013,NYLS-1115,1,0.368100885
1003183,9/25/2013,TXRF-0005,1,1.480021497
1003184,9/26/2013,ORR9-0904,1,0.949194171
1003185,9/26/2013,PARM-1007,1,0.739187687
1003194,9/26/2013,VARS11-129,1,1.259481074
1003195,9/26/2013,ARR9-0907,1,0.634053502
1003196,9/25/2013,ARRO-1023,1,0.692622865
1003197,9/25/2013,WARO-1041,1,0.730060086
1003198,9/27/2013,NCRF-0005,1,0.942479729
1003199,9/26/2013,WILS-1092,1,0.860114812
1003200,9/27/2013,NCR9-0907,2,0.762238732
1003201,9/27/2013,MASS-1073,1,0.511558961
1003212,9/30/2013,UTR9-0903,1,0.61184469
1003262,9/30/2013,ARR9-0902,2,0.324010128
1003263,10/1/2013,GASS-1082,1,0.939045073
1003264,10/2/2013,GASS-1077,1,0.5956446
1003265,9/30/2013,MARO-1020,1,0.449621524
1003266,10/1/2013,MARO-1021,1,0.2948367
1003267,9/29/2013,MAS9-0916,1,0.332412586
1003456,4/28/2014,AZR9-0913,1,0.305646634
1003457,4/28/2014,AZRM-1001,1,0.71425409
1003458,5/6/2014,AZLS-1054,1,0.617781359
1003459,5/7/2014,AZR9-0904,1,1.239928709
1003460,5/8/2014,AZRO-1031,1,1.429548204
1003461,5/12/2014,FLS9-0917,1,0.785092673
1003462,5/12/2014,FLS9-0921,1,1.051087227
1003463,5/12/2014,NMSS-1081,1,0.913821052
1003464,5/13/2014,TXSS-1209,1,1.09928737
1003465,5/13/2014,FLR9-0902,1,0.766171751
1003466,5/13/2014,AZSS-1111,1,0.861971366
1003467,5/13/2014,FLSS-1069,1,0.973272626
1003468,5/13/2014,NMR9-0906,1,0
1003471,5/14/2014,TXR9-0905,1,0.795582332
1003472,5/14/2014,FLR9-0901,1,1.005134785
1003473,5/14/2014,NMS9-0926,1,0.476633728
1003474,5/14/2014,FLSS-1068,1,0.756189627
1003475,5/14/2014,GARO-1038,1,1.12068704
1003476,5/14/2014,ALS9-0917,1,0.678333491
1003477,5/14/2014,NMRM-1002,1,1.056116199
1003478,5/15/2014,NMS9-0920,1,0.845163905
1003479,5/14/2014,AZLS-1048,1,0.836653893
1003480,5/14/2014,AZLS-1063,1,0.560615575
1003481,5/15/2014,AZSS-1121,1,0.983408177
1003482,5/15/2014,FLR9-0903,1,1.147976311
1003483,5/15/2014,TXR9-0923,1,0.509154182
1003484,5/15/2014,TXSS-1205,1,0.556999662
1003485,5/16/2014,MSS9-0913,1,0.344791749
1003486,5/16/2014,NMR9-0903,1,1.378474699
1003487,5/16/2014,NMLS-1045,1,0.445434623
1003488,5/16/2014,FLRF-0001,1,1.243440748
1003489,5/18/2014,FLLS-1049,1,0.710578353
1003490,5/16/2014,FLS9-0919,1,1.000899601
1003491,5/18/2014,FLS9-0922,1,1.32284512
1003492,5/18/2014,FLS9-0923,1,0.765288741
1003493,5/18/2014,MSLS-1038,1,7.77E-02
1003494,5/18/2014,NMSS-1085,1,0.828986601
1003495,5/16/2014,MSR9-0901,1,0.924162715
1003496,5/19/2014,TXRO-1079,1,0.900971763
1003497,5/19/2014,MSLS-1040,1,1.197390796
1003498,5/19/2014,NMR9-0901,1,0.826029339
1003499,5/19/2014,FLRO-1024,1,0.99796644
1003501,5/20/2014,TXRF-0001,1,0.850311765
1003502,5/19/2014,TXRF-0003,1,0.826738371
1003503,5/20/2014,FLS9-0918,1,1.073071978
1003504,5/19/2014,FLS9-0915,1,1.007915532
1003505,5/19/2014,KSRF-0005,1,0.677128803
1003506,5/18/2014,TXRF-0007,1,0.143348621
1003507,5/20/2014,ALR9-0905,1,1.298460548
1003509,5/20/2014,KSRS-1260,1,1.434449195
1003510,5/20/2014,MSS9-0916,1,0.985797824
1003511,5/20/2014,NMRF-0009,1,1.013888534
1003512,5/20/2014,NMRO-1028,1,0.796426716
1003513,5/20/2014,UTS9-0929,1,0.615283018
1003514,5/21/2014,NMS9-0925,1,1.326885478
1003515,5/21/2014,ALLS-1039,1,0.875924284
1003516,5/21/2014,MSS9-0915,1,0.622823566
1003517,5/21/2014,UTRM-1008,1,1.226103384
1003518,5/22/2014,TXRF-0002,1,1.169229584
1003519,5/21/2014,FLRO-1025,1,1.242557028
1003520,5/20/2014,CALS-1089,1,0.44264421
1003521,5/21/2014,GARO-1032,1,0.816712502
1003522,5/22/2014,MSLS-1039,1,1.120370702
1003523,5/22/2014,NMLS-1047,1,0.231339805
1003524,5/22/2014,NMRF-0001,1,1.193188299
1003525,5/22/2014,UTS9-0931,1,0.639514907
1003526,5/21/2014,NMRF-0002,1,1.237867914
1003527,5/23/2014,MSSS-1082,1,0.790212151
1003529,5/23/2014,TXRF-0008,1,0.934195401
1003530,5/23/2014,FLLS-1047,1,0.778406899
1003531,5/23/2014,NMRM-1001,1,1.014852274
1003532,5/26/2014,FLS9-0921,2,1.146640611
1003533,5/23/2014,ALLS-1042,1,1.129392238
1003534,5/22/2014,ALR9-0902,1,0.786935891
1003535,5/26/2014,NMR9-0904,1,1.003297383
1003536,5/26/2014,NVR9-0902,1,0.410545981
1003537,5/21/2014,FLSS-1076,1,0.841812223
1003538,5/27/2014,FLR9-0902,2,0.86194322
1003539,5/27/2014,CASS-1215,1,0.904136137
1003540,5/27/2014,NMRO-1030,1,0.742880532
1003542,5/28/2014,AZR9-0913,2,0.509411057
1003543,5/28/2014,NMLS-1044,1,1.150563693
1003544,5/28/2014,TXRM-1015,1,0.452739126
1003547,5/27/2014,GARF-0003,1,1.085557822
1003549,5/28/2014,GARM-1002,1,0.690763157
1003550,5/28/2014,CASS-1278,1,1.169213041
1003551,5/29/2014,CASS-1339,1,0.356072644
1003552,5/29/2014,FLRM-1001,1,0.862236025
1003553,5/29/2014,NMR9-0902,1,1.158417527
1003554,5/29/2014,NMRM-1005,1,1.033084009
1003555,5/29/2014,TXRO-1082,1,1.144328471
1003557,5/30/2014,NMS9-0926,2,0.635511637
1003558,5/30/2014,GARF-0001,1,1.387394148
1003559,6/1/2014,SCSS-1058,1,0.567749422
1003560,5/29/2014,GALS-1052,1,1.020721108
1003561,5/28/2014,GARF-0002,1,0.923624274
1003562,5/28/2014,FLR9-0901,2,0.703594349
1003564,6/2/2014,SCRF-0002,1,1.288140073
1003565,6/2/2014,UTR9-0906,1,0.389840394
1003566,6/2/2014,OKRM-1021,1,0.129827899
1003567,6/2/2014,MIR9-0907,1,1.230372453
1003568,9/10/2014,KYR9-0906,1,0.404816733
1003569,9/4/2014,OHRO-1034,1,1.283826612
1003570,6/3/2014,NDSS-1131,1,1.296345492
1003571,6/3/2014,IAS9-0919,1,0.881975945
1003572,6/3/2014,INS9-0925,1,0.684529663
1003573,6/3/2014,SCSS-1054,1,0.645101945
1003574,6/3/2014,UTR9-0907,1,0.909682809
1003575,6/3/2014,CASS-1226,1,0.948669432
1003576,6/3/2014,SDS9-0944,1,1.227220884
1003577,6/3/2014,WVRM-1001,1,0.964104126
1003578,6/2/2014,MORO-1049,1,1.012599425
1003579,6/4/2014,AZLS-1054,2,0.514817799
1003580,6/3/2014,OKSS-1444,1,1.287303535
1003581,6/4/2014,TXRM-1017,1,0.281112853
1003582,6/4/2014,MOR9-0905,1,0.820055468
1003583,6/4/2014,SCS9-0920,1,1.342089856
1003586,6/4/2014,SDR9-0919,1,1.010717102
1003587,6/5/2014,AZSS-1116,1,0.620107028
1003588,6/4/2014,LAS9-0945,1,1.009711894
1003589,6/3/2014,LAR9-0904,1,0.695295837
1003590,6/5/2014,CASS-1181,1,1.101990086
1003591,6/4/2014,CARO-1043,1,0.313531656
1003592,6/5/2014,MNRM-1004,1,0.883179126
1003593,6/5/2014,MORO-1048,1,1.036789313
1003594,6/5/2014,NDSS-1115,1,0.923173985
1003595,6/5/2014,WVS9-0924,1,1.210908282
1003596,6/8/2014,NDR9-0921,1,0.883491375
1003597,6/6/2014,SCR9-0901,1,1.198650941
1003598,6/5/2014,SCR9-0902,1,0.939869057
1003599,6/6/2014,TXRM-1001,1,0.370572576
1003600,6/8/2014,TXR9-0902,1,0.740053565
1003601,6/8/2014,MSR9-0902,1,0.684226178
1003602,6/8/2014,FLSS-1107,1,0.720226913
1003603,6/9/2014,CORO-1032,1,0.322562169
1003604,6/9/2014,PASS-1165,1,0.927289321
1003605,6/9/2014,CARO-1047,1,0.349354633
1003606,6/9/2014,NDR9-0918,1,0.576641194
1003607,6/7/2014,ORRF-0113,1,0.900659935
1003608,6/8/2014,ORRF-0115,1,1.060510712
1003609,6/9/2014,MOS9-0940,1,0.655763864
1003610,6/9/2014,MSRF-0002,1,1.041586296
1003611,6/9/2014,OKRF-0101,1,0.415242065
1003612,6/9/2014,VTR9-0902,1,1.145659271
1003613,6/9/2014,WVSS-1042,1,0.985511358
1003614,6/10/2014,IARO-1018,1,0.963414353
1003615,6/10/2014,CORO-1035,1,0.479188653
1003616,6/10/2014,NDSS-1112,1,1.108527172
1003617,6/10/2014,UTRF-0001,1,0.924654804
1003618,6/10/2014,PASS-1164,1,0.964557317
1003619,6/10/2014,SDR9-0913,1,0.192437398
1003620,6/10/2014,CARO-1040,1,0.450257045
1003621,6/10/2014,FLLS-1063,1,0.369858707
1003622,6/9/2014,NCRO-1015,1,1.205819217
1003623,6/8/2014,SCRO-1015,1,1.422845794
1003624,6/10/2014,KSRS-1314,1,0.83816475
1003625,6/10/2014,MOR9-0908,1,1.108316065
1003626,6/10/2014,VTRS-1011,1,0.668026365
1003627,6/11/2014,IASS-1091,1,1.172194212
1003628,6/10/2014,NHS9-0913,1,0.958951448
1003629,6/10/2014,SDSS-1195,1,0.671479334
1003630,6/10/2014,MTR9-0918,1,1.169072302
1003631,6/10/2014,WVRF-0004,1,0.761334578
1003632,6/11/2014,OKRF-0004,1,0.934821037
1003633,6/10/2014,CALS-1098,1,1.020799853
1003634,6/11/2014,PASS-1167,1,1.071747771
1003635,6/11/2014,FLS9-0929,1,1.067146756
1003636,6/11/2014,LARM-1003,1,0.381745321
1003637,6/11/2014,MNLS-1096,1,0.773352883
1003638,6/11/2014,NMS9-0924,1,0.855343181
1003639,6/11/2014,VTR9-0904,1,1.206981552
1003641,6/9/2014,NER9-0913,1,0.255030216
1003642,6/10/2014,NES9-0931,1,0.241533637
1003643,6/10/2014,WVR9-0904,1,0.586246121
1003644,6/11/2014,WVS9-0925,1,0.855936594
1003645,6/12/2014,IAS9-0927,1,1.244065202
1003646,6/11/2014,NER9-0908,1,1.020127614
1003647,6/11/2014,IASS-1092,1,0.511175672
1003648,6/12/2014,NMR9-0902,2,0.643565293
1003649,6/11/2014,CARM-1014,1,1.084888166
1003650,6/12/2014,NHS9-0911,1,0.229265833
1003651,6/12/2014,SDLS-1110,1,1.501157556
1003652,6/11/2014,UTSS-1100,1,1.0266176
1003653,6/12/2014,UTRF-0002,1,1.004621275
1003654,6/12/2014,ALLS-1041,1,0.687393939
1003655,6/12/2014,MNRM-1008,1,0.948996715
1003656,6/12/2014,PASS-1166,1,0.381843305
1003657,6/12/2014,IAS9-0922,1,0.825307841
1003658,6/12/2014,MOLS-1082,1,0.805206989
1003659,6/12/2014,NVS9-0924,1,1.028621918
1003664,6/13/2014,OKRF-0003,1,0.35717937
1003666,6/13/2014,NMRM-1007,1,1.236241582
1003667,6/13/2014,UTLS-1059,1,0.133317944
1003668,6/15/2014,NDRF-0001,1,0.693807769
1003669,6/13/2014,SCR9-0903,1,0.568966288
1003670,6/12/2014,SCRF-0001,1,0.97674547
1003671,6/10/2014,SCS9-0922,1,1.005555353
1003672,6/13/2014,SDRM-1005,1,0.243573846
1003673,6/14/2014,ALR9-0902,2,0.786935891
1003674,6/15/2014,ALS9-0917,2,0.602963103
1003675,6/12/2014,ORRF-0108,1,1.174972929
1003676,6/11/2014,ORRF-0110,1,0.825123842
1003677,6/14/2014,ORRF-0119,1,1.085099921
1003678,6/16/2014,WYR9-0902,1,0.138430129
1003679,6/16/2014,MDS9-0918,1,1.003890723
1003680,6/16/2014,RISS-1079,1,0.662069175
1003681,6/16/2014,NDLS-1067,1,0.603718621
1003682,6/16/2014,SDRF-0002,1,1.247313479
1003683,6/16/2014,OKLS-1204,1,1.016648899
1003684,6/16/2014,OKLS-1209,1,0.789803034
1003685,6/15/2014,SCRM-1001,1,0.677375247
1003686,6/16/2014,SCRO-1013,1,0.382336096
1003687,6/16/2014,UTSS-1110,1,0.519808582
1003688,6/17/2014,MDSS-1090,1,0.605740448
1003689,6/17/2014,IASS-1093,1,0.932783098
1003690,6/17/2014,COSS-1095,1,0.721657834
1003691,6/17/2014,AZLS-1048,2,0.976096209
1003692,6/17/2014,MTR9-0919,1,0.958703025
1003693,6/17/2014,TXR9-0911,1,0.216729444
1003694,6/17/2014,CAR9-0910,1,0.286553339
1003695,6/16/2014,MSSS-1081,1,0.586939343
1003696,6/17/2014,GAR9-0901,1,0.940097943
1003697,6/12/2014,LAR9-0902,1,0.954189084
1003698,6/17/2014,NDLS-1072,1,0.544938365
1003699,6/17/2014,ORRM-1003,1,1.074375169
1003700,6/17/2014,SDRF-0003,1,0.932851882
1003701,6/17/2014,CASS-1248,1,0.980948187
1003703,6/17/2014,LASS-1049,1,1.279226374
1003704,6/19/2014,MNR9-0916,1,1.164687605
1003705,6/17/2014,MNRF-0002,1,0.981560635
1003706,6/17/2014,SCLS-1031,1,0.445489257
1003707,6/17/2014,NDR9-0908,1,0.709600613
1003708,6/16/2014,VTRS-1009,1,0.985520044
1003709,6/17/2014,VTRS-1061,1,0.787382961
1003710,6/17/2014,WVSS-1043,1,0.752509258
1003711,6/17/2014,NHRF-0001,1,0.934145616
1003712,6/18/2014,MDSS-1081,1,1.065095821
1003713,6/18/2014,NDSS-1133,1,1.266164151
1003714,6/17/2014,SDSS-1201,1,0.836142551
1003715,6/17/2014,WVRF-0005,1,1.051024314
1003716,6/18/2014,COSS-1111,1,0.494378892
1003717,6/18/2014,NDRF-0002,1,0.431895639
1003718,6/18/2014,TXLS-1117,1,0.930266325
1003719,6/17/2014,WARM-1005,1,0.531737188
1003720,6/16/2014,WVSS-1045,1,0.926424193
1003721,6/18/2014,WVSS-1047,1,0.189785791
1003722,6/18/2014,AZLS-1072,1,1.08137036
1003723,6/18/2014,COSS-1114,1,1.242763017
1003724,6/18/2014,IAS9-0919,2,0.783978618
1003725,6/18/2014,NDR9-0909,1,0.968416245
1003726,6/18/2014,SCR9-0904,1,0.16690777
1003727,6/18/2014,VTRS-1005,1,0.99506967
1003728,6/18/2014,SDRF-0004,1,1.307790161
1003729,6/18/2014,WARM-1002,1,0.318768761
1003731,6/19/2014,WVS9-0926,1,0.337492769
1003732,6/18/2014,GAR9-0906,1,1.322185999
1003733,6/19/2014,SCS9-0921,1,0.488183964
1003734,6/19/2014,ILS9-0922,1,0.499622803
1003735,6/19/2014,CARO-1042,1,0.382043583
1003738,6/19/2014,NDRM-1002,1,0.664463734
1003739,6/18/2014,NVLS-1069,1,0.912865521
1003740,6/17/2014,NVR9-0917,1,0.646930105
1003741,6/19/2014,WYRO-1034,1,1.060745465
1003742,6/19/2014,CALS-1115,1,0.852184752
1003743,6/18/2014,CAS9-0923,1,1.094406991
1003744,6/19/2014,TXRO-1078,1,0.777448579
1003745,6/19/2014,ORRM-1006,1,0.953804602
1003746,6/18/2014,MSR9-0905,1,0.850667283
1003747,6/19/2014,IALS-1055,1,0.736321146
1003748,6/19/2014,LARM-1002,1,0.114519854
1003749,6/19/2014,NHRF-0002,1,0.757010572
1003750,6/20/2014,CORM-1004,1,1.151857984
1003751,6/20/2014,MSS9-0917,1,0.60616799
1003752,6/18/2014,CARM-1006,1,0.189620645
1003753,6/20/2014,MNRF-0005,1,1.463459531
1003754,6/22/2014,NDR9-0921,2,0.883491375
1003755,6/18/2014,ORRF-0107,1,1.189089204
1003756,6/23/2014,ALRO-1020,1,0.65266229
1003757,6/23/2014,CARO-1050,1,0.279532447
1003758,6/22/2014,FLRM-1002,1,1.011392813
1003759,6/23/2014,MTS9-0927,1,0.97266691
1003760,6/23/2014,MTSS-1289,1,1.037691033
1003761,6/23/2014,NDR9-0918,2,0.576641194
1003762,6/23/2014,OKSS-1431,1,0.546220518
1003763,6/16/2014,ORRF-0116,1,0.963998165
1003764,6/23/2014,PARO-1049,1,1.038056267
1003765,6/21/2014,ORRF-0118,1,0.98378784
1003766,6/24/2014,NDLS-1065,1,1.2576155
1003767,6/23/2014,NES9-0922,1,0.463761285
1003768,6/24/2014,GARO-1034,1,1.222937438
1003769,6/24/2014,MNRF-0004,1,0.961288548
1003771,6/24/2014,MOR9-0912,1,0.675245553
1003772,6/24/2014,MTS9-0948,1,0.940709889
1003773,6/24/2014,PARM-1003,1,1.114568657
1003774,6/24/2014,SDR9-0913,2,0.384874795
1003775,6/24/2014,SDS9-0944,2,1.124952477
1003776,6/24/2014,TXR9-0902,2,0.555040174
1003777,6/24/2014,VTRS-1006,1,0.417653114
1003778,6/24/2014,WARM-1004,1,0.481172454
1003779,6/24/2014,NHRM-1004,1,0.956440769
1003780,6/25/2014,MNRF-0001,1,1.022570588
1003781,6/25/2014,CARO-1051,1,0.473823405
1003782,6/25/2014,PAS9-0924,1,0.970438981
1003783,6/24/2014,ORRF-0109,1,0.918527856
1003784,6/24/2014,ILLS-1068,1,1.081715052
1003785,6/20/2014,ILS9-0919,1,1.339622139
1003786,6/19/2014,MSRF-0003,1,0.993027146
1003787,6/25/2014,MTR9-0907,1,0.706772595
1003788,6/25/2014,MTRO-1069,1,0.530411296
1003789,6/25/2014,ILRO-1022,1,0.826268626
1003790,6/25/2014,MORM-1007,1,0.337453749
1003791,6/25/2014,MTSS-1291,1,1.441323897
1003792,6/25/2014,IALS-1052,1,1.013480029
1003793,6/25/2014,SDSS-1196,1,0.991620386
1003794,6/25/2014,FLS9-0929,2,1.23132318
1003795,6/24/2014,MSR9-0903,1,0.55207331
1003796,6/25/2014,SDSS-1203,1,0.70654444
1003797,6/24/2014,CALS-1087,1,0.260556309
1003798,6/24/2014,CALS-1108,1,0.418227865
1003799,6/26/2014,MTRM-1005,1,0.554010281
1003800,6/26/2014,NDR9-0906,1,0.717209503
1003801,6/25/2014,WVS9-0924,2,1.255756737
1003802,6/26/2014,WVSS-1041,1,1.039648199
1003803,6/24/2014,WVLS-1019,1,1.146985945
1003804,6/26/2014,TXRM-1021,1,0.930076354
1003805,6/26/2014,MNRF-0009,1,0.991668904
1003806,6/26/2014,MNSS-1174,1,1.399090718
1003807,6/26/2014,NERO-1043,1,0.834886603
1003808,6/25/2014,NVRO-1041,1,1.028453094
1003809,6/25/2014,WARM-1008,1,0.36406318
1003811,6/25/2014,COR9-0907,1,0.776020143
1003812,6/24/2014,CORM-1007,1,0.78951822
1003814,6/27/2014,MNRF-0003,1,1.240728377
1003815,6/27/2014,TXR9-0924,1,0.997857879
1003816,6/26/2014,ALLS-1037,1,1.309404583
1003817,6/27/2014,ALR9-0903,1,1.179001392
1003818,6/29/2014,MNRF-0010,1,1.196751273
1003819,6/25/2014,ORR9-0907,1,0.718605202
1003820,6/30/2014,MNRF-0006,1,1.325529956
1003821,6/30/2014,OKRO-1092,1,0.880263838
1003822,6/30/2014,ORR9-0901,1,1.102662106
1003823,6/30/2014,IDRO-1052,1,0.946567736
1003824,6/30/2014,VTRS-1013,1,0.929829242
1003825,7/1/2014,MNRF-0007,1,1.008031503
1003826,7/1/2014,OKRF-0002,1,1.127267933
1003827,7/1/2014,IDS9-0924,1,0.651373294
1003828,6/26/2014,ILSS-1118,1,0.532927584
1003829,7/1/2014,LAS9-0947,1,0
1003830,7/1/2014,PAR9-0901,1,1.044658212
1003835,6/30/2014,NVLS-1072,1,1.263431385
1003836,7/1/2014,WAR9-0909,1,0.794899461
1003837,6/28/2014,WARF-0108,1,1.308111498
1003838,6/29/2014,WARF-0109,1,0.873538443
1003839,7/2/2014,DESS-1092,1,0.828942787
1003840,7/2/2014,INRM-1003,1,0.428100675
1003841,7/2/2014,NESS-1134,1,0.331088426
1003842,7/2/2014,WIRF-0001,1,1.031915865
1003843,7/2/2014,LAS9-0945,2,1.110683084
1003845,7/1/2014,WARF-0110,1,0.811384063
1003846,7/2/2014,WAS9-0916,1,0.268128416
1003847,7/6/2014,MSS9-0919,1,1.153698518
1003848,7/6/2014,NYRF-0006,1,0.667537646
1003849,7/2/2014,ORR9-0906,1,0.626030996
1003850,7/7/2014,MER9-0905,1,0.29961003
1003851,7/7/2014,IAS9-0921,1,1.124769536
1003852,7/7/2014,NYR9-0914,1,1.054042438
1003853,7/7/2014,TXSS-1229,1,0.148319203
1003854,7/7/2014,CORF-0003,1,1.127082953
1003855,7/7/2014,MIRM-1001,1,0.891592824
1003856,7/7/2014,MSS9-0917,2,1.039145126
1003857,7/7/2014,OKS9-0941,1,0.948343105
1003858,7/7/2014,WVLS-1020,1,0.680365096
1003860,7/8/2014,ILS9-0924,1,0.73759704
1003861,7/8/2014,WIRF-0010,1,1.210692185
1003862,7/8/2014,INRM-1005,1,1.369121927
1003863,7/8/2014,NYRF-0004,1,1.133876297
1003864,7/8/2014,NYRM-1006,1,1.14722082
1003865,7/8/2014,CALS-1102,1,0.588327319
1003866,7/8/2014,CORF-0005,1,0.612514465
1003868,7/8/2014,MNSS-1168,1,1.557124894
1003869,7/8/2014,MOLS-1086,1,0.766627238
1003870,7/8/2014,MSR9-0908,1,1.239675554
1003871,7/8/2014,NDLS-1068,1,0.908559764
1003872,7/8/2014,NESS-1128,1,0.879462041
1003873,7/8/2014,OKSS-1429,1,0.140915139
1003874,7/8/2014,ORRM-1010,1,0.35989504
1003875,7/8/2014,PAR9-0909,1,0.629141504
1003876,7/8/2014,LAR9-0905,1,0.861788785
1003877,7/8/2014,MTR9-0921,1,0.713813663
1003878,7/8/2014,MTS9-0930,1,1.124038244
1003879,7/8/2014,SDRO-1070,1,0.778815695
1003880,7/8/2014,IAS9-0932,1,1.379153974
1003881,7/8/2014,WARM-1003,1,1.066004103
1003883,7/8/2014,MIR9-0909,1,1.044326637
1003884,7/9/2014,NYRF-0003,1,0.796131801
1003885,7/9/2014,RIS9-0911,1,0.294370749
1003886,7/9/2014,NDLS-1070,1,0.814121816
1003887,7/9/2014,WIRF-0009,1,0.667663546
1003888,7/9/2014,CORF-0002,1,0.910610836
1003889,7/9/2014,ILSS-1117,1,0.222760633
1003890,7/9/2014,MNS9-0931,1,1.421745879
1003891,7/9/2014,MOSS-1166,1,0.449152973
1003892,7/9/2014,NER9-0911,1,1.187263929
1003893,7/9/2014,ORSS-1175,1,1.13066169
1003894,7/9/2014,TXR9-0906,1,0.352089801
1003895,7/9/2014,MER9-0901,1,0.352157635
1003896,7/9/2014,MTS9-0933,1,0.69524132
1003897,7/9/2014,OKSS-1430,1,0.63282643
1003898,7/9/2014,PAS9-0915,1,0.878883189
1003899,7/9/2014,SDRO-1074,1,0.393992338
1003901,7/9/2014,MTRM-1001,1,0.634119143
1003902,7/10/2014,NYRM-1002,1,0.934623866
1003903,7/9/2014,DELS-1038,1,1.024362318
