"SITE_ID","VISIT_NO","MMI_BENT","OE_SCORE_OLD"
"WARF-0108",1,82.9,1.308111498
"WARF-0109",1,55.08,0.873538443
"DESS-1092",1,32.27,0.828942787
"INRM-1003",1,4.73,0.428100675
"NESS-1134",1,3.03,0.331088426
"WIRF-0001",1,66.42,1.031915865
"LAS9-0945",2,32.7,1.110683084
"WARF-0110",1,50.13,0.811384063
"WAS9-0916",1,9.47,0.268128416
"MSS9-0919",1,63.33,1.153698518
"NYRF-0006",1,6.37,0.667537646
"ORR9-0906",1,27.88,0.626030996
"MER9-0905",1,24.03,0.29961003
"IAS9-0921",1,30.38,1.124769536
"NYR9-0914",1,50.03,1.054042438
"TXSS-1229",1,13.48,0.148319203
"CORF-0003",1,52.6,1.127082953
"MIRM-1001",1,36.92,0.891592824
"MSS9-0917",2,54.63,1.039145126
"OKS9-0941",1,28.68,0.948343105
"WVLS-1020",1,55.17,0.680365096
"NHRM-1002",1,NA,NA
"ILS9-0924",1,18.28,0.73759704
"WIRF-0010",1,57.27,1.210692185
"INRM-1005",1,55.68,1.369121927
"NYRF-0004",1,62.55,1.133876297
"NYRM-1006",1,69.45,1.14722082
"CALS-1102",1,47.45,0.588327319
"CORF-0005",1,54.25,0.612514465
"MNSS-1168",1,41.5,1.557124894
"MOLS-1086",1,27.92,0.766627238
"MSR9-0908",1,54.93,1.239675554
"NDLS-1068",1,48.8,0.908559764
"NESS-1128",1,48.9,0.879462041
"OKSS-1429",1,37.2,0.140915139
"ORRM-1010",1,0,0.35989504
"PAR9-0909",1,19.07,0.629141504
"LAR9-0905",1,27.38,0.861788785
"MTR9-0921",1,69.03,0.713813663
"MTS9-0930",1,73.18,1.124038244
"SDRO-1070",1,33.33,0.778815695
"IAS9-0932",1,33.32,1.379153974
"WARM-1003",1,43.58,1.066004103
"MIR9-0909",1,42,1.044326637
"NYRF-0003",1,31.92,0.796131801
"RIS9-0911",1,12.32,0.294370749
"NDLS-1070",1,67.55,0.814121816
"WIRF-0009",1,25.9,0.667663546
"CORF-0002",1,60.87,0.910610836
"ILSS-1117",1,1.97,0.222760633
"MNS9-0931",1,50.12,1.421745879
"MOSS-1166",1,25.33,0.449152973
"NER9-0911",1,34.32,1.187263929
"ORSS-1175",1,60.92,1.13066169
"TXR9-0906",1,40.62,0.352089801
"MER9-0901",1,17.33,0.352157635
"MTS9-0933",1,60.98,0.69524132
"OKSS-1430",1,34.77,0.63282643
"PAS9-0915",1,26.65,0.878883189
"SDRO-1074",1,11.2,0.393992338
"MTRM-1001",1,63.13,0.634119143
"NYRM-1002",1,57.75,0.934623866
"DELS-1038",1,36.9,1.024362318
"WAR9-0904",1,69.88,1.05788711
"NDLS-1073",1,18.17,0.990925672
"TXLS-1120",1,22.42,0.626775098
"CORF-0004",1,53.68,0.844013817
"CALS-1099",1,81.48,1.078947327
"ILS9-0926",1,34.33,1.07267858
"MNRO-1050",1,65.93,0.706212125
"MSR9-0903",2,32.8,0.55207331
"IDRF-0101",1,63.8,1.156456964
"IDR9-0902",1,55.43,1.221507063
"IDRM-1003",1,57.8,1.275417108
"MSR9-0906",1,72.58,1.247881899
"CASS-1271",1,36.48,1.036963571
"KSR9-0915",1,58.18,1.279980695
"WARF-0107",1,54.03,1.003889493
"IDRM-1005",1,58.43,1.05439467
"PAS9-0914",1,36.78,0.73485157
"SCR9-0902",2,59.38,0.845882151
"SCS9-0920",2,43.02,1.342089856
"SCR9-0901",2,26.75,1.198650941
"NYRF-0001",1,52.18,1.029522816
"UTS9-0928",1,47.7,1.109589728
"NER9-0912",1,57.47,0.613985508
"NERO-1042",1,16.4,0.723708517
"ILS9-0919",2,18.75,0.956872956
"NHRM-1005",1,NA,NA
"CORO-1034",1,59.33,1.067532599
"MSRF-0001",1,62.18,0.760780372
"MTLS-1139",1,33.87,0.600187232
"COR9-0904",1,33.58,0.390388811
"MELS-1049",1,84.32,1.193719732
"MELS-1053",1,72.95,0.948909517
"NYLS-1116",1,39.83,0.58499324
"SCRO-1014",1,49.03,0.881316575
"COLS-1061",1,55.12,1.154506406
"COS9-0930",1,5.02,0.71381859
"NYRF-0005",1,7.23,0.389629716
"NYRO-1060",1,12.27,0.485729287
"MOLS-1079",1,40.48,1.06105478
"MOR9-0904",1,46.07,1.015774949
"OKLS-1203",1,28.48,1.29728664
"ORS9-0940",1,85.98,1.063491043
"SCLS-1033",1,42.37,0.742273616
"ALR9-0906",1,42.43,0.904561332
"MERO-1027",1,34.17,1.196019854
"IDRF-0103",1,45.6,0.825170953
"IDRF-0104",1,51.82,1.026083478
"IDRF-0105",1,35.03,1.013621055
"MTR9-0902",1,17.73,0.246570861
"NYSS-1258",1,64.63,1.21352925
"IDRO-1040",1,59.22,0.830557539
"INR9-0901",1,40.08,0.505309775
"TXSS-1232",1,21.37,0.270853705
"NDLS-1079",1,50.13,1.100183045
"UTR9-0906",2,63.63,0.64973399
"ILRO-1024",1,38.9,0.515579595
"CALS-1106",1,66.87,1.136430796
"MERO-1026",1,78.67,1.33905017
"MTSS-1294",1,42.45,1.224957873
"NELS-1079",1,25.65,0.896576594
"WAR9-0905",1,66.58,1.142809069
"WVS9-0923",1,62.82,1.055658153
"NYSS-1239",1,7.2,0.10563687
"SDR9-0905",1,42.97,1.035841357
"SCRM-1002",1,25.45,0.399018096
"SCSS-1057",1,35.9,0.623186408
"INR9-0902",1,35.15,0.538651761
"NELS-1082",1,9.1,0.776028136
"GARM-1001",1,69.47,1.350528931
"MTR9-0911",1,28.58,0.507328267
"ORS9-0931",1,69.1,1.159426561
"ORS9-0936",1,85.97,1.398609023
"SDLS-1118",1,60.8,1.18071025
"TXSS-1224",1,50.28,1.497520128
"WYRM-1004",1,37.58,0.983392517
"ILRO-1019",1,18.83,1.357459905
"LARF-0001",1,65,1.072593647
"MES9-0910",1,64.75,1.02539253
"PAR9-0901",2,47.15,0.970039769
"MSS9-0914",1,55.27,0.966899106
"UTS9-0932",1,32.38,0.840094059
"NYRF-0002",1,69.05,0.864659694
"DES9-0905",1,43.22,0.845683736
"MTLS-1145",1,60.58,0.957473343
"GAR9-0911",1,36.22,0.534297157
"INRO-1026",1,21.95,0.776511008
"ILSS-1120",1,14.47,1.384561663
"NVLS-1074",1,43.33,0.783402287
"NDLS-1064",1,49.57,0.899157373
"MDLS-1039",1,18.65,0.559983502
"MER9-0902",1,78.02,1.059375831
"MSLS-1037",1,64.75,0.962322911
"WIR9-0914",1,20.97,0.599614348
"WIRM-1004",1,19.22,0.599614348
"WYR9-0908",1,70.17,1.282137926
"WYS9-0937",1,42.13,1.299093129
"WVR9-0904",2,36.38,0.732807651
"WVRO-1007",1,68.68,1.044382618
"MTLS-1142",1,89.83,0.839314831
"SCS9-0923",1,8.32,0.417049607
"WAR9-0907",1,38.47,1.016756235
"NYR9-0905",1,23.07,0.46845825
"ILSS-1124",1,18.53,1.101506434
"WYLS-1102",1,68.43,1.299901421
"WYLS-1097",1,81.37,1.431018925
"MOLS-1084",1,16.55,0.430562444
"MORO-1046",1,53.42,0.687329713
"NHS9-0911",2,33.62,0.515848125
"SDLS-1119",1,31.52,1.154036025
"SDR9-0903",1,73.75,0.752399307
"CTLS-1044",1,74.5,1.172161754
"WYS9-0938",1,47.28,1.111571476
"NHRM-1001",1,42.87,0.781301926
"MTRF-0109",1,35.67,0.930009582
"TNLS-1034",1,21.1,1.05281989
"TNS9-0920",1,27.4,1.058810588
"TNSS-1065",1,21.53,0.503096755
"AZRO-1028",1,23.38,0.514142865
"IDSS-1115",1,64.82,1.233055748
"IDSS-1143",1,7.15,0.555297994
"IDLS-1064",1,81.23,0.896754227
"IDSS-1129",1,44.88,1.101633363
"IDS9-0927",1,68.98,1.141095678
"IDS9-0923",1,61.05,1.184604341
"CTRO-1020",1,42.87,0.681302555
"WYRO-1042",1,39.82,0.336772477
"WIRM-1003",1,31.72,0.956730475
"TNS9-0926",1,19.93,0.266458826
"TNSS-1064",1,6.77,0.767098107
"SCSS-1072",1,33.32,0.734244431
"SCSS-1059",1,57,0.885575363
"DER9-0902",1,36.92,0.727031854
"MTR9-0914",1,57.42,0.989038751
"INRM-1004",1,48.63,1.068646144
"NJRM-1003",1,49.02,0.77297234
"WYS9-0926",1,14.88,1.090540193
"ILR9-0909",1,27.27,0.727835427
"TXLS-1131",1,36.58,1.108610733
"WIRM-1005",1,37.42,0.593894999
"CAR9-0908",1,21.87,0.563782587
"MIR9-0906",1,53.88,1.047274264
"TNS9-0923",1,39.18,0.615996721
"TNSS-1072",1,19.05,0.140408642
"CASS-1297",1,64.68,0.913786503
"MTLS-1136",1,62.07,1.235785314
"MTRM-1006",1,76,1.00912062
"MTR9-0910",1,87.95,1.135260697
"OKS9-0941",2,12.12,0.853508795
"RILS-1023",1,48.23,0.375906646
"RIS9-0912",1,49.12,0.527328512
"NER9-0914",1,4.05,0.108360037
"NERO-1037",1,21.2,0.716180458
"WYR9-0914",1,51.63,0.829738166
"IDLS-1068",1,47.18,0.812847517
"INR9-0903",1,32.28,0.97106934
"MNS9-0939",1,46.93,1.33315908
"MIRO-1021",1,67.53,0.91778493
"WYR9-0911",1,40.4,0.959014628
"WYRM-1003",1,24.28,0.714784395
"WVR9-0901",1,49.58,0.694085475
"GAR9-0901",2,62.57,1.222127325
"ILS9-0928",1,32.57,1.192947775
"WIRM-1001",1,26.98,0.355807758
"CAR9-0901",1,22.15,0.607713275
"CARM-1004",1,18.52,0.487241184
"MTS9-0940",1,80.15,1.3530654
"SCS9-0921",2,37.15,0.767146229
"SDRO-1077",1,79.18,1.237033295
"UTRO-1036",1,46.55,0.995546533
"TXLS-1115",1,55.23,1.353712726
"WYS9-0933",1,57.58,1.062012329
"WYSS-1212",1,3.4,0.336759981
"MOS9-0934",1,7.15,0.718271891
"MOSS-1165",1,25.35,0.910243975
"CTLS-1045",1,23.3,0.587065733
"DER9-0901",1,18.48,0.606352079
"MTRF-0008",1,88.52,0.887260238
"TNR9-0903",1,18.25,0.463519156
"TNRM-1003",1,3.33,0.463121906
"WVRF-0006",1,24.22,0.439340721
"GARM-1004",1,58.67,0.944537781
"NERM-1001",1,52.6,0.556842673
"NERM-1005",1,49.63,0.479011081
"WYRF-0101",1,80.12,0.555650819
"MIR9-0904",1,79.92,1.001398339
"WAS9-0916",2,5.62,0.268128416
"WIR9-0907",1,42.4,0.445012382
"IAR9-0914",1,20.62,0.368987394
"NHR9-0901",2,19.8,0.518471686
"TXS9-0938",1,26.95,0.721989662
"MTRM-1010",1,72.77,0.670966326
"MTR9-0903",1,44.98,0.101699709
"WYS9-0936",1,86.95,1.108118173
"INRO-1025",1,32.52,1.272236068
"CTRO-1022",1,20.12,0.361146883
"TNRO-1014",1,27.43,0.366442924
"WYLS-1104",1,59.47,0.838690292
"WYLS-1108",1,59.68,0.838457666
"IAR9-0901",1,48.03,0.447256399
"TNS9-0924",1,23.15,0.772528004
"TNSS-1074",1,23.97,0.555230877
"CASS-1183",1,55.3,0.852049449
"CASS-1313",1,53.23,1.022672029
"COS9-0927",1,39.93,0.651354748
"IDLS-1081",1,73.47,1.294390855
"IDS9-0929",1,22.12,0.771070966
"RIR9-0902",1,84.5,1.032316586
"WYR9-0915",1,34.83,1.148173091
"WYLS-1085",1,15.57,0.818457079
"CTR9-0906",1,10.4,0.213940972
"ORRO-1062",1,42.02,0.929516865
"MTR9-0915",1,79.55,0.801285149
"IARO-1016",1,32.6,0.548025446
"COR9-0902",2,49.45,0.957807228
"CASS-1357",1,6.05,0.354997107
"MOR9-0907",1,63.38,1.20209321
"MTRF-0007",1,79.12,1.386294234
"MTRF-0106",1,31.08,0.867664953
"MTRF-0107",1,100,1.285622327
"MTRF-0117",1,52,1.098682541
"IDRO-1056",1,54.88,0.59374434
"LAR9-0901",1,40.67,0.681674803
"LAR9-0906",1,8.38,0.451292303
"MNS9-0936",1,46.55,1.290180518
"NDLS-1077",1,29.4,1.101768721
"CTR9-0901",1,8.12,0.480008523
"CTRF-0001",1,60.82,1.022184832
"WYR9-0905",1,44.97,1.342906854
"MTSS-1305",1,86.92,1.244805337
"PASS-1168",1,59.5,1.044311978
"ILRM-1001",1,36.53,0.959454201
"CASS-1350",1,43.32,0.741355713
"IARO-1017",1,25.18,0.630779857
"MTLS-1144",1,16.65,0.80250639
"OKRO-1102",1,63.08,1.180424608
"ORR9-0905",1,50.28,1.023208013
"SDS9-0945",1,3.97,0.634751503
"TXSS-1206",1,26.6,0.857004186
"NERM-1008",1,13.5,0.387506236
"UTS9-0928",2,56.57,1.226388647
"CORM-1001",1,69.07,0.834471485
"PAS9-0925",1,13.67,0.578228545
"IAR9-0904",1,50.93,0.69208147
"MAS9-0914",1,36.4,0.45611384
"DELS-1027",1,57.23,1.251924159
"ILR9-0907",1,46.58,1.053948657
"MNS9-0937",1,43.57,1.014300395
"MOR9-0904",2,50.2,0.761831212
"MORM-1004",1,67.35,1.180674998
"MTS9-0938",1,33.07,0.841319492
"TXR9-0921",1,44.78,0.71451435
"WARO-1039",1,1.73,0.509099281
"WYS9-0937",2,33.52,0.866062086
"WYRO-1043",1,73,1.331288126
"WAR9-0903",1,16.1,0.549574847
"MORO-1047",1,54.73,0.690394463
"NER9-0914",2,39.27,0.65016022
"NERM-1004",1,0,0.617948131
"WIRO-1043",1,22.47,0.259836712
"RILS-1024",1,18.98,0.211831372
"RIR9-0901",1,15.17,0.301347614
"IAR9-0907",1,29.18,0.831424355
"ILSS-1119",1,25.68,0.833944591
"LAS9-0949",1,16,0.767214476
"MTS9-0922",1,62.1,1.110026593
"NDR9-0902",1,55.42,0.95805571
"SDRM-1004",1,42.67,0.993025408
"CALS-1120",1,44.63,0.821812783
"CASS-1275",1,23.33,1.011326565
"ILRM-1002",1,50.67,0.766693549
"NERM-1007",1,88.38,1.04154739
"IAR9-0914",2,15.63,0.553481091
"IDSS-1128",1,71.87,1.054405194
"IDS9-0920",1,52.38,0.939376233
"NDS9-0942",1,21.78,0.70975664
"OKSS-1403",1,45,0.5627479
"TXSS-1215",1,34.57,1.307043212
"WIR9-0901",1,8.65,0.421998099
"MIR9-0901",1,17.35,0.88269478
"GARM-1006",1,24.48,0.518357923
"MTR9-0904",1,84.95,1.242894746
"WIRM-1002",1,38.43,0.602911528
"MOSS-1163",1,24.35,0.775884688
"MSR9-0908",2,79.83,1.416772062
"LALS-1037",1,20.08,0.991597397
"ILLS-1070",1,21.18,1.206374876
"MIRO-1022",1,42.35,0.586463514
"IAR9-0901",2,44.57,0.670884598
"MTSS-1290",1,47.65,1.188578548
"SDLS-1120",1,30.65,0.839467488
"ORS9-0931",2,58.92,0.901776214
"NDR9-0904",1,38.07,1.044999963
"NERO-1045",1,64.55,1.009158058
"NES9-0936",1,79.98,1.096486228
"TXR9-0919",1,44.95,0.701573675
"CALS-1116",1,8.13,0.593767991
"INRM-1002",1,47.8,1.117780818
"WASS-1146",1,51.07,0.904940665
"MNRO-1053",1,38.08,1.040472501
"IAR9-0908",1,26,0.63319542
"RIS9-0913",1,22.55,0.521242285
"MTRF-0102",1,59.93,1.08126459
"MTRF-0105",1,66.28,0.928946054
"TNR9-0902",1,1.25,0.400533922
"TNS9-0919",1,57.82,0.747196424
"ILRO-1026",1,36.82,0.878143485
"IAS9-0929",1,55.37,1.285736072
"MTLS-1164",1,79.37,0.964948595
"MTS9-0943",1,71.95,1.063616915
"DES9-0905",2,44.22,0.634262802
"RIRF-0001",1,26.13,0.261767218
"MIR9-0905",1,26.43,0.933252673
"MOSS-1161",1,15.9,0.791275295
"TXRM-1016",1,43.85,1.152276847
"ORSS-1169",1,67.02,1.025294208
"LAR9-0901",2,38.68,0.779056918
"MTR9-0906",1,84.78,0.894883867
"MTRO-1073",1,82.5,1.074194999
"NDR9-0901",1,47.05,1.031025166
"SDR9-0916",1,39.28,1.012434934
"WALS-1073",1,75.52,1.105864035
"GAR9-0910",1,66.6,1.237123556
"NHRF-0004",1,68.45,1.015814858
"ALRO-1023",1,58,1.109648369
"ILS9-0928",2,17.45,0.92784827
"IAR9-0906",1,30.43,0.44621272
"MSS9-0919",2,67.28,1.236105555
"MDR9-0901",1,31.48,0.560691089
"IARM-1002",1,22.13,0.803182895
"NES9-0935",1,59.75,0.983153885
"MTRO-1065",1,65.17,0.472777172
"NER9-0909",1,79.7,1.01026623
"TNS9-0927",1,34.23,0.510861104
"MSS9-0912",1,38.17,1.174883556
"TNR9-0905",1,39.53,0.646708109
"TNS9-0921",1,31.17,0.712818966
"IDS9-0925",1,18.4,0.762073694
"IDLS-1074",1,57.28,1.236477654
"IDRO-1046",1,38.55,1.021573603
"IDR9-0912",1,32.22,1.14994702
"RIRO-1002",1,36.37,0.451435355
"RIR9-0902",2,67.02,0.903277013
"MAS9-0915",1,73.9,0.948572449
"IDLS-1083",1,41.45,0.903355604
"IDRO-1051",1,62.42,1.14580226
"IDRO-1055",1,69.17,0.813107634
"IDRF-0102",1,36.17,0.508832283
"MTRF-0115",1,61.95,0.75970835
"MTRF-0110",1,27.67,1.003060227
"MTRF-0116",1,56.22,1.084335686
"IARO-1014",1,27.1,0.606963294
"OKRM-1020",1,38.72,0.137324036
"CAR9-0901",2,29.98,0.607713275
"TNLS-1032",1,53.58,0.772121481
"TNS9-0922",1,44.83,0.985033025
"ORRM-1007",1,7.15,0.290975457
"MSR9-0904",1,14.05,0.380963773
"DER9-0901",2,11.67,0.707410759
"CTR9-0901",2,14.53,0.822871754
"CTR9-0906",2,13.45,0.356568287
"IALS-1049",1,16.75,0.822733053
"OKRO-1103",1,26.22,0.28579672
"TXLS-1134",1,30.78,0.647135073
"WIRF-0014",1,57.92,1.154682822
"INR9-0904",1,30.18,0.512900183
"NDLS-1063",1,31.05,1.378541904
"SDRM-1022",1,65.37,0.767871989
"VAS9-0915",1,16.15,0.353163423
"VAS9-0917",1,53.1,1.190740551
"CAR9-0913",1,21.2,0.609654181
"CAR9-0906",1,19.37,0.571925244
"NESS-1138",1,30.27,0.918650376
"SDS9-0945",2,6.43,0.634751503
"WIRO-1040",1,29.22,0.6830618
"ORRO-1049",1,4.77,0.24062468
"WVS9-0923",2,68.02,0.993560615
"MTRO-1068",1,92.8,1.011049576
"WYSS-1206",1,8.4,0.781494551
"WALS-1068",1,52.37,1.292368514
"INR9-0901",2,24.95,0.60637173
"IALS-1054",1,12.28,0.82920773
"MTS9-0922",2,40.58,0.763143283
"MTS9-0926",1,57.43,1.022469514
"SDLS-1119",2,NA,NA
"PARO-1051",1,74.6,1.01203393
"WYSS-1210",1,16.8,0.332070885
"WAS9-0927",1,66.9,1.043785933
"ORRM-1004",1,19.6,0.841225827
"MSRM-1003",1,29.15,0.57101467
"WYS9-0938",2,43.78,0.889257181
"MTSS-1326",1,76.2,1.093503166
"NER9-0915",1,56.57,1.053674029
"MARM-1001",1,7.18,0.490165211
"TXRM-1020",1,41.05,0.989055941
"WASS-1139",1,30.48,0.978420783
"WISS-1163",1,18.13,0.164276168
"INR9-0902",2,21.65,0.46170151
"WIRF-0007",1,67.55,1.384480371
"MAR9-0901",1,15.1,0.397644101
"WAS9-0917",1,87.63,0.952091705
"NJRM-1002",1,56.27,0.925550517
"MAR9-0903",1,32.38,0.923024834
"MARM-1002",1,8.25,0.0767
"NER9-0916",1,14.42,0.713650486
"TXRO-1085",1,41.45,1.20867733
"VAS9-0916",1,50.97,1.047153487
"MSRM-1001",1,61.68,1.127491492
"WYSS-1204",1,43.98,1.023278613
"MASS-1076",1,11.43,0.453980346
"WYR9-0903",1,73.27,0.796437706
"MTLS-1189",1,68.73,1.283138801
"TNRM-1004",1,23.65,0.588631471
"LARO-1022",1,26.13,0.94352444
"MARM-1003",1,17.77,0.472993019
"MERO-1025",1,23.13,0.39360041
"MSRO-1022",1,23.62,0.21576362
"MSRO-1019",1,61.07,0.921061393
"NDRF-0008",1,43.37,1.319859015
"CTR9-0902",1,51.15,0.853810675
"MTRF-0103",1,57.87,1.109705954
"IDS9-0920",2,52.88,0.867116523
"IDS9-0921",1,45.62,0.893593763
"INSS-1095",1,41.1,0.740911596
"SDRO-1071",1,28.08,0.763371283
"RIR9-0901",2,10.53,0.376684518
"RIRO-1003",1,21.32,0.753417183
"CARM-1012",1,14.88,0.626638316
"MTLS-1138",1,93.68,1.059496571
"ORR9-0905",2,55.47,0.950121727
"MIS9-0926",1,56.92,0.820014946
"SDRO-1078",1,78.62,0.963168575
"VAS9-0918",1,16.33,0.579098859
"WYRF-0102",1,69.05,1.229362278
"WYSS-1213",1,48.98,0.870579346
"TNS9-0920",2,32.55,0.823519346
"NERO-1046",1,22.15,0.594943543
"TNLS-1031",1,40.03,0.998642155
"TNSS-1073",1,70.08,1.039500549
"INS9-0927",1,76.48,1.341510138
"MTR9-0917",1,76.53,0.844582303
"MALS-1041",1,47.28,0.964277348
"DELS-1033",1,60.87,1.06993479
"GAR9-0913",1,45.68,0.899129043
"KYRM-1005",1,33.85,0.535958623
"MERM-1004",1,33.97,0.719971891
"PALS-1089",1,43.2,0.943052294
"NDRO-1021",1,48.07,0.866475073
"SDRM-1013",1,20.73,0.508521599
"VAS9-0921",1,86.6,1.088260101
"TNR9-0901",1,17.57,0.336444668
"TNR9-0902",2,6.75,0.400533922
"TNRO-1015",1,68.33,0.686057526
"CAR9-0911",1,15.77,0.350211513
"MIRO-1025",1,55.4,1.105901549
"MERF-0003",1,76,1.312174553
"MORM-1003",1,16.67,0
"WAR9-0903",2,24.68,0.549574847
"OKRM-1026",1,20.73,0.550158733
"MTS9-0945",1,76.67,0.863601794
"WARF-0001",1,66.25,1.162059422
"SDRM-1017",1,74.22,0.979659358
"WYRO-1044",1,58.68,0.958652707
"ORLS-1110",1,26.77,0.837499806
"MALS-1042",1,44.75,0.745851005
"INLS-1043",1,43.92,1.233936545
"LAR9-0907",1,18.13,0
"LARM-1001",1,34.37,0.571264706
"KYRM-1001",1,21.02,0.707874785
"MTRF-0005",1,42.77,0.909957676
"PAS9-0915",2,17.93,0.743670391
"TXLS-1132",1,54.62,1.210417854
"OKLS-1222",1,17.03,1.033526802
"MOR9-0906",1,9.95,0.190690783
"MESS-1104",1,35.35,0.774853993
"VARS11-163",1,70,1.189646779
"ILR9-0903",1,17.53,0.238814543
"MERF-0004",1,75.7,1.39650246
"MIR9-0901",2,47.52,1.176926373
"ILR9-0901",1,1.07,0.30247193
"MTS9-0935",1,87.97,0.709590207
"WYS9-0929",1,52.6,0.63819812
"SDLS-1117",1,44.65,1.121204116
"SDRM-1014",1,33.82,0.534561475
"WARF-0002",1,69.95,1.2443734
"SDRO-1075",1,24.65,1.003539816
"NELS-1083",1,75.95,1.131164884
"NER9-0909",2,64.98,0.909239607
"WARO-1043",1,31.52,0.818172531
"CTRO-1019",1,82.38,1.059925645
"ILRM-1003",1,19.3,0.504433136
"WIR9-0915",1,27.27,0.710938374
"GAR9-0905",1,70.63,1.418152711
"MESS-1108",1,29.97,0.446321022
"KYR9-0901",2,21.77,0.106129264
"VAS9-0919",1,24.48,0.717288745
"UTRO-1037",1,59.77,0.473761601
"TNSS-1077",1,25.22,0.902360234
"MIR9-0908",1,44.65,1.075543056
"MOR9-0903",1,32.47,1.053928508
"SDR9-0915",1,85.48,0.763090239
"MAS9-0914",2,34.67,0.28507115
"CORM-1005",1,60.85,0.631753823
"SDR9-0920",1,56.72,1.056670947
"NESS-1140",1,70.57,0.982573951
"MTLS-1135",1,38.2,1.332603642
"MTR9-0903",2,51.98,1.118696799
"MELS-1052",1,60.1,0.69064396
"MER9-0901",2,4.27,0.774746796
"MAR9-0902",1,15.1,0.295131213
"WYR9-0901",1,52.68,1.035170195
"MERF-0002",1,83.98,1.096951841
"MORM-1006",1,12.73,0.199653322
"IDRM-1018",1,46.5,1.328676892
"IDRM-1010",1,29.17,0.604624568
"IDRM-1006",1,29.03,0.519316132
"RIS9-0913",2,22.67,0.469118057
"ILR9-0904",1,30.37,0.854330315
"IDS9-0928",1,49.92,0.809612307
"IDLS-1086",1,75.73,0.913530004
"IDLS-1077",1,82.68,1.215249721
"IDLS-1065",1,68.32,1.156463783
"IDSS-1132",1,36.4,0.801481105
"MTRF-0004",1,56.85,0.974484097
"MTRF-0108",1,52.82,0.882095284
"INSS-1090",1,15.22,0.934111082
"WYR9-0909",1,51.38,0.594359329
"UTRO-1032",1,47.4,0.947459447
"MALS-1038",1,11.82,0.418912503
"MOR9-0901",1,30.68,0.227296542
"MTSS-1302",1,71.18,1.049811555
"TXSS-1240",1,49.62,0.916404306
"WIR9-0901",2,8.85,0.421998099
"MES9-0910",2,62.42,1.02539253
"ORRO-1067",1,56.78,1.267224285
"MAS9-0915",2,68.3,1.067144006
"WAS9-0924",1,60.12,1.042514756
"WYRO-1039",1,27.43,0.716489594
"SDRM-1012",1,15.32,0.745735707
"DERO-1004",1,29.72,0.886938
"CTRO-1021",1,45.22,0.901660137
"MASS-1079",1,0,0.33875129
"MORM-1001",1,32.83,0.226804619
"WIR9-0906",1,44.83,0.339081633
"WIRO-1054",1,29.27,0.254354632
"IDLS-1082",1,64.42,0.995690526
"WYLS-1106",1,40.27,0.721795729
"ILRO-1023",1,3.35,0.836357033
"PAS9-0921",1,26.02,0.903509339
"MER9-0902",2,79.68,1.059375831
"UTR9-0902",1,21.95,0.780468434
"TNS9-0919",2,44.3,0.679269477
"MTSS-1297",1,29.87,0.960960424
"INS9-0919",1,32.6,0.375408495
"PAR9-0904",1,33.88,0.853482746
"WYR9-0903",2,59.97,0.707944627
"WAR9-0910",1,67.35,1.283233737
"MOS9-0938",1,34.12,0.87024106
"MTSS-1321",1,77.73,1.108961254
"MAR9-0901",2,16.82,0.397644101
"MASS-1072",1,0.55,0.117215899
"TXRM-1018",1,50.35,0.839647589
"VAS9-0916",2,66.6,1.134416277
"WIR9-0911",1,11.6,0.628099685
"ILRO-1028",1,16.65,0.82544682
"MASS-1077",1,54.65,1.064512649
"MTSS-1319",1,64.07,1.248586323
"WYRM-1010",1,56.47,0.893811299
"PARF-0005",1,66.78,1.206656
"MESS-1107",1,47.2,0.977607842
"MESS-1109",1,12.65,0.310445675
"RIRO-1001",1,75.53,1.096836373
"MELS-1050",1,31.1,0.404688736
"MER9-0906",1,45.33,1.04317436
"WIRO-1048",1,4.5,0.538253663
"CARM-1002",1,40.75,0.713422835
"KSRS-1308",1,55.53,1.291790049
"WVR9-0903",1,11.28,0.426753219
"INS9-0924",1,16.87,0.638598844
"DELS-1032",1,73.53,1.266218825
"MDR9-0901",2,36.98,0.560691089
"RISS-1093",1,39.3,0.686728012
"MTRO-1074",1,31.32,1.036087545
"WIR9-0912",1,20.45,0.477465244
"AZSS-1125",1,13.97,0.55277606
"GARM-1003",1,41.12,0.401057777
"KSS9-0930",1,50.72,1.210091131
"ORSS-1172",1,71.28,1.180017836
"CTRM-1002",1,16.83,0.383370117
"CTRM-1003",1,59.27,1.084805974
"TXLS-1133",1,53.62,1.042892906
"VAS9-0915",2,13.43,0.211898054
"VAS9-0920",1,48.77,0.842431209
"INS9-0921",1,55.05,1.020894849
"COSS-1104",1,74.22,1.107281462
"WASS-1134",1,NA,NA
"WVSS-1044",1,59.43,0.909629532
"MDSS-1092",1,35.95,0.685027299
"COR9-0909",1,32.1,0.605403327
"GARO-1033",1,37.5,0.639843638
"ORS9-0935",1,78.23,0.850866143
"TXR9-0912",1,65.55,0.829811294
"VARS11-153",1,66.97,0.998973703
"WIRM-1006",1,25.38,0.872585479
"MTSS-1330",1,32.08,0.602253602
"MARO-1019",1,62.02,0.853641451
"COLS-1070",1,23.17,0.994740427
"WIRF-0004",1,58.77,0.70998463
"MAR9-0902",2,24.8,0.354157456
"MERM-1001",1,35.83,1.035705385
"MERM-1003",1,28.08,1.034404617
"MER9-0903",1,71.88,1.256869389
"ILR9-0906",1,58.82,1.224020756
