SITE_ID,VISIT_NO,PROTOCOL,XDEPTH_CM,SDDEPTH_CM,XWIDTH,XWXD,RP100,RPGT50,XBKF_W,XBKF_H,XINC_H,SINU,XSLOPE,REACHLEN,LSUB_DMM,XEMBED,PCT_FN,PCT_SA,PCT_SAFN,PCT_SFGF,LDCBF_G08,LDMB_BW5,LRBS_BW5,LRBS_G08,RB3,REYP3,RRPW3,PCT_FAST,PCT_POOL,PCT_SLOW,RPMXDEP_CM,RPRAT,RPXDEP_CM,PCT_BDRK,XFC_ALG,XFC_AQM,XFC_LWD,XFC_BRS,XFC_OHV,XFC_BIG,XFC_NAT,XFC_UCB,V1W_MSQ,XCDENBK,XCDENMID,XGB,XGW,XMW,XC,XCS,XCL,XCM,XCMGW,XPCAN,XPCM,XPCMG,QR1,QRVEG1,RDIST1,W1_HALL,W1H_WALL,W1H_LOG,W1_HNOAG,W1_HAG
MNLS-1096,1,BOATABLE,110.3636364,14.33077606,48.09090909,51.93,14.96313462,0,38.90909091,0,0,NA,0.019454977,600.8638089,-0.475551716,NA,0.917431193,99.08256881,100,NA,0.176570269,0.104271952,-0.579823668,-0.652121985,0.717363636,12.13392313,0.280749339,0,0,100,40.40446743,13.55802972,16.82240499,NA,0.25,0.338636364,0,0.004545455,0.05,0.05,0.104545455,0.05,0,8.957219251,NA,0.047619048,0.002272727,0.002272727,0,0,0,0.877272727,0.004545455,0,0,0,0.213740866,0.102045455,0.470195941,0.88749026,0.063495238,0,0.523835714,0.363654545
NMS9-0924,1,WADEABLE,11.76875,5.638169419,0.85,0.0917,3.447909643,0,4.109090909,0.645454545,1.536363636,3.057093661,2.75,150,0.148105366,60.74074074,33.33333333,3.80952381,37.14285714,60.95238095,2.368693026,2.137549952,-1.989444586,-2.22058766,0.49604233,504.3116467,0.313256919,52.5,4.375,47.5,29.21484375,0.292971611,4.808926608,0,0.225,0.152272727,0,0,0.009090909,0.134090909,0.143181818,0.134090909,0,15.24064171,11.63101604,0.080681818,0.038636364,0.036363636,0.145454545,0.011363636,0.134090909,0.190909091,0.220454545,0.590909091,0.5,0.5,0.361507313,0.199204545,0,0,0,0,0,0
VTR9-0904,1,BOATABLE,107.6923077,52.19295234,71.09090909,58.985,41.79577198,5,79.54545455,0.872727273,2.918181818,NA,0.111935582,2340.647994,1.513801771,NA,10.98901099,1.098901099,12.08791209,NA,1.216860449,1.068402947,0.445398823,0.296941322,1.267272727,3774.755377,0.66315556,24.17582418,7.692307692,75.82417582,211.2673244,38.8103597,53.31916965,NA,0,0,0.009090909,0.054545455,0.018181818,0.063636364,0.136363636,0.009090909,0.002513,27.27272727,NA,0.103409091,0.415909091,0.357954545,0.307954545,0.197727273,0.110227273,0.789772727,1.081818182,0.818181818,0.818181818,0.818181818,0.403053273,0.586818182,0.677007168,2.096043939,0.111116667,0,2.005130303,0.090913636
NER9-0913,1,WADEABLE,57.18,22.08174894,6.45,3.81075,32.38381145,1,7.145454545,0.390909091,1.672727273,1.178502462,0.180952381,277.2,-1.72660887,98,89.52380952,0,89.52380952,93.33333333,0.636647019,0.897239343,-2.623848213,-2.363255889,0.625760909,1.938855359,0.135210778,0,0,100,78.82133333,0.566348574,33.39580556,0,0,0.013636364,0.031818182,0.1,0.145454545,0.045454545,0.281818182,0,0.001049113,98.6631016,97.99465241,0.281818182,0.079545455,0.220454545,0.318181818,0.146590909,0.171590909,0.854545455,0.618181818,1,1,1,0.586717078,0.378181818,0.459441498,0.849938528,0,0,0.849938528,0
NES9-0931,1,WADEABLE,31.55102041,17.84129488,5.67,1.7435,15.91060911,1,11.7,1.2,2.3,1.138935659,0.081111111,198,-0.335063945,88.27272727,17.14285714,53.33333333,70.47619048,93.33333333,1.200197787,0.877143987,-1.212207933,-1.535261732,0.985081633,40.12178594,0.528678599,0,0,100,59.02222222,0.504281919,15.99557007,0,0.004545455,0.018181818,0.106818182,0.088636364,0.068181818,0.111363636,0.286363636,0.004545455,2.5e-5,69.51871658,68.18181818,0.528409091,0.018181818,0.256818182,0.443181818,0.084090909,0.359090909,1.185227273,0.718181818,1,1,1,0.655378555,0.423181818,0.083333333,0.090909091,0,0,0,0.090909091
WVR9-0904,1,BOATABLE,163.7,79.17063786,55.04545455,87.925,68.10949267,7,50.5,0.618181818,2.45,NA,0.096967287,1982.953721,1.391901246,NA,5,4,9,NA,1.153263016,1.012722543,0.379178703,0.23863823,1.465868182,2853.83752,0.650042925,11,70,89,365.7714865,41.60628752,81.50412815,NA,0,0.068181818,0.129545455,0.127272727,0.040909091,0.161363636,0.315909091,0,0.011909545,73.52941176,NA,0.252272727,0.161904762,0.204545455,0.379545455,0.226136364,0.153409091,1.010227273,0.738636364,0.909090909,0.909090909,0.904761905,0.530019517,0.432386364,0.547953875,1.212163636,0.166668182,0,1.181859091,0.030304545
WVS9-0925,1,WADEABLE,8.72,3.537185018,1.885,0.1649,1.699103647,0,3.1,0.33,0.74,1.054233752,2.493333333,150,1.742184097,44.8,0,2.857142857,2.857142857,25.71428571,2.046871154,1.834757726,-0.092573629,-0.304687058,0.27118,13943.47468,0.21205478,34.66666667,4.666666667,65.33333333,15.51333333,0.19485133600000001,2.693260037,8.571428571,0,0,0,0.004545455,0.05,0.104545455,0.140909091,0.004545455,0,64.70588235,74.41176471,0.13,0.0925,0.2425,0.28375,0.21625,0.0675,0.60625,0.61875,0.85,0.6,0.6,0.415494907,0.3784375,0.722224537,2.60003,0.483335,0,2.250015,0.350015
IAS9-0927,1,WADEABLE,32.84,22.24324662,6.7295,2.71042,17.25254666,3,12.17181818,0.476363636,0.888181818,1.044556765,0.705092593,237.6,0.932393526,45,24.76190476,0,24.76190476,25.71428571,1.429758347,1.47472909,-0.542335564,-0.497364821,0.523096364,1595.788639,0.161538641,13,7,87,109.1783889,0.525351604,20.57833879,0,0.027272727,0,0.013636364,0.031818182,0.05,0.254545455,0.363636364,0.004545455,0.007258584,46.25668449,23.6631016,0.219318182,0.029545455,0.264772727,0.326136364,0.027272727,0.298863636,1.190909091,0.620454545,0.681818182,0.636363636,0.636363636,0.51794049,0.379204545,0.290331738,0.409109091,0,0,0.409109091,0
NER9-0908,1,WADEABLE,54.84,18.61503682,15.095,8.0247,19.22845696,2,23.63636364,0.972727273,1.636363636,1.141088532,0.082407407,594,-0.083718393,84.18181818,10.47619048,49.52380952,60,93.33333333,1.168706875,0.875130399,-0.958848791,-1.252425267,0.988732727,72.27233788,0.478062653,12,0,88,74.46916667,0.350628318,21.63201408,0,0,0.004545455,0,0.040909091,0.086363636,0.022727273,0.127272727,0,0,52.40641711,7.352941176,0.397727273,0.073863636,0.236363636,0.480681818,0.320454545,0.160227273,1.288636364,0.790909091,1,1,1,0.535523185,0.455909091,0.410721652,0.696990909,0.068181818,0,0.666686364,0.030304545
IASS-1092,1,WADEABLE,57.13,8.104936767,4.365,2.4776,13.20556014,0,5.618181818,0.636363636,1.263636364,1.001814523,0.013703704,148.5,-1.661982645,98.54545455,87.61904762,0,87.61904762,90.47619048,-0.160445685,0.004182569,-1.666165214,-1.50153696,0.784981364,0.693479974,0.36459248,0,0,100,34.70402778,0.231149311,14.3664885,0,0.159090909,0.027272727,0,0,0.188636364,0.027272727,0.215909091,0.022727273,0,66.04278075,0.267379679,0.063636364,0,0,0,0,0,0.182954545,0,0,0,0,0.309887861,0.1,0.571438311,1.333386364,0,0,0.666686364,0.6667
NMR9-0902,2,WADEABLE,84.18181818,29.6363841,46.805,39.43815,28.35866492,8,93.72727273,0.754545455,1.463636364,1.13364965,0.082345191,1800,-1.120615376,100,40,60,100,100,0.921493948,0.869518462,-1.990133838,-2.042109324,1.037636364,6.798204927,0.423663041,0,2.727272727,100,105.7979878,0.336873989,34.73139861,0,0,0,0,0.018181818,0.129545455,0.027272727,0.147727273,0,1.97e-6,21.39037433,0,0.211363636,0.343181818,0.464772727,0.227272727,0.213636364,0.013636364,0.919318182,1.035227273,0.590909091,0.590909091,0.590909091,0.409573515,0.565852273,0.58490566,1.409090909,0,0,1.227272727,0.181818182
CARM-1014,1,BOATABLE,405.7,149.6072636,169.0909091,605.59,205.6978897,6,230.1818182,0.845454545,3.209090909,NA,0.04089645,2003.271109,2.102059991,NA,0,0,0,NA,1.225772914,0.901385759,1.200674232,0.876287077,3.186595455,14019.55339,1.952125246,0,0,100,555.9739941,50.70196936,227.3373366,NA,0.040909091,0.179545455,0.013636364,0.040909091,0.068181818,0.086363636,0.195454545,0,4.75909e-4,39.30481283,NA,0.015909091,0.168181818,0.215909091,0.326136364,0.163636364,0.1625,0.594318182,0.710227273,0.863636364,0.863636364,0.863636364,0.424300563,0.419602273,0.598789072,1.492454545,0.386363636,0,0.946972727,0.545481818
NHS9-0911,1,WADEABLE,113.4807692,29.01756762,9.970588235,11.95015385,39.24194444,3,10.23727273,0.434444444,1.830909091,2.187633771,0.015277778,360,-0.761945771,100,18.26923077,81.73076923,100,100,0.084820661,0.070437444,-0.832383215,-0.846766432,1.020013889,6.630637448,0.334600586,0,0,100,127.9129167,0.345802595,39.7362234,0,0.03,0.086363636,0.059090909,0.05,0.045454545,0.063636364,0.168181818,0.004545455,0.026519379,78.60962567,70.58823529,0.055,0.15625,0.165789474,0.403571429,0.180952381,0.222619048,0.8625,0.670454545,0.952380952,0.944444444,0.944444444,0.602260368,0.401704545,0.326541607,0.484872727,0,0,0.484872727,0
SDLS-1110,1,WADEABLE,37.73,10.26306017,2.835,1.0626,10.04396418,0,4.409090909,0.681818182,1.318181818,2.012310128,0.196666667,150,-1.974567262,99.27272727,95.23809524,0,95.23809524,100,0.994929605,1.104447475,-3.079014737,-2.969496867,0.688426818,1.197829273,0.318657071,17,0,83,42.23875,0.26620631300000003,11.83752921,0,0,0,0.040909091,0.263636364,0.022727273,0.05,0.354545455,0.009090909,0.007280412,92.2459893,88.10160428,0.255,0.05,0.106818182,0.346590909,0.202272727,0.144318182,0.502272727,0.503409091,0.954545455,0.909090909,0.909090909,0.511271733,0.326534091,0.5600088,1.272772727,0,0,0.7576,0.515172727
UTSS-1100,1,WADEABLE,31.78,16.96257318,3.34,0.97215,9.331365854,2,3.3,0.436363636,0.809090909,1.086163154,9.694444444,148.5,1.280084355,61,9.523809524,8.571428571,18.0952381,40.95238095,2.636306884,2.609738854,-1.329654499,-1.356222529,0.490206364,12755.66797,0.211387601,66,23,34,64.55375,0.293623847,15.39675366,3.80952381,0,0,0.086363636,0.35,0.181818182,0.875,1.522727273,0.272727273,0.023879196,87.43315508,72.86096257,0.486363636,0.269318182,0.164772727,0.317045455,0.086363636,0.230681818,0.531818182,0.751136364,1,1,1,0.729658673,0.438011364,0,0,0,0,0,0
UTRF-0002,1,WADEABLE,26.72,5.701461801,3.265,0.85495,4.537761083,0,4.727272727,0.390909091,0.863636364,1.364540712,1.64037037,148.5,1.166164979,50.63636364,0,28.57142857,28.57142857,52.38095238,1.955578589,1.837785544,-0.671620565,-0.78941361,0.427770909,3770.591433,0.247932081,87.87878788,0,12.12121212,22.22916667,0.169826388,6.070788476,9.523809524,0,0,0,0,0.022727273,0.45,0.486363636,0.061363636,8.26e-5,54.54545455,21.79144385,0.723863636,0.059090909,0.105681818,0.034090909,0.020454545,0.013636364,0.139772727,0.198863636,0.318181818,0.318181818,0.318181818,0.481986211,0.189488636,0,0,0,0,0,0
ALLS-1041,1,BOATABLE,306.9,116.3562537,155.125,570.6857143,NA,NA,169.2857143,0.018181818,0.663636364,NA,NA,3987.849418,-0.460409377,NA,0,100,100,NA,NA,NA,NA,NA,2.006668182,NA,NA,0,100,100,NA,NA,NA,NA,0,0.397727273,0,0.009090909,0.036363636,0.004545455,0.054545455,0,0,54.01069519,NA,0.161363636,0.070454545,0.284090909,0.304545455,0.163636364,0.140909091,0.665909091,0.659090909,0.454545455,0.454545455,0.454545455,0.504459678,0.396590909,0.447709375,0.810640909,0.030304545,0,0.810640909,0
MNRM-1008,1,BOATABLE,369.6330275,78.43287535,210.3636364,727.69,55.40180397,5,171.2727273,0,0,NA,0.012244248,3977.693328,-0.460409377,NA,0,100,100,NA,0.796336581,0.417587486,-0.877996862,-1.256745958,2.402614679,18.24175677,1.685341666,0,0,100,329.9101282,14.98832622,72.47821749,NA,0.018181818,0.188636364,0.063636364,0.045454545,0.140909091,0.072727273,0.345454545,0.004545455,0.011837727,85.44117647,NA,0.2375,0.263636364,0.164772727,0.423863636,0.210227273,0.223809524,0.902272727,0.852272727,1,1,1,0.707699108,0.483522727,0.156424467,0.185430303,0,0,0.106063636,0.079366667
PASS-1166,1,BOATABLE,177.8431373,49.48502026,79.18181818,151.67,42.00655537,4,536.9545455,0.984545455,1.769090909,NA,0,2022.06638,-2.110924375,NA,100,0,100,NA,-2.150883156,-1.797918839,-0.313005536,0.039958781,1.795934938,0.031870497,1.069653251,0,80.39215686,100,176.650276,23.62000357,49.10616841,NA,0,0.268181818,0.063636364,0.104545455,0.136363636,0.104545455,0.404545455,0.013636364,0.009042273,70.45454545,NA,0.073863636,0.043181818,0.138636364,0.15,0.070454545,0.079545455,0.957954545,0.331818182,0.318181818,0.318181818,0.318181818,0.375305252,0.249318182,0.711164794,2.462181818,0.280304545,0,2.462181818,0
IAS9-0922,1,WADEABLE,70,7.647538721,5.5,3.9545,9.224229177,0,7.090909091,0.636363636,1.036363636,1.005935845,0.092777778,198,-0.783156488,78.18181818,52.38095238,15.23809524,67.61904762,80.95238095,1.167913918,0.897997279,-1.681153766,-1.951070405,0.868636364,14.35993302,0.554233618,0,0,100,25.13138889,0.131774703,9.926072702,0,0,0,0,0,0.086363636,0.013636364,0.109090909,0.009090909,0,67.9144385,0,0.101136364,0,0,0,0,0,0.453409091,0,0,0,0,0.320186145,0.1,0.538472512,1.166718182,0,0,0.500018182,0.6667
MOLS-1082,1,WADEABLE,20.5631068,9.227696909,7.995,1.5022,7.568403183,1,11.86363636,0.7,1.527272727,1.011201657,0.42707666,285.6,1.056142239,32.4,10.57692308,0,10.57692308,49.03846154,1.530765833,1.38362896,-0.327486721,-0.474623594,0.588660194,1751.843912,0.339297503,41.74757282,0,58.25242718,54.28541704,0.368057379,8.976478194,5.769230769,0.004545455,0.115909091,0.031818182,0.05,0.05,0.05,0.172727273,0.018181818,0.001542977,98.93048128,90.64171123,0.609090909,0.05,0.485227273,0.884090909,0.457954545,0.426136364,1.560227273,1.419318182,1,1,1,0.697972414,0.738693182,0.53521585,1.151536364,0,0.090909091,0.954559091,0.196977273
NVS9-0924,1,WADEABLE,25.98947368,6.180777918,2.905263158,0.837684211,4.571429117,0,4.5,0.490909091,1.163636364,1.130837795,3.188888889,148.5,0.94596493,53.66666667,6.666666667,15.23809524,21.9047619,35.23809524,2.332722313,2.185513904,-1.239548973,-1.386757382,0.488022488,3381.991076,0.302014293,72.63157895,0,27.36842105,22.24833333,0.17589541,7.172414649,0,0.0125,0.066666667,0.004166667,0.170833333,0.15,0.135416667,0.504166667,0,0.001668537,88.48039216,42.64705882,0.256578947,0.370833333,0.357291667,0.025,0.01875,0.00625,0.426041667,0.753125,0.291666667,0.291666667,0.291666667,0.555766216,0.43890625,0.563645091,1.2917125,0,0,1.2917125,0
OKRF-0003,1,WADEABLE,33.31,7.815673194,14.15,4.628,7.813191919,0,21.09090909,0.6,2.427272727,1.037114743,0.051923077,520,-1.057738614,100,36.19047619,63.80952381,100,100,0.513339204,0.482760259,-1.540498873,-1.571077818,0.606515,4.770130768,0.28580578,0,0,100,32.851,0.23455995,9.79121519,0,0.036363636,0.045454545,0.004545455,0.05,0.05,0.004545455,0.104545455,0,2.36795e-4,72.99465241,6.550802139,0.159090909,0.045454545,0.284090909,0.211363636,0.119318182,0.092045455,0.931818182,0.540909091,0.909090909,0.909090909,0.909090909,0.575520097,0.343409091,0.266666667,0.363636364,0,0,0.227272727,0.136363636
NMRM-1007,1,WADEABLE,39.29090909,12.84369367,11.5,4.56025,15.39036284,1,13.85454545,0.454545455,1.245454545,1.075209552,0.2775,400,0.666206676,59,11.42857143,29.52380952,40.95238095,45.71428571,1.130175197,1.119693475,-0.453486799,-0.463968522,0.550845455,556.5715083,0.181926749,31.81818182,12.72727273,68.18181818,50.425,0.391702895,16.44656421,0,0,0.206818182,0.054545455,0.027272727,0.113636364,0.054545455,0.195454545,0,2.70128e-4,40.64171123,13.77005348,0.448863636,0.263636364,0.305681818,0.378409091,0.128409091,0.25,0.790909091,0.947727273,0.818181818,0.818181818,0.818181818,0.475013338,0.526477273,0.562919696,1.287909091,0,0,1.287909091,0
UTLS-1059,1,WADEABLE,7.286666667,2.673099065,1.455,0.10805,1.979035118,0,3.990909091,0.436363636,0.836363636,1.067465275,0.211904762,149,-0.585059764,98.36363636,14.28571429,77.14285714,91.42857143,99.04761905,1.067015235,0.851530705,-1.436590469,-1.652075,0.330999697,21.13938302,0.175304013,2.666666667,0,97.33333333,13.48107143,0.271596768,2.680693023,0,0,0,0,0.009090909,0.036363636,0.004545455,0.054545455,0,0,64.17112299,28.34224599,0.643181818,0.198863636,0.395454545,0,0,0,0.4,0.594318182,0,0,0,0.47689068,0.367443182,0.564356436,1.295454545,0,0,0,1.295454545
NDRF-0001,1,BOATABLE,87.4,22.27559248,18.27272727,15.66,25.58083132,3,28.18181818,1.081818182,2.845454545,NA,0.13973311,765.9499348,1.056588716,NA,0,28,28,NA,1.423053603,1.211441339,-0.154852623,-0.366464887,1.271281818,1474.100903,0.796813271,27,5,73,78.69387578,29.26868572,30.26787773,NA,0,0,0,0,0,0.063636364,0.063636364,0.013636364,0,0,NA,0.202380952,0.055681818,0.002272727,0,0,0,0.0625,0.057954545,0,0,0,0.163465699,0.126079545,0.653554219,1.886454545,0,0,0.553054545,1.3334
SCR9-0903,1,BOATABLE,260.7142857,83.11276652,85.54545455,225.13,84.49399967,6,96.18181818,1.409090909,3.636363636,NA,0.007267086,3279.036847,-2.110924375,NA,100,0,100,NA,0.119271767,0.186765665,-2.29769004,-2.230196141,2.610551948,0.327559239,1.567405657,0,0,100,284.6305693,32.408657410000004,98.54086269,NA,0,0,0.086363636,0.081818182,0.031818182,0.113636364,0.245454545,0.004545455,0.0415135,61.36363636,NA,0.123863636,0.047727273,0.118181818,0.827272727,0.419318182,0.407954545,1.043181818,0.993181818,1,1,0.954545455,0.702207717,0.546931818,0.029413192,0.030304545,0,0,0,0.030304545
SCRF-0001,1,WADEABLE,45.93939394,18.17422383,5.726315789,2.846473684,19.61726173,3,11.63636364,0.318181818,0.790909091,1.242905533,0.246666667,150,NA,NA,NA,NA,NA,NA,NA,0.981271753,NA,NA,0.505424242,NA,NA,0,5,100,75.365,0.427024827,21.82597848,NA,0.027272727,0.004545455,0.040909091,0.068181818,0.036363636,0.040909091,0.145454545,0,0.007274896,95.45454545,93.31550802,0.069318182,0.045454545,0.105681818,0.725,0.326136364,0.398863636,0.935227273,0.876136364,1,0.954545455,0.954545455,0.628533694,0.494261364,0.476195465,0.909109091,0,0,0.909109091,0
SCS9-0922,1,WADEABLE,30.25,12.31683991,10.895,3.77415,12.93079475,1,33.90909091,0.263636364,0.481818182,1.047375702,0.173333333,150,NA,NA,NA,NA,NA,NA,NA,0.665321528,NA,NA,0.367988636,NA,NA,0,100,100,60.04,0.427464289,14.06756791,NA,0,0,0.206818182,0.368181818,0.104545455,0.206818182,1.018181818,0,0.023555925,100,100,0.302272727,0.025,0.140909091,1.182954545,0.628409091,0.554545455,1.409090909,1.348863636,1,1,0.863636364,0.760705509,0.706988636,0.377359665,0.606063636,0,0,0.606063636,0
SDRM-1005,1,BOATABLE,119.3,51.82049437,102.3636364,113.97,36.44933628,8,112.3636364,1.190909091,2.081818182,NA,0.043821209,3899.759853,-0.476914527,NA,1,99,100,NA,1.077395138,0.731347909,-1.208262436,-1.554309665,1.549540909,26.68069202,0.806615556,4,0,96,216.4762494,30.55267081,45.82280687,NA,0,0,0.036363636,0.022727273,0,0.036363636,0.059090909,0,0.112396875,4.946524064,NA,0.2975,0.125,0.1,0.018181818,0.013636364,0.004545455,0.4625,0.243181818,0.136363636,0.136363636,0.136363636,0.226679184,0.209431818,0.615170672,1.598554545,0,0,0.265154545,1.3334
ALR9-0902,2,BOATABLE,73.3,27.2680299,26.63636364,21.78,22.83551248,3,40,1.245454545,2.990909091,NA,0.086772789,1010.990733,0.199175768,NA,0,60,60,NA,1.330301301,1.008494391,-0.809318624,-1.131125533,1.285995455,162.2389694,0.742166558,4,0,96,133.8798487,31.15349588,29.59093639,NA,0,0,0.040909091,0.045454545,0.027272727,0.045454545,0.122727273,0.004545455,0.017241364,57.35294118,NA,0.451136364,0.197727273,0.476136364,0.580681818,0.281818182,0.298863636,1.090909091,1.254545455,0.772727273,0.772727273,0.772727273,0.608410602,0.664545455,0.45000275,0.818190909,0,0,0.818190909,0
ALS9-0917,2,BOATABLE,158.5,42.9087592,20.45454545,34.88,38.61054494,7,23,0.56,1.67,NA,0.06018889,1044.614769,0.92702381,NA,4,0,4,NA,1.053846291,0.854636757,0.072387053,-0.126822481,1.39425,751.8309846,0.733541985,0,45,100,149.5372008,24.35996526,44.68998642,NA,0,0,0.063636364,0.104545455,0.059090909,0.068181818,0.231818182,0.004545455,0.011686818,91.44385027,NA,0.294318182,0.140909091,0.557954545,0.759090909,0.3875,0.371590909,1.353409091,1.457954545,1,1,1,0.801361332,0.756079545,0.262573952,0.356068182,0,0,0.356068182,0
ORRF-0108,1,BOATABLE,91.7,29.95130729,27.45454545,23.955,28.33839812,3,32.18181818,0.968181818,1.986363636,NA,0.758437619,835.3750377,2.503122695,NA,0,0,0,NA,2.214146233,1.919701702,0.583420993,0.288976462,1.225368182,94272.24377,1.056639545,72.27722772,1.98019802,27.72277228,127.5862147,30.90337854,34.34253464,NA,0.004545455,0.068181818,0.004545455,0.018181818,0.031818182,0.122727273,0.204545455,0.009090909,9.51818e-4,33.02139037,NA,0.264772727,0.155681818,0.35,0.319318182,0.227272727,0.092045455,0.781818182,0.825,0.863636364,0.863636364,0.863636364,0.541044271,0.47125,0.153852663,0.181827273,0,0,0.181827273,0
ORRF-0110,1,BOATABLE,42.7,19.21988659,19.73636364,7.698,13.47465329,3,22,0.564545455,0.564545455,NA,0.530715139,620.9436945,1.667677989,NA,0,0,0,NA,1.587861838,1.484709965,0.182968023,0.079816151,0.644504545,8353.906979,0.340742993,55,5,45,85.66943557,31.55656508,17.57387773,NA,0.004545455,0.027272727,0.05,0.104545455,0.040909091,0.113636364,0.259090909,0.004545455,0.008516818,47.86096257,NA,0.267045455,0.125,0.143181818,0.222727273,0.138636364,0.084090909,0.393181818,0.490909091,1,0.863636364,0.863636364,0.554315441,0.320909091,0,0,0,0,0,0
ORRF-0119,1,WADEABLE,45.24,18.32540876,14.025,5.775,2.189387205,1,15.54545455,0.4,0.4,1.087893689,8.888888889,475.2,1.210615732,32.90909091,8.571428571,11.42857143,20,29.52380952,3.018921314,2.699518169,-1.488902437,-1.808305582,0.55406,11065.87565,0.55406,85,15,15,56.75733333,0.048394943,9.423884058,2.857142857,0,0,0.05,0.027272727,0.018181818,0.145454545,0.190909091,0.013636364,0.004150558,77.54010695,35.16042781,0.2,0.139772727,0.290909091,0.265909091,0.161363636,0.104545455,0.629545455,0.696590909,0.681818182,0.681818182,0.681818182,0.690964351,0.413465909,0,0,0,0,0,0
WYR9-0902,1,WADEABLE,7.55625,4.910195881,1.845,0.1519,4.236055923,0,10.23636364,0.572727273,2.236363636,12.23221542,0.066666667,150,-2.110924375,100,100,0,100,100,0.182513876,0.442021204,-2.552945579,-2.29343825,0.421388352,0.398601726,0.188545089,0,100,100,22.359375,0.560602934,5.102521907,0,0,0,0,0,0,0,0,0,0,5.882352941,5.614973262,0.875,0.045454545,0.043181818,0,0,0,0.045454545,0.088636364,0,0,0,0.23485699,0.139886364,0.394504856,0.651540909,0,0,0.651540909,0
MDS9-0918,1,WADEABLE,13.62,9.744156742,2.135,0.2844,5.938268416,0,3.936363636,0.472727273,1.054545455,1.658276522,1.01968254,223.5,1.023164388,45.09090909,3.80952381,15.23809524,19.04761905,53.33333333,1.607876229,1.574519838,-0.55135545,-0.584711841,0.395802727,2057.331077,0.171974641,68,18,32,38.37619048,0.435996213,7.971189135,2.857142857,0,0,0.040909091,0.136363636,0.104545455,0.168181818,0.45,0.113636364,0.006031072,98.6631016,98.12834225,0.084090909,0.164772727,0.443181818,0.911363636,0.494318182,0.417045455,1.714772727,1.519318182,1,0.954545455,0.954545455,0.872261334,0.783693182,0.142861596,0.166672727,0,0,0.166672727,0
RISS-1079,1,WADEABLE,15.45864662,10.47888301,2.307894737,0.365026316,8.13270193,0,3.845454545,0.430727273,1.079111111,1.117729383,1.545333333,150,0.729430618,62.63636364,7.619047619,26.66666667,34.28571429,54.28571429,1.673346601,1.727131837,-0.997701219,-0.943915983,0.38045393,1262.585094,0.126290259,56.93430657,16.05839416,43.06569343,44.39273639,0.526094045,9.508634807,0,0.070454545,0.347727273,0,0.147727273,0.511363636,0.3,0.906818182,0,0,94.38502674,91.84491979,0.180681818,0.342045455,0.5625,0.561363636,0.265909091,0.295454545,1.163636364,1.465909091,0.954545455,0.954545455,0.954545455,0.60356977,0.759659091,0.695151101,2.280313636,0.848486364,0,2.280313636,0
NDLS-1067,1,WADEABLE,48.7448,27.19226582,5.275,2.3399275,29.82971312,1,7.327272727,0.327272727,1.359090909,1.376867721,0.127777778,178.2,-1.875818221,95.45454545,94.28571429,0,94.28571429,94.28571429,0.290879571,0.654917478,-2.530735699,-2.166697792,0.529568473,1.063012622,0.099768746,3,20,97,74.701,0.611956826,36.91426998,0,0.170454545,0.679545455,0,0,0.063636364,0,0.063636364,0,1.39387e-4,3.475935829,0.267379679,0.020454545,0,0,0,0,0,0.357954545,0,0,0,0,0.160645164,0.1,0.68421385,2.1667,0,0,0.272740909,1.893959091
SDRF-0002,1,WADEABLE,76.42,27.9516827,5.835,4.2726,44.39368687,3,8.290909091,1.209090909,3.881818182,1.321657741,0.1125,200,-1.215763941,94.62962963,60.57692308,23.07692308,83.65384615,90.38461538,1.143343436,1.069661667,-2.285425608,-2.359107377,1.282639091,7.096308246,0.51154355,34,11,66,94.41,0.580917127,45.78098958,0,0.05,0.036363636,0.022727273,0.022727273,0,0.027272727,0.05,0.004545455,0.002968914,12.29946524,7.887700535,0.177272727,0.276136364,0.009090909,0.009090909,0.009090909,0,0.136363636,0.294318182,0.181818182,0.136363636,0.136363636,0.27039352,0.232443182,0.596338423,1.477322727,0,0,0.810622727,0.6667
OKLS-1204,1,WADEABLE,73.06,23.53626902,6.7,5.11875,30.65114987,1,8.345454545,0.4,2.4,1.679202589,0.012962963,237.6,-2.013573434,99.72727273,98.0952381,0,98.0952381,98.0952381,-0.54561577000000006,-0.137653759,-1.875919675,-1.467957664,0.73489,0.290440911,0.195652577,0,100,100,96.32377778,0.419533943,33.34575645,0,0,0.018181818,0.013636364,0.022727273,0,0.013636364,0.063636364,0,0.001914387,96.52406417,89.70588235,0.05,0.056818182,0.201136364,0.386363636,0.221590909,0.164772727,0.757954545,0.644318182,1,1,1,0.707159902,0.389943182,0.063829787,0.068181818,0,0,0.068181818,0
OKLS-1209,1,WADEABLE,131.82,50.71396915,14.45,20.457,63.42081332,2,16.09090909,1.590909091,2.418181818,1.377054078,0.008333333,475.2,-0.514050752,71.66666667,53.39805825,3.883495146,57.2815534,62.13592233,0.332752498,0.112739922,-0.626790673,-0.846803249,1.890920909,11.799489639999999,0.945422782,0,67,100,177.14,0.481116775,67.5124787,2.912621359,0,0.138636364,0.102272727,0.190909091,0.027272727,0.215909091,0.452272727,0,0.00191528,91.71122995,67.9144385,0.070454545,0.3375,0.531818182,0.573863636,0.415909091,0.157954545,1.372727273,1.443181818,0.909090909,0.909090909,0.909090909,0.867965094,0.749431818,0.057145551,0.060609091,0,0,0,0.060609091
