"SITE_ID","VISIT_NO","SAMPLE_ID","Chem_Lab_ID","H2O_dD","H2O_d18O","d.excess"
"TXR9-0907","1",704460,"1310025",-8.24,-1.19,1.31
"TXR9-0909","1",730040,"1310730",6.72,1.5,-5.26
"TXR9-0910","1",726260,"1310728",-21.29,-3.42,6.06
"TXR9-0914","1",705920,"1310572",3.39,1.08,-5.27
"TXR9-0915","1",710420,"1310225",-5.36,0.95,-12.96
"TXR9-0916","1",704380,"1310461",-5.59,-0.84,1.13
"TXR9-0917","1",721200,"1310717",-1.55,1.58,-14.22
"TXR9-0918","1",729980,"1310822",1.61,1.25,-8.42
"TXRF-0004","1",730560,"1310866",-19.79,-3.07,4.79
"TXRF-0005","1",727940,"1310898",-32.36,-5.41,10.91
"TXRF-0009","1",730580,"1310829",3.52,1.65,-9.66
"TXRM-1002","1",729960,"1310821",3.25,1.77,-10.9
"TXRM-1004","1",730020,"1310764",0.02,1.5,-11.99
"TXRM-1006","1",731040,"1310860",-3.29,-0.05,-2.91
"TXRM-1010","1",704420,"1310605",-11.22,-1.41,0.05
"TXRM-1011","1",710360,"1310244",-7.56,-0.38,-4.53
"TXRO-1074","1",726280,"1310641",-11.54,-1.51,0.5
"TXRO-1080","1",720140,"1310546",-10.99,-1.96,4.66
"TXRO-1081","1",731020,"1310787",-1.66,1.33,-12.27
"TXS9-0926","1",705880,"1310034",-21.77,-4.16,11.5
"TXS9-0926","2",711320,"1310110",-19.2,-3.82,11.38
"TXS9-0928","1",705960,"1310056",-28.46,-4.68,8.95
"TXS9-0928","2",711360,"1310119",-23.81,-3.88,7.21
"TXS9-0929","1",720200,"1310527",1.73,0.94,-5.8
"TXS9-0931","1",729940,"1310861",-7.67,-0.8,-1.24
"TXS9-0933","1",720160,"1310417",3.22,1.78,-11.05
"TXS9-0934","1",721140,"1310593",-1.28,-0.17,0.04
"TXS9-0936","1",705940,"1310059",-24.37,-3.73,5.45
"TXS9-0937","1",710400,"1310298",-19.97,-2.27,-1.79
"TXS9-0940","1",711380,"1310166",-7.14,-0.17,-5.77
"TXSS-1210","1",720240,"1310371",-18.12,-2.74,3.83
"TXSS-1216","1",705900,"1310060",-29.22,-4.58,7.41
"UTLS-1058","1",707420,"1310566",-102.29,-13.17,3.1
"UTR9-0901","1",706220,"1310324",-87.07,-11.49,4.85
"UTR9-0901","2",706200,"1310671",-85.44,-11.34,5.29
"UTR9-0903","1",730700,"1310916",-115.44,-15.01,4.6
"UTR9-0904","1",707300,"1310170",-97.89,-13.06,6.62
"UTR9-0905","1",706160,"1310810",-115.13,-15.23,6.71
"UTRF-0003","1",707360,"1310507",-106.06,-14.91,13.23
"UTRF-0004","1",707380,"1310109",-124.42,-16.67,8.97
"UTRM-1001","1",706140,"1310809",-107.01,-14.31,7.51
"UTRM-1002","1",708280,"1310795",-108.94,-14.74,8.96
"UTRM-1009","1",706180,"1310670",-84.85,-11.18,4.57
"UTRO-1035","1",707260,"1310136",-93.95,-11.66,-0.65
"UTS9-0927","1",707400,"1310557",-61.79,-7.88,1.21
"UTS9-0927","2",728000,"1310778",-103.31,-13.23,2.56
"UTS9-0930","1",707440,"1310516",-104.44,-12.98,-0.61
"UTSS-1107","1",707320,"1310158",-97.34,-13.75,12.7
"VAR9-0902","1",725660,"1310807",-34.84,-5.69,10.64
"VAR9-0903","1",725800,"1310736",-44.57,-7,11.43
"VAR9-0904","1",725640,"1310782",-32.9,-5.56,11.54
"VAR9-0905","1",725620,"1310883",-46.5,-7.58,14.11
"VAR9-0906","1",725600,"1310715",-43.53,-6.39,7.58
"VAR9-0906","2",732460,"1310834",-42.97,-6.79,11.34
"VAR9-0911","1",726100,"1310696",-34.19,-5.54,10.11
"VAR9-0911","2",725520,"1310824",-33.47,-5.38,9.53
"VARF-0004","1",707800,"1310153",-43.95,-7.48,15.87
"VARF-0005","1",715640,"1310606",-42.37,-6.98,13.48
"VARS11-111","1",725940,"1310837",-37.15,-5.54,7.19
"VARS11-112","1",725880,"1310777",-26.48,-3.96,5.22
"VARS11-113","1",725960,"1310749",-42.81,-7,13.2
"VARS11-129","1",725540,"1310899",-33.43,-5.36,9.44
"VARS11-131","1",725560,"1310739",-39.72,-6.74,14.22
"VARS11-139","1",725500,"1310889",-45.81,-7.16,11.48
"VTR9-0901","1",706860,"1310050",-66.01,-9.98,13.85
"VTR9-0901","2",717920,"1310235",-63.47,-9.73,14.36
"VTRF-0001","1",713420,"1310414",-60.15,-9.04,12.15
"VTRF-0002","1",707780,"1310120",-69.5,-10.04,10.79
"VTRF-0003","1",713440,"1310552",-62.32,-9.56,14.13
"VTRS-1002","1",716200,"1310592",-61.46,-9.4,13.7
"VTRS-1003","1",716220,"1310617",-66.14,-9.96,13.52
"VTRS-1004","1",707760,"1310124",-73.92,-11.15,15.27
"VTRS-1007","1",707720,"1310072",-73.29,-10.72,12.45
"VTRS-1008","1",713460,"1310535",-59.85,-9.65,17.38
"VTRS-1010","1",721600,"1310346",-60.84,-9.36,14.06
"VTRS-1012","1",721620,"1310521",-64.66,-10.14,16.47
"VTS9-0909","1",716140,"1310317",-62.7,-9.47,13.1
"VTS9-0909","2",716160,"1310476",-61.08,-9.57,15.48
"VTS9-0910","1",716120,"1310219",-60,-9.31,14.49
"VTS9-0911","1",716180,"1310515",-58.03,-8.88,13.03
"VTS9-0917","1",713480,"1310159",-67.36,-10.27,14.82
"VTS9-0917","2",716060,"1310278",-67.84,-10.14,13.28
"WALS-1069","1",710020,"1310780",-118.99,-16.12,9.99
"WALS-1070","1",711600,"1310140",-114.14,-15.13,6.94
"WALS-1072","1",710220,"1310187",-60.82,-8.99,11.12
"WAR9-0901","1",709660,"1310232",-127.83,-16.94,7.67
"WAR9-0901","2",717780,"1310443",-126.6,-16.37,4.33
"WAR9-0908","1",717800,"1310360",-101.1,-13.57,7.47
"WARF-0101","1",732920,"1310826",-104.4,-14.33,10.23
"WARF-0102","1",732900,"1310820",-101.92,-13.8,8.5
"WARF-0103","1",732820,"1310781",-100.11,-14.06,12.41
"WARF-0104","1",732760,"1310761",-109.69,-15.04,10.62
"WARF-0105","1",732740,"1310746",-106.77,-14.74,11.15
"WARF-0106","1",732980,"1310814",-97.43,-13.51,10.64
"WARM-1001","1",717840,"1310373",-99.88,-13.69,9.61
"WARO-1040","1",717820,"1310804",-118.18,-15.44,5.33
"WARO-1041","1",717880,"1310905",-95.53,-13.07,9.02
"WARO-1044","1",710240,"1310849",-104.62,-13.03,-0.42
"WAS9-0915","1",711560,"1310644",-103.66,-14.2,9.92
"WAS9-0915","2",709720,"1310844",-102.54,-14.22,11.23
"WAS9-0918","1",710260,"1310192",-79.55,-11.41,11.71
"WAS9-0919","1",711620,"1310098",-59.67,-8.84,11.06
"WAS9-0920","1",709680,"1310283",-61.47,-9.02,10.69
"WAS9-0921","1",711940,"1310328",-100.45,-13.51,7.6
"WAS9-0923","1",709860,"1310755",-107.72,-14.67,9.64
"WAS9-0925","1",710140,"1310682",-55.54,-8.24,10.41
"WASS-1133","1",710200,"1310456",-127.87,-17.24,10.07
"WASS-1136","1",709840,"1310714",-97.72,-13.23,8.16
"WASS-1140","1",711580,"1310082",-53.23,-8.23,12.6
"WASS-1145","1",710100,"1310612",-90.85,-12.33,7.75
"WILS-1087","1",NA,"",-62.78,-9.2,10.85
"WILS-1088","1",NA,"",-51.82,-7.6,8.96
"WILS-1089","1",NA,"",-64.71,-9.31,9.74
"WILS-1089","1",NA,"",-64.69,-9.35,10.14
"WILS-1090","1",NA,"",-56.33,-7.53,3.91
"WILS-1092","1",NA,"",-64.74,-9.41,10.57
"WILS-1093","1",NA,"",-62.76,-8.63,6.28
"WILS-1094",NA,NA,"",-47.21,-6.36,3.64
"WILS-1095",NA,NA,"",-88.37,-12.68,13.06
"WILS-1097",NA,NA,"",-51.84,-7.77,10.34
"WILS-1098",NA,NA,"",-52.25,-8.15,12.91
"WILS-1100",NA,NA,"",-69.01,-10.1,11.76
"WILS-1101",NA,NA,"",-62.36,-8.98,9.52
"WILS-1102",NA,NA,"",-77.14,-11.11,11.74
"WILS-1103",NA,NA,"",-60.07,-9.08,12.55
"WILS-1104",NA,NA,"",-56.33,-8.63,12.69
"WILS-1105",NA,NA,"",-66.35,-9.85,12.42
"WILS-1106",NA,NA,"",-51.69,-7.75,10.29
"WIRF-0002","1",706440,"1310145",-62.88,-8.86,8.01
"WIRF-0003","1",706380,"1310174",-62.65,-8.22,3.11
"WIRF-0006","1",707640,"1310055",-62.66,-9.35,12.15
"WIRF-0008","1",706420,"1310129",-66.01,-8.98,5.84
"WIRF-0011","1",707620,"1310054",-54.9,-8.1,9.91
"WIRF-0012","1",715680,"1310436",-54.98,-8.25,11
"WIRF-0013","1",717140,"1310453",-71.45,-10.41,11.79
"WIS9-0923","1",NA,"",-57.75,-8.97,14.03
"WIS9-0924","1",NA,"",-60.5,-8.91,10.76
"WIS9-0924","2",NA,"",-61.45,-9,10.58
"WIS9-0925","1",NA,"",-60.35,-9.26,13.74
"WIS9-0926","1",NA,"",-61.02,-9.15,12.15
"WIS9-0927","1",NA,"",-66.25,-9.9,12.92
"WIS9-0928","1",NA,"",-71.3,-10.42,12.08
"WIS9-0929","1",NA,"",-56.7,-8.67,12.67
"WIS9-0930","1",NA,"",-58.76,-9.05,13.68
"WIS9-0932","1",NA,"",-56.77,-7.59,3.95
"WIS9-0933","1",NA,"",-61.91,-9.2,11.72
"WIS9-0934","1",NA,"",-47.85,-5.95,-0.26
"WIS9-0935","1",NA,"",-66.9,-9.34,7.82
"WIS9-0935","1",NA,"",-66.99,-9.37,7.98
"WIS9-0936","1",NA,"",-90.68,-12.95,12.94
"WISS-1165","1",NA,"",-51.9,-7.24,6.01
"WISS-1166","1",NA,"",-52.92,-8.22,12.86
"WISS-1168","1",NA,"",-68.43,-10.19,13.07
"WISS-1169",NA,NA,"",-67.77,-10.1,13.01
"WISS-1170",NA,NA,"",-58.81,-8.71,10.87
"WISS-1171",NA,NA,"",-54.86,-8.32,11.7
"WISS-1172",NA,NA,"",-59.87,-8.9,11.35
"WISS-1173",NA,NA,"",-57.69,-8.86,13.16
"WISS-1174",NA,NA,"",-45.78,-6.84,8.93
"WISS-1175",NA,NA,"",-48.7,-7.56,11.77
"WISS-1176",NA,NA,"",-62,-8.03,2.24
"WISS-1177",NA,NA,"",-54.63,-8.01,9.46
"WISS-1178",NA,NA,"",-54.06,-8.3,12.35
"WISS-1179",NA,NA,"",-57.06,-8.37,9.93
"WISS-1180",NA,NA,"",-47.25,-7.47,12.52
"WISS-1181",NA,NA,"",-67.81,-10.05,12.61
"WVRF-0001","1",707680,"1310031",-55.42,-8.62,13.54
"WYLS-1087","1",719600,"1310709",-131.04,-17.82,11.55
"WYLS-1088","1",712260,"1310274",-120.33,-15.96,7.32
"WYLS-1091","1",719680,"1310678",-134.47,-18.03,9.73
"WYLS-1094","1",712460,"1310692",-135.8,-17.77,6.33
"WYR9-0904","1",719580,"1310474",-87.13,-11.96,8.57
"WYR9-0907","1",723220,"1310510",-67.22,-9.17,6.13
"WYR9-0913","1",723280,"1310442",-86.24,-10.02,-6.07
"WYRF-0001","1",711120,"1310206",-113.41,-13.99,-1.52
"WYRF-0002","1",723240,"1310500",-106.82,-13.87,4.1
"WYRF-0004","1",711140,"1310237",-130.83,-16.61,2.05
"WYRF-0006","1",711200,"1310357",-131.46,-16.63,1.59
"WYRF-0007","1",711180,"1310350",-110.18,-13.91,1.06
"WYRO-1032","1",723180,"1310554",-81,-10.59,3.7
"WYRO-1036","1",723160,"1310569",-77.56,-6.62,-24.6
"WYRO-1038","1",719540,"1310639",-114.38,-12.88,-11.35
"WYS9-0924","1",712240,"1310281",-141.96,-18.96,9.7
"WYS9-0927","1",719700,"1310675",-133.85,-18.02,10.3
"WYS9-0928","1",712360,"1310254",-123.12,-16.01,4.98
"WYS9-0930","1",723200,"1310543",-64.41,-6.21,-14.76
"WYS9-0931","1",712400,"1310271",-126.15,-14.99,-6.25
"WYS9-0932","1",719660,"1310656",-123.32,-15.65,1.9
"WYS9-0934","1",723260,"1310490",-121.21,-14.6,-4.45
"WYS9-0935","1",723140,"1310575",-96.75,-10.7,-11.13
"WYSS-1197","1",723100,"1310688",-119.39,-14.44,-3.86
"WYSS-1201","1",712440,"1310725",-131.13,-17.67,10.26
"ALLS-1037","1",750560,"1410347",-16.52,-3.32,10.05
"ALLS-1039","1",705540,"1410062",-19.21,-4.15,13.96
"ALLS-1041","1",745440,"1410186",-16.98,-3.43,10.42
"ALLS-1042","1",705540,"1410068",-23.26,-4.44,12.24
"ALR9-0902","1",705540,"1410067",-21.21,-3.65,7.96
"ALR9-0902","2",745420,"1410199",-22.81,-4.14,10.33
"ALR9-0903","1",745560,"1410345",-17.06,-2.96,6.64
"ALR9-0905","1",743760,"1410055",-22.44,-4.18,10.99
"ALR9-0906","1",755720,"1410469",-18.2,-3.65,10.97
"ALRO-1020","1",745520,"1410297",-17.01,-3.22,8.79
"ALRO-1023","1",763560,"1410766",-18.9,-3.58,9.73
"ALS9-0917","1",744980,"1410021",-26.87,-4.93,12.54
"ALS9-0917","2",745460,"1410200",-31.92,-5.36,10.97
"AZLS-1048","1",742220,"1410016",-90.76,-11.28,-0.48
"AZLS-1048","2",742340,"1410217",-82,-9.18,-8.57
"AZLS-1054","1",743240,"1410003",-46.92,-5.84,-0.23
"AZLS-1054","2",742300,"1410110",-46,-5.39,-2.89
"AZLS-1063","1",743200,"1410015",-20.22,-3.76,9.86
"AZLS-1072","1",742280,"1410259",-67,-8.95,4.64
"AZLS-1083","1",743340,"1411176",-72.71,-10,7.27
"AZR9-0904","1",743180,"1410004",-68.45,-9.18,4.97
"AZR9-0913","1",708040,"1410002",-101.81,-12.56,-1.37
"AZR9-0913","2",721260,"1410084",-100.97,-12.5,-0.96
"AZRM-1001","1",703220,"1410001",-101.66,-12.56,-1.2
"AZRO-1028","1",743160,"1410557",-50.1,-5.25,-8.13
"AZRO-1031","1",743220,"1410005",-64.36,-8.73,5.5
"AZSS-1111","1",742200,"1410010",-96.04,-13.45,11.55
"AZSS-1116","1",742320,"1410131",-62.63,-9.11,10.27
"AZSS-1121","1",742260,"1410017",-93.26,-11.98,2.58
"AZSS-1125","1",743320,"1411040",-78.32,-9.34,-3.61
"CALS-1087","1",NA,"L-365-14-01",-76.42,-10.92,10.96
"CALS-1089","1",NA,"L-257-14-01",-54.65,-7.76,7.45
"CALS-1098","1",NA,"L-323-14-01",-43.18,-6.86,11.66
"CALS-1099","1",NA,"L-407-14-01",-113.9,-15.28,8.36
"CALS-1102","1",NA,"L-402-14-01",-126.23,-16.74,7.67
"CALS-1106","1",NA,"L-420-14-01",-46.5,-7.25,11.52
"CALS-1108","1",NA,"L-366-14-01",-65.29,-7.9,-2.13
"CALS-1115","1",NA,"L-358-14-01",-82.99,-11.75,11.02
"CALS-1116","1",NA,"L-468-14-01",-97.66,-10.98,-9.81
"CALS-1120","1",NA,"L-450-14-01",-94.09,-13.36,12.79
"CAR9-0901","1",NA,"L-439-14-01",-81.36,-10.58,3.3
"CAR9-0901","2",NA,"L-479-14-01",-81.27,-10.28,1
"CAR9-0906","1",NA,"L-484-14-01",-82.26,-10.22,-0.47
"CAR9-0908","1",NA,"L-432-14-01",-77.03,-10.17,4.35
"CAR9-0910","1",NA,"L-350-14-01",-77.9,-9.81,0.57
"CAR9-0911","1",NA,"L-500-14-01",-46.85,-5.53,-2.57
"CAR9-0913","1",NA,"L-485-14-01",-83.92,-10.19,-2.38
"CARM-1002","1",NA,"L-521-14-01",-98.07,-12.96,5.64
"CARM-1004","1",NA,"L-438-14-01",-90.62,-12.74,11.28
"CARM-1006","1",NA,"L-351-14-01",-66.66,-8.24,-0.73
"CARM-1012","1",NA,"L-490-14-01",-38.66,-4.82,-0.13
"CARM-1014","1",NA,"L-334-14-01",-83.44,-11.6,9.39
"CARO-1040","1",NA,"L-328-14-01",-74.7,-10.2,6.93
"CARO-1042","1",NA,"L-355-14-01",-77.93,-9.8,0.5
"CARO-1043","1",NA,"L-304-14-01",-55.3,-7.02,0.89
"CARO-1047","1",NA,"L-319-14-01",-69.64,-9.03,2.62
"CARO-1048","1",NA,"L-554-14-01",-105.15,-13.09,-0.47
"CARO-1050","1",NA,"L-367-14-01",-77.6,-10.85,9.22
"CARO-1051","1",NA,"L-370-14-01",-78.74,-10.06,1.77
"CARO-1060","1",NA,"L-557-14-01",-88.25,-12.07,8.34
"CAS9-0923","1",NA,"L-357-14-01",-75.01,-11.06,13.45
"CASS-1181","1",NA,"L-305-14-01",-75.75,-10.78,10.48
"CASS-1183","1",NA,"L-434-14-01",-78.96,-11.13,10.09
"CASS-1215","1",NA,"L-271-14-01",-63.4,-8.5,4.62
"CASS-1226","1",NA,"L-295-14-01",-82.28,-11.5,9.68
"CASS-1248","1",NA,"L-353-14-01",-79.89,-11.39,11.25
"CASS-1271","1",NA,"L-406-14-01",-97.85,-13.42,9.54
"CASS-1275","1",NA,"L-451-14-01",-91.41,-13.02,12.77
"CASS-1278","1",NA,"L-273-14-01",-86.18,-12.31,12.32
"CASS-1297","1",NA,"L-437-14-01",-72.27,-10.69,13.23
"CASS-1313","1",NA,"L-435-14-01",-84.54,-11.79,9.81
"CASS-1339","1",NA,"L-272-14-01",-41.47,-5.99,6.46
"CASS-1350","1",NA,"L-448-14-01",-90.67,-12.62,10.3
"CASS-1357","1",NA,"L-443-14-01",-42.76,-5.51,1.33
"COLS-1061","1",738100,"1410507",-107.97,-15.09,12.79
"COLS-1070","1",757880,"1411051",-119.22,-16.29,11.07
"COR9-0902","1",737960,"1410442",-114.32,-15.46,9.4
"COR9-0902","2",757500,"1410647",-114.12,-15.39,9.02
"COR9-0904","1",757460,"1410472",-91.87,-11.59,0.84
"COR9-0906","1",757680,"1410470",-100.25,-12.71,1.43
"COR9-0907","1",748000,"1410337",-125.95,-16.97,9.83
"COR9-0909","1",757860,"1411033",-98.07,-12.26,0.05
"CORF-0002","1",750140,"1410418",-112.35,-15.32,10.23
"CORF-0003","1",750160,"1410403",-97.24,-12.78,5.02
"CORF-0004","1",750220,"1410435",-106.05,-14.3,8.36
"CORF-0005","1",750200,"1410411",-108.6,-14.97,11.16
"CORM-1001","1",757220,"1410665",-116.64,-15.65,8.58
"CORM-1004","1",748140,"1410279",-127.59,-17.32,10.94
"CORM-1005","1",748020,"1410945",-119.12,-15.62,5.82
"CORM-1007","1",744840,"1410344",-126.52,-17.22,11.21
"CORO-1032","1",737560,"1410142",-91.02,-12.08,5.62
"CORO-1033","1",738260,"1410970",-101.98,-13.19,3.56
"CORO-1034","1",738560,"1410460",-123.51,-16.73,10.36
"CORO-1035","1",737720,"1410167",-90.04,-11.48,1.82
"COS9-0927","1",757240,"1410661",-96.72,-13.79,13.57
"COS9-0930","1",738120,"1410465",-110.32,-14.5,5.66
"COSS-1095","1",737740,"1410227",-127.2,-16.99,8.71
"COSS-1104","1",743520,"1411042",-88.94,-12.56,11.54
"COSS-1107","1",757700,"1410482",-107.34,-14.15,5.85
"COSS-1111","1",737760,"1410246",-125.82,-16.87,9.14
"COSS-1114","1",748220,"1410264",-109.99,-15.05,10.4
"COSS-1115","1",738440,"1410974",-120.33,-16.7,13.3
"CTLS-1044","1",760400,"1410550",-40.99,-6.14,8.1
"CTLS-1045","1",756120,"1410598",-39.05,-6.54,13.24
"CTLS-1047","1",760740,"1411041",-37.46,-5.39,5.67
"CTR9-0901","1",737160,"1410689",-52.35,-7.98,11.48
"CTR9-0901","2",760600,"1410787",-52.06,-7.63,8.95
"CTR9-0902","1",767760,"1410854",-39.37,-5.42,3.98
"CTR9-0903","1",767660,"1411027",-56.91,-8.28,9.36
"CTR9-0906","1",756780,"1410644",-51.82,-8.17,13.53
"CTR9-0906","2",760760,"1410788",-52.74,-8.07,11.84
"CTRF-0001","1",737140,"1410688",-46.58,-7.32,11.94
"CTRM-1001","1",767680,"1411028",-57.34,-8.55,11.02
"CTRM-1002","1",767720,"1411036",-57.17,-8.65,12
"CTRM-1003","1",767740,"1411035",-58.3,-8.62,10.67
"CTRO-1019","1",767460,"1410934",-50.69,-7.42,8.65
"CTRO-1020","1",756220,"1410565",-51.23,-7.98,12.6
"CTRO-1021","1",767560,"1410980",-40.53,-5.8,5.87
"CTRO-1022","1",760420,"1410622",-46.04,-7.23,11.83
"DELS-1027","1",753540,"1410687",-34.07,-5.43,9.34
"DELS-1032","1",753500,"1411021",-34.93,-5.74,10.98
"DELS-1033","1",704020,"1410870",-35.79,-5.72,9.96
"DELS-1038","1",753560,"1410421",-40.74,-6.91,14.55
"DER9-0901","1",749220,"1410616",-40.44,-7.14,16.69
"DER9-0901","2",749280,"1410786",-39.66,-6.09,9.06
"DER9-0902","1",749200,"1410567",-41.85,-6.82,12.74
"DERO-1004","1",764660,"1410991",-41.32,-6.92,14.05
"DES9-0905","1",749260,"1410521",-28.02,-4.88,11.05
"DES9-0905","2",749240,"1410742",-36.2,-5.89,10.94
"DESS-1092","1",753580,"1410375",-40.17,-6.63,12.85
"DESS-1096","1",764640,"1411076",-30.95,-4.83,7.71
"FLLS-1047","1",705540,"1410072",3.18,0.27,1
"FLLS-1049","1",736400,"1410038",12.71,2.08,-3.95
"FLLS-1063","1",745220,"1410145",-1.31,-0.6,3.52
"FLLS-1064","1",765460,"1411182",-13.46,-2.65,7.77
"FLR9-0901","1",743980,"1410014",-91.89,-11.68,1.52
"FLR9-0901","2",744460,"1410089",-19.26,-3.35,7.52
"FLR9-0902","1",744000,"1410012",-21.93,-4.16,11.32
"FLR9-0902","2",743940,"1410082",-21.59,-3.85,9.22
"FLR9-0903","1",736280,"1410031",12.54,1.89,-2.58
"FLRF-0001","1",746240,"1410028",-10.69,-2.4,8.51
"FLRM-1001","1",744500,"1410090",-22.03,-3.94,9.47
"FLRM-1002","1",745500,"1410288",-16.99,-3.65,12.21
"FLRO-1024","1",743960,"1410042",-17.21,-3.07,7.34
"FLRO-1025","1",743900,"1410057",-13.12,-2.84,9.63
"FLS9-0915","1",742380,"1410045",-21.2,-4,10.78
"FLS9-0917","1",742420,"1410008",-16.72,-3.52,11.44
"FLS9-0918","1",746260,"1410053",-12.19,-2.49,7.73
"FLS9-0919","1",745340,"1410030",-10.53,-2.38,8.49
"FLS9-0921","1",705540,"1410079",-3.72,-1.29,6.57
"FLS9-0921","1",746300,"1410007",-2.74,-1.35,8.07
"FLS9-0922","1",747300,"1410036",-9.95,-2.51,10.15
"FLS9-0923","1",742400,"1410039",-18.74,-3.74,11.17
"FLS9-0929","1",750640,"1410172",-20.4,-4.02,11.72
"FLS9-0929","2",750580,"1410310",-16.24,-3.35,10.54
"FLSS-1068","1",742520,"1410023",-20.86,-4.15,12.34
"FLSS-1069","1",736240,"1410022",3.64,0.4,0.46
"FLSS-1076","1",705540,"1410065",-0.47,-0.48,3.41
"FLSS-1107","1",736420,"1410133",1.54,0.41,-1.74
"GALS-1052","1",744940,"1410096",-28.38,-5.26,13.67
"GALS-1060","1",742180,"1411162",-21.88,-3.62,7.06
"GAR9-0901","1",744380,"1410232",-15.82,-2.87,7.11
"GAR9-0901","2",742160,"1410584",-16.08,-2.82,6.49
"GAR9-0905","1",767880,"1410923",-17.11,-2.97,6.67
"GAR9-0905","2",766340,"1411134",-16.87,-2.86,6.02
"GAR9-0906","1",744360,"1410281",-21.7,-4.05,10.67
"GAR9-0907","1",766320,"1411110",-16.82,-2.5,3.18
"GAR9-0910","1",759100,"1410753",-19.69,-3.65,9.48
"GAR9-0911","1",759120,"1410531",-21.15,-3.65,8.08
"GAR9-0913","1",767860,"1410878",-17.76,-3.12,7.2
"GARF-0001","1",745300,"1410098",-29.81,-5.51,14.28
"GARF-0002","1",736320,"1410083",-18.89,-3.47,8.91
"GARF-0003","1",745320,"1410081",-31.35,-5.9,15.84
"GARM-1001","1",759140,"1410500",-19.3,-3.59,9.46
"GARM-1002","1",703300,"1410099",-23.4,-4.4,11.84
"GARM-1003","1",758100,"1411016",-21.73,-4.07,10.8
"GARM-1004","1",758940,"1410605",-19.79,-3.53,8.43
"GARM-1006","1",758960,"1410734",-24.41,-4.52,11.77
"GARO-1032","1",705540,"1410069",-20.52,-3.53,7.71
"GARO-1033","1",758120,"1411038",-25.66,-4.3,8.77
"GARO-1034","1",744340,"1410301",-16.59,-2.98,7.28
"GARO-1038","1",743680,"1410029",-17.94,-3.29,8.37
"HIKS13-037","1",755440,"1410740",-9.81,-3.14,15.29
"HIKS13-037","2",729420,"1410869",-9.43,-2.79,12.87
"HIKS13-042","1",729380,"1410897",-6.58,-1.56,5.91
"HIKS13-045","1",768660,"1411066",-9.42,-2.94,14.07
"HIKS13-046","1",753940,"1410257",-4.47,-1.55,7.9
"HIKS13-054","1",753920,"1410211",-11.24,-2.88,11.8
"HIKS13-070","1",753980,"1410318",-9.31,-3.24,16.59
"HIKS13-079","1",755400,"1410391",-9.36,-3.01,14.71
"HIKS13-089","1",753900,"1410268",-17.45,-4.01,14.6
"HIKS13-095","1",753880,"1410306",-11.23,-3.23,14.62
"HIKS13-097","1",755380,"1410382",-12.22,-3.41,15.04
"HIKS13-102","1",755420,"1410739",-9.04,-2.64,12.09
"HIKS13-108","1",755460,"1410914",-12.31,-2.77,9.82
"HIKS13-108","2",768700,"1411084",-11.17,-2.86,11.68
"HIKS13-123","1",768680,"1411075",-10.06,-2.75,11.92
"HIKS13-123","2",768340,"1411154",-9.69,-2.83,12.94
"HIKS13-127","1",708320,"1411192",-7.89,-2.77,14.23
"HIKS13-132","1",768300,"1411161",-9.23,-2.53,11.03
"HIKS13-169","1",755480,"1411186",-7.56,-2.3,10.81
"HIKS13-170","1",768320,"1411172",-9.75,-2.52,10.42
"HIKS13-186","1",766700,"1411190",-12.62,-3.3,13.78
"HIKS13-216","1",766740,"1411187",-12.62,-2.95,10.95
"HIKS13-218","1",706100,"1411189",-9.86,-2.78,12.4
"HIKS13-222","1",729320,"1411193",-9.26,-3.17,16.13
"HIKS13-230","1",766720,"1411188",-3.29,-1.04,5.01
"HIKS13-234","1",705160,"1411191",-8.71,-2.44,10.83
"HIKS13-269","1",732700,"1411194",-8.89,-2.64,12.24
"IALS-1049","1",757920,"1410803",-56.92,-8.32,9.65
"IALS-1052","1",747000,"1410325",-47.34,-7.45,12.28
"IALS-1053","1",758060,"1410783",-57.45,-8.47,10.35
"IALS-1054","1",757980,"1410834",-54.88,-7.65,6.3
"IALS-1055","1",742920,"1410286",-51.5,-8.02,12.66
"IAR9-0901","1",759700,"1410627",-57.14,-7.94,6.37
"IAR9-0901","2",759620,"1410717",-56.93,-8.07,7.63
"IAR9-0902","1",757940,"1410703",-43.62,-6.9,11.62
"IAR9-0903","1",758080,"1410710",-54.35,-7.43,5.1
"IAR9-0904","1",759640,"1410668",-44.74,-5.96,2.94
"IAR9-0906","1",758000,"1410755",-55.39,-7.65,5.81
"IAR9-0907","1",759580,"1410680",-56.47,-7.9,6.75
"IAR9-0908","1",758140,"1410702",-51.25,-7.41,8.06
"IAR9-0909","1",758720,"1410707",-51.13,-7.85,11.65
"IAR9-0914","1",759720,"1410604",-48.87,-7.38,10.17
"IAR9-0914","2",759660,"1410704",-48.69,-7.54,11.63
"IARF-0001","1",749920,"1410300",-44.56,-6.95,11.01
"IARM-1001","1",758780,"1410678",-55,-7.49,4.92
"IARM-1002","1",758760,"1410765",-55,-7.44,4.54
"IARO-1014","1",758040,"1410795",-54.98,-8.33,11.7
"IARO-1015","1",758020,"1410681",-50.66,-7.36,8.18
"IARO-1016","1",736300,"1410636",-50.07,-7.54,10.27
"IARO-1017","1",759680,"1410651",-49.16,-7.1,7.67
"IARO-1018","1",739880,"1410155",-54.55,-8.09,10.21
"IAS9-0919","1",742860,"1410112",-43.24,-6.81,11.26
