"SITE_ID","VISIT_NO","SAMPLE_ID","Chem_Lab_ID","H2O_dD","H2O_d18O","d.excess"
"WVRM-1001","1",744080,"1410111",-49.01,-7.57,11.56
"WVRO-1007","1",756640,"1410528",-38.57,-6.19,10.98
"WVRO-1008","1",744100,"1411158",-37.52,-5.58,7.12
"WVS9-0923","1",746000,"1410510",-51.28,-7.76,10.82
"WVS9-0923","2",746020,"1410816",-48.89,-7.23,8.97
"WVS9-0924","1",746120,"1410130",-55,-8.83,15.64
"WVS9-0924","2",745040,"1410331",-57.74,-9.59,18.99
"WVS9-0925","1",745100,"1410178",-49.94,-7.81,12.57
"WVS9-0926","1",745000,"1410263",-42.08,-6.61,10.77
"WVSS-1041","1",745020,"1410330",-40.92,-7.06,15.53
"WVSS-1042","1",745120,"1410158",-51.92,-7.96,11.72
"WVSS-1043","1",745080,"1410235",-52.66,-8.22,13.09
"WVSS-1044","1",746040,"1411030",-54.94,-8.57,13.6
"WVSS-1045","1",746140,"1410210",-47.64,-7.42,11.68
"WVSS-1046","1",746060,"1411092",-41.71,-5.9,5.47
"WVSS-1047","1",745060,"1410233",-58.26,-8.97,13.48
"WYLS-1085","1",738140,"1410641",-120.7,-15.51,3.36
"WYLS-1097","1",743700,"1410541",-127.39,-16.98,8.47
"WYLS-1102","1",757600,"1410534",-130.8,-17.5,9.16
"WYLS-1104","1",748060,"1410620",-122.64,-15.85,4.13
"WYLS-1106","1",743580,"1410985",-138.92,-18.37,8.07
"WYLS-1108","1",757540,"1410628",-121.84,-16.07,6.74
"WYR9-0901","1",748180,"1410968",-116.4,-14.71,1.27
"WYR9-0901","2",757760,"1411061",-117.34,-14.69,0.17
"WYR9-0902","1",737540,"1410212",-110.2,-11.23,-20.4
"WYR9-0903","1",767080,"1410842",-125.95,-15.93,1.52
"WYR9-0903","2",744880,"1411011",-137.51,-18.53,10.7
"WYR9-0905","1",738420,"1410658",-97.48,-11.34,-6.73
"WYR9-0908","1",757480,"1410539",-130.49,-17.45,9.09
"WYR9-0909","1",767200,"1410976",-122.42,-15.24,-0.52
"WYR9-0910","1",757820,"1411060",-117.34,-14.83,1.3
"WYR9-0911","1",748080,"1410590",-123.75,-16.24,6.18
"WYR9-0914","1",738500,"1410591",-133.92,-17.32,4.62
"WYR9-0915","1",737580,"1410640",-112.2,-13.34,-5.49
"WYRF-0101","1",738480,"1410612",-114.94,-13.74,-5
"WYRF-0102","1",767120,"1410881",-137.4,-18.29,8.94
"WYRM-1003","1",737920,"1410583",-123.54,-16.04,4.79
"WYRM-1004","1",757740,"1410526",-117.93,-14.91,1.31
"WYRM-1006","1",757840,"1411062",-117.97,-14.84,0.77
"WYRM-1008","1",757780,"1411077",-113.06,-13.62,-4.11
"WYRM-1010","1",743560,"1411005",-126.07,-16.03,2.16
"WYRO-1034","1",748200,"1410275",-127.2,-17.04,9.12
"WYRO-1037","1",767060,"1410851",-134.67,-17.5,5.32
"WYRO-1039","1",743600,"1410983",-138.91,-18.35,7.85
"WYRO-1042","1",738780,"1410564",-114.47,-14.17,-1.12
"WYRO-1043","1",732540,"1410693",-124.23,-15.86,2.66
"WYRO-1044","1",767140,"1410909",-117.53,-14.69,0.01
"WYS9-0926","1",737660,"1410569",-127.75,-16.72,6.04
"WYS9-0929","1",767160,"1410911",-128.28,-16.86,6.6
"WYS9-0933","1",738200,"1410609",-125.92,-16.09,2.77
"WYS9-0936","1",738460,"1410633",-131.35,-17.1,5.48
"WYS9-0937","1",738180,"1410544",-100.11,-11.48,-8.3
"WYS9-0937","2",738160,"1410675",-90.35,-9.03,-18.1
"WYS9-0938","1",757560,"1410553",-139.61,-18.31,6.9
"WYS9-0938","2",764320,"1410811",-138.34,-17.69,3.14
"WYSS-1204","1",767000,"1410849",-114.02,-14.81,4.46
"WYSS-1206","1",767040,"1410820",-101.08,-12.6,-0.25
"WYSS-1209","1",766840,"1410969",-121.17,-15.63,3.87
"WYSS-1210","1",767020,"1410826",-122.2,-16.09,6.51
"WYSS-1212","1",738220,"1410600",-143.59,-19.42,11.75
"WYSS-1213","1",767100,"1410877",-134.16,-17.92,9.16
