"SITE_ID","VISIT_NO","AMMONIA_N_RESULT","AMMONIA_N_RESULT_UNITS","ANC_RESULT","ANC_RESULT_UNITS","CALCIUM_RESULT","CALCIUM_RESULT_UNITS","CHLORIDE_RESULT","CHLORIDE_RESULT_UNITS","COLOR_RESULT","COLOR_RESULT_UNITS","COND_RESULT","COND_RESULT_UNITS","DOC_RESULT","DOC_RESULT_UNITS","MAGNESIUM_RESULT","MAGNESIUM_RESULT_UNITS","NITRATE_N_RESULT","NITRATE_N_RESULT_UNITS","NITRATE_NITRITE_N_RESULT","NITRATE_NITRITE_N_RESULT_UNITS","NITRITE_N_RESULT","NITRITE_N_RESULT_UNITS","NTL_RESULT","NTL_RESULT_UNITS","PH_RESULT","PH_RESULT_UNITS","POTASSIUM_RESULT","POTASSIUM_RESULT_UNITS","PTL_RESULT","PTL_RESULT_UNITS","SILICA_RESULT","SILICA_RESULT_UNITS","SODIUM_RESULT","SODIUM_RESULT_UNITS","SULFATE_RESULT","SULFATE_RESULT_UNITS","TSS_RESULT","TSS_RESULT_UNITS","TURB_RESULT","TURB_RESULT_UNITS"
"NCRF-0002",1,0,"MG N/L",9.11,"UEQ/L",0.37,"MG/L",1.337,"MG/L",20,"APHA PT-CO",13.1,"US/CM AT 25 C",1.46,"MG/L",0.196,"MG/L",0.088,"MG N/L",NA,"",0.001,"MG N/L",0.169,"MG/L",5.84,"STD. UNITS",0.634,"MG/L",16,"UG/L",5.96,"MG/L",1.2,"MG/L",1.842,"MG/L",1.9,"MG/L",2.91,"NTU"
"MTLS-1130",1,0.002,"MG N/L",4471.69,"UEQ/L",47.86,"MG/L",2.634,"MG/L",12,"APHA PT-CO",438,"US/CM AT 25 C",2.47,"MG/L",28.28,"MG/L",0.002,"MG N/L",NA,"",0,"MG N/L",0.258,"MG/L",8.5,"STD. UNITS",1.469,"MG/L",55,"UG/L",10.098,"MG/L",4.11,"MG/L",20.245,"MG/L",29.6,"MG/L",6.68,"NTU"
"KSRS-1303",1,0.003,"MG N/L",3669.35,"UEQ/L",61.52,"MG/L",12.102,"MG/L",24,"APHA PT-CO",430,"US/CM AT 25 C",4.93,"MG/L",12.21,"MG/L",0.003,"MG N/L",NA,"",0,"MG N/L",0.631,"MG/L",8.43,"STD. UNITS",2.713,"MG/L",74,"UG/L",10.555,"MG/L",11.76,"MG/L",25.391,"MG/L",18,"MG/L",13.22,"NTU"
"ALSS-1065",1,0.123,"MG N/L",195.76,"UEQ/L",3.05,"MG/L",3.305,"MG/L",20,"APHA PT-CO",49.3,"US/CM AT 25 C",3.52,"MG/L",1.19,"MG/L",0.303,"MG N/L",NA,"",0.003,"MG N/L",0.886,"MG/L",6.82,"STD. UNITS",2.959,"MG/L",48,"UG/L",5.597,"MG/L",2.03,"MG/L",4.856,"MG/L",12.6,"MG/L",8.77,"NTU"
"SDRM-1011",1,0.006,"MG N/L",3456.69,"UEQ/L",170.1,"MG/L",102.047,"MG/L",15,"APHA PT-CO",1583,"US/CM AT 25 C",1.79,"MG/L",48.39,"MG/L",0.223,"MG N/L",NA,"",0.011,"MG N/L",0.513,"MG/L",7.6,"STD. UNITS",10.43,"MG/L",121,"UG/L",16.875,"MG/L",105.1,"MG/L",538.527,"MG/L",73.9,"MG/L",21.2,"NTU"
"CAS9-0926",1,0.003,"MG N/L",396,"UEQ/L",5.4,"MG/L",4.97,"MG/L",5,"APHA PT-CO",64,"US/CM AT 25 C",0.79,"MG/L",1.4,"MG/L",0.277,"MG N/L",0.277,"MG N/L",NA,"",0.276,"MG/L",7.59,"STD. UNITS",0.4,"MG/L",13,"UG/L",9,"MG/L",5.3,"MG/L",2.49,"MG/L",0.5,"MG/L",0.3,"NTU"
"OKS9-0934",1,0.031,"MG N/L",2069.98,"UEQ/L",40.81,"MG/L",146.47,"MG/L",32,"APHA PT-CO",710,"US/CM AT 25 C",5.04,"MG/L",15.04,"MG/L",0.003,"MG N/L",NA,"",0,"MG N/L",0.58,"MG/L",8.08,"STD. UNITS",4.784,"MG/L",45,"UG/L",9.607,"MG/L",72.16,"MG/L",7.177,"MG/L",12.2,"MG/L",4.07,"NTU"
"INRF-0001",1,0.012,"MG N/L",3150.17,"UEQ/L",51.05,"MG/L",12.903,"MG/L",9,"APHA PT-CO",349,"US/CM AT 25 C",3.47,"MG/L",9.907,"MG/L",0.02,"MG N/L",NA,"",0,"MG N/L",0.474,"MG/L",8.38,"STD. UNITS",3.83,"MG/L",55,"UG/L",3.736,"MG/L",6.82,"MG/L",12.929,"MG/L",23,"MG/L",2.93,"NTU"
"WARM-1001",1,0.003,"MG N/L",414.75,"UEQ/L",4.6,"MG/L",0.85,"MG/L",9,"APHA PT-CO",45.9,"US/CM AT 25 C",0.91,"MG/L",2.119,"MG/L",0.005,"MG N/L",NA,"",0.001,"MG N/L",0.048,"MG/L",7.5,"STD. UNITS",0.178,"MG/L",14,"UG/L",6.411,"MG/L",1.26,"MG/L",0.987,"MG/L",1.6,"MG/L",0.65,"NTU"
"IARF-0004",1,0.019,"MG N/L",4314.49,"UEQ/L",89.43,"MG/L",18.274,"MG/L",29,"APHA PT-CO",638,"US/CM AT 25 C",4.83,"MG/L",24.04,"MG/L",18.689,"MG N/L",NA,"",0.037,"MG N/L",20.025,"MG/L",8.34,"STD. UNITS",2.408,"MG/L",264,"UG/L",22.869,"MG/L",4.25,"MG/L",28.076,"MG/L",68,"MG/L",6.32,"NTU"
"IAR9-0905",1,0.015,"MG N/L",4156.99,"UEQ/L",72.96,"MG/L",20.63,"MG/L",15,"APHA PT-CO",546,"US/CM AT 25 C",1.47,"MG/L",22.06,"MG/L",8.391,"MG N/L",NA,"",0.018,"MG N/L",8.9,"MG/L",8.41,"STD. UNITS",1.157,"MG/L",141,"UG/L",14.118,"MG/L",7.4,"MG/L",26.791,"MG/L",21.7,"MG/L",4.77,"NTU"
"NJSS-1078",1,0.01,"MG N/L",853.34,"UEQ/L",28.61,"MG/L",110.06,"MG/L",16,"APHA PT-CO",500,"US/CM AT 25 C",1.83,"MG/L",11.79,"MG/L",1.857,"MG N/L",NA,"",0.004,"MG N/L",1.988,"MG/L",7.77,"STD. UNITS",2.17,"MG/L",39,"UG/L",18.987,"MG/L",42.43,"MG/L",11.648,"MG/L",0.8,"MG/L",0.78,"NTU"
"ILR9-0902",1,0.001,"MG N/L",5054.32,"UEQ/L",83.44,"MG/L",26.135,"MG/L",14,"APHA PT-CO",666,"US/CM AT 25 C",2.46,"MG/L",38.81,"MG/L",1.022,"MG N/L",NA,"",0,"MG N/L",1.426,"MG/L",8.37,"STD. UNITS",1.867,"MG/L",59,"UG/L",8.509,"MG/L",8.62,"MG/L",80.67,"MG/L",6.5,"MG/L",1.85,"NTU"
"CAS9-0920",1,0.0115,"MG N/L",1180,"UEQ/L",8.6,"MG/L",24,"MG/L",35,"APHA PT-CO",201,"US/CM AT 25 C",5.7,"MG/L",8.1,"MG/L",0.067,"MG N/L",0.067,"MG N/L",NA,"",0.142,"MG/L",7.45,"STD. UNITS",1.5,"MG/L",52.6,"UG/L",16.3,"MG/L",22.6,"MG/L",6.57,"MG/L",0.7,"MG/L",2.4,"NTU"
"NYSS-1249",1,0.012,"MG N/L",2541.58,"UEQ/L",48.12,"MG/L",6.17,"MG/L",5,"APHA PT-CO",281,"US/CM AT 25 C",2.02,"MG/L",4.242,"MG/L",0.493,"MG N/L",NA,"",0,"MG N/L",0.769,"MG/L",8.46,"STD. UNITS",1.643,"MG/L",30,"UG/L",5.759,"MG/L",4.88,"MG/L",12.322,"MG/L",5.2,"MG/L",3.38,"NTU"
"IDR9-0905",1,0.021,"MG N/L",379.92,"UEQ/L",5.25,"MG/L",1.158,"MG/L",3,"APHA PT-CO",50.5,"US/CM AT 25 C",1.01,"MG/L",1.524,"MG/L",0.047,"MG N/L",NA,"",0.002,"MG N/L",0.236,"MG/L",7.34,"STD. UNITS",0.635,"MG/L",33,"UG/L",9.858,"MG/L",1.8,"MG/L",3.539,"MG/L",3.3,"MG/L",0.53,"NTU"
"VTRF-0001",1,0.002,"MG N/L",298.98,"UEQ/L",5.23,"MG/L",2.325,"MG/L",5,"APHA PT-CO",48.2,"US/CM AT 25 C",1.23,"MG/L",1.002,"MG/L",0.221,"MG N/L",NA,"",0.001,"MG N/L",0.303,"MG/L",7.4,"STD. UNITS",0.319,"MG/L",10,"UG/L",4.216,"MG/L",2.07,"MG/L",3.046,"MG/L",0.5,"MG/L",0.23,"NTU"
"INS9-0923",1,0.035,"MG N/L",5562.66,"UEQ/L",98.16,"MG/L",28.05,"MG/L",8,"APHA PT-CO",896,"US/CM AT 25 C",4.3,"MG/L",47.96,"MG/L",0.213,"MG N/L",NA,"",0.013,"MG N/L",0.73,"MG/L",8.42,"STD. UNITS",4.177,"MG/L",122,"UG/L",4.424,"MG/L",25.17,"MG/L",189.106,"MG/L",9.8,"MG/L",5.32,"NTU"
"IARF-0002",1,0.008,"MG N/L",4981.25,"UEQ/L",84.89,"MG/L",23.774,"MG/L",9,"APHA PT-CO",668,"US/CM AT 25 C",2.17,"MG/L",28.41,"MG/L",11.331,"MG N/L",NA,"",0.036,"MG N/L",12.05,"MG/L",8.4,"STD. UNITS",2.082,"MG/L",210,"UG/L",19.145,"MG/L",13.15,"MG/L",39.816,"MG/L",31.8,"MG/L",3.9,"NTU"
"OHS9-0921",1,0.027,"MG N/L",4232.13,"UEQ/L",63.46,"MG/L",33.282,"MG/L",17,"APHA PT-CO",569,"US/CM AT 25 C",5.21,"MG/L",22.68,"MG/L",2.73,"MG N/L",NA,"",0,"MG N/L",3.313,"MG/L",8.33,"STD. UNITS",3.799,"MG/L",153,"UG/L",11.173,"MG/L",19.42,"MG/L",39.521,"MG/L",13.9,"MG/L",8.43,"NTU"
"ORS9-0937",1,0.003,"MG N/L",187.33,"UEQ/L",3.1,"MG/L",0.089,"MG/L",2,"APHA PT-CO",39.3,"US/CM AT 25 C",0.53,"MG/L",1.196,"MG/L",0.004,"MG N/L",NA,"",0,"MG N/L",0.035,"MG/L",7.38,"STD. UNITS",0.802,"MG/L",32,"UG/L",13.365,"MG/L",1.85,"MG/L",7.883,"MG/L",0.6,"MG/L",0.01,"NTU"
"NVS9-0921",2,0.008,"MG N/L",2741.06,"UEQ/L",36.11,"MG/L",3.879,"MG/L",3,"APHA PT-CO",277,"US/CM AT 25 C",0.95,"MG/L",4.573,"MG/L",0.192,"MG N/L",NA,"",0,"MG N/L",0.323,"MG/L",8.37,"STD. UNITS",0.859,"MG/L",73,"UG/L",29.398,"MG/L",17.67,"MG/L",8.749,"MG/L",6,"MG/L",1.01,"NTU"
"NVR9-0920",2,0.005,"MG N/L",2149.03,"UEQ/L",25.66,"MG/L",6.272,"MG/L",5,"APHA PT-CO",253,"US/CM AT 25 C",1.89,"MG/L",4.853,"MG/L",0.002,"MG N/L",NA,"",0,"MG N/L",0.306,"MG/L",8.34,"STD. UNITS",7.58,"MG/L",136,"UG/L",49.605,"MG/L",15.88,"MG/L",13.266,"MG/L",20.8,"MG/L",4.59,"NTU"
"NVS9-0926",2,0.024,"MG N/L",1162.02,"UEQ/L",15.15,"MG/L",1.546,"MG/L",8,"APHA PT-CO",134.4,"US/CM AT 25 C",1.59,"MG/L",2.33,"MG/L",0.008,"MG N/L",NA,"",0.001,"MG N/L",0.218,"MG/L",8.11,"STD. UNITS",2.247,"MG/L",57,"UG/L",16.214,"MG/L",8.18,"MG/L",7.366,"MG/L",1.3,"MG/L",0.75,"NTU"
"NCR9-0903",1,0.031,"MG N/L",228.77,"UEQ/L",2.94,"MG/L",2.058,"MG/L",22,"APHA PT-CO",42.5,"US/CM AT 25 C",1.45,"MG/L",0.984,"MG/L",0.402,"MG N/L",NA,"",0.003,"MG N/L",0.643,"MG/L",7.23,"STD. UNITS",1.477,"MG/L",95,"UG/L",12.58,"MG/L",2.78,"MG/L",3.09,"MG/L",32,"MG/L",12.23,"NTU"
"MTRO-1070",1,0.01,"MG N/L",3488.59,"UEQ/L",39.86,"MG/L",10.42,"MG/L",3,"APHA PT-CO",417,"US/CM AT 25 C",2.74,"MG/L",17.86,"MG/L",0.002,"MG N/L",NA,"",0,"MG N/L",0.314,"MG/L",8.48,"STD. UNITS",3.306,"MG/L",66,"UG/L",21.202,"MG/L",21.62,"MG/L",37.764,"MG/L",3.5,"MG/L",2.65,"NTU"
"ARR9-0905",1,0.01618,"MG N/L",848.03608,"UEQ/L",8.792,"MG/L",4.418,"MG/L",25,"APHA PT-CO",132,"US/CM AT 25 C",2.624,"MG/L",2.891,"MG/L",0.02,"MG N/L",0.02,"MG N/L",NA,"",0.235,"MG/L",NA,"",1.448,"MG/L",15,"UG/L",6.583,"MG/L",11.73,"MG/L",14.385,"MG/L",15,"MG/L",3.43,"NTU"
"ALRF-0001",1,0.011,"MG N/L",2713.11,"UEQ/L",46.9,"MG/L",1.354,"MG/L",8,"APHA PT-CO",268,"US/CM AT 25 C",1.05,"MG/L",6.113,"MG/L",0.081,"MG N/L",NA,"",0,"MG N/L",0.184,"MG/L",8.36,"STD. UNITS",0.713,"MG/L",19,"UG/L",6.231,"MG/L",1.45,"MG/L",7.533,"MG/L",0.9,"MG/L",2.34,"NTU"
"LAS9-0944",2,0.089,"MG N/L",796,"UEQ/L",11.23,"MG/L",5.479,"MG/L",33,"APHA PT-CO",110.5,"US/CM AT 25 C",6.88,"MG/L",3.195,"MG/L",0.361,"MG N/L",NA,"",0.013,"MG N/L",1.12,"MG/L",7.36,"STD. UNITS",2.587,"MG/L",447,"UG/L",9.551,"MG/L",4.95,"MG/L",4.629,"MG/L",42.4,"MG/L",56.17,"NTU"
"LAR9-0915",2,0.053,"MG N/L",657.78,"UEQ/L",7.25,"MG/L",10.299,"MG/L",3,"APHA PT-CO",110.5,"US/CM AT 25 C",2.96,"MG/L",2.007,"MG/L",0.109,"MG N/L",NA,"",0.007,"MG N/L",0.576,"MG/L",7.68,"STD. UNITS",1.933,"MG/L",195,"UG/L",12.699,"MG/L",10.91,"MG/L",4.617,"MG/L",10.7,"MG/L",11.53,"NTU"
