"SITE_ID","VISIT_NO","RT_WQI","CL_pt","SO4_pt","PTL_pt","NTL_pt","TURB_pt","ENTERO_PT","DO_PT","PH_PT","NUMVARN","WQII"
"MTR9-0901",1,"T",6.823068468,4.707120904,8.913043478,8.1875,4.556962025,10,10,10,8,78.98
"MTR9-0901",2,"T",6.806127928,4.282487006,8.47826087,7.1875,0,10,10,10,8,70.94
"MTS9-0923",1,"S",10,10,7.319223986,10,10,10,10,10,8,96.65
"MTS9-0923",2,"S",10,10,10,10,10,10,10,10,8,100
"MTR9-0902",1,"S",10,10,10,10,10,10,10,10,8,100
"MTR9-0903",1,"S",10,10,8.289241623,10,10,10,10,10,8,97.86
"MTR9-0903",2,"S",10,10,6.261022928,10,7.364450128,10,10,10,8,92.03
"MTR9-0904",1,"S",10,10,9.87654321,10,10,10,10,10,8,99.85
"MTS9-0924",1,"S",10,10,10,10,10,10,10,10,8,100
"MTR9-0905",1,"S",10,10,10,10,10,10,10,10,8,100
"MTR9-0906",1,"S",10,10,10,10,10,10,10,10,8,100
"MTR9-0907",1,"S",10,10,8.553791887,7.852494577,10,10,10,10,8,95.51
"MTR9-0908",1,"S",0,0,0,0,0,10,10,10,8,37.5
"MTS9-0926",1,"S",10,10,3.47826087,10,10,10,10,10,8,91.85
"MTR9-0909",1,"S",10,10,1.322751323,8.611713666,8.941176471,0,10,10,8,73.59
"MTR9-0910",1,"S",10,10,3.968253968,10,8.982097187,NA,10,10,7,89.93
"MTR9-0911",1,"S",10,10,10,10,10,10,10,10,8,100
"MTR9-0912",1,"T",10,10,8.377425044,10,10,10,10,10,8,97.97
"MTS9-0927",1,"S",6.640896516,1.532712472,8.906525573,0,10,0,NA,10,7,52.97
"MTR9-0913",1,"S",10,2.656269556,8.906525573,6.442516269,10,10,10,10,8,85.01
"MTR9-0914",1,"T",9.568822493,10,10,5.336225597,10,10,10,10,8,93.63
"MTR9-0915",1,"S",10,10,1.587301587,7.071583514,7.810741688,10,10,10,8,83.09
"MTR9-0916",1,"S",10,10,10,10,10,10,10,10,8,100
"MTR9-0917",1,"S",10,10,10,10,10,0,10,10,8,87.5
"MTS9-0928",1,"S",10,6.015722599,10,10,10,10,10,10,8,95.02
"MTS9-0930",1,"T",10,10,1.499118166,0,10,10,10,10,8,76.87
"MTS9-0931",1,"S",10,9.142839548,4.130434783,8.3125,10,10,10,10,8,89.48
"MTS9-0932",1,"S",10,10,10,10,10,0,10,10,8,87.5
"MTS9-0933",1,"S",10,10,4.409171076,1.822125813,9.855498721,10,10,10,8,82.61
"MTR9-0918",1,"R",10,10,10,10,10,10,10,10,8,100
"MTS9-0934",1,"T",5.649419821,0,10,0,10,NA,10,10,7,65.21
"MTS9-0935",1,"R",10,10,10,10,10,10,10,10,8,100
"MTR9-0919",1,"S",8.835581036,10,7.142857143,4.20824295,10,10,10,10,8,87.73
"MTR9-0920",1,"S",1.187515315,0,8.695652174,0.4375,10,10,10,10,8,62.9
"MTR9-0921",1,"S",10,10,7.760141093,10,10,10,10,10,8,97.2
"MTS9-0936",1,"R",10,10,10,10,10,10,10,10,8,100
"MTS9-0937",1,"S",10,10,10,10,10,NA,10,10,7,100
"MTS9-0938",1,"S",10,10,0,10,10,0,9.5,10,8,74.38
"MTS9-0939",1,"S",0,6.02630904,0,10,10,10,10,10,8,70.03
"MTS9-0940",1,"S",10,10,4.585537919,9.479392625,10,10,10,10,8,92.58
"MTS9-0941",1,"S",10,10,10,10,10,10,10,10,8,100
"MTS9-0943",1,"R",10,10,10,10,10,10,10,10,8,100
"MTS9-0944",1,"S",10,10,5.996472663,10,10,10,10,10,8,95
"MTS9-0945",1,"S",10,10,10,10,10,10,10,10,8,100
"MTS9-0946",1,"S",10,10,6.9664903,10,10,10,10,10,8,96.21
"MTS9-0948",1,"S",10,10,10,10,10,10,10,10,8,100
"MTLS-1130",1,"T",10,10,10,10,10,10,10,10,8,100
"MTLS-1131",1,"R",10,0,7.065217391,10,10,10,10,10,8,83.83
"MTLS-1133",1,"S",10,2.282825989,7.608695652,10,10,10,NA,10,7,85.56
"MTLS-1135",1,"S",10,5.909953611,9.171075838,0,10,0,10,10,8,68.85
"MTLS-1136",1,"S",10,10,5.291005291,10,10,10,10,10,8,94.11
"MTLS-1138",1,"S",10,10,10,10,10,10,NA,10,7,100
"MTLS-1139",1,"S",10,10,0,0,8.012787724,0,10,10,8,60.02
"MTLS-1140",1,"S",10,10,10,8.459869848,10,10,10,10,8,98.07
"MTLS-1141",1,"R",10,10,10,10,10,10,10,10,8,100
"MTLS-1142",1,"T",10,10,10,10,10,10,10,10,8,100
"MTLS-1144",1,"S",7.424651054,0,4.67372134,0,10,10,10,7,8,61.37
"MTLS-1145",1,"T",10,10,10,10,10,10,10,10,8,100
"MTLS-1149",1,"T",7.795737838,10,10,4.4375,5.949367089,10,10,10,8,85.23
"MTLS-1155",1,"S",10,10,10,10,10,10,10,10,8,100
"MTRM-1001",1,"S",10,10,2.204585538,10,7.470588235,10,10,10,8,87.09
"MTRM-1002",1,"S",10,10,10,9.67462039,10,10,10,10,8,99.59
"MTRM-1003",1,"S",0,2.169903955,0,2.375,1.64556962,0,10,10,8,32.74
"MTRM-1004",1,"T",9.825779279,10,10,10,10,10,10,10,8,99.78
"MTRM-1005",1,"S",10,10,0,5.119305857,5.255754476,NA,10,10,7,71.96
"MTRM-1006",1,"S",10,10,4.320987654,10,9.517902813,10,10,10,8,92.3
"MTRM-1007",1,"T",0,0,0,0,0,10,10,10,8,37.5
"MTRM-1008",1,"T",10,10,10,10,10,10,10,10,8,100
"MTRM-1009",1,"S",10,10,10,10,10,10,10,10,8,100
"MTRM-1010",1,"S",10,10,3.527336861,10,8.768542199,10,10,10,8,90.37
"MTRO-1061",1,"T",10,10,10,5.444685466,10,0,10,10,8,81.81
"MTRO-1062",1,"R",10,10,10,10,10,10,10,10,8,100
"MTRO-1064",1,"S",10,10,10,10,10,10,10,10,8,100
"MTRO-1065",1,"R",6.590039809,10,3.262786596,10,6.476982097,10,10,10,8,82.91
"MTRO-1068",1,"S",10,10,10,10,10,10,10,10,8,100
"MTRO-1069",1,"S",10,10,9.171075838,9.023861171,10,10,10,10,8,97.74
"MTRO-1070",1,"R",10,10,10,10,10,10,10,10,8,100
"MTRO-1071",1,"S",10,10,3.47826087,2.875,7.215189873,10,10,10,8,79.46
"MTRO-1073",1,"S",10,10,10,10,10,10,10,10,8,100
"MTRO-1074",1,"T",1.944192793,4.751231073,6.956521739,0,0,10,10,10,8,54.56
"MTRO-1075",1,"S",10,10,10,10,10,10,10,10,8,100
"MTSS-1260",1,"R",10,10,8.024691358,10,10,10,10,10,8,97.53
"MTSS-1262",1,"R",10,10,2.826086957,10,10,10,10,10,8,91.03
"MTSS-1265",1,"R",10,10,10,10,10,10,10,10,8,100
"MTSS-1289",1,"S",10,10,9.347826087,8.3125,1.708860759,10,10,10,8,86.71
"MTSS-1290",1,"S",10,10,2.818270165,9.1,0.809943865,10,10,10,8,78.41
"MTSS-1291",1,"R",10,10,8.553791887,10,10,10,10,10,8,98.19
"MTSS-1292",1,"S",10,10,10,10,10,10,10,10,8,100
"MTSS-1294",1,"R",10,10,6.878306878,4.663774403,10,10,10,10,8,89.43
"MTSS-1297",1,"R",10,10,0,8,9.810126582,10,10,10,8,84.76
"MTSS-1302",1,"R",10,10,10,10,8.544303797,10,10,10,8,98.18
"MTSS-1305",1,"S",10,10,10,10,10,0,10,10,8,87.5
"MTSS-1319",1,"S",10,10,10,8.676789588,10,10,10,10,8,98.35
"MTSS-1321",1,"R",10,10,9.782608696,10,10,10,10,10,8,99.73
"MTSS-1326",1,"R",10,10,10,10,10,0,10,10,8,87.5
"MTSS-1328",1,"S",10,10,10,10,10,10,10,10,8,100
"MTSS-1330",1,"S",10,8.846643528,2.292768959,0,10,NA,0.5,10,7,59.48
"MTSS-1331",1,"S",10,10,8.47826087,10,10,10,10,10,8,98.1
"MTLS-1164",1,"S",10,10,10,10,10,10,10,10,8,100
"MTLS-1189",1,"R",10,10,10,10,10,10,10,10,8,100
"MTRF-0004",1,"S",3.025563964,3.881966667,10,10,2.658227848,10,10,10,8,74.46
"MTRF-0005",1,"R",10,10,10,10,10,10,10,10,8,100
"MTRF-0007",1,"S",10,10,10,10,10,0,2,10,8,77.5
"MTRF-0008",1,"R",10,10,10,10,10,10,10,10,8,100
"MTRF-0102",1,"R",10,7.794244633,10,10,10,10,10,10,8,97.24
"MTRF-0103",1,"R",10,10,10,10,10,10,10,10,8,100
"MTRF-0105",1,"R",10,10,10,10,10,10,10,10,8,100
"MTRF-0106",1,"S",10,10,10,10,8.227848101,10,10,10,8,97.78
"MTRF-0107",1,"R",10,10,10,10,10,10,10,10,8,100
"MTRF-0108",1,"S",9.883659459,10,6.739130435,5.3125,9.050632911,10,10,10,8,88.73
"MTRF-0109",1,"S",7.543041441,5.694012429,9.782608696,10,0,10,10,10,8,78.77
"MTRF-0110",1,"R",8.889814414,1.878188701,1.739130435,10,0,10,10,10,8,65.63
"MTRF-0115",1,"R",0,8.787017514,10,10,10,10,10,10,8,85.98
"MTRF-0116",1,"R",10,0,10,10,10,10,10,10,8,87.5
"MTRF-0117",1,"S",0,0,10,6.5625,0,10,10,10,8,58.2
"NCS9-0917",1,"T",0,8.205651461,0,0,10,10,NA,10,7,54.58
"NCS9-0917",2,"T",0,8.577605372,0,0,10,10,10,10,8,60.72
"NCR9-0901",1,"S",6.522951231,10,6.705539359,7.962264151,10,10,10,10,8,88.99
"NCS9-0918",1,"S",0,4.065100301,0,0,0,0,10,10,8,30.08
"NCS9-0918",2,"S",4.447456842,2.369386139,0,0,0,0,10,10,8,33.52
"NCR9-0903",1,"S",10,10,0,0,0,0,10,10,8,50
"NCS9-0919",1,"S",10,10,4.956268222,10,10,10,10,10,8,93.7
"NCR9-0905",1,"S",3.110322782,5.187211365,0,0,10,0,10,10,8,47.87
"NCR9-0907",1,"S",2.877040075,9.090401205,3.314285714,8.924731183,10,10,10,10,8,80.26
"NCR9-0907",2,"S",0,7.907344813,7.657142857,10,10,NA,10,10,7,79.38
"NCR9-0908",1,"T",2.441225564,4.360864399,0,0,10,10,10,10,8,58.5
"NCS9-0920",1,"T",4.784851772,9.924135438,0,0,0,0,10,10,8,43.39
"NCR9-0909",1,"T",1.636400226,4.393129574,8,7.870967742,10,10,10,10,8,77.38
"NCS9-0921",1,"S",8.686258258,10,0,0,0,0,10,10,8,48.36
"NCR9-0915",1,"S",10,9.732119673,6.857142857,10,10,10,4.4,10,8,88.74
"NCR9-0915",2,"S",2.901428722,7.832955661,7.428571429,10,10,NA,10,10,7,83.09
"NCS9-0923",1,"S",5.09316961,10,0,0,0,0,10,10,8,43.87
"NCS9-0925",1,"?",0,0,0,0,10,10,2.65,10,8,40.81
"NCS9-0926",1,"S",10,10,2.040816327,10,0,0,10,10,8,65.05
"NCLS-1037",1,"S",4.971282556,9.374513991,3.314285714,7.741935484,10,10,0,10,8,69.25
"NCLS-1038",1,"S",6.110126316,9.781413689,3.508571429,3.225806452,10,10,10,10,8,78.28
"NCLS-1039",1,"S",9.567166366,10,0.874635569,0,10,0,10,10,8,63.05
"NCLS-1040",1,"S",3.083174474,10,0,0,0,0,6.85,10,8,37.42
"NCRM-1002",1,"T",10,10,2.623906706,10,10,10,10,10,8,90.78
"NCRM-1003",1,"R",10,10,3.206997085,10,10,10,10,10,8,91.51
"NCRO-1013",1,"?",9.607823664,10,0,8.528301887,0,10,10,10,8,72.67
"NCRO-1014",1,"T",8.191594474,10,5.714285714,1.622641509,10,10,10,10,8,81.91
"NCRO-1015",1,"S",7.38363782,9.992033577,6.4,2.129032258,10,10,10,10,8,82.38
"NCRO-1016",1,"S",4.673316917,9.111015067,0,0,10,10,0,10,8,54.73
"NCSS-1081",1,"T",3.417831805,0,5.142857143,0,0,10,NA,10,7,40.8
"NCSS-1083",1,"S",8.361846907,10,0,0,0,10,0,10,8,47.95
"NCSS-1086",1,"S",10,10,10,10,10,10,10,10,8,100
"NCSS-1088",1,"S",9.20717988,10,0,6.113207547,0,0,10,10,8,56.65
"NCRF-0001",1,"R",10,10,2.915451895,10,8.421052632,10,10,10,8,89.17
"NCRF-0002",1,"R",10,10,10,10,10,10,10,9.2,8,99
"NCRF-0003",1,"S",10,10,10,10,10,0,10,10,8,87.5
"NCRF-0004",1,"R",8.952224745,6.438600566,0,10,3.958810069,10,10,10,8,74.19
"NCRF-0005",1,"S",0.008723158,10,10,10,10,10,10,10,8,87.51
"NDR9-0901",1,"S",0,0,0,0,10,10,10,10,8,50
"NDR9-0902",1,"S",10,8.350308222,7.054673721,0,10,0,10,10,8,69.26
"NDR9-0904",1,"S",0,5.31657439,0,0,10,0,10,10,8,44.15
"NDR9-0905",1,"T",10,9.719252139,9.435626102,0.997830803,10,10,10,10,8,87.69
"NDS9-0938",1,"S",10,5.05530225,2.292768959,0,5.961636829,0,10,10,8,54.14
"NDS9-0938",2,"S",10,0,10,0,10,10,10,10,8,75
"NDR9-0906",1,"S",0,2.543803429,0,9.861523244,4.950980392,10,10,10,8,59.2
"NDR9-0907",1,"T",10,10,10,0,10,10,10,10,8,87.5
"NDR9-0908",1,"R",10,10,0,10,0.932225064,10,10,10,8,76.17
"NDR9-0909",1,"S",0,0.462468709,0,0,0,10,10,10,8,38.08
"NDS9-0940",1,"S",10,10,4.409171076,0,10,10,10,10,8,80.51
"NDR9-0910",1,"T",10,10,5.996472663,0,10,0,10,10,8,70
"NDR9-0912",1,"T",10,7.246298806,10,0,10,10,10,10,8,84.06
"NDR9-0918",1,"T",0,6.571453605,0,0,4.117647059,10,10,10,8,50.86
"NDR9-0918",2,"S",0,5.475446356,0,1.384767557,0,10,10,10,8,46.08
"NDR9-0921",1,"S",10,10,10,10,10,10,10,10,8,100
"NDR9-0921",2,"S",10,10,10,10,10,10,10,10,8,100
"NDS9-0941",1,"S",10,6.461972778,6.790123457,0,9.938618926,10,10,10,8,78.99
"NDS9-0942",1,"S",0,1.861096953,0,1.78041543,10,10,10,10,8,54.55
"NDS9-0943",1,"T",10,2.102447917,9.523809524,0,10,10,10,10,8,77.03
"NDS9-0943",2,"T",10,6.242948306,10,3.036876356,10,10,10,10,8,86.6
"NDLS-1055",1,"S",10,10,0,8.655097614,10,10,10,10,8,85.82
"NDLS-1057",1,"T",10,10,0,0,10,10,10,10,8,75
"NDLS-1059",1,"S",10,7.136646806,5.114638448,0,10,10,6,10,8,72.81
"NDLS-1063",1,"R",10,10,3.527336861,0,0.299232737,10,9.5,10,8,66.66
"NDLS-1064",1,"T",10,10,9.691358025,0,10,10,10,10,8,87.11
"NDLS-1065",1,"T",10,10,5.82010582,4.989154013,10,10,10,10,8,88.51
"NDLS-1067",1,"T",10,4.780246917,1.410934744,0,10,10,10,10,8,70.24
"NDLS-1068",1,"S",10,10,9.87654321,1.540130152,10,10,10,10,8,89.27
"NDLS-1070",1,"S",8.077999375,10,0,0,10,10,10,10,8,72.6
"NDLS-1072",1,"T",10,0,0.881834215,0,10,10,10,10,8,63.6
"NDLS-1073",1,"T",9.868521982,10,0,0,10,10,10,10,8,74.84
"NDLS-1077",1,"T",10,0,10,0,10,10,10,10,8,75
"NDLS-1079",1,"T",10,10,0,0,10,10,10,10,8,75
"NDRM-1001",1,"T",10,10,10,6.117136659,10,10,10,10,8,95.15
"NDRM-1002",1,"T",10,6.346421778,0,0,0.97314578,NA,10,10,7,53.31
"NDRM-1005",1,"T",10,8.038856444,10,0,10,10,10,10,8,85.05
"NDRO-1020",1,"T",10,10,9.294532628,6.811279826,10,10,10,10,8,95.13
"NDRO-1021",1,"T",10,6.099415611,4.67372134,0,10,10,10,10,8,75.97
"NDRO-1022",1,"T",10,8.06795625,10,1.193058568,10,10,9,10,8,85.33
"NDRO-1024",1,"S",10,10,4.585537919,0,8.719948849,10,10,10,8,79.13
"NDRO-1026",1,"R",10,10,7.671957672,9.631236443,8.849104859,10,10,10,8,95.19
"NDRO-1029",1,"T",10,9.190125333,10,0,10,0,10,10,8,73.99
"NDSS-1103",1,"T",10,6.882093389,10,0,10,10,6.5,10,8,79.23
"NDSS-1105",1,"S",10,10,0,0,10,10,10,10,8,75
"NDSS-1106",1,"T",10,10,9.788359788,9.240780911,10,10,10,10,8,98.79
"NDSS-1108",1,"S",8.959171996,0.020534667,10,0,10,10,10,10,8,73.72
"NDSS-1111",1,"S",10,10,0,10,9.598465473,10,10,10,8,87
"NDSS-1112",1,"T",9.957349405,0,3.791887125,0,10,10,10,10,8,67.19
"NDSS-1115",1,"T",10,5.100537556,10,0,10,0,10,10,8,68.88
"NDSS-1131",1,"S",10,10,10,10,10,10,10,10,8,100
"NDSS-1133",1,"S",8.909918879,0,9.347442681,0,10,10,10,10,8,72.82
"NDRF-0001",1,"T",10,10,10,0,10,10,10,10,8,87.5
"NDRF-0002",1,"S",10,10,0,0,5.554987212,10,10,10,8,69.44
"NDRF-0008",1,"S",0,4.300773876,0,10,10,10,10,10,8,67.88
"NERF-0003",1,"R",10,10,10,10,10,10,NA,10,7,100
"NES9-0921",1,"R",10,10,10,4.555314534,10,0,10,NA,7,77.94
"NES9-0921",2,"R",10,10,6.613756614,3.904555315,10,0,10,NA,7,72.17
"NER9-0902",1,"S",10,10,10,10,10,10,10,NA,7,100
"NER9-0904",1,"T",10,10,8.367346939,3.404255319,10,10,10,NA,7,88.25
"NER9-0905",1,"S",0,8.616522485,0,0,10,0,10,NA,7,40.88
"NES9-0922",1,"R",10,10,0,6.680851064,6.41509434,10,10,10,8,78.87
"NER9-0908",1,"T",10,10,0,0,0,10,10,10,8,62.5
"NER9-0909",1,"S",10,10,0,0,4.218670077,0,10,10,8,55.27
"NER9-0909",2,"S",10,10,0,1.605206074,5.421994885,0,10,10,8,58.78
"NES9-0923",1,"S",10,10,0,0,0,10,10,NA,7,57.14
"NER9-0911",1,"S",10,10,3.428571429,0,10,0,10,10,8,66.79
"NER9-0912",1,"S",10,10,0,0,0,0,10,10,8,50
"NER9-0913",1,"S",9.923483673,10,0,0,10,10,0,10,8,62.4
"NES9-0925",1,"S",10,10,3.230890465,0,10,10,10,NA,7,76.04
"NES9-0926",1,"S",8.306267176,9.20553815,0.866824271,0,0,0,10,NA,7,40.54
"NER9-0914",1,"S",0,6.399032655,5.358550039,6.49851632,6.862745098,10,10,10,8,68.9
"NER9-0914",2,"S",0,6.276637472,7.092198582,9.060336301,8.088235294,10,10,10,8,75.65
"NER9-0915",1,"S",10,10,2.734693878,0,0,NA,5.5,10,7,54.62
"NES9-0927",1,"R",10,10,6.613756614,4.989154013,10,10,10,NA,7,88
"NER9-0916",1,"T",10,10,0,0,2.037735849,10,5.5,10,8,59.42
"NES9-0928",1,"S",10,10,0,10,10,10,10,NA,7,85.71
"NES9-0930",1,"T",10,10,0,0,0,10,10,NA,7,57.14
"NES9-0931",1,"T",10,10,0,0,0,10,10,10,8,62.5
"NES9-0932",1,"S",10,10,0,6.507592191,10,0,10,NA,7,66.44
"NES9-0934",1,"S",0,9.603083158,0,0,10,0,10,NA,7,42.29
"NES9-0934",2,"S",0,9.934100226,0,0,10,10,10,NA,7,57.05
"NES9-0935",1,"S",10,10,0,2.914893617,0,0,10,10,8,53.64
"NES9-0936",1,"S",10,10,10,10,10,0,10,10,8,87.5
"NELS-1073",1,"R",10,9.792931182,0,3.066271019,10,0,10,NA,7,61.23
"NELS-1074",1,"S",10,10,10,8.723404255,1.745283019,10,10,NA,7,86.38
"NELS-1079",1,"T",10,10,0,0,10,10,10,10,8,75
"NELS-1082",1,"T",10,10,0,0,7.405660377,10,10,10,8,71.76
"NELS-1083",1,"S",10,10,10,10,10,0,10,10,8,87.5
"NERM-1001",1,"R",0,7.22553684,0,0,0.823529412,10,10,10,8,47.56
"NERM-1003",1,"T",10,10,10,1.914893617,10,10,10,NA,7,88.45
"NERM-1004",1,"S",0,6.197339412,10,10,10,10,10,10,8,82.75
"NERM-1005",1,"S",0,6.65461353,3.309692671,1.058358061,4.049019608,10,10,10,8,56.34
"NERM-1007",1,"R",10,10,0,4.924078091,10,10,10,10,8,81.16
"NERM-1008",1,"S",0,6.017860011,8.825847124,10,10,10,10,10,8,81.05
"NERO-1037",1,"R",0,6.642378879,2.758077226,0.682492582,3.078431373,10,10,10,8,53.95
"NERO-1039",1,"R",10,10,5.594956659,10,10,10,10,NA,7,93.71
"NERO-1042",1,"S",10,10,0,0,0,0,10,10,8,50
"NERO-1043",1,"T",0,8.157934035,0,0,0,0,0,10,8,22.7
"NERO-1045",1,"S",10,10,0,6.919739696,9.768542199,10,10,10,8,83.36
"NERO-1046",1,"T",10,10,0,0,0,0,9,10,8,48.75
"NESS-1128",1,"S",10,10,4.408163265,0,2.45754717,10,10,10,8,71.08
"NESS-1132",1,"T",10,10,10,10,10,NA,NA,NA,5,NA
"NESS-1134",1,"S",9.828529924,9.908316593,0,0,5.607843137,0,10,10,8,56.68
"NESS-1138",1,"S",10,10,10,10,10,0,10,10,8,87.5
"NESS-1140",1,"T",10,10,3.086419753,0,10,10,10,10,8,78.86
"NESS-1143",1,"R",10,9.516174951,7.959022853,10,10,0,10,10,8,84.34
"NERF-0001",1,"R",10,10,10,5.127659574,10,10,NA,10,7,93.04
"NERF-0002",1,"R",10,10,2.93877551,10,10,10,NA,10,7,89.91
"NERF-0004",1,"R",10,10,10,10,10,0,NA,10,7,85.71
"NERF-0005",1,"S",6.260793893,8.324448601,3.230890465,0,10,0,10,NA,7,54.02
"NHR9-0901",1,"S",10,10,9.183098592,10,10,10,10,10,8,98.98
"NHR9-0901",2,"S",10,10,9.464788732,9.967320261,10,10,NA,10,7,99.19
"NHR9-0902",1,"S",9.607169859,9.628384045,2.704225352,9.54248366,0,0,10,10,8,64.35
"NHR9-0902",2,"S",5.678193239,8.02729128,10,9.411764706,10,10,10,10,8,91.4
"NHR9-0903",1,"S",10,9.288465677,8.056338028,10,10,10,10,10,8,96.68
"NHR9-0904",1,"S",3.889164789,10,8.704225352,10,10,10,10,10,8,90.74
"NHR9-0905",1,"S",8.905992535,8.550688312,6.647887324,10,10,10,10,10,8,92.63
"NHS9-0911",1,"S",5.74506662,10,10,10,10,10,10,10,8,94.68
"NHS9-0911",2,"S",5.713947324,10,10,10,10,10,10,10,8,94.64
"NHS9-0912",1,"S",2.035249296,10,3.267605634,7.026143791,9.76744186,10,10,10,8,77.62
"NHS9-0912",2,"S",6.634946056,10,0,2.549019608,3.372093023,10,3.5,10,8,57.57
"NHS9-0913",1,"S",10,10,10,10,10,10,10,10,8,100
"NHLS-1044",1,"R",7.884352676,10,8.61971831,10,10,10,10,10,8,95.63
"NHLS-1045",1,"S",0,2.105758813,8.901408451,10,10,NA,10,10,7,72.87
"NHRM-1001",1,"S",10,10,9.464788732,8.366013072,9.011627907,0,10,10,8,83.55
"NHRM-1002",1,"R",10,10,10,10,10,0,10,10,8,87.5
"NHRM-1003",1,"S",9.322461408,9.141682746,8.901408451,10,10,10,10,10,8,96.71
"NHRM-1004",1,"S",4.113620986,10,6.366197183,8.006535948,10,10,10,10,8,85.61
"NHRM-1005",1,"S",10,10,9.464788732,10,10,10,10,10,8,99.33
"NHRO-1031",1,"S",1.455900704,10,7.915492958,10,10,10,10,10,8,86.71
"NHRO-1033",1,"T",6.805109014,10,6.084507042,9.150326797,10,10,10,10,8,90.05
"NHSS-1067",1,"S",10,4.290120594,2.704225352,10,10,0,NA,10,7,67.13
"NHSS-1068",1,"S",9.900485775,9.695981447,8.338028169,10,10,10,10,10,8,97.42
"NHSS-1070",1,"S",10,10,6.929577465,10,10,10,10,10,8,96.16
"NHRF-0001",1,"S",9.842219859,10,10,10,10,10,10,10,8,99.8
"NHRF-0002",1,"S",10,10,10,10,10,10,10,10,8,100
"NHRF-0003",1,"R",10,10,10,10,10,10,10,10,8,100
"NHRF-0004",1,"R",6.48729493,10,10,10,10,10,10,10,8,95.61
"NJS9-0908",1,"T",0,8.550623751,0,0,10,0,10,10,8,48.19
"NJS9-0908",2,"?",0,8.547778417,0,0,10,10,10,10,8,60.68
"NJR9-0901",1,"R",3.183970691,10,10,10,10,0,10,10,8,78.98
"NJR9-0901",2,"R",3.438078799,10,8.454810496,10,10,10,10,10,8,89.87
"NJR9-0902",1,"T",0,9.832397926,0,0,0,10,10,10,8,49.79
"NJR9-0902",2,"T",0,8.707313384,0,0,10,0,10,10,8,48.38
"NJS9-0909",1,"S",0,10,9.329446064,10,10,10,10,10,8,86.66
"NJS9-0909",2,"S",0,10,4.664723032,6.830188679,10,10,10,10,8,76.87
"NJLS-1041",1,"T",0,2.58986483,0,2.709677419,7.731707317,10,2.3,10,8,44.16
"NJLS-1042",1,"T",0,0.832309083,3.314285714,0,9.231707317,10,10,10,8,54.22
"NJLS-1043",1,"T",0,8.70073968,0,0,10,10,10,10,8,60.88
"NJRM-1001",1,"T",0,0,0,0,0,10,10,10,8,37.5
"NJRM-1002",1,"R",0,10,10,6.264150943,10,10,10,10,8,82.83
"NJRM-1003",1,"S",3.080063099,0,3.830985915,0,10,10,10,10,8,58.64
"NJRO-1019",1,"T",0,9.42414147,0,0,1.830663616,10,10,10,8,51.57
"NJRO-1020",1,"T",0,9.925607163,0,0,10,10,10,10,8,62.41
"NJSS-1077",1,"T",0,0,0,0,10,0,10,10,8,37.5
"NJSS-1078",1,"T",0,0,4.676056338,0,10,0,10,10,8,43.35
"NJSS-1081",1,"T",0,9.18523148,0,0,2.494279176,10,10,10,8,52.1
"NJSS-1082",1,"T",0,4.64742115,0,2.058823529,0,10,10,10,8,45.88
"NJSS-1085",1,"T",0,0,1.85915493,0,10,10,10,10,8,52.32
"NJSS-1086",1,"T",0,2.613705009,0,4.607843137,0,10,0,10,8,34.03
"NJSS-1087",1,"T",2.042524211,0,0,1.741935484,0,0,7.15,10,8,26.17
"NJSS-1088",1,"T",0,0,0,0,10,0,10,10,8,37.5
"NMR9-0901",1,"S",10,9.468548392,10,10,10,10,10,10,8,99.34
"NMR9-0902",1,"T",10,10,0,0,0,10,10,10,8,62.5
"NMR9-0902",2,"T",10,10,0,0,0,10,NA,10,7,57.14
"NMR9-0903",1,"S",0,0,10,10,6.582278481,10,10,10,8,70.73
"NMS9-0920",1,"S",10,10,6.086956522,0,0,10,NA,10,7,65.84
"NMS9-0920",2,"S",10,10,4.347826087,0,0,10,10,10,8,67.93
"NMR9-0904",1,"S",0,5.746944633,3.47826087,3.1875,10,10,10,10,8,65.52
"NMR9-0905",1,"S",10,7.951031696,0,1.34,0,10,10,10,8,61.61
"NMR9-0905",2,"S",10,9.24239984,10,8,4.394546913,10,10,10,8,89.55
"NMR9-0906",1,"S",9.549746908,3.013962424,10,10,5.16509434,10,10,10,8,84.66
"NMS9-0924",1,"R",10,10,0,2.25,0,10,10,10,8,65.31
"NMS9-0925",1,"S",10,0,0,0,0,10,10,10,8,50
"NMS9-0926",1,"S",10,8.980410317,10,10,10,10,10,10,8,98.73
"NMS9-0926",2,"S",10,8.966136927,10,10,10,0,6.3755563,10,8,81.68
"NMLS-1044",1,"S",9.763663964,10,0,0,1.392405063,10,10,10,8,63.95
"NMLS-1045",1,"S",8.126927875,0,10,10,6.752205293,10,10,10,8,81.1
"NMLS-1047",1,"S",10,10,10,10,10,10,10,10,8,100
"NMRM-1001",1,"T",9.896444114,10,0,0,0,10,10,10,8,62.37
"NMRM-1002",1,"R",9.700291528,0.380518189,10,10,10,10,10,10,8,87.6
"NMRM-1005",1,"S",10,10,0,4.38,0,10,10,10,8,67.98
"NMRM-1007",1,"S",0,0,0,10,8.924050633,0,7,10,8,44.91
"NMRO-1025",1,"S",10,10,10,10,10,0,3,10,8,78.75
"NMRO-1028",1,"S",10,10,10,10,10,10,10,10,8,100
"NMRO-1030",1,"R",0,0,0,0,0,0,10,10,8,25
